POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA6361,44,33,77,20,10,30,0,7,10,0,0,0,0,0,0,27,20,41,3,5,14,3.8,0,2.4,63.4,48.5,56.8,61,48.5,55.4,0,0,0,0,0,0,0,4,5,0,7,9,5,6,12,0,0,0,0,0,0,3,6,12,36,32,66,0,0,7,29,25,50,5,3,5
POA6363,31,35,66,27,6,35,0,17,15,5,4,4,0,0,0,26,31,57,3,4,3,0,6.9,3.4,87.9,85.3,86.6,87.9,79.4,83.6,0,0,0,0,0,0,0,9,11,0,0,0,4,8,9,0,0,0,0,0,0,4,8,9,37,39,77,0,6,4,30,27,61,0,11,12
POA6365,210,177,389,113,53,163,21,50,81,7,8,15,0,0,0,151,110,262,45,48,91,0.7,0.9,0.8,70.8,61.8,66.7,70.3,61.2,66.1,0,0,0,0,3,4,9,34,47,12,16,27,45,23,69,3,3,7,6,4,8,61,31,85,222,186,406,15,25,45,165,142,306,58,54,113
POA6367,145,137,285,76,34,112,15,36,54,3,3,3,8,0,11,105,74,181,27,51,78,7.7,2.6,5.5,71.7,57.4,64.8,66.2,55.9,61.2,0,4,4,0,0,0,3,19,19,0,18,18,28,22,48,0,0,0,0,3,3,31,22,60,134,128,261,16,15,37,104,92,191,49,51,95
POA6368,35,29,65,28,11,35,0,10,10,0,0,5,0,0,0,28,22,49,5,7,12,0,0,0,77.8,67.7,73.1,77.8,67.7,73.1,0,4,4,0,0,0,4,11,9,0,0,0,4,3,8,0,0,0,0,6,6,4,9,10,44,38,82,0,0,0,35,29,62,6,6,10
POA6369,282,244,520,140,62,202,22,53,80,4,8,13,10,4,9,171,128,301,53,79,128,4.1,3.1,3.7,61.2,52.9,57.4,58.7,51.2,55.3,0,6,0,0,3,10,9,38,48,9,22,27,49,21,67,3,3,3,4,0,4,52,27,74,235,219,459,33,28,61,173,155,331,82,74,157
POA6370,171,164,337,75,34,108,18,40,60,18,10,27,12,3,9,117,90,209,26,48,76,6.9,3.3,5.3,67.1,55.6,61.5,62.4,53.7,58.2,0,0,0,0,3,3,8,22,28,5,11,19,33,18,52,0,0,0,0,7,7,29,22,60,164,161,322,21,17,37,126,122,247,45,51,93
POA6372,58,41,103,21,7,27,10,13,23,0,0,0,0,0,0,35,22,51,10,17,28,0,4.8,1.9,52.5,50,51.5,52.5,47.6,50.5,0,0,0,0,0,0,0,0,0,5,0,5,12,9,18,0,3,3,0,4,3,12,11,22,38,35,76,11,5,13,35,27,61,10,13,26
POA6373,38,28,63,29,10,39,0,17,12,0,0,0,0,0,0,29,25,53,0,7,7,0,0,0,91.2,82.8,87.3,91.2,82.8,87.3,0,3,3,0,0,3,0,3,5,0,5,4,10,9,12,0,0,0,3,0,4,13,9,14,38,37,71,0,0,0,32,28,57,3,7,9
POA6375,359,342,702,192,98,293,34,90,127,12,11,21,9,3,12,250,201,447,92,115,207,3.6,2.5,3.1,69.2,58.4,63.9,66.7,57,61.9,4,4,6,0,5,5,17,49,73,15,35,50,89,39,127,15,10,23,0,11,15,100,57,161,329,323,652,61,66,126,248,230,478,118,130,250
POA6383,367,399,765,130,52,181,27,61,84,3,8,16,4,3,5,159,123,285,104,168,273,3.1,2.4,2.8,43.8,31.2,37.3,42.4,30.5,36.2,5,3,4,0,8,9,10,33,52,17,26,41,70,39,112,3,5,8,0,11,17,79,54,133,275,300,573,30,51,84,199,224,422,85,110,197
POA6384,11,6,14,4,0,7,0,3,4,0,0,0,0,0,0,11,4,10,0,0,0,0,0,0,80,71.4,76.5,80,71.4,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,7,6,18,0,0,4,6,6,14,3,0,5
POA6385,3,10,16,4,0,3,0,5,5,0,0,0,0,0,0,7,7,10,0,0,4,0,0,0,80,75,76.9,80,75,76.9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,0,0,0,3,9,16,0,0,0
POA6386,40,37,83,21,14,26,5,3,6,0,0,0,4,0,4,29,13,42,0,5,6,8,0,4.9,56.8,41,49.4,52.3,41,47,0,0,0,0,0,0,0,0,4,0,0,0,8,6,15,0,0,0,0,6,7,13,9,18,24,26,48,6,3,11,17,16,32,8,12,18
POA6390,944,669,1607,519,185,700,91,128,222,82,48,131,18,15,38,710,379,1090,171,234,403,2.5,4.5,3.2,75.5,56.8,67.7,73.5,54.2,65.5,11,8,28,8,11,18,72,83,154,52,55,111,319,91,409,11,23,39,11,12,31,346,128,474,862,598,1461,190,159,348,554,391,952,441,317,761
POA6391,400,390,788,237,102,341,37,114,149,19,18,37,0,0,4,292,240,534,70,112,179,0.7,0.4,0.6,73.1,61.4,67.4,72.6,61.2,67,4,5,6,0,7,12,27,61,89,28,41,69,82,56,135,9,10,17,5,3,10,95,65,164,405,376,783,51,58,103,295,271,564,137,130,268
POA6392,180,167,341,95,31,128,25,49,75,4,0,10,5,0,6,123,87,214,35,51,83,2.4,1.1,1.9,71,54,62.8,69.3,53.4,61.7,0,5,5,0,6,6,10,26,26,9,16,28,44,16,56,3,3,3,0,6,5,46,23,70,172,153,321,17,12,27,134,107,247,48,49,94
POA6393,54,40,92,18,5,28,4,9,15,0,3,4,0,0,0,25,20,45,18,18,34,0,0,0,50,48.7,49.5,50,48.7,49.5,0,0,0,0,0,0,0,5,0,0,0,0,15,4,20,0,0,0,0,0,0,15,4,19,49,40,90,3,0,3,42,34,71,9,10,18
POA6394,208,169,377,108,45,158,16,60,74,12,4,20,3,0,3,142,114,250,40,34,76,1.4,0.9,1.2,68.1,66.1,67.2,67.1,65.5,66.4,7,0,5,0,5,8,11,29,41,13,22,34,44,24,65,0,7,9,3,8,10,45,34,82,206,163,369,18,15,37,169,137,306,42,32,78
POA6395,620,588,1208,299,152,453,85,153,242,34,33,67,8,7,13,429,340,770,134,201,338,1.4,1.8,1.6,69.4,57.6,63.7,68.4,56.6,62.7,9,5,11,3,10,12,54,117,166,39,49,88,113,56,170,7,13,20,4,7,14,122,76,194,603,575,1180,91,83,180,437,410,846,216,219,435
POA6396,176,122,299,105,32,143,13,36,52,7,9,14,3,0,3,129,75,209,27,32,57,2.3,0,1.4,75.9,62.3,70.3,74.1,62.3,69.3,0,0,5,0,5,9,8,16,27,14,15,30,29,29,60,3,5,4,3,8,8,43,32,72,163,101,266,18,25,49,106,62,177,69,60,122
POA6397,46,30,76,14,8,21,4,5,11,0,0,0,3,3,3,26,19,36,14,13,29,9.1,11.8,10.3,50,51.5,50.6,45.5,45.5,45.5,0,0,0,0,0,0,0,3,7,5,0,3,6,8,15,0,0,3,0,3,3,10,8,14,39,34,65,9,5,12,23,28,49,23,7,26
POA6398,268,254,522,67,39,104,42,64,116,18,21,31,5,0,5,135,126,260,115,106,226,4.5,0.8,2.7,48.9,51.2,50,46.7,50.8,48.7,4,16,21,3,8,13,24,37,58,20,22,47,77,29,108,4,10,12,3,7,9,78,48,125,237,214,451,37,45,84,169,149,315,99,97,194
POA6401,3357,3300,6659,1202,753,1954,322,749,1067,98,93,186,120,87,212,1733,1694,3425,1304,1307,2607,6.9,5.4,6.2,51.6,51.2,51.4,48.1,48.5,48.3,57,65,122,33,66,94,179,303,482,136,255,386,712,424,1131,51,93,147,53,58,106,808,576,1385,2877,3079,5956,474,546,1021,1990,2074,4062,1179,1371,2548
POA6403,62,67,123,17,13,32,9,20,37,0,0,5,5,3,9,29,42,75,23,21,44,9.7,5,7,52.5,62.5,57.7,47.5,59.4,53.7,0,0,0,0,0,0,4,7,8,4,4,9,18,9,31,0,0,0,0,3,4,22,12,37,56,64,120,6,5,15,47,48,97,16,20,34
POA6405,122,120,241,55,26,84,14,32,42,5,8,11,0,4,6,79,70,147,35,39,70,3.8,5.8,4.7,64.8,57.5,61.2,62.3,54.2,58.3,0,3,3,0,0,4,4,19,20,3,11,14,27,11,38,0,4,4,0,4,4,31,19,52,131,129,261,12,24,35,98,86,187,37,48,86
POA6407,445,367,814,211,68,276,39,99,142,21,14,35,13,10,23,277,194,471,154,151,300,5,4.7,4.9,62.6,52,57.8,59.4,49.6,55,3,4,10,3,5,7,21,28,56,14,15,31,115,50,159,10,3,15,7,8,15,129,57,193,417,352,769,84,62,148,287,234,518,191,158,349
POA6409,175,136,308,72,19,95,16,39,53,3,4,9,8,6,14,100,62,165,50,45,93,7.8,6.3,7.2,59.3,47.8,54.2,54.7,44.8,50.3,0,0,0,0,0,0,10,26,39,10,8,14,33,10,43,0,3,7,0,3,3,35,19,50,164,121,287,12,8,20,127,93,221,41,32,76
POA6410,395,406,796,152,76,226,34,91,127,4,14,25,15,3,16,211,182,393,147,184,327,6.6,1.7,4.3,53.6,44.9,49.2,50,44.2,47.1,3,7,13,3,4,8,13,34,49,15,15,33,84,44,127,3,7,7,4,13,15,86,59,145,360,365,731,45,35,80,283,288,571,97,96,195
POA6411,61,55,114,28,8,38,10,20,22,3,3,7,0,0,0,41,38,74,9,13,23,0,0,0,61.3,60.7,61,61.3,60.7,61,0,0,0,0,0,4,7,12,15,6,0,10,11,11,19,0,0,0,0,0,3,10,9,24,48,45,92,5,7,12,40,44,80,10,5,12
POA6412,28,18,49,11,5,16,0,0,0,0,0,0,0,0,0,13,11,25,3,3,7,14.3,0,8.3,50,50,50,42.9,50,45.8,0,0,0,0,0,0,0,3,3,0,0,0,7,4,15,0,0,0,0,0,0,7,4,13,22,21,40,0,0,0,16,11,27,9,9,14
POA6413,33,19,54,13,6,11,0,5,5,3,0,3,3,0,4,17,9,27,15,8,17,13.3,20,16,48.4,50,49,41.9,40,41.2,0,0,0,0,0,0,3,6,5,0,0,0,6,0,10,0,0,0,0,0,0,6,0,12,28,19,40,0,0,0,26,19,42,3,0,7
POA6414,32,31,61,15,3,20,3,12,13,0,0,4,0,0,0,18,15,32,5,5,10,5.3,0,2.9,59.4,55.2,57.4,56.3,55.2,55.7,0,3,3,0,0,0,0,4,0,0,5,5,8,0,8,0,0,0,0,0,0,8,4,12,29,22,54,3,3,6,26,22,45,3,11,12
POA6415,1189,1090,2280,530,263,796,129,266,396,43,52,91,37,20,54,741,600,1338,290,366,654,5,3.3,4.3,62.4,55,58.8,59.3,53.1,56.3,38,15,48,9,15,26,63,109,172,47,69,112,312,122,429,25,45,68,10,22,34,346,191,535,1045,1002,2046,202,178,384,718,673,1390,460,439,905
POA6418,336,262,599,153,62,213,22,58,77,7,3,8,8,5,14,188,127,315,91,109,195,2.7,4.8,3.5,55.8,47.5,52.2,54.3,45.3,50.3,0,0,0,0,11,10,15,32,49,13,23,36,87,29,112,5,3,7,5,5,9,92,39,133,293,260,551,50,39,92,233,189,419,96,88,182
POA6419,23,19,47,15,8,23,0,6,8,0,0,0,0,0,0,23,14,33,5,9,6,5.3,0,3.2,73.1,63.2,68.9,69.2,63.2,66.7,0,0,0,0,0,0,0,0,0,5,0,6,9,0,11,0,0,0,0,0,0,9,3,14,31,19,44,0,0,0,21,14,37,7,0,13
POA6420,36,24,60,22,8,32,4,13,12,0,0,0,0,0,0,28,18,44,6,4,15,0,0,0,81.8,76,79.3,81.8,76,79.3,0,0,0,0,0,0,0,5,5,0,0,0,13,0,13,0,0,0,0,0,0,13,0,15,38,32,73,0,0,0,30,24,54,10,5,12
POA6421,60,56,116,27,9,34,5,18,22,0,4,4,0,0,5,28,31,60,20,13,31,3.3,6.3,4.8,50.8,55.2,53,49.2,51.7,50.4,0,0,3,0,0,0,0,11,14,0,4,8,12,0,10,0,0,0,0,4,4,12,5,17,57,61,120,0,0,3,44,47,84,15,13,28
POA6422,22,24,42,18,10,19,0,9,9,0,0,3,0,0,0,17,13,30,0,3,8,0,0,0,81,71.4,76.2,81,71.4,76.2,0,0,0,0,0,0,3,9,9,0,0,0,7,4,10,0,4,4,0,0,0,7,7,13,27,27,54,0,0,5,17,20,38,4,9,14
POA6423,204,76,280,95,19,117,12,11,24,13,0,13,5,0,5,125,34,153,23,30,51,1.6,3.1,1.9,59.5,42.1,54.8,58.5,40.8,53.7,0,0,0,0,0,0,4,7,9,16,9,27,45,8,55,3,0,3,5,0,5,51,12,63,128,60,182,25,10,32,81,44,124,65,23,87
POA6424,28,26,55,22,8,25,0,6,6,0,0,0,0,0,3,23,20,38,0,6,12,4.5,5.9,5.1,78.6,58.6,68.4,75,55.2,64.9,0,0,0,0,0,0,0,0,8,5,0,3,4,3,9,0,0,0,0,0,0,4,5,13,18,20,44,3,3,10,12,13,32,11,8,20
POA6425,38,28,60,23,9,34,0,8,4,0,0,0,0,0,0,30,16,46,9,7,10,0,0,0,82.4,63,73.8,82.4,63,73.8,0,0,0,0,0,0,3,11,13,0,5,5,6,3,7,0,0,0,0,0,3,9,5,7,37,27,57,5,0,7,29,24,51,7,3,12
POA6426,930,374,1296,469,136,607,58,53,112,38,24,60,11,6,22,578,226,805,92,94,188,2.3,4,2.7,62.2,60.9,61.8,60.8,58.4,60.1,13,9,17,9,8,9,51,37,86,43,32,73,214,45,254,11,9,17,6,6,13,225,56,283,576,287,864,142,78,218,397,183,585,287,165,447
POA6427,277,39,319,134,16,157,3,0,3,5,0,12,0,0,0,151,19,173,0,0,0,1.3,0,1.2,54.7,51.2,54.2,54,51.2,53.6,0,0,0,0,0,0,12,4,19,12,5,16,69,5,75,5,0,5,0,0,0,76,5,79,123,11,139,36,12,39,84,3,86,69,13,87
POA6428,23,24,42,8,7,19,0,8,8,0,0,0,0,0,0,8,10,27,3,5,5,0,7.1,3.8,54.5,63.6,59.1,54.5,59.1,56.8,0,0,0,0,0,0,0,5,5,0,3,3,5,3,6,0,0,0,0,0,0,5,3,8,21,22,38,0,0,3,13,17,27,4,4,8
POA6429,944,402,1340,366,101,468,55,52,105,42,12,52,18,18,31,474,181,661,145,120,267,3.6,7.7,4.7,50.5,45.2,48.9,48.7,41.7,46.6,10,3,14,4,4,9,32,18,53,27,27,56,216,42,259,13,7,19,10,7,15,237,52,291,543,273,806,130,85,210,357,178,537,291,155,449
POA6430,9340,8280,17625,5690,3246,8932,735,1861,2596,381,346,722,221,165,386,7018,5611,12633,1295,1948,3241,3.1,2.9,3,75.1,67.8,71.7,72.8,65.8,69.5,322,307,631,88,198,284,817,1210,2030,498,683,1181,2889,1121,4016,134,218,350,109,166,273,3129,1511,4638,8303,7646,15956,2205,1997,4207,5066,4459,9525,4702,4491,9195
POA6431,1078,423,1502,505,134,640,32,25,58,42,6,48,25,15,41,602,183,790,151,166,320,4.3,9.7,5.6,56,43.5,52.5,53.6,39.3,49.5,23,11,36,3,6,12,68,32,105,43,22,66,272,42,310,12,8,14,5,4,18,293,55,346,683,328,1012,130,78,207,471,273,744,322,119,445
POA6432,3276,2570,5845,1499,795,2291,239,535,775,123,74,201,89,65,155,1953,1469,3424,715,682,1396,4.6,4.4,4.5,59.6,57.1,58.5,56.9,54.7,55.9,29,23,52,10,29,41,104,144,250,82,166,252,856,388,1245,50,64,117,35,43,80,946,497,1441,2532,2216,4746,551,470,1020,1621,1360,2983,1279,1137,2420
POA6434,487,99,590,258,40,300,5,0,10,8,0,8,0,0,0,278,51,320,0,3,4,0.4,0,0.3,57,45.6,55,56.8,45.6,54.9,13,0,13,4,0,6,33,8,44,16,6,17,97,6,103,6,0,6,9,0,5,107,4,116,209,31,235,65,22,88,114,15,131,156,33,197
POA6436,277,101,378,86,31,112,3,12,14,7,0,8,11,3,11,112,44,155,22,18,41,9.7,7.1,9,40.4,43.3,41.1,36.4,40.2,37.4,6,0,6,0,0,0,24,10,30,4,4,10,39,5,45,3,0,9,3,3,3,44,10,58,108,44,154,38,27,60,81,29,112,60,37,98
POA6437,1242,371,1615,636,156,791,64,46,113,59,8,68,0,7,7,760,220,975,31,38,63,0,3.2,0.7,61,59.1,60.6,61,57.3,60.1,24,12,39,7,11,17,75,33,104,55,34,92,325,40,366,23,0,24,6,9,12,350,56,404,657,204,856,200,107,309,385,90,468,437,200,636
POA6438,1361,495,1854,366,120,490,41,32,72,33,18,51,7,11,18,453,175,627,99,111,206,2,4.5,2.7,33.3,36,34,32.6,34.3,33.1,28,13,35,3,4,8,78,38,115,49,30,82,172,33,203,7,7,11,7,8,14,182,42,228,472,262,739,111,65,168,291,163,456,272,143,415
POA6440,2989,787,3777,1104,257,1360,126,61,181,162,45,208,23,3,28,1420,365,1783,115,134,251,1.7,1.9,1.7,47.4,46.5,47.2,46.6,45.6,46.4,42,10,51,16,12,31,171,75,254,123,35,162,599,78,677,21,15,38,10,9,21,629,103,735,1281,413,1689,300,138,441,848,251,1098,712,283,991
POA6442,1322,983,2306,526,253,784,74,144,219,63,39,96,30,19,52,691,465,1156,179,272,456,4.6,4.7,4.7,52.4,47.2,50.2,50,45,47.9,17,7,29,9,12,16,42,56,98,32,49,89,321,112,426,14,24,39,5,9,23,338,154,495,845,732,1575,233,184,420,561,437,998,446,421,869
POA6443,692,407,1107,274,123,398,39,37,78,33,19,52,15,4,18,360,191,547,146,131,279,3.6,3.7,3.7,51.5,46,49.5,49.6,44.3,47.6,13,11,27,11,12,21,62,32,98,46,19,66,137,36,169,6,9,13,0,10,8,146,51,191,448,272,721,93,71,158,300,192,490,221,146,371
POA6445,61,56,119,38,20,57,0,15,20,0,3,3,0,0,0,43,34,80,8,15,21,4.5,0,2.5,72.1,68.5,70.4,68.9,68.5,68.7,0,0,0,0,4,4,4,5,7,7,5,10,16,12,27,0,0,0,0,0,0,22,11,33,59,62,123,4,0,5,45,41,84,11,18,33
POA6446,54,44,90,40,16,55,0,17,15,0,0,0,0,0,0,42,32,69,6,10,19,0,0,0,86,65.1,76.3,86,65.1,76.3,0,0,0,0,0,0,3,3,7,0,0,7,11,9,23,0,0,4,0,3,3,13,13,30,54,52,104,3,3,8,39,33,73,16,13,28
POA6447,73,54,130,54,13,72,3,23,30,0,4,0,3,3,0,67,46,113,5,8,13,3,4.5,3.6,86.8,77.2,82.7,84.2,73.7,79.7,0,0,0,0,0,0,3,21,24,6,5,10,23,6,26,0,0,0,0,3,0,19,8,32,72,59,131,11,7,15,59,48,108,19,12,30
POA6448,174,172,344,71,38,107,8,33,51,11,5,19,0,3,10,90,88,181,58,61,123,2.2,4.5,3.3,53.8,51.8,52.8,52.6,49.4,51,0,0,0,0,6,6,5,17,15,10,10,22,33,28,64,3,6,6,0,4,4,35,36,73,166,159,329,25,21,45,121,110,235,64,62,125
POA6450,5305,5262,10566,2544,1264,3807,504,1374,1880,229,201,429,101,74,175,3380,2915,6292,1308,1843,3148,3,2.6,2.8,63.7,55.4,59.6,61.8,54,57.9,75,80,159,40,111,149,327,646,969,266,466,727,1430,706,2132,70,137,215,51,96,154,1559,939,2496,4836,4841,9674,924,928,1855,3264,3233,6498,2181,2255,4433
POA6452,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
POA6460,293,277,569,123,47,172,25,71,101,9,11,19,3,9,9,167,135,302,87,106,193,3,5.1,4,57,49.1,53.2,55.3,46.6,51.1,0,7,7,3,0,7,19,23,43,3,20,25,52,38,89,0,4,7,0,5,5,56,48,100,279,266,546,24,21,42,214,208,423,71,68,133
POA6461,211,187,399,97,37,133,27,53,73,10,5,18,7,5,11,137,101,234,53,74,129,4.4,4,4.2,64.8,53.5,59.4,61.9,51.3,56.9,0,3,3,0,3,5,10,26,30,10,24,35,47,14,66,4,0,3,7,4,7,52,24,80,213,188,401,24,24,45,164,135,302,58,60,126
POA6462,55,54,107,36,11,49,4,19,23,0,0,0,0,0,0,40,35,74,12,17,28,0,3,1.4,74.5,61.1,67.9,74.5,59.3,67,0,0,0,0,0,0,0,10,6,12,4,14,16,3,15,0,0,6,0,0,0,13,7,22,65,63,132,8,3,8,49,54,104,15,11,28
POA6463,8,15,21,10,5,13,0,0,3,0,0,3,0,0,0,12,11,16,0,0,4,0,0,0,90,81.8,85.7,90,81.8,85.7,0,0,0,0,0,0,0,5,10,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,8,23,4,3,7,9,10,11,3,6,11
POA6465,18,21,35,12,6,19,0,7,7,0,0,0,0,0,3,17,14,31,0,7,3,7.1,7.7,7.4,77.8,68.4,73,72.2,63.2,67.6,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,17,17,31,0,0,0,12,19,27,5,0,9
POA6466,16,19,37,12,3,18,4,6,9,4,0,0,0,0,0,20,11,27,4,10,9,0,0,0,89.5,62.5,77.1,89.5,62.5,77.1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,0,3,3,8,21,16,43,0,0,0,16,11,32,5,8,11
POA6467,14,11,23,13,3,13,0,0,0,0,0,0,0,0,0,8,8,21,4,7,7,8.3,0,5.6,85.7,60,75,78.6,60,70.8,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,0,0,0,0,3,0,3,15,16,28,0,0,0,11,7,19,5,6,14
POA6468,82,72,156,62,20,78,7,20,25,0,0,6,0,0,0,62,43,106,7,14,25,1.5,0,0.9,75.6,57.7,67.5,74.4,57.7,66.9,0,0,0,0,4,4,3,15,23,4,3,7,18,0,24,0,0,0,0,0,0,18,6,20,80,62,139,5,9,13,52,40,93,27,23,51
POA6470,10,3,12,3,0,6,0,0,6,0,0,0,0,0,0,6,3,12,0,0,0,0,25,10,85.7,100,90.9,85.7,75,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,13,12,24,0,0,0,10,8,18,5,3,4
POA6472,72,51,123,47,23,71,0,7,9,4,4,7,0,3,3,50,42,92,12,9,19,2,5.1,3.3,73.9,73.6,73.8,72.5,69.8,71.3,0,0,0,0,3,5,3,3,9,5,0,4,12,9,26,6,0,3,0,0,3,20,14,27,65,46,111,10,9,21,49,34,86,19,15,35
POA6473,14,17,36,10,3,16,0,9,9,0,0,0,0,0,0,10,13,24,0,4,7,0,0,0,70.6,61.1,65.7,70.6,61.1,65.7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,21,32,47,0,0,0,16,18,31,4,7,9
POA6475,153,120,276,88,33,122,11,38,47,6,4,7,0,6,8,103,75,180,45,46,90,1,3.9,2.2,67.7,62.6,65.5,67.1,60.2,64,0,0,0,0,0,0,4,15,24,8,7,9,35,17,46,6,7,10,0,4,10,35,27,64,157,125,284,20,21,43,125,95,222,45,41,88
POA6476,19,16,36,12,8,12,0,6,8,0,0,0,0,0,0,15,5,20,7,6,12,0,11.1,4.8,54.5,56.3,55.3,54.5,50,52.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,20,21,41,0,0,0,19,10,32,0,6,3
POA6477,98,88,186,50,23,78,11,25,34,0,3,5,4,0,4,71,54,121,21,31,53,6,1.9,4.2,68.4,58.4,63.6,64.3,57.3,61,0,0,0,0,7,7,9,11,20,7,10,20,18,13,34,0,0,0,3,7,4,22,18,40,88,89,176,16,9,27,70,62,139,23,27,49
POA6479,245,230,471,132,44,175,19,53,75,8,22,28,0,3,4,165,113,281,50,86,135,1.8,1.7,1.8,67.4,50.7,59.3,66.1,49.8,58.2,3,0,4,0,6,10,9,27,40,5,11,21,64,26,87,0,4,5,3,4,7,69,35,103,216,207,422,34,22,58,157,140,296,83,76,163
POA6480,16,13,31,10,3,10,0,5,8,0,0,0,0,0,0,9,13,21,4,0,3,0,8.3,4.5,55.6,85.7,68.8,55.6,78.6,65.6,0,0,0,0,0,0,0,7,7,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,14,13,27,0,4,7,9,10,16,4,3,15
POA6484,20,9,36,10,0,12,3,0,3,0,0,0,0,0,0,15,4,23,8,6,11,6.3,0,4.8,66.7,45.5,60,62.5,45.5,57.1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,3,10,25,14,34,0,0,0,20,10,29,3,0,6
POA6485,203,173,379,81,36,120,19,36,57,9,3,11,8,4,11,114,82,199,68,64,141,6,4.9,5.6,56.3,47.7,52.4,52.9,45.3,49.5,5,0,3,0,0,3,8,18,27,4,11,21,42,23,65,0,6,10,0,6,3,44,30,76,175,154,325,34,25,66,129,110,240,79,59,140
POA6487,19,14,37,14,4,21,3,0,5,0,0,0,0,0,0,20,9,26,0,3,8,0,0,0,89.5,57.1,75.8,89.5,57.1,75.8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,6,4,13,17,12,33,0,0,0,15,8,26,4,3,5
POA6488,68,62,137,23,11,35,11,10,25,0,3,3,0,0,0,37,27,71,21,24,51,2.4,3.7,2.9,58.6,42.2,50.7,57.1,40.6,49.3,0,0,0,0,0,0,0,3,6,0,3,7,20,9,25,0,4,4,0,0,0,18,6,28,59,51,111,13,8,21,47,40,83,23,19,43
