POA_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,8,7,0,0,0,7,6,0,0,0,7,8,0,0,0,11,0,0,0,0,3,3,3,0,0,9,3,3,0,0,8,0,0,0,0,0,6,5,0,0,4,0,0,0,0,0,3,3,0,0,10,8,8,0,0,17,0,0,0,0,0,42,23,11,0,83
POA6311,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,5,3,0,0,0,9,0,0,0,0,8,10,0,0,0,14,8,0,3,0,10,14,3,0,0,18,8,0,4,0,10,0,4,0,0,11,11,9,0,0,15,10,3,0,0,15,11,12,0,0,18,6,7,0,0,10,0,0,0,0,0,6,4,0,0,9,11,15,0,0,24,0,0,0,0,5,99,58,17,3,170
POA6312,5,0,3,0,15,3,0,0,0,3,0,0,3,0,3,3,0,9,0,14,11,0,14,0,27,5,0,12,0,24,43,4,21,0,74,38,7,21,0,67,51,16,22,3,89,50,27,20,0,91,25,24,12,0,59,26,25,5,0,60,68,61,16,7,151,28,48,10,0,82,37,36,4,0,70,20,17,0,0,46,34,48,4,0,81,41,58,15,0,113,16,6,7,0,23,493,381,205,15,1093
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,6,0,0,0,14,3,0,0,0,4,4,0,0,0,4,4,0,0,0,4,0,7,0,0,10,0,0,0,0,8,4,0,0,0,4,3,0,0,0,5,0,0,0,0,4,4,11,0,0,7,0,0,0,0,0,32,26,7,0,71
POA6315,3,0,0,0,4,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,9,0,0,0,10,8,0,0,0,8,37,5,12,0,50,15,5,14,0,28,15,6,10,0,37,18,10,4,4,26,14,8,3,0,22,17,9,3,0,31,25,23,5,0,52,23,26,4,0,49,10,13,0,0,24,11,8,0,0,20,21,18,0,0,39,13,27,4,0,50,4,4,0,0,5,249,149,69,6,472
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,0,0,0,7,4,0,0,0,4,11,0,0,0,11,3,4,0,0,4,0,11,3,0,12,5,4,0,0,5,7,5,0,0,14,0,4,0,0,3,5,0,0,0,8,0,3,0,0,5,4,3,0,0,5,4,3,0,0,13,0,0,0,0,0,43,46,9,0,104
POA6317,3,3,6,0,10,3,0,0,0,6,5,0,0,0,5,0,0,9,0,8,16,0,12,0,31,6,0,20,0,29,67,13,14,0,94,37,22,20,0,80,30,23,14,3,67,38,30,16,0,80,31,25,4,3,63,30,33,10,5,81,64,53,9,0,122,39,47,5,0,92,23,19,0,0,50,10,14,0,0,27,26,33,0,0,61,25,57,15,4,104,10,5,4,0,18,465,380,159,17,1019
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,9,0,0,5,0,5,0,0,4,0,7,7,8,4,0,21,4,0,0,0,3,6,0,0,0,10,6,10,0,0,17,8,5,0,0,10,5,0,0,0,4,0,3,0,0,6,8,14,0,0,16,5,6,5,0,16,0,0,0,0,0,60,49,17,0,134
POA6320,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,5,3,3,0,13,5,6,0,0,12,6,4,0,0,3,0,0,0,0,3,3,0,4,0,9,12,6,4,0,17,4,3,0,0,11,3,3,0,0,7,0,0,0,0,0,4,6,0,0,13,8,8,0,0,22,8,7,3,0,16,67,56,23,0,142
POA6321,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,7,0,0,0,13,5,0,3,0,10,5,6,0,0,9,8,6,0,0,10,0,6,0,0,10,7,0,3,0,11,5,7,3,0,15,3,4,0,0,3,4,0,0,0,4,0,4,0,0,0,3,7,0,0,7,4,10,0,0,10,0,0,0,0,0,63,37,18,0,119
POA6322,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,4,0,0,0,5,3,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,0,0,9,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,3,7,0,0,9,3,9,0,0,5,4,0,0,0,4,37,27,5,0,69
POA6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,0,6,0,15,4,5,4,0,15,30,3,3,0,38,18,4,8,0,32,12,3,0,0,16,11,11,5,0,28,8,7,4,0,12,7,7,0,0,17,19,10,4,0,33,7,8,3,0,18,7,5,0,0,15,0,0,0,0,0,9,9,0,0,17,15,18,0,0,30,0,0,0,0,8,165,89,38,3,294
POA6324,13,0,0,0,18,3,0,0,0,3,4,0,3,0,7,0,0,3,0,8,13,5,13,0,34,9,6,18,0,38,71,11,9,0,91,47,8,14,4,73,36,24,11,0,74,36,27,11,0,76,25,23,5,0,52,21,27,3,0,52,44,51,0,0,95,43,39,0,0,87,17,26,3,0,44,11,9,0,0,26,35,38,0,0,69,48,62,14,0,121,11,4,0,0,17,490,356,117,8,971
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,0,0,0,11,3,0,0,0,3,10,4,3,0,13,5,3,0,0,7,6,5,0,0,11,0,0,4,0,7,10,5,0,0,17,6,3,0,0,12,0,5,0,0,3,3,3,0,0,10,4,5,0,0,11,9,13,0,0,21,3,0,0,0,7,84,50,19,0,151
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,4,4,0,0,7,0,6,0,0,3,4,4,0,0,11,0,6,0,0,10,0,0,0,0,0,0,0,0,0,3,4,5,0,0,4,0,0,0,0,4,0,0,0,0,0,27,35,0,0,66
POA6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,0,0,0,8,5,7,0,0,10,11,9,4,0,15,0,3,0,0,9,4,0,0,0,5,5,0,0,0,5,5,0,0,0,10,0,5,0,0,3,5,0,0,0,0,10,4,0,0,15,4,10,0,0,10,3,0,3,0,4,59,42,7,0,115
POA6330,68,9,17,0,94,45,5,7,4,62,24,3,18,0,44,27,0,39,0,68,125,15,100,4,233,92,12,144,5,250,583,49,163,5,803,405,65,166,11,650,430,129,211,19,785,464,250,153,18,884,250,248,116,5,622,299,242,80,5,637,551,601,104,13,1285,377,485,39,3,912,234,393,28,7,666,129,212,8,0,347,244,426,20,0,693,285,502,120,8,908,71,22,20,5,124,4700,3680,1565,122,10060
POA6333,21,0,0,0,17,10,0,0,0,6,4,0,10,0,19,7,0,4,0,8,31,0,11,0,43,19,5,27,0,52,127,3,22,0,150,76,28,20,0,117,94,29,29,0,148,73,35,18,0,129,28,41,16,0,80,52,42,4,0,96,69,59,11,0,142,53,82,5,0,141,29,45,4,0,78,21,21,0,0,39,40,70,0,0,112,88,94,31,0,209,17,3,0,0,19,837,561,214,4,1613
POA6335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,6,0,0,0,10,12,0,0,0,11,0,9,0,0,8,7,4,0,0,15,11,8,0,0,16,0,4,3,0,5,6,6,0,0,14,8,12,0,0,23,6,11,0,0,20,10,5,0,0,14,0,7,0,0,7,12,13,0,0,22,0,14,0,0,16,0,0,0,0,0,85,89,13,0,192
POA6336,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,4,0,10,7,11,3,0,10,0,3,0,0,3,0,3,0,0,0,13,6,0,0,13,4,0,0,0,9,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,16,0,0,0,0,0,38,34,12,0,89
POA6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,3,0,0,0,0,0,5,4,0,0,8,6,3,0,0,8,0,8,0,0,8,6,9,0,0,7,0,7,0,0,15,7,0,0,0,14,8,7,0,0,15,0,0,0,0,0,6,9,0,0,14,0,13,5,0,19,0,0,0,0,0,53,63,14,0,122
POA6338,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,8,10,0,0,0,13,5,0,3,0,14,7,4,0,0,19,4,10,4,0,13,0,10,0,0,12,8,0,0,0,6,18,7,0,0,20,0,4,0,0,11,7,0,0,0,14,3,0,0,0,3,6,14,0,0,20,11,18,0,0,26,0,0,0,0,0,108,74,9,5,193
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,7,0,0,7,8,8,0,0,9,0,7,0,0,11,0,5,0,0,3,4,0,0,0,7,0,0,0,0,0,0,4,0,0,10,0,4,0,0,6,0,0,0,0,0,26,39,3,0,63
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,7,0,0,11,3,3,0,0,8,0,6,0,0,6,0,0,0,0,0,0,0,0,0,5,0,11,0,0,11,0,0,0,0,0,21,32,0,0,53
POA6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,3,0,3,14,0,0,0,11,3,0,0,0,8,6,6,0,0,9,3,9,4,0,12,10,5,0,0,10,6,7,6,0,21,9,11,3,0,21,10,8,0,0,19,6,10,0,0,12,3,4,0,0,5,8,13,0,0,16,11,14,0,0,25,0,0,4,0,4,86,79,21,3,190
POA6348,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,6,0,0,0,7,3,0,8,0,10,22,0,0,0,22,10,3,3,0,22,10,3,6,0,11,12,0,0,0,14,5,4,3,0,9,9,0,4,0,11,24,18,3,0,43,4,8,0,0,21,12,13,0,0,20,3,6,0,0,13,13,20,0,0,34,10,9,8,0,27,11,0,0,0,8,159,87,35,5,283
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,4,0,0,0,3,4,0,0,0,9,0,5,0,0,5,8,0,0,0,8,5,4,0,0,12,5,3,0,0,8,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,12,0,0,0,0,4,45,22,3,0,75
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,9,0,0,17
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,8,0,0,0,8,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,15,16,0,0,38
POA6353,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,5,0,8,5,0,0,0,12,0,8,0,0,5,10,8,3,0,18,4,9,0,0,15,7,0,0,0,12,13,15,0,0,30,16,7,0,0,21,6,5,0,0,15,3,4,0,0,5,8,12,0,0,19,3,17,5,0,23,0,0,0,0,0,88,96,11,0,198
POA6355,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,6,6,0,0,9,3,3,0,0,7,3,5,0,0,11,8,5,0,0,7,7,0,0,0,8,5,4,0,0,12,8,3,0,0,7,8,9,0,0,13,4,16,0,0,18,0,0,0,0,9,59,49,4,0,120
POA6356,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,10,0,0,0,0,0,8,13,0,0,26
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,6,0,0,18
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,4,0,26
POA6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,4,0,0,0,10,3,4,3,0,9,0,0,0,0,4,5,0,0,0,5,5,5,0,0,11,0,9,0,0,9,3,3,0,0,12,4,3,0,0,3,4,4,0,0,13,4,15,0,0,12,0,0,0,0,0,45,35,12,4,91
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,7,4,0,18
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,13,13,0,0,30
POA6365,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,10,6,0,0,0,9,3,5,3,0,12,0,4,0,0,7,5,0,0,0,5,3,4,0,0,7,19,3,0,0,23,8,6,0,0,14,4,5,0,0,11,0,4,0,0,8,13,4,0,0,16,3,10,3,0,18,4,0,0,0,4,67,56,13,0,140
POA6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,7,4,0,0,0,0,3,0,0,0,3,4,4,0,0,7,3,0,0,0,6,3,0,0,0,4,8,3,0,0,11,6,4,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,8,9,0,15,0,0,0,0,0,57,25,14,0,86
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,24
POA6369,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,6,0,4,0,8,3,3,3,0,8,11,6,0,0,16,5,5,0,0,10,3,0,5,0,13,14,5,0,0,25,8,6,0,0,7,9,5,0,0,10,5,4,0,0,6,4,4,0,0,12,11,14,0,0,25,0,0,0,0,0,86,57,17,0,156
POA6370,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,0,3,0,14,6,0,0,0,4,6,3,0,4,10,4,4,0,0,10,6,4,0,0,7,3,7,0,0,17,0,7,0,0,7,0,5,0,0,5,5,0,0,0,5,3,5,0,0,7,4,10,0,0,10,3,0,0,0,3,53,36,11,4,105
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,19,4,0,0,31
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,16,15,0,0,26
POA6375,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,6,12,0,3,0,15,15,4,0,0,14,9,0,0,0,10,15,5,4,0,16,3,6,0,0,13,6,5,0,0,8,19,8,0,0,34,11,13,0,0,30,6,8,0,0,10,3,3,0,0,7,9,4,0,0,11,8,16,0,0,24,0,0,0,0,0,128,78,17,3,223
POA6383,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,4,3,0,0,0,9,22,0,0,0,22,14,0,5,0,17,14,0,3,0,21,4,9,3,0,16,3,4,0,0,12,4,8,0,0,15,13,6,0,0,15,8,4,0,0,14,9,0,0,0,13,5,0,0,0,9,13,0,0,0,15,6,15,4,0,28,3,0,0,0,4,117,60,24,4,205
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,4,6,0,4,18
POA6390,10,3,0,0,10,4,0,0,0,6,3,0,0,0,5,0,0,0,0,0,8,0,0,0,5,6,0,8,0,11,14,0,3,0,20,7,0,11,0,26,11,0,9,0,23,18,6,0,0,23,3,6,0,0,15,13,17,0,0,26,20,22,13,0,53,13,14,3,0,33,9,23,4,0,32,12,13,6,0,24,20,36,0,0,54,25,39,5,0,69,3,0,0,0,3,190,181,57,7,437
POA6391,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,0,4,0,17,5,0,0,0,9,4,0,0,0,9,12,5,5,0,26,10,10,0,0,17,7,7,0,0,22,20,13,3,0,40,14,12,0,0,25,8,6,0,0,17,7,12,0,0,13,20,18,0,0,38,12,12,0,0,21,0,4,0,0,4,139,110,20,0,267
POA6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,0,8,8,5,0,0,9,5,0,0,0,9,0,3,0,0,3,3,3,0,0,8,4,3,0,0,11,0,0,0,0,5,7,4,0,0,15,0,0,0,0,0,5,6,0,0,7,8,6,0,0,18,6,0,0,0,6,64,36,3,0,111
POA6393,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,14,12,7,0,31
POA6394,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,4,0,4,0,8,8,0,0,0,5,0,0,0,0,5,14,6,0,0,17,5,0,0,0,5,7,0,0,0,9,10,7,0,0,16,6,4,0,0,3,4,8,0,0,11,0,6,0,0,6,9,8,0,0,18,0,10,0,0,13,0,0,0,0,6,73,48,12,0,130
POA6395,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,3,3,3,0,7,18,0,6,0,28,11,6,9,0,23,18,3,4,0,25,14,8,0,0,26,10,10,0,0,20,8,10,0,0,22,31,32,0,0,57,12,18,3,0,25,9,14,0,0,24,4,5,0,0,10,24,22,0,0,46,5,31,9,0,38,5,0,0,0,5,167,171,35,0,379
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,8,3,0,0,0,0,0,3,0,0,6,0,6,0,0,5,10,7,0,0,18,4,4,0,0,4,0,0,0,0,3,0,3,0,0,8,8,5,0,0,12,3,6,0,0,9,0,0,0,0,6,41,43,7,0,89
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,0,23
POA6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,0,0,0,9,7,0,0,0,7,22,0,9,0,23,7,3,0,0,17,13,0,0,0,18,10,0,0,0,12,0,3,0,0,3,3,3,0,0,5,3,5,0,0,10,7,3,0,0,9,0,5,0,0,10,0,0,0,0,5,0,0,0,0,6,4,4,0,0,16,4,3,0,0,3,109,31,17,0,153
POA6401,12,0,3,0,17,9,0,0,0,16,3,3,9,0,20,11,0,9,0,22,27,11,26,0,55,22,7,37,0,65,133,11,35,3,187,80,16,54,4,149,64,34,47,4,147,73,51,39,0,163,35,44,26,0,110,46,38,20,0,105,102,92,30,8,226,76,81,12,0,170,37,65,13,0,115,12,47,3,0,61,46,76,0,4,128,82,116,16,0,218,21,6,11,0,40,892,688,393,28,2001
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,8,3,0,0,0,3,0,0,0,0,0,3,4,0,0,4,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,9,0,0,0,0,0,17,14,6,0,44
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,4,8,0,0,0,7,3,0,0,0,4,0,5,0,0,7,0,7,0,0,9,0,7,0,0,7,3,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,6,0,10,4,0,14,0,0,0,0,4,32,36,10,0,79
POA6407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,3,0,12,11,0,0,0,11,4,3,5,0,11,9,9,8,0,22,4,3,0,0,10,9,9,0,0,19,14,18,0,0,36,7,12,0,0,23,3,11,0,0,12,3,9,0,0,8,9,11,0,0,23,8,16,0,0,29,6,3,0,0,5,94,102,23,3,223
