POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,28,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,16,0,5,9,0,0,0,44,33,74
POA6353,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,161,92,257,4,6,13,3,0,3,0,0,0,5,0,8,3,0,3,33,27,60,212,129,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,43,31,77,8,21,34,3,5,6,271,190,465
POA6355,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,82,48,131,3,8,10,3,0,10,0,0,0,0,0,0,7,0,7,9,14,26,116,67,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,59,7,12,15,0,0,0,161,112,266
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,34,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,12,37,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,53,26,78
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,0,0,0,0,0,0,19,19,37
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,19,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,15,6,5,5,0,0,3,31,23,57
POA6359,0,0,0,48,0,52,0,0,0,0,0,0,0,0,0,145,51,201,35,7,44,10,0,10,0,0,0,5,0,5,33,5,37,22,12,36,299,81,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,5,10,0,10,12,0,15,0,0,0,6,0,6,0,0,0,10,0,10,12,16,33,15,15,30,3,3,4,356,120,472
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,5,17,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,0,0,0,0,0,4,26,20,43
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,16,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,0,5,4,0,0,3,26,26,56
POA6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,124,0,0,0,9,0,9,0,0,0,0,0,0,9,0,11,24,11,33,106,71,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,55,10,13,20,0,0,0,144,110,256
POA6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,79,0,0,5,9,0,9,0,0,0,6,0,8,7,0,7,8,10,23,70,53,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,33,3,7,13,4,0,7,99,73,173
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,17,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,5,0,0,0,28,22,49
POA6369,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,106,70,174,7,6,16,8,0,8,0,0,0,0,5,5,8,0,9,8,17,23,135,98,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,44,3,11,17,0,0,0,163,126,291
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,38,91,6,3,6,3,0,3,0,0,0,0,0,0,0,5,9,14,3,20,74,59,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,36,12,16,21,0,0,6,111,86,198
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,6,0,4,0,0,0,35,16,53
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,23,0,0,0,0,0,0,29,25,53
POA6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,127,270,0,4,13,9,0,9,0,0,0,3,0,9,5,0,9,16,26,38,187,157,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,58,10,10,26,0,4,6,238,198,432
POA6383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,61,144,3,10,8,9,0,10,0,0,0,0,0,0,10,0,8,24,8,31,127,77,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,22,37,7,19,30,0,0,0,155,125,277
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,4,10
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,7,10
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,20,13,39
POA6390,0,0,0,87,13,102,0,0,0,0,0,0,0,0,0,436,213,650,36,12,39,13,0,13,6,0,6,4,0,4,8,0,5,21,25,43,597,266,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,12,0,11,5,4,3,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,25,41,52,67,124,10,3,7,690,363,1051
POA6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,121,304,11,9,20,0,0,0,0,0,0,6,0,6,7,5,18,20,17,38,224,159,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,49,96,15,27,46,0,3,3,293,237,528
POA6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,48,116,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,90,54,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,48,3,8,14,0,0,0,124,86,208
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,18,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18,0,0,0,0,0,0,25,20,45
POA6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,113,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,17,6,20,86,62,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,41,89,0,6,8,4,0,4,140,112,253
POA6395,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,251,187,440,20,14,35,8,0,8,0,0,0,0,0,0,11,0,16,33,29,56,337,233,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,48,51,107,27,41,71,5,4,11,421,331,759
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,32,111,3,6,7,0,0,0,0,0,0,0,0,0,3,0,7,12,11,25,97,55,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,39,8,8,15,0,0,0,126,75,206
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,21,16,35
POA6398,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,62,59,122,6,10,17,0,0,0,0,0,0,0,0,5,8,0,10,11,17,25,91,88,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,21,18,31,50,0,0,0,127,127,252
POA6401,0,0,5,5,0,7,0,0,0,0,0,0,5,6,11,1073,1091,2166,94,110,203,26,0,26,7,0,8,6,0,11,19,4,31,89,70,161,1333,1296,2628,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,17,13,31,0,0,0,0,0,0,4,0,3,3,0,7,95,123,223,151,159,310,6,9,18,1615,1599,3212
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,42,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,29,37,66
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,82,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,4,0,6,53,45,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21,7,8,19,0,0,0,75,64,141
POA6407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,112,287,7,7,19,4,0,4,0,0,0,0,0,0,9,0,8,22,8,24,215,130,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,4,0,4,21,26,48,16,27,41,3,5,4,265,183,445
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33,84,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,12,0,19,72,39,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,24,9,12,18,0,0,0,91,60,153
POA6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,95,223,10,12,16,13,0,13,3,0,3,0,0,0,3,0,5,14,21,39,167,128,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,16,30,12,33,47,0,4,6,199,181,375
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,17,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,16,5,9,9,0,0,5,41,38,74
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,25
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,9,8,22
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,14,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,20,15,32
POA6415,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,496,374,872,31,27,60,23,0,23,9,0,9,6,4,9,0,3,4,41,36,79,618,451,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,8,3,11,0,0,0,0,0,0,0,0,0,3,0,4,32,44,75,42,75,122,5,4,8,706,577,1279
POA6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,62,181,6,9,13,7,0,7,3,0,3,0,0,6,11,0,9,18,15,32,152,86,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,39,10,7,15,0,0,0,183,119,301
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,5,0,4,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,16,14,33
POA6420,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,18,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,0,0,0,0,0,0,28,18,44
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,26,32,57
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,16,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,0,0,0,17,13,30
POA6423,0,0,0,31,7,35,0,0,0,0,0,0,0,0,0,48,14,61,16,3,16,8,0,8,0,0,0,0,0,0,3,0,3,3,7,12,103,29,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,4,0,0,0,121,31,153
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,18,17,37
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,18,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14,0,4,3,0,0,0,30,16,46
POA6426,0,0,0,97,24,121,0,0,0,0,0,0,0,0,0,258,98,359,51,7,61,14,0,15,0,0,0,3,0,5,41,15,50,39,39,71,502,189,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,17,0,20,17,9,28,5,0,5,0,0,0,0,0,0,4,0,4,10,13,22,26,8,33,10,0,9,563,219,779
POA6427,0,0,0,60,3,65,0,0,0,0,0,0,0,0,0,18,0,22,10,0,10,3,0,3,0,0,0,0,0,0,16,0,23,13,6,22,129,18,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,4,0,3,11,0,10,0,0,0,6,0,6,0,0,0,5,0,5,0,0,0,0,0,0,9,0,9,153,19,169
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,8,12,23
POA6429,0,0,0,60,12,72,0,0,0,0,0,0,0,0,0,202,88,290,67,14,79,5,0,10,0,0,0,0,0,0,43,0,49,22,32,61,411,153,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,5,4,9,11,0,11,17,4,19,0,0,0,8,0,12,0,0,0,8,0,12,7,0,4,14,8,23,3,0,6,455,172,627
POA6430,3,4,6,204,64,264,9,0,11,0,0,0,29,46,71,4803,3826,8626,522,457,977,78,8,85,43,6,49,55,17,66,58,27,86,196,200,396,5995,4644,10638,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,4,7,0,0,0,0,0,0,46,9,55,11,4,8,7,0,7,54,11,69,56,46,107,112,65,183,0,0,0,5,0,7,10,3,12,15,9,19,89,213,305,558,499,1058,26,21,48,6798,5453,12251
