LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA57770,10,37,33,312,8,396,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,21,3,0,3,0,24,102,54,26,172,10,366,0,0,0,0,0,6,4,0,0,0,0,4,9,9,0,16,0,28,3,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,11,5,54,6,93,9,0,0,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,36,0,64,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,3,4,6,0,31,0,5,0,9,30,42,188,81,50,494,42,861,0,41
LGA57840,252,1615,1369,7977,202,11423,0,7,3,82,0,87,3156,64,74,38,54,3390,137,39,19,131,4,325,395,109,74,152,8,734,4775,1524,1193,6209,204,13905,246,3,25,10,3,289,231,23,22,53,3,337,404,94,73,506,11,1088,168,46,30,91,0,331,70,8,4,15,0,108,992,32,23,8,15,1073,1108,293,211,2236,46,3890,798,240,105,687,33,1861,260,0,3,0,4,274,38,10,9,14,6,80,32,13,3,25,0,70,30,14,5,8,0,63,82,12,21,0,0,113,252,82,51,16,5,413,293,39,24,63,0,414,90,11,9,21,3,131,6,0,0,4,0,10,1238,328,269,1635,53,3529,51,3,5,7,0,64,336,23,18,7,4,378,106,16,3,32,0,158,121,9,4,3,0,133,178,0,4,4,0,187,193,30,36,97,0,355,4049,290,267,274,95,4966,231,35,28,217,2480,2995,17449,3011,2393,14780,3110,40741,282,1705
LGA57910,1799,8065,5810,34788,1088,51552,3,27,16,338,38,417,7396,135,260,192,108,8094,1411,277,87,641,32,2447,1780,507,278,611,39,3210,21745,6766,4813,25256,1087,59660,1429,22,134,12,36,1636,730,82,77,223,18,1126,2122,449,331,1997,68,4967,1726,386,184,850,55,3202,379,61,31,66,14,544,5283,151,107,80,85,5713,5425,1366,928,8631,270,16614,9055,2218,912,4846,330,17357,330,5,16,9,6,366,179,38,18,31,8,278,2636,263,161,512,80,3652,189,53,35,73,11,359,963,92,63,14,28,1161,1403,382,236,44,32,2092,1584,165,126,287,34,2202,486,32,41,72,9,646,95,13,4,0,0,110,5039,1345,1012,6209,225,13829,916,63,16,41,14,1051,2232,118,117,10,23,2498,563,48,48,132,13,803,520,42,33,24,9,626,3308,38,42,25,104,3509,731,158,98,364,20,1371,20426,1516,1289,1370,637,25243,1800,161,168,1213,11147,14495,90141,15459,10607,64647,14844,195701,2395,8294
LGA57980,118,764,521,2834,84,4327,0,0,0,9,0,14,548,28,21,24,13,631,51,19,9,49,0,134,144,30,29,41,4,259,2185,688,467,2393,105,5833,80,0,11,0,3,96,112,16,17,28,3,176,233,45,34,207,0,525,59,27,13,46,0,139,43,5,6,6,0,58,221,18,5,3,0,248,530,159,94,977,34,1795,246,87,32,190,8,562,38,0,5,0,0,40,5,3,5,5,0,15,7,8,0,5,0,20,6,4,0,4,0,13,21,0,0,0,0,24,114,22,17,0,5,160,114,19,9,32,0,169,44,6,8,8,0,62,0,0,0,0,0,0,595,135,101,730,15,1584,44,0,0,6,0,49,122,15,20,4,7,154,51,0,0,15,0,72,29,9,9,0,0,44,54,0,0,0,0,54,77,12,3,31,0,132,1192,131,112,128,30,1595,64,18,10,72,918,1075,5879,1359,912,5515,1154,14820,137,828
LGA58050,1104,4990,3860,24939,847,35739,5,31,13,394,42,486,2291,48,104,98,41,2584,773,154,76,346,26,1373,1072,341,175,437,41,2071,14472,4276,3524,15941,922,39141,1257,23,114,5,64,1465,308,33,34,101,15,489,982,260,209,1196,50,2703,219,106,49,229,7,603,158,29,22,40,0,248,1935,121,85,85,33,2264,2216,672,486,3833,149,7356,2266,839,423,2074,127,5727,60,0,6,3,0,68,110,22,10,9,5,157,300,45,19,73,12,450,185,61,35,71,6,360,1200,107,55,38,73,1474,939,291,159,54,21,1463,784,113,75,195,20,1193,114,7,14,19,12,170,82,4,8,0,0,100,3107,858,699,3313,165,8140,392,29,10,12,16,454,951,60,50,19,18,1105,218,32,28,75,24,370,229,33,11,7,0,289,1961,34,27,15,56,2093,395,85,78,160,12,735,8502,865,558,712,306,10946,973,151,133,957,5627,7837,42122,8953,6773,41118,8096,107055,1666,5881
LGA58190,0,6,9,165,11,196,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,41,8,17,110,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,28,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,30,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,16,26,60,15,22,276,30,402,3,7
LGA58260,4,14,21,223,6,264,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,11,57,22,30,168,4,285,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,13,0,16,0,0,0,5,0,6,0,0,0,0,0,0,8,0,0,0,0,8,6,0,3,26,0,36,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,24,0,45,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,28,0,0,0,9,39,44,112,32,42,385,48,617,3,16
LGA58330,23,236,154,1314,49,1771,0,0,0,7,0,7,13,0,0,9,3,25,0,0,0,3,0,13,78,21,12,17,0,119,652,217,161,896,38,1958,4,0,0,0,0,7,10,0,0,5,0,17,55,14,17,64,5,152,3,3,0,3,0,12,5,0,0,0,0,6,7,5,0,5,0,15,96,35,20,264,7,424,47,15,3,41,0,108,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,5,0,0,0,0,10,22,0,0,4,0,21,38,11,6,0,0,55,16,3,4,9,0,37,6,0,0,7,0,13,5,0,0,0,0,5,130,37,23,247,5,445,0,0,0,0,0,3,13,8,0,0,0,23,10,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,17,7,0,9,3,41,117,29,15,28,0,188,18,5,8,40,288,351,1135,411,258,2202,379,4387,32,217
LGA58400,0,15,5,119,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,45,12,12,94,5,176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,32,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,20,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,20,0,4,0,7,5,17,68,31,21,216,18,349,6,13
LGA58470,0,3,5,40,0,46,0,0,0,112,0,112,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,27,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,6,26,29,17,6,3,187,28,250,0,6
LGA58510,241,1294,957,5497,195,8182,0,3,3,81,5,95,2268,46,56,49,30,2446,82,17,15,42,0,154,316,84,68,111,6,588,3757,1135,826,3868,217,9807,295,0,26,0,6,337,136,11,13,59,0,209,340,64,53,340,23,817,80,23,10,51,6,163,46,15,8,5,0,79,1389,16,18,21,17,1462,950,231,179,1298,39,2701,796,195,90,495,33,1602,311,0,9,11,6,328,45,7,5,4,0,57,25,0,0,9,0,41,32,7,4,8,0,60,140,11,3,3,0,154,259,69,43,8,7,389,207,29,17,44,0,298,65,3,10,14,0,95,12,6,0,0,0,19,920,265,180,1043,46,2453,40,0,0,3,0,55,154,9,15,10,6,195,87,3,13,20,0,117,163,11,7,7,0,191,187,3,6,0,0,192,129,28,22,56,4,231,3993,215,222,218,74,4726,238,26,14,161,2629,3057,15405,2303,1697,9809,3229,32436,308,1341
LGA58540,6,34,39,336,3,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,72,27,33,247,6,394,13,0,0,0,0,13,0,0,0,0,0,3,3,0,0,19,0,29,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,16,4,7,69,3,93,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,16,16,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,7,48,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,4,0,27,6,0,0,9,41,57,155,50,54,576,58,900,5,33
LGA58570,279,1412,924,5141,156,7913,0,7,3,32,0,34,1356,35,56,23,31,1509,135,49,20,94,0,307,311,111,61,137,8,634,3509,1232,825,3912,174,9649,142,5,18,0,7,170,184,22,8,52,5,270,410,99,73,390,8,984,389,81,44,186,10,707,53,15,7,15,0,85,458,34,30,20,3,548,1409,280,208,1700,60,3656,1922,387,140,763,66,3277,196,0,6,4,4,210,29,3,9,6,0,45,300,19,8,48,5,379,42,13,5,24,0,85,82,10,0,0,0,84,269,64,35,7,0,370,252,37,22,65,7,388,60,7,9,13,0,88,12,0,0,0,0,13,960,243,172,1229,32,2643,105,0,7,15,3,122,172,16,26,5,9,220,107,13,11,24,0,154,66,12,8,5,0,89,598,0,4,4,20,620,137,41,14,61,0,257,2582,276,200,253,55,3373,206,23,24,122,2324,2709,14249,2710,1763,9975,2845,31543,249,1495
LGA58610,16,88,70,600,28,805,0,0,0,3,3,3,4,0,0,0,4,7,0,0,0,0,0,0,12,8,4,14,0,36,196,64,58,511,16,849,9,0,0,0,0,9,0,0,0,0,0,0,21,7,0,52,0,77,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,7,14,9,3,90,3,124,14,0,0,22,0,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,31,8,0,0,0,44,19,3,4,0,0,25,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,35,24,19,102,0,178,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,11,35,7,28,16,0,82,13,0,5,35,53,111,357,132,123,1131,101,1848,10,69
LGA58680,0,20,20,159,3,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,41,14,15,120,5,195,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,18,0,24,0,0,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,35,0,56,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,4,0,0,17,0,0,0,10,11,23,82,27,28,282,18,437,10,4
LGA58760,1731,6591,5115,27609,967,42014,0,15,11,263,15,302,2456,55,95,103,50,2755,613,108,63,273,13,1069,1545,364,256,515,43,2720,32086,5439,4637,16959,1365,60483,1248,33,105,13,35,1432,450,49,40,112,15,671,1506,368,243,1345,65,3518,480,151,69,299,27,1022,277,40,14,31,14,370,2763,107,81,91,64,3101,4976,870,601,4397,223,11063,2779,1090,478,2547,146,7047,108,3,9,0,0,126,149,39,18,9,9,230,1402,166,80,227,53,1932,179,57,27,74,7,349,1915,175,115,27,87,2317,1393,368,223,42,45,2075,879,92,64,165,30,1229,200,12,18,40,4,272,94,14,4,5,3,122,6152,1028,805,3811,246,12044,593,31,19,25,23,694,2965,94,71,23,34,3187,483,38,47,124,11,703,154,29,13,11,3,206,3505,39,39,45,114,3748,1099,134,88,178,24,1519,13131,1002,772,828,382,16107,1667,166,166,915,7183,10087,75988,11426,8714,45456,10490,152080,2625,8157
LGA58820,13,144,130,1124,34,1446,0,0,0,6,0,10,5,0,0,4,0,6,8,0,0,6,0,14,20,13,11,25,0,66,412,143,153,862,33,1605,37,0,0,0,0,37,0,0,0,0,0,8,27,17,8,77,7,132,5,0,0,4,0,8,0,0,0,0,0,0,4,0,0,0,0,3,57,17,9,190,10,276,198,54,30,176,5,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,18,13,5,0,0,43,14,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,96,30,30,170,5,329,0,0,0,0,0,0,12,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,11,56,8,14,17,0,95,18,0,5,49,120,184,865,289,234,2009,194,3586,29,152
LGA58890,4,32,25,371,7,436,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,12,4,0,0,4,0,11,58,29,27,266,10,396,4,0,0,0,0,9,0,0,0,0,0,0,3,5,4,27,0,41,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,47,5,63,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,21,7,9,51,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,12,3,0,0,4,24,36,106,57,45,615,46,870,4,20
LGA59030,0,9,9,104,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,34,8,13,74,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,6,0,21,4,0,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,9,0,0,0,0,11,11,59,19,17,164,16,276,3,11
LGA59100,8,23,24,305,21,369,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,4,0,0,0,0,4,50,26,20,227,16,341,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,46,3,64,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,3,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,10,9,38,0,75,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,3,6,0,8,30,42,88,47,44,509,62,752,4,32
LGA59170,0,25,45,395,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,11,57,25,31,282,7,403,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,21,0,37,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,59,0,70,0,6,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,8,62,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12,3,0,5,3,0,9,0,0,0,5,36,42,93,50,58,670,49,917,6,31
LGA59250,3,18,23,319,0,379,0,0,0,105,0,109,5,0,0,6,0,19,0,0,0,0,0,6,10,5,0,7,0,24,123,26,25,132,5,319,4,0,0,0,0,4,0,0,0,0,0,3,7,3,0,26,0,39,0,0,0,0,0,7,0,0,0,0,0,3,8,0,4,0,0,9,28,6,6,51,0,88,13,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24,18,0,0,0,0,19,3,0,0,0,0,8,0,0,0,0,0,4,3,0,0,0,0,3,44,4,8,46,0,106,0,0,0,0,0,5,9,0,0,0,0,9,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,73,0,0,9,0,87,0,0,0,3,136,138,323,48,52,587,146,1160,4,14
LGA59310,5,51,35,582,21,696,0,0,0,5,0,5,10,0,0,0,0,6,5,0,0,5,0,8,10,0,0,0,0,13,103,42,43,403,19,608,0,0,0,0,3,3,0,0,0,3,0,6,3,0,0,26,0,33,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,16,15,4,92,0,128,3,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,13,16,9,92,0,130,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,13,4,4,5,0,17,0,6,0,39,56,103,187,89,64,1003,95,1431,3,44
LGA59320,0,12,15,169,6,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,38,11,13,118,12,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,18,0,33,0,8,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,9,0,0,0,7,7,18,56,24,33,281,20,419,0,11
LGA59330,0,17,13,220,8,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,45,20,12,114,6,190,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,14,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,9,0,3,35,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,33,0,54,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,8,0,0,0,0,13,4,0,0,10,40,49,83,34,23,329,52,523,0,16
