LGA_CODE_2021,C21_F_Tot_Em_Tot,C21_F_Tot_Unem_Look_FT,C21_F_Tot_Unem_Look_PT,C21_F_Tot_Unem_Tot,C21_F_Tot_Tot_labo_for,C21_F_Tot_Not_LF,C21_F_Tot_LF_NS,C21_F_Tot_Tot,C11_P_15_19_Em_FT,C11_P_15_19_Em_PT,C11_P_15_19_Em_AFW,C11_P_15_19_Em_Hrs_NS,C11_P_15_19_Em_Tot,C11_P_15_19_Unem_Look_FT,C11_P_15_19_Unem_Look_PT,C11_P_15_19_Unem_Tot,C11_P_15_19_Tot_LF,C11_P_15_19_Not_LF,C11_P_15_19_LF_NS,C11_P_15_19_Tot,C11_P_20_24_Em_FT,C11_P_20_24_Em_PT,C11_P_20_24_Em_AFW,C11_P_20_24_Em_Hrs_NS,C11_P_20_24_Em_Tot,C11_P_20_24_Unem_Look_FT,C11_P_20_24_Unem_Look_PT,C11_P_20_24_Unem_Tot,C11_P_20_24_Tot_LF,C11_P_20_24_Not_LF,C11_P_20_24_LF_NS,C11_P_20_24_Tot,C11_P_25_29_Em_FT,C11_P_25_29_Em_PT,C11_P_25_29_Em_AFW,C11_P_25_29_Em_Hrs_NS,C11_P_25_29_Em_Tot,C11_P_25_29_Unem_Look_FT,C11_P_25_29_Unem_Look_PT,C11_P_25_29_Unem_Tot,C11_P_25_29_Tot_LF,C11_P_25_29_Not_LF,C11_P_25_29_LF_NS,C11_P_25_29_Tot,C11_P_30_34_Em_FT,C11_P_30_34_Em_PT,C11_P_30_34_Em_AFW,C11_P_30_34_Em_Hrs_NS,C11_P_30_34_Em_Tot,C11_P_30_34_Unem_Look_FT,C11_P_30_34_Unem_Look_PT,C11_P_30_34_Unem_Tot,C11_P_30_34_Tot_LF,C11_P_30_34_Not_LF,C11_P_30_34_LF_NS,C11_P_30_34_Tot,C11_P_35_39_Em_FT,C11_P_35_39_Em_PT,C11_P_35_39_Em_AFW,C11_P_35_39_Em_Hrs_NS,C11_P_35_39_Em_Tot,C11_P_35_39_Unem_Look_FT,C11_P_35_39_Unem_Look_PT,C11_P_35_39_Unem_Tot,C11_P_35_39_Tot_LF,C11_P_35_39_Not_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Not_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Not_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Not_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Not_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Not_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Not_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Not_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Em_FT,C11_P_75over_Em_PT,C11_P_75over_Em_Aw_fr_w,C11_P_75over_Emp_H_wor_ns,C11_P_75over_Em_Tot,C11_P_75over_Unem_Lo_ft_wor,C11_P_75over_Unem_Lo_pt_wor,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_Tot_Tot_labo_for,C11_P_Tot_Not_LF,C11_P_Tot_LF_NS,C11_P_Tot_Tot,C16_P_15_19_Em_FT,C16_P_15_19_Em_PT,C16_P_15_19_Em_AFW,C16_P_15_19_Em_Hrs_NS,C16_P_15_19_Em_Tot,C16_P_15_19_Unem_Look_FT,C16_P_15_19_Unem_Look_PT,C16_P_15_19_Unem_Tot,C16_P_15_19_Tot_LF,C16_P_15_19_Not_LF,C16_P_15_19_LF_NS,C16_P_15_19_Tot,C16_P_20_24_Em_FT,C16_P_20_24_Em_PT,C16_P_20_24_Em_AFW,C16_P_20_24_Em_Hrs_NS,C16_P_20_24_Em_Tot,C16_P_20_24_Unem_Look_FT,C16_P_20_24_Unem_Look_PT,C16_P_20_24_Unem_Tot,C16_P_20_24_Tot_LF,C16_P_20_24_Not_LF,C16_P_20_24_LF_NS,C16_P_20_24_Tot
LGA57770,226,0,3,7,227,134,67,431,4,4,0,0,11,0,0,0,11,3,0,11,13,6,6,0,29,0,0,0,29,4,0,30,32,4,0,0,37,0,0,0,45,8,0,48,22,18,5,5,47,3,0,4,49,16,4,64,33,16,3,3,49,0,0,3,55,8,0,62,37,10,0,0,48,0,0,0,48,10,0,57,37,16,0,0,55,0,0,0,55,4,0,56,40,8,0,0,49,0,0,0,51,14,6,64,40,9,3,0,58,0,0,0,58,16,5,73,27,16,4,0,45,0,0,0,45,35,0,86,7,9,3,0,14,0,0,0,19,34,3,59,0,0,0,0,4,0,0,0,4,27,0,31,0,3,0,0,3,0,0,0,3,45,12,58,285,124,27,10,448,12,6,14,458,216,36,712,0,3,0,0,7,0,0,0,7,5,0,19,18,9,0,3,28,0,0,0,28,0,5,38
LGA57840,11302,194,313,503,11807,6435,1005,19244,192,785,38,21,1039,36,139,176,1215,1364,122,2701,1394,1194,112,52,2753,94,183,279,3025,944,284,4261,2279,591,103,38,3010,83,49,140,3150,381,281,3805,1724,428,134,34,2323,43,43,85,2406,416,218,3039,1395,454,88,20,1959,32,40,74,2031,459,165,2658,1368,524,76,34,1999,47,24,74,2075,409,160,2639,1407,529,75,36,2045,32,21,56,2101,335,144,2578,1467,534,92,26,2115,45,23,68,2183,380,139,2699,1338,509,82,14,1948,18,18,42,1992,527,164,2677,785,489,65,19,1361,21,16,38,1393,823,128,2343,245,275,24,3,549,4,0,7,554,910,103,1566,44,102,13,3,160,0,4,5,169,849,83,1097,13,41,16,0,74,0,0,0,74,2427,323,2832,13663,6454,912,298,21328,462,570,1034,22366,10214,2321,34898,94,702,28,24,851,36,188,231,1077,1452,116,2653,905,1242,63,55,2268,95,223,317,2587,865,219,3669
LGA57910,58127,1048,1672,2723,60849,32556,4484,97883,1007,3199,202,159,4560,205,490,694,5258,5131,585,10971,6094,3899,426,270,10688,408,373,778,11470,2347,1124,14945,10492,2966,558,227,14243,419,224,644,14888,2087,1486,18459,8560,2547,620,202,11931,324,160,493,12419,2137,1131,15686,7488,2864,530,207,11092,301,158,458,11550,2237,878,14662,6980,3106,377,163,10625,272,142,420,11042,1994,772,13808,6675,2831,330,158,9988,220,129,348,10338,1715,672,12719,6176,2502,332,131,9143,201,107,314,9456,1808,595,11861,5026,2265,362,132,7787,156,81,236,8030,2402,596,11020,2928,2075,306,76,5388,94,77,169,5564,3881,515,9947,955,1091,122,44,2207,7,24,35,2244,5063,498,7801,200,474,36,23,727,3,4,16,744,5461,406,6611,57,243,21,18,337,0,10,7,349,12187,1637,14176,62641,30058,4224,1808,98726,2627,1991,4617,103343,48450,10881,162670,496,3139,140,98,3867,197,812,1010,4876,5414,466,10756,4136,4646,226,174,9185,570,626,1201,10380,2195,815,13392
LGA57980,4660,90,108,200,4859,2463,359,7681,44,234,15,4,295,4,28,29,329,309,38,675,394,355,36,8,795,22,24,43,843,201,60,1107,848,188,40,13,1101,34,4,40,1138,145,125,1402,738,159,48,0,947,16,11,27,974,155,91,1218,581,182,38,9,814,11,10,18,832,187,71,1095,529,223,30,9,782,13,15,25,809,131,63,1007,532,242,33,3,814,14,10,26,837,119,52,1006,562,170,34,9,775,11,6,20,795,143,61,996,449,221,41,3,709,17,4,18,728,184,76,991,320,198,29,4,556,4,3,8,566,342,49,952,106,129,17,4,254,3,0,4,255,398,42,695,23,56,7,0,92,0,0,0,93,412,39,536,3,30,6,0,37,0,0,0,37,811,119,960,5138,2381,374,77,7970,146,116,262,8231,3544,871,12649,12,230,9,3,256,4,54,54,315,372,31,715,280,352,16,14,661,27,44,75,732,188,58,981
LGA58050,36400,925,1200,2131,38525,19682,2754,60964,1317,2151,153,154,3777,314,270,580,4352,3281,408,8042,3499,1415,172,194,5276,311,143,455,5732,1155,428,7314,4105,1067,273,122,5565,175,91,264,5831,1217,425,7470,3695,1350,249,107,5405,149,107,254,5656,1358,395,7406,4045,1655,243,138,6082,166,107,277,6352,1377,450,8180,4471,1833,266,140,6718,148,102,245,6968,1180,459,8608,4494,1557,282,126,6455,145,81,227,6678,1052,398,8128,3696,1302,269,115,5378,103,51,154,5534,1121,394,7050,2765,1070,179,63,4083,68,28,99,4175,1307,298,5781,1561,837,143,50,2588,53,38,98,2686,1940,294,4914,460,426,43,27,952,5,8,15,973,2268,237,3473,78,139,24,9,249,6,0,5,257,2052,208,2518,39,56,3,13,107,0,3,3,114,3396,474,3980,34234,14864,2285,1254,52634,1631,1039,2677,55308,22699,4859,82864,734,2446,87,77,3343,366,671,1038,4385,4112,419,8915,3520,2410,191,157,6271,644,313,959,7235,1459,610,9308
LGA58190,64,0,0,6,68,49,26,140,0,6,0,0,3,0,0,0,3,4,0,11,4,3,0,0,13,0,0,0,15,3,0,15,9,4,0,0,8,0,0,0,13,5,0,18,9,6,0,0,12,0,0,0,12,6,0,25,4,8,0,0,5,0,0,0,12,7,0,15,17,6,4,0,25,0,0,0,25,8,0,30,20,8,5,0,31,0,0,0,33,4,3,40,16,5,4,0,26,0,0,0,30,5,8,37,11,3,0,0,16,0,0,0,16,12,0,31,6,0,0,0,6,0,0,0,6,14,4,18,4,0,0,0,3,0,0,0,3,13,0,16,0,0,0,0,4,0,0,0,4,8,0,17,0,10,0,0,4,0,0,0,4,18,0,28,101,54,9,0,171,10,0,8,176,93,20,297,6,0,0,0,6,0,0,0,6,5,0,14,8,7,0,0,18,0,0,0,19,0,3,25
LGA58260,106,0,3,6,109,68,34,216,0,0,0,0,6,0,0,0,12,8,4,16,10,0,0,0,13,0,0,0,13,0,7,20,20,10,5,0,32,0,0,0,37,9,0,40,21,0,0,0,25,0,0,0,22,5,3,36,20,10,0,0,32,3,0,4,37,3,6,41,19,3,0,3,31,0,0,0,32,10,0,38,21,13,0,0,30,0,0,4,33,5,5,45,30,5,3,0,40,0,0,0,36,7,3,45,20,12,0,0,30,0,0,0,30,13,0,51,15,11,3,0,28,0,0,0,28,17,4,46,3,5,0,0,8,0,3,3,13,25,3,37,0,0,0,0,0,0,0,0,0,6,0,7,4,0,0,0,5,0,0,0,5,36,5,45,191,71,13,8,276,13,10,21,296,137,31,470,7,0,0,0,7,0,0,0,7,8,0,15,7,0,0,0,10,0,0,5,15,4,3,24
LGA58330,895,22,20,43,940,791,196,1931,41,66,0,0,113,8,3,14,132,121,22,271,51,29,8,4,88,5,5,7,96,44,12,150,59,19,5,0,80,9,0,9,87,39,5,140,64,21,5,3,96,5,6,11,104,33,6,149,83,52,4,0,140,7,3,8,150,49,13,211,147,74,14,13,244,10,6,15,258,58,17,338,173,88,8,10,278,8,3,14,288,64,27,387,187,90,23,7,308,7,3,11,317,76,44,442,134,69,17,0,221,4,8,15,235,108,20,360,128,91,9,5,231,4,7,7,237,204,31,475,27,30,0,0,68,0,0,0,66,191,13,271,5,22,0,0,23,0,0,0,23,167,15,215,0,9,0,0,10,0,0,0,10,176,21,208,1099,658,100,48,1897,78,39,112,2010,1328,262,3602,24,57,3,3,84,14,6,13,103,106,21,223,68,33,4,4,103,13,0,14,120,24,21,166
LGA58400,50,0,0,0,50,59,19,127,3,0,0,0,3,5,0,0,7,12,0,14,5,0,0,0,9,0,0,0,9,5,0,9,6,3,0,0,11,0,0,3,8,0,0,13,14,5,0,0,12,0,0,0,12,7,0,23,8,0,0,0,8,0,0,0,10,6,0,13,12,5,0,3,21,0,0,0,21,4,0,27,14,8,0,0,19,6,0,6,20,9,0,27,9,6,0,5,21,4,0,4,22,6,3,31,7,9,3,0,18,0,0,0,18,3,0,18,11,3,5,0,17,0,0,0,17,12,0,24,8,4,0,0,13,0,0,0,13,14,0,25,3,4,0,4,10,0,0,0,10,12,3,25,0,0,0,0,0,0,0,0,0,21,0,18,94,37,17,9,157,8,4,8,166,102,15,278,3,0,0,0,3,0,0,0,3,4,0,14,6,3,0,0,8,0,0,0,10,0,7,17
LGA58470,28,0,0,0,29,21,0,55,0,0,0,0,5,3,0,3,5,8,3,18,4,4,0,0,12,0,0,0,11,5,7,18,0,3,3,0,10,0,0,0,6,3,0,17,6,4,0,0,13,0,0,0,13,5,0,15,0,4,0,0,9,0,0,0,9,9,0,12,12,3,0,0,11,0,0,0,11,3,0,20,6,4,0,0,7,0,0,0,7,0,0,11,10,6,0,0,9,0,0,0,9,0,0,19,13,0,0,0,16,0,0,0,15,3,4,17,5,0,0,0,5,0,0,0,7,0,4,7,5,0,0,0,5,0,0,0,5,6,3,8,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,55,24,4,3,94,4,3,8,100,59,29,180,0,0,0,0,0,0,0,0,0,17,6,29,4,0,0,0,12,3,0,3,7,13,5,24
LGA58510,9766,194,292,492,10262,4547,1125,15928,190,432,37,14,675,34,113,144,814,707,119,1641,1089,856,67,39,2055,89,144,236,2292,845,336,3474,2099,677,93,49,2920,90,53,145,3064,563,333,3960,1817,536,122,31,2509,69,51,128,2634,448,229,3307,1384,504,96,34,2014,58,31,88,2102,407,195,2703,1155,410,58,16,1636,36,17,52,1691,334,136,2161,1051,328,57,27,1458,35,18,50,1511,271,141,1917,948,299,49,8,1307,34,15,49,1357,282,146,1783,762,269,51,14,1090,23,7,32,1127,377,120,1619,439,250,42,14,746,19,12,32,775,481,85,1346,115,128,19,6,261,3,5,7,267,549,78,895,27,44,0,3,75,0,0,0,75,603,84,762,0,24,0,0,27,0,3,5,33,2082,475,2593,11067,4757,691,260,16774,501,467,966,17740,7947,2487,28169,91,445,15,22,566,24,151,180,748,773,101,1615,846,989,63,39,1937,119,211,330,2267,757,248,3271
LGA58540,184,0,0,0,189,93,39,314,7,5,0,0,12,0,0,0,12,11,0,28,23,4,0,4,32,0,0,0,28,6,0,40,32,7,0,0,43,0,3,7,46,11,3,54,25,12,0,0,35,0,0,0,41,8,4,58,37,17,0,0,48,0,0,0,48,8,0,58,47,12,0,0,63,4,0,4,61,7,0,78,54,13,3,0,70,0,0,0,70,10,3,83,41,14,9,0,67,0,0,0,67,16,0,80,21,3,0,4,30,0,0,0,30,10,5,42,22,19,3,0,44,0,0,0,47,20,0,66,6,5,3,0,16,0,0,0,16,21,8,43,5,0,0,0,6,0,0,0,6,21,0,32,8,4,0,0,10,0,0,0,10,21,3,40,331,118,19,11,477,7,3,13,488,169,39,696,8,4,0,0,15,0,0,0,17,22,0,41,13,3,0,0,18,0,0,0,23,4,0,26
LGA58570,10789,174,249,419,11210,3760,774,15743,106,372,24,19,515,21,47,65,585,544,77,1204,1166,847,69,27,2104,66,68,140,2240,378,267,2883,2497,677,109,40,3317,93,50,139,3461,351,410,4221,2033,507,122,27,2691,55,32,84,2776,361,320,3458,1520,522,101,23,2166,49,21,69,2237,375,204,2817,1330,527,73,25,1949,54,18,73,2019,303,194,2517,1148,400,75,18,1632,40,22,64,1695,240,146,2081,1035,335,62,18,1449,30,10,45,1493,253,125,1870,685,307,56,13,1059,23,13,36,1095,328,124,1540,388,246,33,12,677,12,11,27,703,452,102,1265,119,112,11,4,246,0,4,8,250,483,60,793,27,49,8,5,87,0,5,3,94,560,53,707,9,33,6,3,49,0,0,0,49,1507,268,1829,12064,4919,742,219,17955,446,302,748,18702,6137,2353,27191,56,345,12,10,425,21,126,142,568,539,104,1210,749,842,28,32,1650,76,92,168,1816,428,234,2478
LGA58610,362,4,10,19,374,290,85,743,18,21,0,0,36,3,0,3,38,39,0,85,29,10,0,0,44,6,0,5,52,16,6,69,44,15,3,4,67,0,4,3,69,22,0,90,52,20,3,0,69,3,0,3,72,26,0,100,42,30,5,0,75,4,0,6,76,22,0,100,46,29,4,3,81,3,0,3,79,14,4,99,61,21,4,0,85,4,3,6,89,22,5,113,55,39,0,0,98,4,0,4,107,26,8,140,64,30,7,0,105,4,0,4,112,40,4,151,41,26,3,3,76,4,0,3,86,71,3,159,16,14,3,3,37,0,0,0,38,74,3,112,9,5,0,0,17,0,0,0,17,73,5,95,0,6,0,0,5,0,0,0,5,133,13,152,476,264,38,15,797,29,8,39,839,565,60,1463,14,22,0,0,33,7,5,8,42,29,15,84,26,11,0,0,41,3,0,10,48,18,7,69
LGA58680,90,0,0,0,92,79,38,209,6,0,0,0,6,0,0,0,9,8,0,15,3,3,0,0,6,3,0,3,7,0,0,11,16,0,0,0,17,0,0,0,17,0,0,17,6,6,0,0,16,0,0,0,16,3,0,16,12,4,7,0,24,0,0,3,27,8,5,40,23,11,0,0,35,0,0,0,35,12,0,43,24,4,0,0,35,0,0,0,35,0,0,38,22,6,0,0,31,0,0,0,33,3,0,35,16,6,0,0,22,0,0,0,22,8,4,33,14,6,3,0,20,0,0,0,20,12,0,26,4,0,0,0,7,0,0,0,7,17,0,26,3,0,0,0,9,0,0,0,9,9,4,21,0,3,0,0,5,0,0,0,5,19,0,21,166,60,12,0,237,10,0,6,243,94,14,350,5,0,0,0,9,0,0,0,9,0,0,12,5,3,0,0,6,0,0,0,13,3,0,14
LGA58760,50519,1214,1945,3161,53677,26749,3437,83860,1664,3085,199,190,5127,409,474,884,6017,4750,591,11359,4688,2204,275,255,7416,374,202,577,7994,1534,530,10056,6284,1784,427,200,8695,279,105,381,9085,1778,614,11473,5743,2013,494,153,8400,200,127,327,8731,1986,558,11275,6065,2638,432,180,9318,200,172,378,9690,2062,685,12437,6535,2686,361,208,9790,198,161,362,10155,1731,604,12493,5864,2249,357,190,8662,216,92,311,8976,1342,526,10843,4543,1639,316,121,6618,173,65,239,6856,1289,412,8554,3083,1328,205,88,4715,89,59,147,4855,1680,300,6837,1797,1176,168,67,3209,47,55,103,3313,2600,294,6205,463,514,72,30,1080,14,20,29,1113,3045,203,4360,64,154,9,5,233,0,6,3,243,3059,220,3522,11,71,6,7,100,0,7,7,105,4763,683,5554,46817,21544,3327,1688,73377,2207,1544,3755,77131,31612,6218,114964,1053,3948,160,136,5292,541,1202,1740,7035,5805,597,13434,4725,3628,277,258,8884,769,469,1237,10121,1921,752,12795
LGA58820,790,30,33,64,847,768,139,1756,52,52,5,4,114,19,6,20,138,93,7,236,91,27,5,8,124,14,0,17,139,29,12,179,84,20,5,3,115,5,5,12,126,41,11,176,75,27,8,0,111,5,4,9,115,48,12,174,75,51,10,5,143,3,0,7,147,42,5,192,122,57,11,6,193,0,3,8,199,50,11,261,132,64,15,4,215,6,4,6,220,50,16,289,102,50,13,0,171,0,0,3,179,74,10,259,116,47,8,4,186,5,0,8,192,70,3,266,64,33,7,0,110,4,3,11,117,122,11,246,12,13,8,0,29,0,0,0,29,127,16,164,5,6,0,0,16,0,0,0,16,152,12,175,3,0,0,0,3,0,0,0,3,211,14,229,944,444,100,28,1523,60,29,94,1613,1108,128,2851,42,49,3,3,98,6,11,15,111,118,23,249,71,36,6,8,117,15,3,18,134,30,14,180
LGA58890,158,0,7,3,161,94,37,300,8,7,0,0,13,3,0,0,20,11,0,29,8,3,0,0,10,0,0,0,12,9,0,22,13,8,0,0,27,0,0,4,23,5,0,30,24,10,0,3,35,0,0,0,35,13,0,48,22,15,3,0,39,4,0,4,44,11,5,49,40,20,3,0,72,0,0,4,73,3,6,80,48,11,3,3,70,0,0,0,70,3,4,80,39,9,5,3,59,0,0,0,62,9,0,74,34,17,3,0,53,0,0,0,53,14,3,72,26,10,3,0,42,0,0,0,42,17,0,57,15,9,0,0,25,0,0,0,25,14,3,44,7,6,6,0,17,0,0,0,17,18,0,42,9,3,0,0,16,0,0,0,16,43,0,57,315,116,23,18,469,4,3,9,479,175,22,683,12,0,0,0,11,5,0,0,19,10,0,28,12,6,0,0,17,0,0,0,14,3,0,18
LGA59030,52,0,0,0,50,35,14,102,3,0,0,0,5,0,0,0,7,3,0,11,4,3,0,0,6,0,0,0,6,0,0,6,18,0,0,0,15,0,0,0,15,0,0,20,15,3,3,0,22,0,0,0,22,3,0,23,10,7,5,0,16,4,0,4,19,3,0,21,13,0,0,0,17,0,0,0,17,5,0,21,18,4,0,0,27,0,0,0,27,4,0,25,16,5,0,0,22,0,0,0,22,3,0,28,6,3,0,0,14,0,0,0,12,4,4,22,8,0,0,0,13,0,0,0,13,3,0,18,0,0,0,0,7,0,0,0,7,3,0,11,0,0,0,0,4,0,0,0,4,8,4,16,0,0,0,0,3,0,0,0,3,10,0,12,116,31,11,9,165,4,0,7,171,50,11,225,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,13,0,0,0,13,5,0,22
LGA59100,136,3,0,4,143,74,43,263,9,5,0,0,6,0,0,0,6,18,0,28,12,0,0,0,13,0,3,4,17,6,0,27,20,7,0,0,22,0,0,0,22,13,4,43,16,6,0,0,23,0,0,0,25,5,0,34,21,8,3,0,25,3,0,3,28,11,0,41,27,13,0,0,42,0,0,0,45,10,0,56,48,14,3,0,65,0,0,0,67,9,0,77,26,14,3,0,43,0,0,0,51,11,5,61,24,8,3,0,37,0,0,0,32,13,0,45,17,14,0,0,30,0,0,0,30,14,7,48,19,7,0,3,21,0,0,0,21,13,3,42,5,4,0,0,8,0,0,0,8,21,0,35,5,3,0,0,5,0,0,0,5,35,4,44,231,108,14,6,357,7,5,11,371,176,33,581,3,3,0,0,6,0,0,0,10,11,0,23,12,3,0,0,10,4,0,0,14,5,0,20
LGA59170,240,0,0,0,240,104,44,389,12,5,0,0,18,0,0,0,20,12,0,35,20,12,0,0,33,0,0,5,33,6,0,40,42,17,5,4,60,0,0,0,60,7,0,64,23,12,0,0,39,0,0,0,38,4,0,42,37,17,4,0,55,0,0,0,55,6,0,68,30,19,7,0,57,0,0,0,60,4,3,67,30,13,3,3,53,0,0,0,53,7,3,63,53,15,7,3,78,0,0,0,79,3,0,88,38,10,3,5,54,0,0,0,53,18,3,73,25,14,6,0,42,0,0,0,42,8,0,52,15,10,0,0,30,0,0,0,30,25,3,54,8,11,6,0,17,0,0,0,17,9,0,27,4,7,0,0,9,0,0,0,9,39,3,51,331,162,33,9,542,10,4,9,548,154,23,726,6,0,0,0,6,0,0,0,6,14,0,25,26,6,0,0,31,0,0,0,31,3,4,39
LGA59250,57,0,0,0,53,54,31,140,4,3,0,0,9,3,0,3,11,16,3,37,62,13,8,0,81,5,0,5,81,30,17,128,115,9,12,6,141,8,0,8,148,14,35,199,72,7,8,3,90,3,0,0,97,12,9,110,59,7,12,4,83,5,0,5,86,6,21,110,70,6,5,0,88,0,0,0,88,12,14,115,75,3,6,0,78,5,0,5,85,11,15,106,65,3,7,0,80,0,0,0,80,11,10,108,34,6,4,6,41,3,0,3,43,11,10,63,17,0,0,0,21,0,0,3,19,11,6,26,9,0,0,3,15,0,0,0,17,3,0,23,0,0,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,5,0,5,580,69,55,14,717,31,4,37,753,152,136,1039,4,0,0,0,3,0,0,3,10,20,4,35,27,4,0,0,26,0,0,0,26,12,8,48
LGA59310,273,4,4,11,287,163,36,486,14,3,0,0,22,3,0,6,24,19,7,53,25,4,0,0,32,3,0,3,41,11,5,52,52,24,4,0,79,0,3,4,83,9,8,102,47,16,0,0,60,0,0,3,64,28,4,103,40,21,0,0,63,3,0,6,67,12,9,85,53,14,8,0,77,5,0,7,80,19,0,105,63,36,6,0,95,0,0,0,95,7,0,108,58,15,10,3,83,0,0,0,85,18,3,104,73,23,8,0,102,0,0,3,100,22,3,129,29,13,4,0,45,0,4,4,51,24,0,80,6,14,3,0,20,0,0,0,20,32,0,54,9,0,0,0,13,0,0,0,9,18,3,33,7,3,0,0,16,0,0,0,16,60,3,83,472,185,43,9,708,23,19,41,743,291,51,1091,9,3,0,6,17,3,0,4,21,17,0,39,30,6,6,3,41,5,0,3,43,11,3,64
LGA59320,90,0,6,5,95,59,17,167,0,0,0,0,5,0,0,0,5,4,0,9,4,3,0,0,9,0,0,0,9,7,0,11,7,0,3,0,12,3,0,3,13,7,0,20,19,9,0,0,25,0,0,0,25,6,0,27,13,4,0,0,18,0,0,0,20,4,0,19,14,9,0,0,26,0,0,0,31,3,4,30,23,10,0,0,37,0,0,0,35,7,0,40,25,3,0,0,33,0,0,0,33,0,0,40,11,6,0,0,20,0,0,0,21,9,0,31,4,3,0,0,12,0,0,0,12,8,0,17,4,3,0,0,7,0,0,0,7,11,0,18,0,0,0,0,5,0,0,0,5,6,0,16,0,0,0,0,0,0,0,0,0,14,0,18,129,59,10,5,203,4,4,7,210,87,6,306,5,0,0,0,3,0,0,0,3,4,0,6,5,3,0,0,13,3,0,0,17,5,0,22
LGA59330,96,3,0,4,94,71,28,194,6,3,0,0,9,0,0,0,9,6,0,15,12,5,0,0,18,0,0,3,23,5,3,34,8,0,0,0,9,0,0,0,9,0,0,12,4,3,0,0,15,0,0,0,15,10,0,23,13,4,0,0,18,0,0,0,17,6,0,25,23,13,0,0,32,0,0,0,32,6,0,39,26,0,0,5,29,0,0,0,29,5,0,33,19,0,0,0,18,0,0,0,22,14,0,32,15,3,4,0,21,0,0,0,21,11,0,32,12,4,0,0,19,0,0,0,19,15,5,41,3,7,0,0,9,0,0,0,9,23,3,43,0,4,0,0,8,0,0,0,8,33,3,44,0,3,0,0,8,0,0,0,8,41,4,58,147,58,7,5,218,5,0,3,220,166,32,421,0,0,0,0,0,0,0,0,4,8,0,9,7,5,0,0,8,0,0,0,8,6,0,18
