LGA_CODE_2021,C16_45_49_Sep_F,C16_45_49_Sep_P,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Div_P,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Wid_P,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_Nvr_marrd_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Married_P,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Sep_P,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Div_P,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Wid_P,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_Nvr_marrd_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Married_P,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Sep_P,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Div_P,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Wid_P,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_Nvr_marrd_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Married_P,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Sep_P,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Div_P,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Wid_P,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_Nvr_marrd_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Married_P,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Sep_P,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Div_P,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Wid_P,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_Nvr_marrd_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Married_P,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Sep_P,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Div_P,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Wid_P,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_Nvr_marrd_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Married_P,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Sep_P,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Div_P,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Wid_P,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_Nvr_marrd_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Married_P,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Sep_P,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Div_P,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Wid_P,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_Nvr_marrd_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Married_M,C16_85_over_Married_F,C16_85_over_Married_P,C16_85_over_Seprtd_M,C16_85_over_Seprtd_F,C16_85_over_Seprtd_P,C16_85_over_Divorce_M,C16_85_over_Divorce_F,C16_85_over_Divorce_P,C16_85_over_Wid_M,C16_85_over_Wid_F,C16_85_over_Wid_P,C16_85_over_Nvr_mard_M,C16_85_over_Nvr_mard_F,C16_85_over_Nvr_mard_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Married_M,C16_Tot_Married_F,C16_Tot_Married_P,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Sep_P,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Div_P,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_Wid_P,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_nver_marrie_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Married_M,C21_15_19_Married_F,C21_15_19_Married_P,C21_15_19_Sep_M,C21_15_19_Sep_F,C21_15_19_Sep_P,C21_15_19_Div_M,C21_15_19_Div_F,C21_15_19_Div_P,C21_15_19_Wid_M,C21_15_19_Wid_F,C21_15_19_Wid_P,C21_15_19_Nvr_marrd_M,C21_15_19_Nvr_marrd_F,C21_15_19_Nvr_marrd_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Married_M,C21_20_24_Married_F,C21_20_24_Married_P,C21_20_24_Sep_M,C21_20_24_Sep_F,C21_20_24_Sep_P
LGA54970,0,10,11,0,14,0,0,0,22,3,27,83,24,104,38,13,52,7,0,9,21,5,33,3,0,3,11,3,16,83,26,107,35,18,53,9,0,8,19,5,23,0,0,0,11,8,23,70,31,101,16,4,26,0,0,0,11,9,18,3,0,3,0,4,4,34,17,51,13,3,10,0,0,0,10,0,10,4,0,4,6,0,4,22,7,32,3,4,5,0,0,0,5,0,5,0,0,0,0,0,3,3,9,11,3,0,4,3,0,3,3,0,5,0,0,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,262,85,355,35,15,47,86,29,115,11,4,14,329,153,483,725,288,1008,0,0,0,0,0,0,0,0,0,0,0,0,24,21,46,24,21,46,3,4,5,0,0,0
LGA55040,0,11,5,10,21,0,0,0,17,12,28,60,42,104,37,19,57,9,0,7,7,6,16,0,0,0,32,10,42,90,38,131,28,13,43,3,3,5,5,7,14,0,4,5,9,6,14,52,30,81,24,10,31,6,0,6,13,3,17,0,5,5,3,6,13,38,24,61,11,9,19,0,0,0,8,0,10,0,5,9,8,6,8,26,18,49,3,9,9,0,0,0,0,0,0,6,0,6,0,0,0,11,10,17,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,289,163,447,49,10,55,62,45,112,13,17,21,360,181,538,771,407,1179,0,0,0,0,0,0,0,0,0,0,0,0,22,28,52,22,28,52,0,0,4,0,0,0
LGA55110,217,382,289,456,742,13,40,56,536,417,953,2495,2684,5178,1535,1576,3119,143,194,338,423,540,963,23,67,91,417,347,762,2540,2723,5270,1562,1658,3218,128,153,279,389,606,994,26,100,127,254,202,458,2360,2720,5077,1644,1754,3390,111,139,255,393,578,969,62,173,236,181,123,300,2391,2752,5149,1883,1899,3778,109,82,196,450,493,943,76,313,394,119,70,187,2640,2858,5499,1696,1527,3226,76,52,124,276,329,607,130,426,563,60,36,100,2241,2378,4614,1400,1061,2459,39,39,79,169,193,360,141,555,691,46,29,79,1798,1876,3669,810,575,1383,19,12,28,73,96,167,162,628,791,28,16,44,1086,1326,2409,543,257,801,14,5,22,33,69,101,272,895,1166,11,17,30,881,1245,2123,16596,16795,33396,1181,1445,2622,2841,3978,6822,928,3241,4175,10204,9042,19249,31749,34510,66257,0,0,0,0,0,0,0,0,0,0,0,0,2538,2419,4961,2541,2418,4962,38,85,119,0,12,14
LGA55180,35,58,26,47,78,4,6,8,90,59,145,310,342,652,212,235,451,23,18,35,41,58,103,4,14,10,94,50,147,372,374,750,254,224,478,17,16,37,61,70,131,3,13,15,62,29,91,392,357,754,214,218,436,16,15,34,49,61,112,10,29,40,48,19,66,340,344,684,207,195,396,22,9,32,44,41,82,14,25,40,25,4,28,308,276,584,170,146,320,3,3,8,37,21,57,25,53,75,22,7,25,254,229,479,136,100,237,12,0,14,13,14,21,13,36,46,9,5,11,176,156,331,93,52,144,0,0,0,5,7,17,9,70,74,0,0,4,111,134,239,52,21,71,0,0,0,8,3,11,20,86,109,3,7,11,80,119,198,1910,1904,3817,140,139,276,323,361,684,96,335,423,1326,991,2320,3797,3727,7519,0,0,0,0,0,0,0,0,0,0,0,0,271,266,536,271,271,544,4,10,14,0,0,0
LGA55250,5,6,3,0,3,0,0,0,6,14,24,32,27,62,26,15,44,3,3,11,9,12,20,0,0,0,15,4,15,55,37,85,27,16,41,3,3,6,5,6,14,3,3,10,9,9,14,43,43,85,15,13,21,6,3,4,11,0,12,0,5,0,12,4,10,33,18,56,12,8,23,0,0,0,7,3,13,0,0,0,0,0,0,21,18,38,7,10,17,0,0,0,0,0,0,4,4,4,6,0,7,21,11,32,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,6,171,109,282,23,26,47,53,31,79,11,18,27,263,172,441,522,356,878,0,0,0,3,0,3,0,0,0,0,0,0,29,33,61,27,31,60,7,0,3,0,0,0
LGA55320,179,305,253,424,678,14,33,51,480,438,916,3250,3630,6874,2266,2411,4674,108,147,253,305,573,882,11,55,71,379,384,766,3078,3570,6648,2335,2428,4758,94,122,215,329,502,837,28,85,115,336,289,623,3123,3428,6550,2225,2245,4472,71,106,175,326,525,851,38,196,233,205,219,422,2868,3282,6148,2087,1883,3970,69,70,133,261,469,727,70,294,364,118,149,266,2603,2860,5464,1515,1203,2717,59,48,107,192,310,503,89,354,445,69,67,138,1924,1987,3908,1068,891,1958,23,30,59,102,231,336,120,519,634,38,64,104,1347,1732,3083,804,646,1448,18,15,30,59,119,178,159,707,864,23,32,55,1056,1519,2582,717,387,1101,9,11,23,39,103,138,330,1554,1876,23,54,77,1118,2106,3221,21316,21662,42978,775,1082,1859,2161,3823,5988,867,3828,4703,13488,12278,25762,38610,42676,81284,4,0,4,0,0,4,0,0,0,0,0,0,3250,3275,6527,3253,3280,6536,23,54,76,0,3,3
LGA55390,0,3,0,0,0,0,0,0,9,6,14,31,11,45,13,13,25,0,0,0,5,5,8,0,0,0,3,4,8,25,17,39,11,3,16,4,0,5,0,4,0,0,0,0,9,7,16,25,16,40,10,5,11,0,0,0,0,0,3,0,3,3,8,0,8,17,5,25,11,6,10,0,3,4,3,0,3,0,0,0,3,0,3,14,5,25,5,4,8,0,0,0,3,0,3,0,0,0,0,0,0,6,4,5,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,54,167,16,11,27,21,8,28,0,10,13,127,70,192,282,148,424,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,5,12,4,0,4,0,0,0
LGA55460,7,14,17,13,25,0,3,3,20,22,39,115,103,216,83,73,154,9,5,12,13,12,23,0,8,4,28,13,37,125,107,231,84,86,173,3,8,13,23,18,41,0,0,0,13,7,11,120,124,249,62,68,131,8,3,15,15,11,29,4,6,7,17,4,17,106,88,197,61,52,117,4,10,19,20,10,28,0,16,18,3,0,6,93,85,179,56,33,82,8,0,6,11,11,19,3,10,12,11,3,11,78,52,130,21,28,55,0,0,0,5,7,14,0,15,18,5,0,5,37,51,82,22,12,32,0,0,0,5,4,12,3,18,16,0,5,8,30,30,63,19,8,29,0,0,0,0,0,4,9,25,33,3,0,3,30,37,68,646,636,1285,56,46,100,121,103,220,25,100,122,587,381,971,1432,1261,2696,0,0,0,0,0,0,0,0,0,0,0,0,87,98,183,87,98,183,0,4,3,0,0,0
LGA55530,0,0,0,0,0,0,0,0,3,4,12,15,10,29,9,15,20,0,0,6,0,0,0,0,0,0,5,0,5,12,11,32,13,15,27,0,0,0,5,0,11,3,0,3,5,0,9,28,18,46,18,11,27,0,3,0,4,0,4,5,0,4,0,0,3,26,11,42,4,3,11,5,0,5,0,3,5,0,0,0,3,0,3,12,8,20,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,95,97,192,6,4,13,17,15,28,5,7,15,79,43,123,203,164,367,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,3,0,0,0,0,0,0
LGA55600,0,0,6,3,11,0,4,4,18,16,29,78,84,159,67,63,133,3,3,7,9,16,29,0,5,5,24,6,34,110,91,198,62,47,109,4,0,4,10,12,26,0,0,0,19,7,25,92,74,167,47,45,96,5,0,8,14,9,21,4,11,20,0,3,11,78,78,154,58,32,93,0,0,0,8,4,16,4,9,8,3,0,3,76,47,120,37,46,75,0,0,0,5,14,20,6,8,12,9,0,6,50,64,114,16,18,36,0,0,0,6,5,6,6,9,14,9,0,9,32,35,65,17,11,26,0,0,0,0,0,4,8,11,18,0,0,3,27,21,50,4,0,4,0,0,0,0,0,0,15,23,35,3,4,5,24,27,47,489,467,957,26,22,49,82,73,154,41,81,119,370,270,634,994,919,1915,0,0,0,0,0,0,0,0,0,0,0,0,62,59,116,60,59,117,0,0,0,0,0,0
LGA55670,3,4,4,3,0,0,0,0,6,0,11,22,21,40,18,18,35,0,0,0,0,0,0,0,0,0,5,7,9,27,25,48,19,16,37,0,3,3,7,6,11,0,0,0,7,0,12,35,29,63,20,15,32,0,0,0,6,8,7,0,0,0,0,4,4,19,26,50,10,10,14,0,0,0,5,0,5,0,0,4,0,0,0,12,10,18,8,14,20,0,0,0,5,0,3,0,0,0,0,0,0,14,17,27,6,7,10,0,0,0,0,0,0,0,6,3,5,0,5,9,9,19,9,4,18,0,3,3,0,0,0,3,3,3,5,0,5,12,10,29,4,3,8,0,0,0,0,0,0,4,5,9,3,0,3,10,3,16,134,129,258,12,13,22,21,21,41,7,20,27,135,105,238,308,283,591,0,0,0,0,0,0,0,0,0,0,0,0,19,21,43,19,21,42,0,0,0,0,0,0
LGA55740,12,18,13,27,40,3,8,10,54,59,122,316,359,674,201,204,405,3,19,21,34,49,78,0,9,9,62,45,107,302,325,621,164,162,328,11,10,20,36,60,91,8,9,13,51,38,82,264,266,534,156,160,314,8,7,17,37,49,83,6,15,24,40,19,59,249,255,500,149,149,293,11,10,14,38,61,100,3,13,20,34,30,61,233,258,489,144,107,254,10,8,17,37,48,80,5,38,44,28,19,48,221,218,441,81,54,133,4,0,6,17,27,48,11,42,55,4,13,20,118,140,257,49,38,86,3,0,6,17,8,21,15,44,58,3,18,17,85,111,192,35,15,55,4,0,4,7,6,11,20,81,98,9,4,13,68,110,177,1708,1751,3461,91,90,178,261,381,646,67,258,333,1269,1374,2635,3391,3854,7250,0,0,0,0,0,0,0,0,0,0,0,0,243,390,638,243,390,638,10,9,11,0,0,0
LGA55810,0,3,3,3,3,0,0,0,7,5,11,24,14,26,10,9,20,0,0,0,0,3,3,0,0,0,8,6,18,22,19,43,4,3,5,0,4,4,10,0,16,0,0,0,9,9,18,31,21,48,5,7,7,0,4,4,3,3,10,0,0,0,8,4,10,11,15,31,13,10,21,0,0,0,11,0,11,0,7,7,0,0,3,25,13,43,7,3,9,0,0,0,3,4,7,0,0,0,4,5,3,19,8,24,0,0,0,0,0,0,3,0,3,0,0,0,0,5,5,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,61,129,7,7,13,42,21,57,0,12,15,92,83,175,213,182,388,0,0,0,0,0,0,0,0,0,0,0,0,13,15,25,13,15,25,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,8,4,9,25,12,36,15,21,32,0,0,0,0,4,4,0,0,0,5,0,3,26,22,48,9,9,22,0,0,3,5,0,7,0,0,0,3,0,3,19,14,34,10,10,22,0,0,0,0,0,5,0,0,0,3,0,6,21,12,28,7,11,21,0,0,0,10,3,10,0,0,0,0,0,0,22,17,34,10,5,12,0,0,0,0,0,0,0,0,4,0,0,0,12,4,16,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,5,4,4,0,0,0,3,0,11,118,115,235,11,3,18,17,11,33,7,10,9,66,46,113,225,186,412,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,9,7,5,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,3,3,9,16,23,31,9,7,21,0,0,0,3,0,3,0,0,0,0,4,3,18,13,28,15,12,27,3,0,3,0,4,7,0,4,7,4,0,5,30,25,49,19,15,35,0,0,0,0,0,0,0,0,0,0,0,0,17,16,39,11,11,21,0,0,6,0,0,0,0,8,7,5,0,5,16,14,35,13,12,26,0,0,0,0,0,0,0,0,0,0,0,0,14,12,24,6,11,16,0,0,0,0,0,0,0,7,7,0,0,0,13,13,19,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,7,0,7,0,0,0,0,0,0,0,4,5,0,0,0,4,4,10,148,137,281,11,4,7,11,9,16,5,24,25,63,42,101,228,209,439,0,0,0,0,0,0,0,0,0,0,0,0,24,8,34,24,8,34,0,0,4,0,0,0
LGA56090,80,158,156,201,356,0,19,21,330,235,567,1576,1518,3097,986,1024,2009,92,86,176,188,218,405,6,29,32,241,151,398,1522,1503,3027,963,944,1911,85,55,142,196,229,427,18,44,64,165,116,285,1426,1392,2820,871,857,1722,51,43,96,180,204,381,30,64,98,110,71,174,1237,1236,2476,879,810,1691,35,46,80,152,186,341,42,98,139,67,38,108,1182,1176,2356,663,497,1161,26,26,51,94,138,230,35,133,172,35,20,56,848,821,1666,410,286,695,10,11,18,56,46,105,45,173,219,12,8,24,540,525,1062,217,163,382,7,6,5,25,43,69,55,141,195,9,4,12,312,352,664,154,65,220,4,7,10,13,16,29,74,259,326,7,6,15,250,352,602,8514,7953,16471,551,526,1079,1232,1490,2717,327,978,1302,5877,4080,9950,16497,15023,31522,0,0,0,0,0,0,0,0,0,0,0,0,1227,1135,2361,1226,1134,2359,42,29,66,0,0,3
LGA56160,0,0,0,0,0,0,0,0,6,0,6,17,3,19,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,6,7,13,0,0,0,0,4,4,0,0,0,0,0,0,8,12,13,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,55,0,0,6,0,3,7,0,3,3,39,26,62,71,52,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,53,91,78,91,163,0,12,14,114,94,214,545,583,1131,351,360,711,34,29,64,81,95,185,4,8,12,126,68,189,597,560,1159,349,398,746,31,29,56,97,101,194,10,19,33,66,43,105,548,583,1135,368,403,767,34,22,54,120,109,224,11,36,48,47,25,64,575,586,1161,459,433,890,18,19,39,109,74,184,26,53,81,23,21,42,645,594,1235,357,295,646,20,11,32,56,46,102,36,89,126,22,0,24,487,439,926,271,207,474,10,5,17,50,26,73,28,103,128,9,3,15,356,347,704,165,107,269,3,0,3,27,16,43,34,83,117,4,3,10,230,205,440,87,50,141,0,0,0,12,9,25,43,85,129,4,0,4,153,150,300,3488,3543,7031,279,286,564,711,689,1397,198,499,698,2099,1769,3864,6767,6790,13555,0,0,0,0,0,0,0,0,0,0,0,0,490,571,1060,490,575,1065,14,26,36,0,0,4
LGA56300,4,10,6,8,14,0,0,0,15,11,30,51,54,105,18,24,40,5,12,14,10,9,23,3,0,3,17,11,30,50,59,115,31,33,61,6,0,8,9,14,27,0,0,0,14,10,18,55,60,111,53,54,104,4,0,4,11,12,28,0,4,5,10,4,15,77,76,157,53,34,86,8,0,6,11,8,23,3,8,13,7,8,9,82,56,142,41,35,72,0,0,0,9,7,16,0,8,11,9,0,11,65,52,108,18,16,37,0,0,0,4,0,4,3,9,13,5,0,6,32,23,51,3,7,13,0,0,0,0,4,0,0,9,5,0,0,0,10,11,25,5,0,6,0,0,0,0,0,0,0,10,10,0,0,0,10,13,13,284,275,558,25,27,58,70,72,142,15,45,60,181,127,306,578,550,1126,0,0,0,0,0,0,0,0,0,0,0,0,36,26,65,36,26,65,0,0,0,0,0,0
LGA56370,0,0,6,5,7,0,0,0,9,5,7,29,26,55,20,19,42,0,0,0,4,0,4,0,0,0,0,0,0,25,23,46,25,30,53,0,5,5,6,0,9,0,0,0,7,3,13,35,36,77,21,18,38,3,0,3,3,6,14,3,0,5,3,0,10,32,27,63,18,14,25,0,0,0,4,4,5,4,0,4,0,0,5,22,18,41,25,23,48,0,0,0,11,4,10,0,0,0,0,0,0,31,30,57,12,9,21,0,0,0,0,0,0,0,3,3,0,0,0,15,13,26,10,8,22,0,0,0,0,0,0,0,7,9,0,0,0,15,17,32,14,7,16,0,0,0,0,0,0,0,9,13,0,0,0,11,15,27,199,195,396,6,9,8,23,24,50,12,29,36,105,77,182,339,329,672,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,6,11,16,0,0,0,0,0,0
LGA56460,17,26,15,18,31,0,9,9,23,37,60,155,175,335,101,91,199,13,9,21,35,26,58,0,4,4,19,22,45,169,148,321,110,140,249,8,13,21,19,27,45,0,15,15,24,17,46,161,219,383,123,118,234,8,4,10,20,17,42,6,16,22,20,7,32,179,161,338,112,98,213,6,11,17,12,16,23,4,17,26,13,4,15,156,145,298,87,51,137,3,8,10,12,21,35,9,21,24,5,4,4,116,103,221,39,36,80,9,4,10,14,10,28,7,33,39,3,5,8,76,91,162,41,16,59,0,0,0,0,10,5,10,40,53,4,0,3,59,66,127,26,20,43,0,0,0,4,0,4,15,60,75,4,3,10,51,83,132,987,971,1956,68,99,166,149,177,327,56,216,272,714,659,1367,1974,2113,4087,0,0,0,0,0,0,0,0,0,0,0,0,168,154,325,171,159,325,3,3,13,0,0,0
LGA56580,28,38,35,55,92,5,6,6,89,68,160,750,831,1583,592,605,1194,15,31,47,56,71,126,6,11,18,51,61,112,717,777,1493,542,565,1105,13,34,47,53,118,168,9,21,30,59,60,120,672,794,1465,496,493,990,9,16,28,61,83,140,3,29,32,40,52,94,612,676,1286,501,470,974,8,14,21,56,99,155,11,50,57,34,25,62,606,660,1263,362,278,639,3,9,11,38,75,116,26,64,88,12,25,42,446,449,895,227,171,397,0,13,15,30,37,68,16,91,109,22,20,33,293,323,621,169,108,278,3,7,11,8,27,35,16,106,123,4,11,14,200,258,453,111,51,157,7,6,9,9,26,38,55,284,338,10,9,18,185,377,562,4723,4796,9520,101,177,278,380,670,1048,145,660,802,2838,2392,5228,8185,8688,16872,0,0,0,0,0,0,0,0,0,0,0,0,883,776,1655,883,776,1655,0,5,6,0,0,0
LGA56620,0,6,3,4,7,0,3,3,5,5,15,47,46,88,17,30,53,0,3,5,4,5,9,0,13,13,4,9,6,25,58,86,18,20,39,5,0,4,4,5,9,0,8,15,0,3,3,33,35,72,13,13,32,0,0,0,0,3,7,0,12,12,4,3,3,23,33,53,19,18,30,0,0,0,0,0,5,4,3,4,3,0,3,26,22,44,9,6,9,0,0,0,0,0,0,0,9,5,0,4,4,13,12,20,0,0,3,0,0,0,0,0,0,0,13,6,0,0,3,3,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,312,339,651,25,36,56,32,39,68,14,64,79,184,175,358,562,647,1206,9,8,24,0,0,0,0,0,0,0,0,0,57,57,113,69,60,135,21,25,47,0,0,0
LGA56730,34,63,36,62,96,0,4,6,90,79,168,356,367,721,202,197,400,26,28,51,57,74,131,0,8,12,85,60,147,373,372,744,244,249,486,23,28,52,93,102,192,15,24,36,62,52,116,432,453,884,250,250,505,16,20,31,73,60,135,8,39,49,46,29,73,390,398,789,252,205,458,17,9,29,78,58,142,18,35,57,23,7,31,387,325,709,173,156,328,11,12,25,35,27,60,13,59,77,17,6,24,243,265,504,105,80,180,6,6,5,24,14,40,28,68,98,11,0,14,167,161,332,70,43,109,5,0,3,9,11,26,15,60,73,4,6,9,110,110,227,35,15,54,0,4,3,0,5,10,29,101,132,4,0,3,71,126,200,2158,1984,4145,194,203,393,453,483,937,133,420,556,1706,1277,2982,4648,4374,9022,0,0,0,0,0,0,0,0,0,0,0,0,355,321,674,355,321,674,11,9,22,0,0,0
LGA56790,0,7,14,17,29,0,4,5,35,24,59,129,116,246,63,85,153,7,8,12,15,20,37,4,4,5,40,29,68,127,142,268,88,98,183,11,4,14,33,25,55,4,7,9,40,8,51,169,144,308,101,101,204,14,8,17,40,29,73,4,7,14,30,14,42,188,157,348,105,92,195,0,0,7,27,20,44,11,15,29,14,3,21,160,133,293,98,75,165,9,0,10,15,3,25,13,16,24,9,0,7,134,93,226,49,39,86,0,0,4,9,0,10,14,17,30,0,0,0,72,59,133,23,14,39,0,0,0,0,0,4,3,21,20,0,0,6,37,40,74,15,9,28,0,0,0,0,0,5,10,22,26,0,0,6,27,30,60,734,736,1473,48,24,74,169,140,305,59,109,172,460,330,791,1473,1341,2811,0,0,0,0,0,0,0,0,0,0,0,0,71,43,110,71,43,110,0,0,0,0,0,0
LGA56860,0,3,0,0,4,0,0,0,0,0,0,10,5,15,11,5,10,0,0,0,0,0,3,0,0,0,0,0,3,9,9,17,4,10,10,0,0,0,6,0,3,0,0,0,4,0,4,9,14,24,14,10,24,0,0,0,3,3,0,0,0,0,0,0,0,16,13,27,6,3,6,0,0,0,0,3,4,0,0,0,0,0,0,8,0,14,3,3,7,0,0,0,0,0,5,0,0,0,0,0,0,6,4,10,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,3,7,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,0,7,49,51,101,0,3,5,19,14,30,3,6,10,35,29,66,106,102,206,0,0,0,0,0,0,0,0,0,0,0,0,10,6,12,10,6,12,0,0,0,0,0,0
LGA56930,3,6,6,0,3,0,0,0,4,4,4,52,63,110,50,53,99,0,0,0,7,3,5,0,6,6,10,9,11,56,68,121,39,47,91,0,0,0,0,7,8,0,0,0,5,5,8,49,60,111,49,37,88,0,0,0,4,7,11,0,0,0,3,6,10,58,62,116,37,29,62,0,0,0,0,8,11,4,0,0,0,5,5,39,42,77,32,30,59,0,0,0,0,0,4,0,10,10,5,0,5,34,37,74,25,14,44,0,0,0,0,0,0,3,10,17,0,0,0,29,32,55,22,10,31,0,0,0,0,0,0,0,4,4,0,0,0,20,17,39,8,3,14,0,0,0,0,5,4,4,19,22,0,0,0,15,29,42,351,357,705,6,11,14,21,35,56,12,54,64,185,310,486,566,764,1327,0,0,0,0,0,0,0,0,0,0,0,0,59,164,219,59,164,219,0,0,0,0,0,0
