LGA_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
LGA55600,4,0,0,0,0,0,0,17,0,0,7,0,4,12,0,0,0,0,0,0,18,9,5,5,5,10,30,14,17,3,0,5,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,3,0,5,4,0,0,0,0,0,18,18,11,15,11,22,44,24,28,11,4,3,11,191,4,0,3,7,3,5,13,4,4,0,4,4,53,0,0,0,0,4,4,0,0,0,0,0,0,10,5,0,0,11,11,13,10,6,3,0,3,0,68,0,0,0,5,0,5,0,0,0,0,0,0,9,0,0,0,5,0,4,0,4,0,0,0,0,12,7,0,0,15,13,27,13,9,3,0,3,0,107,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,13,5,7,0,9,3,0,0,0,0,3,0,36,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA55740,9,5,4,7,19,33,9,90,4,0,0,0,0,6,0,7,6,8,9,0,46,28,7,4,5,9,23,16,51,38,102,202,34,525,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,3,3,0,0,3,6,0,25,4,0,0,0,0,0,0,4,0,4,5,6,21,0,0,0,0,0,0,3,0,0,0,4,0,13,7,0,0,0,0,9,8,7,0,12,16,4,69,60,7,7,11,17,45,44,81,64,141,268,47,791,16,5,7,4,8,15,6,26,16,35,44,15,203,0,0,0,0,5,0,7,4,9,11,34,3,74,11,0,0,0,3,15,13,31,28,81,161,23,366,8,0,0,0,9,11,6,15,13,13,49,15,134,8,0,0,0,0,4,5,4,3,4,13,0,44,23,0,0,0,13,27,22,55,49,112,263,45,615,0,0,0,0,0,4,0,5,0,0
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,6,0,0,4,0,4,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,9,0,0,6,0,4,0,0,0,31,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,10,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,6,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0
LGA56090,57,64,98,54,57,33,23,475,28,10,10,28,26,79,75,87,54,52,26,24,496,90,46,32,77,97,315,393,796,520,486,210,142,3205,0,0,9,0,3,12,13,16,6,4,5,0,74,8,6,9,9,13,28,51,55,23,29,7,9,244,6,4,7,11,10,18,12,26,17,5,0,9,128,17,10,10,17,18,34,37,31,24,15,9,14,233,39,24,27,27,41,95,112,131,73,58,15,28,672,241,112,89,163,211,582,709,1272,793,762,324,226,5487,94,37,36,45,64,193,280,414,202,184,112,112,1779,12,0,3,6,9,43,66,117,66,54,29,19,417,35,17,4,29,45,129,320,604,295,238,127,80,1921,23,7,6,8,16,42,62,108,70,54,46,34,476,26,11,8,16,29,55,69,123,71,52,38,31,535,96,34,30,57,109,264,510,948,503,397,245,158,3349,0,0,0,0,5,8,13,9,3,4
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,19,26,38,19,13,18,6,155,8,0,4,7,11,24,30,47,26,20,13,16,200,29,4,16,26,35,126,179,318,158,132,63,48,1133,0,0,0,0,0,7,0,3,4,0,0,0,21,3,9,3,7,5,15,14,25,12,5,3,4,104,0,0,0,3,3,8,4,4,0,3,0,0,34,0,3,0,11,4,12,6,12,5,3,5,5,74,8,15,8,17,11,41,31,37,22,15,7,15,239,81,40,40,71,85,251,304,504,252,208,106,99,2045,39,17,17,20,43,97,141,160,74,84,41,44,788,4,0,4,0,3,15,28,43,17,9,5,12,151,12,4,5,14,19,84,137,214,103,70,33,34,725,3,0,3,3,3,27,20,23,24,14,8,9,143,12,3,5,7,12,33,33,40,26,26,18,15,229,32,6,12,27,33,155,225,324,175,122,68,75,1250,0,0,0,0,0,5,7,5,4,3
LGA56300,4,0,0,0,0,0,0,4,0,0,0,0,4,6,0,3,0,0,0,0,15,0,0,0,0,5,14,4,12,6,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,14,9,5,4,5,0,28,18,25,11,12,5,6,124,5,3,0,0,0,13,15,6,4,5,0,6,65,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,5,5,10,3,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,4,13,9,12,3,4,4,3,52,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,6,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,9,3,4,6,8,5,4,0,0,0,0,41,9,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
LGA56460,4,0,4,5,0,0,0,22,0,0,3,8,5,5,6,5,0,0,0,0,37,13,3,10,7,19,63,43,48,15,12,3,6,249,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,5,10,5,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,15,4,7,5,8,9,12,11,5,5,0,0,0,62,31,17,21,37,34,105,68,70,23,16,9,12,444,12,0,3,11,14,32,15,12,3,3,4,8,121,5,0,0,0,3,10,6,0,3,0,0,3,32,3,0,0,11,11,38,30,21,11,5,0,6,136,0,0,0,0,0,5,8,0,3,0,0,3,19,0,0,0,0,0,5,9,0,0,0,4,4,38,7,3,3,12,19,60,53,29,17,3,9,10,220,0,0,0,0,0,0,0,0,0,0
LGA56580,24,18,26,27,45,123,15,306,16,5,3,6,4,13,8,9,8,17,47,19,138,98,16,9,19,23,75,55,113,100,198,680,83,1469,0,0,0,0,0,0,3,0,5,4,3,0,23,4,0,0,0,0,3,4,9,3,6,8,3,51,6,0,0,0,3,0,0,9,4,10,16,0,51,3,0,0,0,0,7,5,7,3,5,4,5,42,17,5,0,3,5,20,15,27,18,26,36,8,164,173,25,22,35,44,118,95,162,138,272,829,105,2019,51,6,10,9,9,23,17,41,28,44,136,20,392,8,3,3,0,3,16,6,17,17,29,152,20,284,23,0,4,5,6,13,24,54,57,152,403,49,795,22,7,10,3,4,14,12,23,20,47,143,24,328,8,0,3,0,4,8,4,15,10,14,48,17,132,67,7,18,8,14,47,47,115,104,250,749,105,1540,0,0,0,0,0,0,0,0,0,3
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,16,8,7,4,3,0,0,52,5,3,3,5,8,19,15,15,9,5,0,3,96,24,10,11,25,29,118,110,142,55,40,12,16,595,0,0,0,0,0,7,3,3,0,0,0,0,14,5,0,0,3,10,6,17,9,4,0,3,0,55,0,0,0,0,6,8,3,0,0,0,0,0,22,4,7,3,5,11,11,0,8,5,0,0,0,59,5,4,5,14,21,35,27,20,5,0,3,3,153,50,36,33,56,88,226,201,214,90,66,25,37,1128,20,14,18,26,28,83,65,67,41,28,20,19,438,0,0,0,0,7,14,14,12,7,5,0,0,61,11,0,3,13,18,90,81,79,34,11,7,13,361,0,0,6,0,3,10,8,15,4,6,0,5,59,5,0,5,10,0,16,28,16,14,8,5,5,118,17,8,15,23,29,130,135,125,55,34,10,22,598,0,0,0,4,0,5,0,3,0,0
LGA56790,4,0,0,0,0,0,0,6,0,0,0,0,4,3,3,3,0,0,0,0,17,7,0,0,3,11,25,21,22,3,6,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,5,4,3,0,0,0,4,17,25,8,6,6,19,41,46,47,8,11,18,9,240,12,7,3,0,10,17,11,7,7,4,6,7,98,0,0,0,0,0,7,0,9,0,0,0,0,12,3,5,0,3,0,6,11,10,8,4,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,4,3,0,0,0,0,18,4,5,0,8,6,16,14,20,8,3,5,5,94,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,3,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,9,0,5,0,3,33,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,5,0,0,8,4,8,4,10,45,9,103,9,0,0,0,0,0,0,5,0,4,20,8,49,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,3,19,0,30,0,0,0,0,0,0,0,0,0,0,15,0,26,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,6,45,8,84,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,7,0,0,3,0,0,4,29,4,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA57080,0,4,9,0,12,10,0,45,3,0,0,0,0,4,5,3,3,5,11,0,47,14,0,0,0,4,14,12,66,35,66,53,11,278,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,4,6,4,7,3,0,18,3,0,0,0,0,0,0,0,3,3,4,3,22,0,0,0,4,0,3,6,11,0,3,6,0,40,7,0,0,4,4,8,12,20,8,10,16,3,83,53,12,11,15,21,78,111,226,150,196,163,33,1064,32,6,4,16,19,78,114,161,92,90,89,33,740,0,0,0,0,0,0,0,0,0,0,4,0,7,12,0,3,3,3,34,25,50,34,46,31,18,267,4,0,0,0,3,0,3,0,5,5,12,0,37,4,0,4,0,0,7,10,9,5,11,10,4,50,16,0,3,4,4,39,39,61,48,61,54,28,361,0,0,0,0,0,0,0,0,0,0
LGA57140,0,0,3,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,9,3,0,5,4,3,5,5,6,6,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,0,0,0,0,0,13,8,16,4,5,5,15,14,13,5,6,5,3,92,0,0,0,0,3,3,0,6,0,6,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,6,3,0,3,0,0,0,4,15,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,6,7,5,5,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0
LGA57210,11,3,11,0,0,0,0,26,0,3,0,0,3,7,0,7,5,3,4,7,28,12,10,7,7,23,46,43,36,12,9,13,16,234,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,9,3,3,0,0,0,0,27,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,0,0,0,14,3,4,8,7,11,12,6,3,0,0,0,0,56,37,15,17,36,51,95,85,77,24,19,11,25,502,17,5,12,19,6,50,38,28,11,0,5,12,206,3,0,0,4,3,0,6,4,0,5,0,0,28,6,5,0,6,12,41,32,24,4,5,6,11,147,0,0,4,4,5,9,9,0,0,0,4,4,28,0,0,3,4,0,11,6,5,4,0,5,0,37,18,3,11,8,16,60,47,34,9,11,11,16,239,0,0,0,0,0,0,0,0,0,0
LGA57280,0,0,5,0,0,4,0,8,4,0,0,0,0,4,0,9,9,9,4,0,31,8,4,0,0,6,16,11,31,18,50,46,9,202,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,4,3,0,18,3,0,3,6,0,0,3,11,3,7,4,0,39,19,4,4,10,7,32,33,59,37,92,69,22,373,9,8,5,11,16,35,42,44,17,23,23,17,247,0,0,0,3,5,12,5,6,3,8,6,7,45,4,9,7,20,26,46,48,39,19,13,17,10,280,0,0,0,0,0,7,5,3,0,0,0,0,28,0,0,0,0,3,6,7,8,5,4,0,3,39,9,7,10,32,38,76,63,54,26,30,21,21,391,0,0,0,0,0,0,0,0,0,0
LGA57350,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,6,0,7,3,7,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,8,0,10,8,5,0,0,3,3,51,3,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
