LGA_CODE_2021,C16_M_LE_NS_15_19,C16_M_LE_NS_20_24,C16_M_LE_NS_25_34,C16_M_LE_NS_35_44,C16_M_LE_NS_45_54,C16_M_LE_NS_55_64,C16_M_LE_NS_65_74,C16_M_LE_NS_75_84,C16_M_LE_NS_85over,C16_M_LE_NS_Tot,C16_M_Tot_15_19_yrs,C16_M_Tot_20_24_yrs,C16_M_Tot_25_34_yrs,C16_M_Tot_35_44_yrs,C16_M_Tot_45_54_yrs,C16_M_Tot_55_64_yrs,C16_M_Tot_65_74_yrs,C16_M_Tot_75_84_yrs,C16_M_Tot_85over,C16_M_Tot_Tot,C21_M_Post_Deg_15_19_yrs,C21_M_Post_Deg_20_24_yrs,C21_M_Post_Deg_25_34_yrs,C21_M_Post_Deg_35_44_yrs,C21_M_Post_Deg_45_54_yrs,C21_M_Post_Deg_55_64_yrs,C21_M_Post_Deg_65_74_yrs,C21_M_Post_Deg_75_84_yrs,C21_M_Post_Deg_85over,C21_M_Post_Deg_Tot,C21_M_GrDip_GrCe_15_19,C21_M_GrDip_GrCe_20_24,C21_M_GrDip_GrCe_25_34,C21_M_GrDip_GrCe_35_44,C21_M_GrDip_GrCe_45_54,C21_M_GrDip_GrCe_55_64,C21_M_GrDip_GrCe_65_74,C21_M_GrDip_GrCe_75_84,C21_M_GrDip_GrCe_85over,C21_M_GrDip_GrCe_Tot,C21_M_BD_15_19,C21_M_BD_20_24,C21_M_BD_25_34,C21_M_BD_35_44,C21_M_BD_45_54,C21_M_BD_55_64,C21_M_BD_65_74,C21_M_BD_75_84,C21_M_BD_85over,C21_M_BD_Tot,C21_M_AdD_DL_15_19,C21_M_AdD_DL_20_24,C21_M_AdD_DL_25_34,C21_M_AdD_DL_35_44,C21_M_AdD_DL_45_54,C21_M_AdD_DL_55_64,C21_M_AdD_DL_65_74,C21_M_AdD_DL_75_84,C21_M_AdD_DL_85over,C21_M_AdD_DL_Tot,C21_M_CL_C_III_IV_15_19,C21_M_CL_C_III_IV_20_24,C21_M_CL_C_III_IV_25_34,C21_M_CL_C_III_IV_35_44,C21_M_CL_C_III_IV_45_54,C21_M_CL_C_III_IV_55_64,C21_M_CL_C_III_IV_65_74,C21_M_CL_C_III_IV_75_84,C21_M_CL_C_III_IV_85over,C21_M_CL_C_III_IV_Tot,C21_M_CL_C_I_II_15_19,C21_M_CL_C_I_II_20_24,C21_M_CL_C_I_II_25_34,C21_M_CL_C_I_II_35_44,C21_M_CL_C_I_II_45_54,C21_M_CL_C_I_II_55_64,C21_M_CL_C_I_II_65_74,C21_M_CL_C_I_II_75_84,C21_M_CL_C_I_II_85over,C21_M_CL_C_I_II_Tot,C21_M_CL_CL_nfd_15_19,C21_M_CL_CL_nfd_20_24,C21_M_CL_CL_nfd_25_34,C21_M_CL_CL_nfd_35_44,C21_M_CL_CL_nfd_45_54,C21_M_CL_CL_nfd_55_64,C21_M_CL_CL_nfd_65_74,C21_M_CL_CL_nfd_75_84,C21_M_CL_CL_nfd_85over,C21_M_CL_CL_nfd_Tot,C21_M_CL_Tot_15_19,C21_M_CL_Tot_20_24,C21_M_CL_Tot_25_34,C21_M_CL_Tot_35_44,C21_M_CL_Tot_45_54,C21_M_CL_Tot_55_64,C21_M_CL_Tot_65_74,C21_M_CL_Tot_75_84,C21_M_CL_Tot_85over,C21_M_CL_Tot_Tot,C21_M_LE_ID_15_19,C21_M_LE_ID_20_24,C21_M_LE_ID_25_34,C21_M_LE_ID_35_44,C21_M_LE_ID_45_54,C21_M_LE_ID_55_64,C21_M_LE_ID_65_74,C21_M_LE_ID_75_84,C21_M_LE_ID_85over,C21_M_LE_ID_Tot,C21_M_LE_NS_15_19,C21_M_LE_NS_20_24,C21_M_LE_NS_25_34,C21_M_LE_NS_35_44,C21_M_LE_NS_45_54,C21_M_LE_NS_55_64,C21_M_LE_NS_65_74,C21_M_LE_NS_75_84,C21_M_LE_NS_85over,C21_M_LE_NS_Tot,C21_M_Tot_15_19_yrs,C21_M_Tot_20_24_yrs,C21_M_Tot_25_34_yrs,C21_M_Tot_35_44_yrs,C21_M_Tot_45_54_yrs,C21_M_Tot_55_64_yrs,C21_M_Tot_65_74_yrs,C21_M_Tot_75_84_yrs,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_Post_Deg_15_19_yrs,C11_F_Post_Deg_20_24_yrs,C11_F_Post_Deg_25_34_yrs,C11_F_Post_Deg_35_44_yrs,C11_F_Post_Deg_45_54_yrs,C11_F_Post_Deg_55_64_yrs,C11_F_Post_Deg_65_74_yrs,C11_F_Post_Deg_75_84_yrs,C11_F_Post_Deg_85over,C11_F_Post_Deg_Tot,C11_F_GrDip_GrCe_15_19,C11_F_GrDip_GrCe_20_24,C11_F_GrDip_GrCe_25_34,C11_F_GrDip_GrCe_35_44,C11_F_GrDip_GrCe_45_54,C11_F_GrDip_GrCe_55_64,C11_F_GrDip_GrCe_65_74,C11_F_GrDip_GrCe_75_84,C11_F_GrDip_GrCe_85over,C11_F_GrDip_GrCe_Tot,C11_F_BD_15_19,C11_F_BD_20_24,C11_F_BD_25_34,C11_F_BD_35_44,C11_F_BD_45_54,C11_F_BD_55_64,C11_F_BD_65_74,C11_F_BD_75_84,C11_F_BD_85over,C11_F_BD_Tot,C11_F_AdD_DL_15_19,C11_F_AdD_DL_20_24,C11_F_AdD_DL_25_34,C11_F_AdD_DL_35_44,C11_F_AdD_DL_45_54,C11_F_AdD_DL_55_64,C11_F_AdD_DL_65_74,C11_F_AdD_DL_75_84,C11_F_AdD_DL_85over,C11_F_AdD_DL_Tot,C11_F_CL_C_III_IV_15_19,C11_F_CL_C_III_IV_20_24,C11_F_CL_C_III_IV_25_34,C11_F_CL_C_III_IV_35_44,C11_F_CL_C_III_IV_45_54,C11_F_CL_C_III_IV_55_64,C11_F_CL_C_III_IV_65_74,C11_F_CL_C_III_IV_75_84,C11_F_CL_C_III_IV_85over,C11_F_CL_C_III_IV_Tot,C11_F_CL_C_I_II_15_19,C11_F_CL_C_I_II_20_24,C11_F_CL_C_I_II_25_34,C11_F_CL_C_I_II_35_44,C11_F_CL_C_I_II_45_54,C11_F_CL_C_I_II_55_64,C11_F_CL_C_I_II_65_74,C11_F_CL_C_I_II_75_84,C11_F_CL_C_I_II_85over,C11_F_CL_C_I_II_Tot,C11_F_CL_CL_nfd_15_19,C11_F_CL_CL_nfd_20_24,C11_F_CL_CL_nfd_25_34,C11_F_CL_CL_nfd_35_44,C11_F_CL_CL_nfd_45_54,C11_F_CL_CL_nfd_55_64,C11_F_CL_CL_nfd_65_74,C11_F_CL_CL_nfd_75_84,C11_F_CL_CL_nfd_85over,C11_F_CL_CL_nfd_Tot
LGA54170,282,237,558,596,590,584,460,266,129,3716,757,2541,6591,7950,8812,7718,4779,1624,485,41258,0,40,443,790,916,727,438,115,19,3494,0,11,146,292,349,268,201,46,3,1316,0,710,1794,2358,2332,1707,1182,378,59,10527,35,252,631,1202,1417,1381,1228,409,88,6637,370,910,2587,3002,2900,3202,2484,986,206,16646,209,155,97,64,48,42,42,15,0,676,16,49,74,134,173,171,168,91,13,891,593,1107,2756,3205,3121,3416,2698,1087,223,18212,14,20,46,82,94,91,104,63,18,528,147,204,478,615,660,502,413,267,170,3457,790,2354,6299,8540,8899,8087,6267,2369,582,44175,0,33,280,450,363,201,56,10,4,1395,0,28,318,433,458,228,43,6,3,1516,4,914,2448,2749,2097,1250,390,137,31,10020,81,422,934,1737,1976,1252,431,144,44,7034,300,669,1080,1274,1338,780,267,150,81,5934,93,115,188,165,211,142,46,13,4,979,36,107,206,351,409,322,139,45,15,1628
LGA54200,134,107,282,262,253,280,226,187,84,1818,285,895,2427,2689,2645,2292,1764,874,224,14096,0,10,98,216,183,130,124,73,9,842,0,5,31,63,87,78,49,19,0,340,0,142,394,629,564,363,368,149,53,2657,18,83,207,433,425,331,313,181,33,2031,126,379,1168,1219,1176,1119,844,432,113,6582,84,93,64,32,22,16,9,3,0,326,8,18,28,46,57,61,65,36,10,324,215,487,1268,1291,1265,1195,919,468,124,7234,0,3,19,18,23,26,26,21,11,155,77,94,225,275,253,241,176,132,82,1550,313,820,2250,2929,2800,2371,1970,1051,312,14814,0,0,72,88,76,65,31,4,0,343,0,12,72,97,105,80,29,6,4,414,0,202,632,637,502,384,196,89,17,2658,26,107,356,450,516,434,231,86,19,2220,102,283,488,465,373,267,115,32,13,2119,35,48,87,68,54,41,30,5,0,345,11,38,71,110,120,112,58,22,7,563
LGA54280,97,127,352,327,306,270,137,55,14,1693,195,569,1948,1696,1457,1086,420,123,24,7506,0,10,101,96,57,32,5,3,0,317,0,4,20,20,21,15,8,0,0,90,0,57,272,236,146,98,46,10,3,863,0,15,99,159,118,115,47,8,0,559,44,251,911,831,751,583,261,77,8,3714,36,72,38,18,14,9,8,0,0,190,6,12,22,27,30,23,10,4,0,138,76,335,972,884,800,612,276,79,9,4042,0,5,10,9,9,10,6,4,0,48,80,140,313,283,250,241,157,76,15,1559,155,566,1784,1694,1397,1114,553,179,29,7477,0,8,51,32,26,3,4,0,0,121,0,10,59,46,36,18,0,0,0,172,0,107,444,317,161,65,18,6,0,1127,7,56,190,245,176,75,23,6,0,783,48,187,372,252,184,74,11,6,0,1139,19,45,67,37,28,10,0,0,0,211,5,31,60,51,39,26,7,0,0,218
LGA54310,115,141,540,429,352,159,56,9,0,1805,156,425,2007,1832,1294,687,172,25,6,6601,0,0,55,76,31,15,5,0,0,183,0,0,15,31,26,12,4,0,0,89,0,14,184,201,140,60,9,0,0,616,0,0,76,207,154,94,20,0,0,557,36,157,819,867,614,360,90,22,0,2966,33,43,26,20,7,11,0,0,0,142,4,0,11,25,23,10,7,0,0,84,78,196,859,912,645,376,94,24,0,3191,0,4,13,14,13,5,6,0,0,47,113,123,444,480,325,224,77,19,0,1818,188,348,1650,1921,1338,797,221,38,0,6501,0,0,42,28,15,8,0,0,0,89,0,3,46,37,15,12,0,0,0,116,0,59,401,265,111,39,3,0,0,881,0,37,161,171,141,41,4,0,0,560,33,114,271,186,96,44,0,0,0,754,17,36,48,36,16,5,0,0,0,163,3,7,39,43,20,14,0,0,0,131
LGA54340,19,18,41,35,55,59,34,26,11,298,33,72,152,137,161,154,74,47,17,846,0,0,0,0,0,3,0,0,0,10,0,0,4,4,0,0,0,0,0,11,0,0,13,16,11,17,10,4,0,71,0,0,9,12,19,14,13,3,0,60,6,42,80,62,54,60,37,19,3,349,6,9,8,7,3,7,0,3,0,34,0,4,4,6,5,0,4,0,0,27,8,51,92,70,63,63,35,24,3,416,0,0,3,0,0,0,0,0,0,10,23,12,38,42,32,32,24,17,8,224,32,66,154,144,123,128,84,47,14,803,0,0,4,0,0,0,0,0,0,7,0,3,11,9,3,6,0,0,0,22,0,5,46,32,25,18,0,3,0,130,0,8,10,22,15,11,5,5,0,78,10,16,34,39,32,29,0,0,0,162,0,12,5,5,8,5,0,0,0,33,0,0,6,7,4,3,0,0,0,18
LGA54410,11,6,12,8,12,10,17,9,4,82,7,10,38,28,52,41,34,17,11,239,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,14,0,0,5,4,4,7,4,0,0,23,0,0,17,17,17,22,14,8,0,103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,17,17,17,30,18,8,0,105,0,0,0,0,0,0,0,0,0,0,3,5,10,12,9,20,9,10,4,80,9,6,31,33,34,57,32,17,3,229,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,10,10,8,3,0,3,0,38,0,0,5,4,4,11,0,0,0,24,0,3,5,3,14,3,4,3,0,42,0,0,5,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8
LGA54480,0,0,5,12,5,3,7,4,0,42,3,0,20,30,19,16,15,10,0,115,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,17,0,0,0,4,0,4,0,0,0,11,0,3,12,5,11,9,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,7,3,11,9,11,9,6,0,0,52,0,0,0,0,0,0,0,0,0,0,4,3,6,7,4,4,5,0,0,29,9,9,19,24,24,13,14,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,16,7,0,3,6,0,0,31,0,0,7,3,5,3,0,0,0,16,0,3,8,5,4,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,6,7,16,6,24,18,14,17,4,107,9,21,79,60,78,67,45,24,5,388,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,0,0,6,0,7,8,21,14,9,8,0,0,62,0,0,4,16,10,3,10,4,0,48,0,11,31,37,20,26,11,8,0,142,5,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,8,5,11,34,38,22,25,16,11,0,165,0,0,0,0,3,5,0,0,0,7,5,3,9,10,13,25,12,16,3,97,11,18,53,89,60,68,47,33,7,392,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,11,0,9,23,29,18,14,7,3,0,99,0,0,9,15,18,13,4,3,0,68,0,10,20,14,15,6,4,0,0,69,0,0,0,3,0,4,0,0,0,13,0,0,0,4,5,0,3,0,0,20
LGA54620,3,0,6,4,8,5,8,0,0,42,4,7,43,33,24,31,24,5,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,0,0,13,0,0,0,4,0,0,0,0,0,12,4,4,12,22,12,11,6,4,0,66,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,10,16,20,12,11,6,4,0,77,0,0,0,0,0,0,0,0,0,0,5,4,6,12,4,10,11,4,3,55,3,11,32,40,18,27,21,8,3,157,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,9,8,4,4,5,0,0,33,0,0,7,4,3,16,0,0,0,31,0,0,4,8,3,0,0,0,0,33,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5
LGA54690,0,0,4,5,5,3,0,0,0,13,0,0,9,17,20,16,12,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,5,3,8,8,9,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,8,9,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,17,0,0,11,7,18,8,10,10,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,3,0,15,0,0,0,0,3,0,0,0,0,10,0,5,3,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54760,0,3,3,3,9,0,7,5,4,33,3,17,28,31,28,20,12,7,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,0,0,0,0,21,0,0,0,4,6,4,5,0,0,16,0,6,8,13,14,5,10,0,0,62,0,3,3,0,0,0,0,0,0,11,0,0,0,3,0,4,0,0,0,8,0,8,13,12,13,9,9,0,0,80,0,0,0,0,0,0,0,0,0,0,0,5,7,6,12,6,3,0,0,40,0,11,25,36,30,24,20,7,5,154,0,0,4,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,4,0,0,10,14,8,5,3,0,0,43,0,0,8,5,7,9,0,0,0,23,0,0,11,5,4,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA54830,146,285,678,556,345,209,177,102,29,2521,255,849,2759,2275,1541,988,607,313,65,9656,0,8,98,261,70,45,29,6,0,511,0,0,29,46,28,23,13,4,0,144,0,99,447,659,316,130,66,22,4,1737,3,58,301,350,297,148,78,32,8,1279,87,364,1165,1053,824,615,359,155,47,4665,70,97,91,40,23,17,10,5,0,352,6,12,34,53,49,32,22,17,0,216,165,469,1294,1142,892,653,392,168,49,5230,0,9,24,49,34,14,7,4,0,134,92,96,307,297,226,148,119,43,24,1359,268,742,2503,2797,1860,1162,699,277,87,10393,0,0,54,26,19,9,5,0,0,112,0,3,33,31,19,9,6,0,0,101,0,76,369,221,125,71,23,7,4,896,5,80,232,202,150,92,27,11,4,807,58,206,435,276,194,92,30,14,4,1306,26,55,83,36,25,13,0,0,0,246,8,26,59,66,50,27,24,4,0,269
LGA54900,0,0,6,15,7,16,9,4,0,60,5,10,58,63,41,46,28,6,0,248,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,4,0,0,0,26,0,0,0,8,3,5,0,0,0,22,5,9,35,24,22,19,10,10,0,134,4,0,6,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,5,11,31,31,26,21,7,9,0,145,0,0,0,0,0,0,0,0,0,0,4,3,4,12,10,19,9,0,0,57,15,16,44,52,51,46,20,8,0,258,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,16,0,4,23,22,11,14,4,0,0,78,0,0,8,8,11,3,3,0,0,43,0,5,11,11,7,4,0,0,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,15
LGA54970,3,11,53,27,39,23,5,3,0,165,9,32,165,82,102,65,15,9,0,465,0,0,0,4,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,3,15,7,9,4,0,0,0,35,0,0,5,9,10,3,0,0,0,36,0,10,36,29,14,28,10,0,0,125,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,10,39,33,22,27,10,0,0,139,0,0,0,0,0,0,0,0,0,0,5,27,99,82,80,56,10,0,0,367,10,40,163,133,121,90,25,6,0,590,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,4,8,6,0,0,0,29,0,0,6,3,4,0,0,0,0,13,6,5,11,6,3,0,3,0,0,21,0,6,0,0,0,0,0,0,0,10,0,0,4,0,0,3,0,0,0,9
LGA55040,5,18,69,56,52,20,7,4,0,230,7,30,178,112,108,56,23,3,3,519,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,3,0,0,0,34,0,4,14,11,3,6,3,0,0,33,0,14,48,42,30,24,13,0,0,173,4,4,3,4,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,4,3,18,52,45,29,28,13,0,0,190,0,0,0,0,4,0,0,0,0,4,4,45,112,74,48,37,10,7,0,351,10,77,193,136,95,72,31,8,0,623,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,12,21,16,16,0,0,0,0,63,0,5,12,15,11,5,0,0,0,48,0,8,16,13,10,0,0,0,0,44,4,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5
LGA55110,176,178,408,412,468,440,519,416,199,3208,457,1049,2840,3047,3427,3034,2886,1721,512,18973,0,10,47,139,143,152,129,50,3,682,0,0,24,45,65,78,75,30,8,322,0,107,347,431,423,409,442,187,42,2384,18,81,259,423,490,571,548,325,59,2767,181,557,1659,1620,1783,1907,1741,986,221,10658,147,122,94,45,33,37,29,15,4,525,10,22,45,54,67,80,107,83,26,496,336,702,1795,1725,1884,2025,1873,1084,249,11680,4,5,18,35,27,34,65,46,21,263,139,182,414,491,514,451,425,383,220,3209,496,1085,2909,3285,3556,3711,3555,2104,598,21304,0,4,42,70,49,21,14,9,0,213,0,4,45,96,96,59,24,11,0,331,5,137,537,532,429,316,197,98,15,2262,36,133,338,526,532,384,263,99,25,2339,157,410,642,666,659,433,194,73,13,3251,51,82,116,90,76,50,17,11,0,501,19,38,114,112,137,132,99,22,9,682
LGA55180,44,21,53,60,77,78,71,56,14,468,72,118,256,289,383,410,282,145,25,1985,0,0,3,13,14,6,5,9,0,44,0,0,3,9,7,9,8,0,0,27,0,3,43,37,31,54,40,25,3,247,0,0,19,23,33,55,32,12,3,187,23,60,146,129,181,189,136,62,12,942,16,18,18,3,3,5,3,0,0,61,0,0,6,3,12,23,14,7,3,69,36,78,177,135,194,221,147,64,17,1073,0,0,6,0,6,4,6,5,0,29,24,19,45,44,74,62,65,47,17,397,64,105,287,259,369,414,307,153,46,2008,0,0,3,8,5,9,0,0,0,27,0,0,12,19,10,15,3,4,0,62,0,14,67,72,56,57,20,3,0,289,0,11,26,68,73,62,26,13,0,287,15,44,62,88,80,52,18,3,3,362,7,11,12,15,17,7,4,0,0,78,3,5,8,17,28,15,4,0,0,90
LGA55250,9,14,46,28,20,19,11,3,0,145,9,19,108,66,58,41,19,3,0,332,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,16,3,0,0,0,0,0,28,0,0,6,3,5,4,4,0,0,27,0,10,39,21,12,25,6,0,0,115,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,10,41,29,17,25,8,0,0,127,0,0,0,0,0,0,0,0,0,0,13,25,58,33,29,24,10,5,0,195,17,40,126,70,54,57,18,10,0,389,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,11,17,5,4,3,0,0,0,43,0,0,0,5,0,3,0,0,0,12,0,7,10,4,11,10,0,0,0,36,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3
LGA55320,134,183,415,326,392,365,311,301,233,2667,327,1678,4569,4860,5107,4653,3295,1676,733,26896,0,59,542,935,927,702,574,221,49,4002,0,3,160,236,262,275,189,59,15,1194,0,645,1943,2228,1880,1439,1190,540,147,10014,16,163,403,608,771,683,713,369,130,3856,163,386,985,993,1107,1228,976,567,219,6614,103,102,44,44,32,23,33,10,8,394,7,28,35,64,91,107,107,64,23,532,280,517,1067,1100,1229,1358,1114,639,240,7540,9,17,39,45,61,65,60,64,25,381,96,125,310,348,347,331,297,220,170,2244,395,1517,4460,5500,5479,4853,4129,2116,777,29236,0,39,384,478,441,260,78,17,3,1694,0,45,236,393,343,256,68,25,0,1371,12,963,2177,2162,1728,1165,479,216,63,8957,53,232,536,845,1193,892,482,234,78,4557,117,313,436,504,509,339,132,107,37,2492,40,57,60,74,90,63,25,15,7,420,6,40,95,147,201,174,99,59,16,842
LGA55390,0,3,16,9,13,8,4,0,0,59,0,18,46,30,41,24,9,0,0,167,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,16,0,0,3,3,3,3,4,0,0,17,0,4,26,23,21,5,6,0,0,82,0,6,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,32,21,21,9,6,0,0,102,0,0,0,0,0,0,0,0,0,0,4,16,40,37,19,11,14,4,0,142,3,32,83,72,45,25,18,5,0,280,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,18,27,13,21,23,28,24,13,6,176,31,77,120,105,126,127,61,27,9,688,0,0,7,3,9,5,5,0,0,31,0,0,5,0,5,0,0,0,0,8,0,4,13,17,15,15,5,0,0,64,0,0,8,16,9,7,6,0,0,43,3,28,70,56,51,63,36,17,3,324,4,5,6,5,0,0,0,0,0,19,0,0,0,0,6,7,6,0,0,13,8,34,78,56,59,66,42,17,3,361,0,0,0,0,0,0,0,0,0,4,14,14,36,36,26,26,27,20,6,206,21,53,133,124,120,126,90,39,13,722,0,0,3,0,4,0,0,0,0,7,0,0,3,10,0,3,0,0,0,20,0,15,38,27,22,14,10,0,0,125,0,6,9,16,21,15,4,4,0,88,0,7,24,22,19,9,4,3,0,95,4,8,15,4,0,4,0,0,0,33,0,0,7,8,5,5,0,0,0,34
LGA55530,0,0,3,0,3,8,3,0,0,25,0,5,30,18,14,20,9,0,0,94,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,12,8,4,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,5,12,9,3,4,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,9,8,3,38,0,7,8,15,12,23,19,8,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,16,0,0,0,0,6,8,0,0,0,12,0,3,3,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
LGA55600,12,4,17,22,24,21,12,13,0,127,19,38,74,94,94,84,51,24,7,470,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,12,14,7,4,4,0,50,0,0,0,6,5,3,6,3,0,28,3,18,39,33,40,39,31,5,0,217,0,3,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,11,0,21,43,34,45,44,33,5,0,233,0,0,0,0,0,0,0,0,0,7,14,13,26,16,22,29,15,17,0,142,18,28,81,73,91,78,58,31,3,464,0,0,3,3,5,0,0,0,0,14,0,0,0,4,3,3,4,0,0,17,0,4,41,23,18,13,9,0,0,104,0,3,7,13,12,11,3,3,0,48,0,19,12,19,11,17,0,0,0,81,0,6,11,0,0,6,0,0,0,21,0,9,0,9,0,5,0,0,0,25
LGA55670,0,3,6,3,7,13,0,4,0,42,7,13,19,23,18,32,9,15,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,7,0,0,0,8,0,0,11,7,15,8,8,3,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,11,8,14,10,16,3,0,64,0,0,0,0,0,0,0,0,0,0,11,6,7,3,4,6,10,5,3,51,11,8,20,19,26,17,25,10,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,4,12,8,6,6,0,0,0,37,0,0,0,15,3,4,0,0,0,32,0,0,10,5,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7
LGA55740,12,11,65,46,60,57,61,41,28,372,22,95,443,443,518,406,349,140,56,2481,0,11,69,116,129,103,62,23,9,518,0,0,9,30,26,19,18,6,0,113,0,63,189,205,223,180,150,70,11,1098,0,16,37,51,59,39,58,36,5,297,9,28,51,47,54,58,55,33,18,348,0,0,0,6,0,0,0,0,0,12,0,0,0,0,4,3,8,6,0,26,7,32,57,54,62,60,64,41,12,388,0,3,3,0,5,4,8,4,0,36,12,15,44,45,44,46,33,32,10,270,21,135,412,503,543,457,390,203,52,2725,0,0,59,63,72,39,15,0,0,249,0,4,32,36,46,27,13,3,0,155,0,89,255,227,190,104,74,36,13,979,0,18,56,62,92,84,47,16,9,397,3,23,29,21,23,22,7,8,0,135,3,6,5,0,3,3,3,0,0,24,0,3,3,18,10,14,11,9,0,65
