LGA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
LGA55110,0,3,14,14,62,4,98,40,21,183,305,1624,73,2248,55,10,140,156,1020,36,1414,3,3,17,38,173,8,245,13,8,87,212,1560,64,1948,14,0,22,29,154,8,222,25,3,76,92,403,23,621,13,3,61,71,289,27,462,17,0,58,84,310,20,492,9,4,9,6,31,0,56,6,6,27,47,31,0,114,3,5,23,42,79,3,153,53,17,170,126,164,18,535,9,0,40,41,180,11,285,48,28,125,163,280,25,670,76,57,242,54,109,10,546,73,19,205,90,163,17,558,4,0,17,23,43,11,100,6,0,31,45,370,12,469,17,8,58,67,363,69,583,470,206,1592,1706,7400,433,11821,3,0,12,6,22,9,47,24,10,71,94,186,19,406,6,12,93,77,170,20,385,3,0,16,6,27,3,60,6,14,44,68,140,17,286,8,0,20,27,26,7,83,22,3,148,206,612,75,1058,13,10,99,109
LGA55180,7,6,34,32,179,13,278,0,0,4,3,53,4,64,0,0,9,10,56,5,83,0,0,0,0,8,0,12,0,0,5,4,140,7,158,0,0,3,3,19,3,26,0,0,7,4,47,0,58,0,0,7,12,39,4,67,0,0,4,8,47,0,53,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,0,13,9,11,0,33,0,0,6,5,15,0,29,5,7,14,35,53,0,108,0,0,31,3,3,0,49,3,0,20,3,23,0,47,0,0,0,3,5,0,14,0,0,4,0,58,3,67,0,0,3,0,28,13,51,31,25,171,140,785,58,1209,4,0,54,27,66,12,161,0,0,0,0,6,0,8,0,0,0,4,10,0,19,0,0,0,3,0,0,4,0,0,3,4,11,0,18,0,0,0,0,11,0,16,0,3,15,12,60,16,104,5,6,20,22
LGA55250,0,0,0,0,8,0,7,11,0,9,3,62,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,6,4,4,0,9,0,0,3,3,12,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,11,0,0,4,0,7,0,14,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,10,0,22,25,108,8,175,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,6,6
LGA55320,18,4,32,11,25,3,97,407,97,811,195,526,33,2073,152,33,373,158,538,24,1269,39,20,118,54,79,4,311,135,32,558,311,1288,66,2389,75,17,204,84,205,20,600,81,17,383,141,326,35,984,45,8,224,127,210,36,647,91,31,306,182,285,36,937,25,10,95,38,31,5,198,109,49,308,138,63,18,690,52,8,170,93,101,8,433,593,137,1607,290,210,46,2871,53,20,126,57,141,13,418,190,119,493,217,238,31,1290,442,178,577,93,123,15,1432,411,110,821,127,164,42,1676,29,9,117,43,77,15,288,46,16,135,56,299,10,563,119,23,348,116,298,96,997,3114,933,7818,2529,5235,545,20176,3,0,34,9,13,0,69,129,44,340,62,69,9,652,68,20,221,83,97,14,508,36,20,73,21,12,0,165,42,21,212,95,99,16,480,32,9,110,42,63,8,264,81,31,494,224,319,52,1202,48,14,281,126
LGA55390,0,0,0,0,0,0,0,0,0,13,10,52,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,18,16,87,4,129,0,0,0,0,0,0,0,0,0,6,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,3,0,10,5,41,0,58,0,0,3,0,17,0,20,0,0,0,0,20,0,24,0,0,4,0,28,0,36,3,0,0,0,31,4,44,0,0,3,0,23,0,29,0,0,0,4,8,0,14,0,0,5,0,5,0,10,0,0,0,5,32,3,40,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,13,0,14,6,0,5,8,11,0,35,0,6,17,0,3,0,21,5,0,12,0,4,4,22,0,0,0,0,0,0,0,3,0,0,0,30,0,30,0,0,0,0,5,0,14,27,7,57,39,281,18,424,3,0,10,4,11,3,39,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,9,0,13,0,0,4,0,21,6,25,0,0,0,3
LGA55530,0,0,8,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,29,0,44,0,3,11,6,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA55600,0,0,26,14,55,4,101,0,0,0,0,13,0,13,0,0,0,0,4,0,4,0,0,0,0,7,0,10,0,0,0,0,30,0,29,0,0,0,4,15,0,24,0,0,0,0,11,3,11,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,7,0,7,0,0,0,3,9,0,13,0,3,4,0,7,0,17,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,20,0,27,0,0,0,0,0,0,4,6,3,43,27,189,14,283,4,0,21,8,14,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,4,0,7,0,0,0,4,11,4,17,0,0,0,0
LGA55670,0,0,7,4,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,5,0,3,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,9,40,4,69,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,4,0,0,0,0
LGA55740,4,0,9,3,4,0,30,60,6,105,8,23,5,207,15,4,25,10,19,0,78,6,0,13,0,3,0,26,18,4,38,19,55,5,143,7,3,25,8,7,3,47,11,6,35,22,22,3,97,4,4,22,20,14,0,64,9,3,28,6,12,0,64,0,0,11,0,3,0,18,17,8,45,16,7,3,85,7,3,32,11,8,5,66,110,21,157,16,10,6,320,0,0,19,0,8,0,29,17,12,47,4,17,0,98,38,12,34,3,5,3,101,67,7,113,13,4,5,210,4,0,13,3,6,0,24,0,0,17,6,15,0,45,28,3,42,9,14,7,95,416,92,840,193,258,44,1842,0,0,3,0,0,0,6,22,7,35,0,6,0,69,9,0,19,8,5,0,35,3,3,8,0,0,0,13,11,0,14,8,0,5,40,0,0,15,0,0,0,24,13,0,56,10,22,0,98,0,0,36,13
LGA55810,0,0,0,0,3,0,3,0,0,3,3,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,39,3,64,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
LGA55880,0,0,7,8,24,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,38,3,55,0,0,3,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0
LGA55950,0,0,4,0,21,0,29,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,8,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,4,4,10,8,53,6,79,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LGA56090,5,4,14,5,34,4,63,52,31,190,120,584,22,1000,14,9,51,55,346,6,488,6,0,23,11,54,0,92,10,7,52,122,711,24,927,7,0,34,33,185,9,261,5,0,43,44,167,8,264,3,0,15,16,89,9,128,8,8,47,77,231,13,379,6,0,13,10,26,0,57,14,9,39,31,19,0,107,5,4,13,19,45,4,84,75,25,230,83,106,19,540,5,0,27,18,96,3,150,40,51,103,119,210,14,542,78,62,151,34,59,3,389,31,23,107,36,76,7,273,4,0,19,10,43,5,82,13,0,26,33,267,3,339,13,3,50,46,190,35,340,389,220,1247,934,3531,192,6503,4,0,8,8,17,0,42,23,18,64,43,72,10,226,15,8,40,36,59,13,153,9,3,6,8,14,3,45,3,0,22,47,74,6,153,3,0,24,27,56,4,118,6,6,92,72,201,18,405,4,6,29,38
LGA56160,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,18,11,44,9,83,4,3,26,53,404,12,504,15,0,10,40,297,15,374,0,0,4,6,37,4,47,0,0,13,19,289,11,331,0,0,0,5,30,0,33,0,0,7,9,69,0,85,0,0,6,9,38,0,56,0,0,4,7,55,7,67,0,0,4,3,10,0,12,0,0,4,3,3,0,10,0,0,4,4,16,5,25,10,3,15,18,34,3,83,0,0,3,7,44,0,52,0,0,12,27,75,3,122,8,8,30,8,19,0,67,7,0,13,19,32,0,67,0,0,5,4,17,0,25,4,0,3,3,92,5,114,0,0,4,12,66,17,103,46,24,180,266,1658,91,2271,0,0,17,8,18,8,51,3,0,12,19,56,5,105,4,7,20,23,54,5,104,0,0,0,0,7,0,7,0,0,4,14,40,0,67,0,0,3,5,13,0,19,0,0,19,29,126,14,190,0,5,16,22
LGA56300,0,0,9,5,20,3,35,0,0,6,3,11,0,19,0,0,5,5,13,3,27,0,0,0,0,0,0,0,0,0,5,4,15,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,8,0,18,4,4,0,0,0,0,6,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,4,4,4,33,34,103,12,187,0,5,6,6,6,0,24,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,5,9
LGA56370,0,0,4,0,25,0,33,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,5,0,0,9,4,47,10,75,0,0,6,6,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA56460,4,0,31,12,66,12,116,0,0,4,0,21,0,25,0,0,0,3,24,8,42,0,0,0,0,20,0,20,0,0,4,8,58,4,73,0,0,0,6,22,0,27,0,0,3,3,15,4,27,0,0,3,0,7,4,9,0,0,0,6,21,0,27,0,0,0,3,0,0,7,0,0,6,3,3,0,13,0,0,0,0,6,0,11,0,0,10,4,0,0,10,0,0,0,0,5,0,8,3,3,9,17,26,0,52,9,3,17,3,15,0,43,4,0,28,3,19,6,57,0,0,0,0,0,0,0,0,0,4,5,37,0,43,0,0,0,0,11,8,22,19,16,126,70,377,38,643,0,3,13,7,15,3,40,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,8,0,6,0,16,0,0,5,9,23,4,43,0,0,6,4
LGA56580,10,3,8,8,3,0,35,184,30,277,24,31,8,553,32,6,72,15,23,4,148,16,6,23,4,6,0,56,43,9,124,42,86,5,305,15,0,36,10,16,0,75,19,0,92,11,22,4,147,10,3,60,14,35,4,125,13,6,43,6,9,4,81,7,9,21,7,4,0,47,39,24,148,24,3,5,251,18,7,81,26,21,5,166,248,53,543,57,27,12,942,13,7,33,9,5,0,67,61,6,87,41,63,4,267,157,15,100,8,10,0,303,315,42,414,26,10,20,825,7,0,27,5,6,3,53,17,0,20,5,23,3,70,67,0,96,13,19,15,212,1287,227,2315,364,427,97,4717,0,0,8,8,0,0,17,58,15,103,12,4,0,194,11,3,30,12,6,5,63,9,4,23,0,0,0,46,14,5,40,7,3,6,66,12,3,27,10,5,3,57,18,10,98,27,25,3,185,12,0,52,20
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,15,0,0,6,0,0,0,14,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
LGA56730,7,0,12,5,40,14,77,0,0,3,11,99,4,122,0,0,9,0,85,0,96,0,0,0,0,46,0,56,5,0,0,11,161,8,185,0,0,6,5,33,0,51,0,0,5,4,41,7,59,0,0,4,8,26,0,38,0,4,4,5,76,0,88,0,0,0,0,8,0,8,0,0,3,0,0,0,8,0,0,0,3,7,0,12,6,3,22,4,14,0,52,0,0,0,0,14,0,20,10,6,18,24,77,13,139,8,12,30,8,14,0,66,10,3,25,14,23,0,79,0,0,4,0,6,0,5,0,0,0,4,72,0,83,5,0,3,0,42,9,54,50,34,152,129,885,55,1300,0,0,15,4,5,0,29,0,0,4,4,9,3,19,0,0,7,10,10,3,33,0,0,5,5,0,0,17,0,0,0,8,16,0,33,0,0,7,5,11,0,16,0,4,9,14,82,7,112,0,0,9,6
LGA56790,4,0,15,4,59,7,86,0,0,5,0,31,4,43,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,5,47,4,61,0,0,0,0,7,0,6,0,0,0,0,6,0,8,0,0,7,4,28,0,42,0,0,0,3,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,10,0,0,4,6,8,0,19,0,3,6,6,3,0,15,0,0,3,0,7,0,15,0,0,0,0,3,0,3,0,0,0,0,7,0,10,0,0,0,0,19,3,23,4,5,52,37,247,28,375,0,5,15,8,11,5,40,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,4,0,0,4,5,10,8,18,0,0,7,11
LGA56860,0,0,0,0,6,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,4,0,3,0,0,0,5,5,0,17,0,4,0,27,0,0,0,3,0,0,7,0,0,5,0,0,0,3,9,0,8,4,4,0,16,0,0,8,0,0,0,8,5,0,9,0,3,0,18,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,5,0,5,35,0,0,4,0,0,5,13,9,0,42,9,0,0,62,0,0,0,6,0,0,5,4,0,3,0,0,0,11,4,0,9,0,0,0,8,25,0,21,0,0,3,52,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,0,7,3,5,0,14,65,6,169,35,24,15,312,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,4,5,0,5,0,0,0,4,0,0,0,0,0,0,5,0,0,9,3,0,0,12,0,0,4,0
LGA57000,0,0,3,4,11,0,27,9,0,11,4,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,10,56,4,92,0,0,0,7,0,0,13,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,3,0,8,4,4,3,26,257,26,410,84,197,18,988,41,5,86,29,58,4,229,27,3,42,5,17,3,97,57,0,166,62,189,20,495,22,3,64,16,37,5,146,59,10,135,34,73,9,321,60,5,262,179,152,22,686,48,12,106,56,57,9,283,13,0,44,13,13,5,87,50,13,132,39,20,4,255,13,3,50,17,26,0,113,397,56,720,90,65,28,1347,32,11,89,33,31,10,205,72,28,146,52,59,9,372,211,29,149,25,27,4,452,182,32,316,37,39,21,623,15,3,53,26,19,3,118,26,3,44,26,64,5,168,82,6,132,37,44,33,336,1675,251,3167,869,1197,199,7351,4,0,8,3,0,0,19,92,18,188,35,33,4,369,18,5,48,31,18,7,123,12,0,24,3,6,0,49,23,6,69,17,18,7,136,9,3,25,10,9,4,64,46,15,163,53,75,18,369,63,12,344,194
