LGA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA58820,..,3,34,89,132,165,174,91,23,710,..,4,39,48,37,28,17,7,0,175,..,0,0,5,13,3,5,0,0,33,314,..,..,..,..,..,..,..,..,314,..,66,..,..,..,..,..,..,..,66,..,100,29,8,6,3,0,0,0,149,..,7,3,0,0,7,5,3,0,22,..,4,3,7,0,4,3,0,0,19,..,0,12,7,5,12,10,4,0,56,..,0,14,24,48,51,54,27,17,236,4,13,3,0,4,4,8,0,0,37,320,196,142,193,241,276,282,133,34,1814,..,0,57,127,149,182,170,67,12,762,..,14,57,44,42,35,13,5,0,205,..,0,14,35,30,18,5,6,8,113,327,..,..,..,..,..,..,..,..,327,..,80,..,..,..,..,..,..,..,80,..,53,18,4,7,0,0,0,0,86,..,5,0,0,6,9,11,5,5,37,..,0,6,0,0,0,0,0,0,12
LGA58890,..,0,9,19,27,42,34,19,6,159,..,0,9,0,7,3,0,0,0,18,..,0,0,0,5,6,0,0,0,10,55,..,..,..,..,..,..,..,..,55,..,5,..,..,..,..,..,..,..,5,..,10,3,9,3,0,0,0,0,22,..,0,0,0,0,0,0,3,0,6,..,0,0,0,0,4,0,0,0,0,..,0,3,0,0,4,0,0,0,7,..,3,0,3,6,14,19,5,4,55,0,3,0,0,0,5,0,0,0,7,55,29,19,28,50,71,54,26,12,348,..,0,14,23,34,37,34,13,4,154,..,3,6,5,8,0,0,0,0,22,..,0,0,0,6,0,0,0,0,8,46,..,..,..,..,..,..,..,..,46,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA59030,..,0,0,10,7,10,10,10,0,50,..,0,0,4,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,5,3,0,15,0,0,0,0,0,0,3,0,0,3,15,3,5,14,10,17,18,13,4,107,..,0,3,8,8,15,8,0,0,49,..,5,7,0,0,0,4,0,0,16,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA59100,..,0,10,14,23,29,17,12,6,108,..,5,12,7,6,6,5,0,0,33,..,0,0,0,0,0,0,0,0,3,52,..,..,..,..,..,..,..,..,52,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,3,0,3,10,15,0,0,40,3,0,0,0,4,0,0,0,0,12,55,23,30,24,31,52,39,22,4,281,..,0,12,25,16,24,19,13,0,105,..,3,7,8,7,7,0,0,0,32,..,0,3,3,0,0,0,0,0,15,58,..,..,..,..,..,..,..,..,58,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
LGA59170,..,0,14,42,33,35,36,25,3,195,..,5,16,9,6,6,5,3,0,45,..,0,0,3,0,0,0,0,3,0,99,..,..,..,..,..,..,..,..,99,..,10,..,..,..,..,..,..,..,10,..,13,4,0,0,0,0,0,0,18,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,4,0,0,3,0,0,0,0,12,..,0,7,6,4,10,3,7,5,46,0,0,0,4,3,4,0,0,0,17,103,37,46,70,50,59,45,30,10,449,..,0,28,44,29,56,29,15,0,190,..,7,19,10,7,11,0,5,0,48,..,0,0,5,4,0,0,0,0,17,91,..,..,..,..,..,..,..,..,91,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA59250,..,0,0,0,3,0,3,0,0,15,..,0,3,4,8,0,4,0,0,21,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,5,4,0,0,0,0,0,0,7,..,7,0,5,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,7,3,4,0,0,25,0,0,0,0,0,0,0,0,0,12,23,12,17,15,19,13,14,3,0,121,..,0,6,4,6,0,5,0,0,15,..,7,4,9,3,5,3,0,0,22,..,0,6,0,5,3,0,0,0,16,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,12,..,0,0,0,0,0,0,0,0,0
LGA59310,..,0,17,32,32,47,50,22,3,208,..,9,21,8,9,7,6,0,0,57,..,0,3,5,5,5,0,0,0,11,117,..,..,..,..,..,..,..,..,117,..,3,..,..,..,..,..,..,..,3,..,13,8,8,0,3,0,0,0,36,..,3,0,3,0,0,4,0,0,18,..,0,7,0,0,0,0,0,0,10,..,5,4,4,0,0,3,0,0,14,..,8,8,16,20,21,20,15,3,111,0,0,0,0,0,4,4,0,0,15,117,47,66,74,72,90,92,42,3,601,..,0,20,50,36,48,45,11,0,211,..,11,18,14,4,3,0,0,0,57,..,0,5,12,10,0,3,8,0,43,107,..,..,..,..,..,..,..,..,107,..,8,..,..,..,..,..,..,..,8,..,6,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,4,0,0,0,3
LGA59320,..,0,8,8,17,27,7,5,3,74,..,6,6,8,0,5,4,0,0,28,..,0,0,0,0,0,0,0,0,4,48,..,..,..,..,..,..,..,..,48,..,3,..,..,..,..,..,..,..,3,..,8,4,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,8,9,7,0,0,29,0,0,0,0,0,3,0,0,0,5,46,20,18,15,25,44,25,6,4,206,..,0,11,16,11,22,13,3,0,74,..,0,8,4,5,3,9,0,0,26,..,0,0,3,3,0,0,0,0,7,36,..,..,..,..,..,..,..,..,36,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
LGA59330,..,0,6,8,15,12,8,20,0,72,..,6,8,3,3,3,0,0,0,19,..,0,0,3,0,0,0,0,0,9,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,7,..,0,3,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,0,3,0,8,..,7,4,5,7,13,21,10,0,60,0,0,0,0,0,4,0,0,0,4,28,16,21,19,27,37,33,29,0,213,..,0,6,8,14,14,12,16,0,70,..,0,6,0,0,9,0,0,0,18,..,0,0,5,0,0,0,0,0,10,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
LGA59340,..,6,80,135,145,154,80,21,0,627,..,43,153,112,87,50,27,5,0,478,..,0,3,16,18,14,11,4,0,72,708,..,..,..,..,..,..,..,..,708,..,58,..,..,..,..,..,..,..,58,..,97,42,20,12,6,0,0,0,172,..,46,41,15,26,19,7,7,4,160,..,8,14,11,3,5,0,0,0,45,..,25,39,15,16,15,5,3,0,116,..,14,50,33,58,56,43,22,0,279,9,8,10,10,5,15,4,3,0,75,713,306,443,374,367,337,179,54,4,2774,..,10,109,166,159,153,48,13,0,654,..,68,172,127,89,39,10,0,0,502,..,26,74,74,66,29,12,6,0,288,703,..,..,..,..,..,..,..,..,703,..,61,..,..,..,..,..,..,..,61,..,98,22,13,5,4,0,0,0,138,..,35,20,12,18,29,9,3,0,133,..,5,11,3,10,3,3,0,0,35
LGA59350,..,0,5,0,0,5,0,0,0,8,..,0,4,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,14,4,12,9,7,7,8,6,0,58,..,0,0,0,0,0,0,0,0,8,..,0,3,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
LGA59360,..,0,12,21,21,36,35,11,0,135,..,3,11,7,11,7,3,0,0,42,..,0,0,0,3,3,0,0,0,6,50,..,..,..,..,..,..,..,..,50,..,0,..,..,..,..,..,..,..,0,..,6,6,3,0,0,0,0,0,23,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,7,..,4,3,6,5,7,4,0,0,15,..,7,9,7,17,32,13,10,0,107,0,0,0,0,3,5,0,0,0,10,48,26,40,39,67,89,61,26,8,396,..,3,11,17,40,35,29,7,0,141,..,4,15,8,7,12,0,0,0,44,..,0,6,7,4,0,0,0,0,16,50,..,..,..,..,..,..,..,..,50,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3
LGA59370,..,0,23,79,82,143,183,96,24,628,..,6,26,22,25,16,25,8,0,134,..,0,4,0,10,8,4,5,0,33,220,..,..,..,..,..,..,..,..,220,..,32,..,..,..,..,..,..,..,32,..,52,25,13,8,7,0,0,0,105,..,4,3,3,0,7,4,4,3,32,..,0,7,0,0,3,4,0,0,11,..,0,0,0,0,9,10,7,0,26,..,0,15,12,24,57,66,46,12,226,6,0,5,3,0,16,4,9,0,47,221,100,110,137,150,269,307,158,37,1491,..,4,33,97,107,164,172,57,9,656,..,10,26,24,18,29,13,3,0,118,..,3,7,26,23,12,9,8,6,103,229,..,..,..,..,..,..,..,..,229,..,26,..,..,..,..,..,..,..,26,..,26,16,5,4,4,4,0,0,59,..,3,0,0,0,0,8,5,3,23,..,0,0,0,3,0,5,0,0,9
LGA59499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,96,148,195,182,126,107,64,21,8,953,96,148,195,182,126,107,64,21,8,953,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA59799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
