LGA_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
LGA56090,379,402,363,206,76,24,1803,113,208,301,320,316,208,58,8,1531,59,74,97,78,59,58,12,3,448,97,140,112,119,80,47,22,7,630,0,0,0,0,4,5,0,0,15,9,15,28,33,21,18,3,0,131,81,105,109,131,124,125,139,104,912,670,1379,1806,1987,1758,1242,585,215,9641,42,84,154,180,121,85,42,6,723,35,44,65,90,58,31,6,0,320,188,578,619,714,770,668,301,55,3895,61,178,175,189,179,144,70,20,1005,35,75,100,133,96,60,30,5,530,90,318,364,377,429,300,151,35,2073,55,226,303,427,383,368,170,37,1959,179,333,575,642,572,351,138,31,2821,167,281,401,434,423,307,97,9,2111,98,121,157,130,102,91,33,5,731,125,182,164,180,130,76,33,11,891,3,4,9,0,6,5,0,0,26,10,40,59,73,53,39,30,5,309,221,342,376,367,361,236,244,167,2315,1318,2799,3504,3932
LGA56160,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,0,8,11,13
LGA56230,167,160,126,89,46,7,769,44,101,129,114,113,53,17,0,569,23,16,15,16,9,9,0,8,90,54,93,77,56,50,30,13,0,377,3,6,0,0,0,0,0,0,15,3,4,12,6,0,0,0,0,26,97,80,85,92,90,121,103,54,721,390,634,735,695,623,509,268,89,3945,11,21,21,21,16,19,4,3,111,13,12,17,20,14,7,0,0,81,109,266,286,301,372,287,130,38,1790,27,58,69,69,64,71,43,14,414,26,37,58,55,33,28,10,0,243,60,115,98,124,126,121,59,17,721,42,75,115,128,120,111,29,12,636,72,144,200,210,171,145,74,9,1022,69,123,150,136,139,86,31,0,730,33,19,20,17,16,12,9,8,135,69,112,105,84,73,50,27,0,529,5,3,0,0,0,0,0,0,21,6,15,20,19,17,12,8,4,95,184,175,216,229,207,244,212,93,1553,719,1187,1384,1404
LGA56300,7,7,10,12,3,0,56,5,0,12,7,13,13,5,0,56,0,0,0,0,3,6,0,0,19,0,8,0,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,9,16,11,24,17,24,4,101,12,39,69,51,93,97,40,7,406,0,0,5,3,0,5,0,0,10,0,0,0,0,0,7,0,0,14,0,3,12,8,37,44,12,6,127,0,4,10,8,5,17,4,0,53,0,0,7,8,4,7,0,0,38,0,6,12,13,19,28,15,0,86,0,5,17,13,18,20,0,0,68,0,16,12,11,17,17,4,0,80,5,0,17,9,16,16,6,0,69,0,0,9,0,3,6,0,0,24,6,9,4,8,8,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,11,11,34,34,43,34,36,3,205,23,65,135,112
LGA56370,6,3,7,0,4,0,26,0,5,6,0,4,3,0,0,20,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,10,4,10,6,45,6,28,28,17,30,16,24,12,168,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,13,5,9,7,4,3,0,46,0,0,3,0,0,0,4,0,7,5,0,9,0,0,0,3,0,25,0,3,4,0,3,4,0,0,25,4,0,11,4,6,0,4,4,36,0,10,3,8,7,4,3,0,35,0,4,6,5,4,3,0,0,17,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,10,16,24,12,18,13,116,22,58,47,50
LGA56460,47,20,25,9,8,3,164,14,31,29,24,31,12,3,0,141,3,6,3,0,3,4,0,3,24,11,17,15,15,5,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,33,31,33,34,29,36,34,27,252,110,199,207,180,194,122,80,46,1142,3,3,5,6,6,0,0,0,26,6,0,9,3,0,0,0,0,13,34,65,42,46,55,44,15,5,307,3,14,8,21,11,18,8,0,87,8,28,22,31,22,18,5,8,140,19,48,41,38,55,36,19,15,270,11,31,28,45,47,31,20,8,221,22,48,58,41,40,17,11,3,237,12,42,33,38,44,22,9,0,200,3,10,4,0,10,8,0,3,36,10,25,29,13,5,11,3,0,101,3,0,0,0,0,0,0,0,6,0,0,0,3,10,3,0,0,23,88,69,70,76,63,74,64,43,544,230,394,357,365
LGA56580,341,400,240,144,66,29,1425,64,145,186,274,194,184,78,31,1155,36,58,58,60,33,33,26,8,310,16,21,31,31,21,20,9,3,144,0,0,0,0,4,0,0,0,5,14,4,14,24,18,21,8,4,105,41,39,53,62,54,60,63,64,432,406,807,1220,1501,1236,990,542,263,6969,144,123,123,168,193,158,92,19,1010,16,28,51,56,58,14,6,0,237,79,172,291,331,271,226,100,37,1508,23,69,45,90,59,47,24,7,378,17,22,21,43,26,24,19,5,179,86,358,443,532,525,375,236,91,2642,12,75,109,138,223,253,147,68,1015,169,323,614,792,536,358,165,57,3020,133,242,293,443,307,334,147,46,1950,69,92,84,81,46,48,30,11,469,22,29,49,43,38,30,18,3,223,3,0,0,0,4,0,0,0,9,15,19,23,36,28,31,17,4,169,80,93,108,112,98,127,110,95,815,855,1643,2260,2866
LGA56620,7,0,0,0,0,0,9,0,6,6,3,3,0,0,0,15,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,9,17,13,0,0,0,76,26,31,29,33,29,5,0,0,144,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,5,0,6,0,0,0,0,18,0,8,10,6,11,4,0,0,33,0,0,7,0,0,0,0,0,12,0,5,7,4,5,0,0,0,23,0,3,3,0,5,0,0,0,9,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,32,15,24,28,5,0,0,142,42,54,56,54
LGA56730,92,92,82,31,9,3,421,22,57,57,72,49,56,12,0,329,9,15,10,6,12,12,5,0,70,29,30,33,28,16,15,4,0,151,5,0,0,0,0,0,0,0,4,0,0,4,6,6,3,0,0,26,65,51,79,98,86,77,69,39,556,217,346,434,461,412,322,146,56,2396,5,12,19,18,17,8,0,0,78,6,10,4,18,6,4,0,0,53,40,111,129,156,168,148,45,14,820,22,51,38,40,53,34,12,3,247,9,22,38,33,33,23,8,0,166,28,56,71,59,97,78,30,4,424,18,47,56,72,69,68,27,0,360,65,109,126,128,125,56,15,5,629,28,75,74,94,73,78,19,0,434,14,19,18,14,18,17,7,0,104,45,44,45,44,31,28,7,0,238,3,6,0,0,6,0,0,0,8,0,8,10,12,13,9,9,0,55,175,248,263,229,204,175,124,61,1472,457,812,892,920
LGA56790,13,21,29,15,6,0,100,4,9,13,11,12,21,3,0,72,0,0,4,0,7,0,0,0,11,3,12,9,12,4,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,22,18,24,26,38,38,18,7,198,36,80,107,116,148,125,44,11,675,5,3,3,4,6,0,0,0,21,0,0,6,0,0,0,0,0,10,8,21,25,44,69,68,26,4,262,3,11,15,14,17,18,9,0,94,5,9,11,17,12,4,0,0,57,0,16,17,19,29,22,10,6,126,7,3,22,31,30,30,5,0,126,4,17,17,33,32,24,11,0,139,4,9,15,13,15,25,5,4,84,4,0,7,0,7,0,0,0,23,10,13,14,14,12,13,0,0,79,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,13,40,46,60,67,83,90,48,12,443,80,156,205,258
LGA56860,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,0,0,27,8,3,9,14,18,7,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,11,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,15,7,12,7,0,57,17,14,15,26
LGA56930,19,30,21,14,3,0,97,12,3,15,19,20,15,6,0,90,3,5,4,0,3,4,0,0,24,0,3,0,4,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,8,0,9,3,3,4,8,0,26,34,52,58,107,87,74,38,19,458,9,6,7,4,8,10,5,4,42,0,0,0,0,0,0,0,0,5,0,4,9,7,16,20,3,3,63,0,14,6,11,7,3,5,0,33,0,0,3,0,0,0,0,0,6,3,21,12,39,30,29,14,8,155,0,7,4,8,16,15,6,3,63,16,21,31,69,54,30,12,3,235,14,14,28,33,37,27,9,7,168,4,3,4,0,3,4,0,0,25,0,5,0,4,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,10,10,0,12,7,7,10,8,3,56,54,98,106,187
LGA57000,4,3,0,0,0,0,15,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,11,9,11,6,0,0,51,17,10,31,21,24,15,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,11,13,3,0,0,50,0,4,5,6,0,0,0,0,11,0,0,0,3,4,0,0,0,13,0,3,0,4,3,4,0,3,17,0,0,3,3,0,0,0,0,17,3,5,4,3,4,3,0,0,26,0,0,6,3,3,0,0,0,13,0,4,0,0,0,0,0,0,3,0,0,3,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,40,29,35,13,3,4,173,40,53,75,66
LGA57080,554,253,203,100,37,12,2397,177,533,299,168,143,82,37,8,1442,105,184,89,43,24,22,3,0,462,92,153,79,48,29,23,9,0,439,6,8,0,0,0,0,0,0,12,25,38,25,20,8,10,5,0,139,256,367,198,116,111,89,43,20,1197,1416,3663,1887,994,829,559,238,75,9667,308,499,241,104,84,81,28,3,1354,92,350,293,99,36,22,0,0,895,246,1233,703,296,293,174,77,17,3030,49,226,106,75,77,67,18,11,627,40,93,51,17,16,12,9,3,242,155,890,365,198,209,114,79,34,2028,34,179,117,116,130,139,59,16,787,538,1541,1009,496,411,244,100,27,4376,273,873,496,278,241,177,74,10,2426,181,317,164,61,40,36,8,0,814,154,325,177,86,54,35,15,0,841,11,6,5,3,0,0,4,0,25,43,72,62,40,21,18,7,4,267,504,936,562,335,277,205,94,28,2941,2620,7547,4343,2202
LGA57140,8,7,7,7,4,0,39,0,5,0,8,10,3,0,0,30,0,0,0,0,4,3,0,0,8,3,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,7,5,5,13,3,43,14,37,29,35,44,36,19,3,215,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,6,9,9,13,9,13,19,6,0,68,0,0,3,5,4,3,0,0,16,3,4,9,0,12,0,0,0,34,0,9,8,4,6,9,6,0,42,0,3,6,9,5,11,0,0,37,5,7,9,11,11,12,4,0,55,0,5,0,8,9,5,3,0,35,0,0,3,0,3,3,0,0,12,3,7,0,4,6,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,10,14,13,13,19,6,94,31,56,62,64
LGA57210,37,45,51,30,6,0,212,12,23,30,42,36,34,3,4,196,5,0,6,5,11,3,4,0,32,5,15,9,27,10,5,0,0,73,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,0,0,8,25,26,32,45,48,51,35,20,276,105,157,201,267,270,209,79,35,1314,0,5,6,15,10,10,5,0,45,3,0,5,7,3,4,5,0,24,31,38,47,55,67,68,29,3,335,5,10,11,12,26,21,9,0,101,16,26,40,48,35,19,16,4,206,21,27,40,43,64,47,12,5,248,6,20,28,44,61,53,19,6,238,26,37,39,58,73,53,14,0,298,18,35,46,62,46,53,7,4,262,5,4,8,8,15,5,4,0,51,12,22,16,34,16,11,4,0,111,5,0,0,0,0,0,0,0,3,0,4,3,4,10,5,0,0,23,60,47,81,96,100,100,63,38,585,204,274,384,485
LGA57280,221,118,67,8,0,0,697,32,113,109,64,45,9,4,0,381,9,33,19,8,5,5,0,0,73,24,80,57,37,10,7,0,0,220,0,7,0,0,0,0,0,0,5,8,8,13,5,7,0,0,0,38,145,262,223,167,110,43,13,0,959,350,1117,958,577,366,98,21,6,3494,13,31,34,7,8,5,0,0,101,5,25,23,3,8,0,0,0,63,102,571,590,367,232,54,10,3,1930,19,120,83,52,48,10,4,0,338,4,28,31,21,13,0,0,0,100,42,166,165,95,74,19,3,0,558,31,160,126,83,80,20,0,0,503,60,295,320,166,110,25,0,0,978,50,146,137,87,65,17,5,0,509,9,43,18,10,6,3,0,0,95,30,91,83,61,29,6,0,0,302,0,7,6,0,0,0,0,0,14,14,28,31,25,24,0,0,0,127,323,560,505,395,311,101,26,8,2226,702,2261,2165,1379
LGA57350,3,4,3,3,0,0,23,0,6,4,0,3,3,3,0,20,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,19,11,27,28,25,12,0,114,13,34,29,52,54,44,20,12,258,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,14,6,8,3,8,6,3,45,0,4,0,3,4,6,0,0,15,0,5,3,7,6,10,0,0,22,0,10,0,7,10,12,0,3,39,0,4,7,10,9,3,6,0,39,0,7,7,8,6,3,4,0,36,0,6,4,0,7,5,3,0,19,0,0,0,4,0,0,0,0,7,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,19,45,42,55,14,11,227,23,59,48,88
LGA57420,13,16,12,3,0,0,78,0,13,6,8,9,9,5,0,49,0,0,3,0,0,0,0,0,6,3,17,3,10,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,5,11,11,14,20,12,13,0,95,24,113,83,76,71,44,32,0,455,0,4,3,5,5,0,0,0,14,0,0,0,3,0,0,0,0,8,8,49,37,34,32,17,10,0,185,3,6,6,5,10,14,3,0,55,3,18,11,21,12,13,3,0,76,0,22,17,14,11,9,7,4,90,5,18,11,13,14,3,4,0,77,6,26,26,27,20,9,3,0,114,3,17,11,8,9,9,9,0,59,0,0,5,0,3,0,0,0,13,6,18,5,10,3,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,24,34,31,47,47,31,17,0,225,61,221,173,185
LGA57490,1561,1354,928,461,192,42,6439,533,1159,1260,1188,871,382,91,8,5496,208,226,203,120,72,36,26,10,895,444,842,649,482,298,149,76,18,2962,28,17,8,10,10,4,0,3,84,34,71,82,80,44,24,14,4,351,545,684,565,485,392,388,418,278,3751,3261,6761,7022,6058,4267,2323,1172,451,31309,119,252,262,255,193,109,41,11,1247,182,289,371,238,118,49,12,0,1258,909,2573,2595,2551,2300,1373,719,147,13172,319,761,646,649,512,345,218,66,3513,72,189,236,207,132,77,33,9,958,500,1215,1296,1220,996,545,221,53,6046,350,931,1229,1142,851,469,198,38,5213,724,1898,2221,2030,1456,742,292,75,9434,787,1499,1611,1527,1092,514,156,21,7204,368,367,321,189,121,78,42,10,1491,613,1113,943,742,449,242,126,26,4255,48,24,13,13,13,4,5,3,118,78,178,206,224,151,68,31,15,942,1262,1667,1574,1350,1032,768,746,448,8855,6326,12955,13512,12339
LGA57630,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,9,0,8,0,7,10,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,4,8,3,3,0,38,6,13,12,10
LGA57700,427,314,227,75,25,3,1588,140,305,319,212,134,70,13,0,1198,48,59,41,32,12,8,4,0,205,103,247,147,103,58,30,6,0,687,8,0,3,0,0,0,0,0,14,3,18,19,9,7,7,0,0,65,85,137,132,102,85,55,51,21,661,725,1913,1721,1243,884,440,171,36,7138,18,64,87,70,36,19,9,0,304,24,80,104,26,11,7,0,0,248,245,747,720,585,494,278,106,21,3193,69,252,156,122,102,71,22,8,795,29,71,77,77,50,26,19,6,353,118,387,300,237,207,121,43,11,1435,75,266,275,204,159,90,35,4,1118,183,504,599,469,345,127,44,8,2281,181,364,405,265,184,94,25,0,1520,84,81,64,42,20,15,6,0,321,116,305,235,151,92,42,14,0,966,11,0,5,0,0,0,0,0,26,11,43,54,28,26,16,0,0,179,210,329,336,305,229,134,101,35,1676,1384,3496,3415,2600
LGA57770,8,10,3,5,3,0,36,3,13,5,7,3,6,0,0,30,0,9,0,0,0,0,0,0,9,0,9,9,6,8,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,13,10,11,10,6,5,78,30,64,47,39,37,34,12,5,273,0,11,4,4,4,0,0,0,26,0,0,0,0,0,0,0,0,4,10,16,16,18,25,11,8,0,96,0,7,5,6,4,4,4,0,26,0,6,3,7,7,0,0,0,24,0,11,4,4,4,7,0,0,32,0,0,10,3,8,7,0,0,41,11,13,12,11,5,5,4,0,60,3,13,9,9,8,0,0,0,44,0,10,0,0,0,4,0,0,17,5,12,10,10,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,16,25,27,24,27,19,15,5,154,53,123,110,87
LGA57840,702,644,486,310,124,38,3192,178,457,411,358,325,227,68,23,2048,100,180,142,83,55,44,24,3,625,59,109,98,88,77,66,15,6,517,3,3,0,0,5,5,0,3,22,15,28,36,35,29,23,9,0,178,125,195,148,130,140,176,207,273,1389,1177,2924,2645,2255,2041,1492,756,441,13736,143,358,292,251,224,165,64,15,1508,67,174,209,164,100,43,3,0,759,190,816,770,564,590,494,216,83,3719,65,259,206,146,133,136,50,16,1012,35,91,83,62,48,34,28,3,385,287,910,653,494,485,350,202,50,3432,106,301,284,333,421,384,182,57,2074,458,1178,1254,1225,940,703,250,71,6078,303,682,611,527,483,366,129,35,3132,178,303,224,130,84,67,32,10,1027,94,186,160,124,112,93,30,13,805,8,5,7,0,8,3,0,6,37,28,63,57,73,58,33,25,10,341,270,446,312,292,288,309,345,389,2657,2232,5776,5124,4378
LGA57910,4030,2913,1844,1070,472,197,15123,732,2382,2369,1735,1241,847,315,77,9700,468,968,824,412,235,160,87,30,3176,446,1067,767,566,384,256,123,35,3656,30,23,11,7,13,17,11,4,117,63,215,198,130,118,70,41,14,850,642,1274,1030,702,607,680,676,534,6148,4860,16496,14863,10650,7878,5624,2906,1322,64594,473,1366,1281,982,696,446,182,34,5460,238,1045,1265,744,378,149,34,0,3851,850,4299,3855,2693,2439,1977,1083,427,17638,386,1684,1394,995,830,591,340,112,6329,103,392,429,281,221,129,57,22,1620,960,4133,3103,2219,1783,1258,698,241,14403,390,1851,1862,1826,1800,1512,748,206,10200,1630,6346,7052,5159,3379,2139,1030,338,27074,1124,3471,3405,2617,1937,1379,520,131,14585,817,1632,1323,690,413,274,129,37,5314,646,1704,1265,937,625,409,199,53,5840,56,45,26,21,20,22,12,4,208,119,421,399,291,244,131,86,36,1730,1317,2821,2409,1694,1334,1217,1180,832,12805,9103,31219,29054,21157
LGA57980,261,230,178,100,57,13,1106,83,233,252,183,168,136,55,9,1119,42,85,52,53,38,23,16,0,315,19,35,21,29,19,20,12,3,152,0,0,5,4,4,0,0,0,6,5,19,21,11,14,7,6,5,90,32,87,75,49,49,59,65,57,475,412,1298,1197,1011,874,732,410,148,6092,82,198,124,123,124,103,47,15,818,27,53,99,59,39,22,7,0,301,48,269,273,222,149,146,72,17,1195,21,87,81,69,71,62,39,3,436,14,23,20,25,26,13,9,7,147,75,532,377,267,279,214,145,44,1936,25,94,93,127,154,226,106,18,842,126,432,480,447,343,243,132,27,2234,122,368,404,304,268,243,92,24,1816,64,126,92,81,65,47,16,0,501,27,53,43,38,26,24,16,3,238,3,0,5,5,4,0,0,0,15,11,27,27,21,20,23,6,4,143,72,160,144,116,103,144,127,86,953,732,2421,2257,1908
