LGA_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
LGA58050,21,374,617,301,188,137,54,6,1697,9,114,170,141,118,52,16,7,627,370,1464,1666,1066,684,427,145,24,5843,242,968,1280,984,784,439,177,28,4904,1436,3658,3252,2832,2492,1462,590,120,15837,465,215,130,80,59,29,6,3,976,84,119,135,149,145,112,39,7,791,1988,3990,3521,3055,2687,1603,634,132,17613,43,68,99,83,48,51,29,6,421,554,875,853,777,586,378,254,144,4420,3229,7857,8206,6410,5095,3078,1306,346,35529,32,615,693,339,220,94,20,6,2021,48,325,383,282,174,86,21,3,1323,601,2714,2471,1501,847,457,155,37,8783,409,1456,1592,1353,979,462,166,34,6445,1372,2462,1967,1611,1107,444,100,18,9094,411,256,232,171,110,65,22,4,1266,129,184,280,351,317,141,68,19,1486,1914,2908,2479,2136,1530,658,191,38,11854,30,77,111,81,108,69,44,15,532,526,761,640,587,515,461,394,254,4140,3561,8854,8365,6279,4369,2281,997,393,35103,59,993
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,3,0,5,0,0,0,0,10,3,8,0,7,3,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,7,3,0,6,0,35,0,0,0,0,0,0,0,0,0,0,3,0,3,11,5,0,0,22,11,16,9,13,16,9,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,3,0,0,24,0,0,5,0,3,0,0,0,11,3,5,0,3,0,0,0,0,14,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,6,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,6,0,22,6,7,12,20,13,6,3,4,83,0,0
LGA58260,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,4,5,0,0,4,0,16,0,5,11,13,4,5,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,13,4,13,4,0,56,0,0,0,0,0,0,0,0,3,4,8,5,4,5,8,8,0,42,11,15,34,26,19,20,9,0,134,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,3,6,6,4,0,0,0,18,0,0,10,0,3,3,0,0,17,0,7,3,7,4,3,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,3,10,11,3,0,0,32,0,0,0,0,0,0,0,0,0,0,10,8,4,5,7,7,0,41,3,25,29,20,18,8,7,0,114,0,0
LGA58330,0,0,5,5,11,11,9,0,39,0,0,4,4,5,8,0,0,18,0,15,11,13,27,24,13,0,109,5,6,10,22,30,39,14,3,133,30,48,75,101,161,140,36,0,592,7,0,0,0,0,3,0,0,19,0,0,0,3,6,13,0,0,24,37,50,78,103,170,151,38,0,636,0,0,0,3,4,4,4,3,16,31,27,28,56,75,51,30,8,298,73,98,135,202,319,289,116,14,1240,0,5,5,8,10,11,7,0,51,0,4,10,8,19,9,0,0,52,3,20,32,30,44,37,12,0,185,0,15,30,44,72,48,18,0,236,15,45,41,52,70,33,4,0,251,11,9,0,8,10,7,0,0,40,0,3,5,10,12,16,6,0,46,29,52,51,67,87,54,9,0,342,0,0,0,3,5,0,4,0,18,12,23,21,42,63,45,28,10,254,44,128,156,201,308,207,81,12,1136,0,4
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,0,9,0,10,0,4,9,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,9,11,0,0,35,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,7,0,19,0,15,4,8,14,15,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,3,0,4,0,0,7,3,5,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,20,7,12,0,14,10,3,7,0,54,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,10,0,8,7,12,8,8,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,8,8,0,0,0,0,23,0,0
LGA58510,28,478,448,238,135,67,26,4,1427,7,85,90,83,73,40,13,0,391,252,1266,969,502,298,203,62,12,3556,140,327,294,239,202,153,63,17,1438,245,605,471,362,396,280,127,47,2543,100,38,23,12,6,6,3,0,195,9,26,32,35,41,22,13,3,176,356,674,528,410,442,312,133,52,2909,11,34,30,26,21,23,10,3,152,185,336,262,199,168,139,118,127,1522,980,3200,2622,1696,1334,925,427,215,11399,26,571,487,221,129,59,15,3,1514,22,171,154,128,89,55,13,0,636,358,1555,1052,558,327,199,79,21,4145,180,357,303,283,230,162,58,24,1590,288,329,259,226,174,82,32,7,1403,96,35,27,22,29,11,5,0,231,14,22,35,66,47,44,16,14,254,405,385,320,316,251,145,50,24,1889,10,23,18,19,16,25,8,8,121,134,260,169,136,137,138,216,295,1498,1136,3326,2497,1653,1184,782,443,372,11400,56,1049
LGA58540,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,6,0,5,3,0,0,15,0,0,0,7,0,3,0,0,9,8,11,12,11,12,7,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,9,12,12,11,12,11,0,0,82,0,0,0,0,0,0,0,0,0,5,6,4,15,10,8,3,0,45,13,21,22,39,28,30,13,3,163,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,5,12,11,5,0,0,0,37,0,8,5,3,11,4,4,0,36,4,5,7,9,4,0,0,0,32,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,7,4,11,11,6,8,5,0,0,46,0,0,0,0,0,0,0,0,6,5,0,11,8,7,6,5,0,47,12,24,41,37,36,18,9,0,177,0,0
LGA58570,37,519,500,314,189,118,43,7,1726,0,142,150,124,92,48,12,0,566,268,1494,1182,731,492,262,62,17,4507,73,322,346,257,207,141,37,13,1395,191,505,418,315,321,164,73,25,2018,55,25,18,5,11,3,4,0,120,14,19,28,43,24,31,5,3,165,263,554,452,357,356,200,87,27,2304,8,28,20,20,19,20,10,0,126,110,388,231,151,148,90,65,29,1216,767,3448,2877,1954,1509,876,317,92,11842,31,642,534,305,171,105,15,3,1807,19,236,209,184,138,66,8,0,856,397,1805,1261,758,466,234,69,15,5005,131,368,293,282,255,133,41,17,1532,202,278,198,172,121,50,21,15,1068,65,31,22,17,16,12,5,6,182,12,26,32,58,64,36,15,11,245,282,335,258,253,201,103,38,25,1491,6,27,15,21,17,17,10,4,115,101,298,148,101,104,106,79,58,997,970,3707,2719,1904,1350,754,269,128,11802,61,1155
LGA58610,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,3,0,12,16,5,6,5,0,0,37,0,6,0,6,0,15,4,0,32,8,26,25,21,34,27,17,0,164,0,0,0,0,4,0,0,0,9,0,0,0,0,4,0,0,0,9,8,28,30,26,40,29,19,0,178,0,0,0,0,3,0,0,0,3,11,13,10,10,12,16,9,0,92,25,57,56,45,62,66,33,3,342,0,0,0,0,0,0,0,0,9,0,0,4,6,0,4,0,0,17,0,23,20,5,7,11,4,0,83,0,11,7,5,17,10,0,0,42,9,13,13,16,21,13,0,0,83,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,11,8,13,14,16,27,14,3,0,99,0,0,0,0,0,0,0,0,3,9,15,13,14,19,22,15,4,105,26,59,62,56,72,64,26,4,354,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,3,6,0,5,0,0,12,0,11,11,14,10,9,6,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,8,9,11,7,13,4,0,65,0,0,0,0,0,0,0,0,0,4,5,3,7,16,7,4,3,46,13,12,15,32,27,23,7,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,18,0,7,3,5,3,5,0,0,24,0,8,8,4,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,4,8,3,8,5,6,0,0,35,0,0,0,0,0,0,0,0,0,4,5,6,14,8,3,4,0,41,10,19,20,32,17,20,5,0,125,0,0
LGA58760,40,398,778,548,307,145,72,16,2310,17,127,212,228,150,72,18,4,826,568,1874,2312,1631,901,464,201,37,7993,384,1088,1636,1613,1059,686,266,54,6782,1889,4679,4491,4170,3491,2083,922,210,21938,620,254,125,106,60,30,8,0,1207,106,160,235,232,170,129,69,22,1127,2614,5098,4855,4505,3725,2242,999,237,24273,60,87,125,128,96,65,34,13,611,734,1022,1049,1006,736,416,365,193,5525,4416,9697,10964,9662,6973,4093,1956,560,48323,41,633,897,485,236,110,24,4,2435,59,479,590,449,234,111,26,4,1952,888,3631,3754,2387,1159,590,218,40,12664,648,2038,2350,2243,1527,710,234,70,9828,1782,3042,2628,2356,1487,603,150,29,12074,637,322,290,265,191,102,30,5,1842,198,229,384,500,378,243,121,26,2084,2615,3594,3300,3123,2060,942,309,60,16001,42,105,148,151,99,107,69,24,745,636,840,857,790,639,615,586,410,5379,4944,11313,11892,9636,5961,3184,1467,611,49000,84,1033
LGA58820,0,0,0,0,4,3,0,0,7,0,3,0,0,0,3,0,0,8,4,7,10,8,16,12,8,0,65,0,6,15,24,16,18,14,0,93,38,77,95,106,117,82,36,8,548,13,0,3,0,3,0,0,0,21,0,0,0,3,4,8,4,0,21,57,81,97,102,125,94,43,9,594,0,0,0,3,0,7,3,0,16,19,24,37,43,35,39,22,13,222,74,124,163,185,197,168,82,24,1011,0,5,5,7,0,4,0,0,12,0,0,5,5,9,4,0,0,23,0,24,35,22,27,9,5,3,132,4,15,28,34,40,27,12,4,155,41,56,69,59,52,19,3,0,295,10,11,10,8,7,4,4,0,51,0,4,5,13,16,9,5,0,44,51,72,84,77,72,27,6,0,389,0,0,0,0,0,3,3,0,6,24,21,11,41,32,26,35,25,205,80,130,163,185,179,102,59,32,931,0,4
LGA58890,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,17,0,0,0,0,8,0,0,0,10,8,8,12,14,18,10,0,0,74,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,7,14,18,24,10,0,0,77,0,0,0,0,0,0,0,0,0,4,0,13,6,10,3,3,0,42,12,24,26,32,41,17,4,0,152,0,0,0,5,0,0,0,0,4,0,0,0,5,0,0,0,0,6,0,7,8,12,4,4,0,0,39,0,0,3,6,10,0,3,0,27,5,7,8,8,7,0,0,0,33,0,0,0,9,0,0,0,0,10,0,0,0,3,0,0,0,0,7,5,7,11,12,10,4,0,0,52,0,0,0,0,0,0,0,0,0,6,9,6,3,14,9,7,0,40,14,16,34,45,36,19,12,0,170,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,3,0,4,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,6,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,18,0,10,5,4,12,12,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,12,0,0,0,3,7,3,0,0,8,6,6,5,0,4,0,0,0,17,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,5,5,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,15,5,14,8,7,13,4,4,0,60,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,10,0,0,0,0,4,5,0,0,9,5,12,4,7,16,7,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,4,7,16,9,3,0,57,0,0,0,0,0,0,0,0,0,4,5,4,4,10,11,3,0,48,11,23,14,16,32,24,8,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,3,3,5,0,0,31,0,6,6,8,9,6,0,0,26,5,3,14,4,9,0,0,0,35,0,7,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,6,5,8,13,10,10,0,0,0,44,0,0,0,0,0,0,0,0,0,3,3,5,8,11,3,7,7,49,11,23,30,26,37,7,6,7,153,0,0
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,6,3,0,0,0,29,0,0,4,10,3,5,6,0,30,10,18,27,14,11,5,0,0,82,4,0,0,0,0,0,0,0,5,0,0,4,0,0,6,0,0,4,9,18,33,11,11,7,0,0,93,0,0,0,0,0,0,0,0,4,9,5,17,7,10,12,5,3,65,17,33,61,36,24,21,15,3,223,0,0,7,3,0,0,0,0,8,0,0,0,0,4,0,0,0,11,3,19,16,13,6,3,0,0,65,0,9,11,3,9,3,0,0,41,4,11,8,11,13,6,0,0,55,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,15,11,14,13,9,3,0,66,0,0,0,0,0,0,0,0,0,5,4,6,8,12,13,4,4,56,13,46,52,38,50,30,12,6,241,0,0
LGA59250,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,0,0,5,5,3,0,0,0,15,10,16,16,13,9,0,0,0,62,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,18,16,13,9,0,3,0,67,0,0,0,0,0,0,0,0,0,21,34,30,19,7,9,0,0,117,31,53,47,40,22,14,3,0,213,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,11,0,0,3,0,0,0,0,0,8,5,4,4,3,0,0,0,0,16,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,4,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,7,14,8,0,3,0,0,44,11,24,22,14,4,8,3,0,84,0,0
LGA59310,0,0,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,5,0,10,4,6,5,0,0,0,25,0,5,0,3,4,3,0,0,18,9,31,34,17,26,23,10,0,151,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,8,15,37,34,23,27,25,11,0,171,0,0,0,0,0,0,0,0,4,7,10,3,10,10,11,6,0,59,23,61,46,40,51,45,13,3,285,3,0,0,0,0,0,0,0,5,0,0,4,3,4,0,0,0,14,0,9,20,12,6,0,4,0,47,0,6,6,7,12,19,3,0,47,4,14,18,10,10,0,0,0,66,5,4,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,9,24,20,11,13,4,0,0,90,0,0,4,0,0,3,0,5,11,4,0,7,7,8,13,4,0,47,22,46,56,35,44,42,7,7,257,3,0
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,0,0,0,12,0,3,0,4,0,0,0,0,5,0,3,3,4,11,6,6,0,37,0,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,3,4,10,10,6,0,45,0,0,0,0,0,0,0,0,0,0,4,6,4,5,8,0,0,26,9,20,11,13,18,20,6,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,5,4,4,0,0,23,0,0,4,5,5,7,0,0,22,0,6,7,3,7,5,0,0,28,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,4,7,11,0,9,5,0,0,43,0,0,0,0,0,0,0,0,0,4,0,4,3,0,7,7,0,21,8,15,26,20,17,21,8,0,112,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,3,12,4,3,8,7,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,8,7,4,0,46,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,6,0,33,8,19,16,10,16,15,11,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,3,0,0,0,22,0,5,0,7,0,0,0,0,12,3,3,9,7,8,0,0,0,24,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,5,9,7,3,3,4,0,31,0,0,0,0,0,0,0,0,0,3,5,0,4,0,10,3,0,35,10,23,12,17,13,20,9,5,105,0,0
LGA59340,0,14,15,7,21,6,5,0,58,0,12,3,3,9,0,0,0,32,13,77,48,31,28,9,4,0,221,3,35,40,21,28,7,0,0,140,41,138,146,144,99,49,14,0,633,12,5,0,5,4,0,0,0,29,3,5,6,4,8,10,0,0,34,61,157,156,156,108,60,16,0,703,0,4,4,0,0,0,0,0,14,96,122,106,111,97,66,22,4,628,181,415,372,336,289,154,44,4,1797,4,34,26,17,12,0,0,0,98,5,27,16,17,9,0,0,0,68,27,163,96,80,57,14,4,0,435,8,42,47,44,65,19,3,0,228,34,72,65,69,38,11,0,0,290,15,15,13,3,12,8,0,0,61,5,6,9,8,8,4,0,0,44,55,97,87,82,51,14,3,0,397,0,10,5,0,3,0,0,0,12,84,143,108,102,78,44,16,11,591,181,508,390,346,277,89,28,11,1834,0,42
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,3,18,9,5,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,9,5,3,3,0,0,37,0,0,0,0,0,0,0,0,0,15,50,22,16,11,6,6,0,121,24,67,29,25,15,15,6,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,6,9,5,6,0,4,0,30,5,15,7,11,7,8,4,0,57,0,0
LGA59360,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,8,10,9,3,0,0,0,32,0,3,7,9,0,0,4,0,26,10,36,29,23,27,8,4,0,137,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,33,31,26,33,8,4,0,142,0,0,0,0,0,0,0,0,3,11,34,33,30,32,16,5,0,160,23,91,79,81,67,27,8,5,373,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,11,8,14,8,3,0,0,46,0,7,10,9,6,0,0,0,34,3,6,13,10,7,0,0,0,39,5,0,4,0,0,0,0,0,13,0,0,6,3,0,0,0,0,8,5,5,13,16,7,0,0,0,57,0,0,0,0,0,0,0,0,4,0,13,11,15,7,10,3,0,58,10,44,42,52,30,16,3,5,199,0,0
LGA59370,0,3,3,6,5,11,3,0,24,0,0,0,0,0,4,0,0,10,5,13,17,13,16,24,16,0,97,0,0,10,8,24,32,13,0,98,17,39,39,47,90,78,32,10,354,4,0,4,0,0,3,0,0,18,3,0,0,4,9,13,7,0,36,22,40,43,50,95,101,38,13,411,0,0,0,0,0,0,7,0,9,18,15,12,29,35,29,29,13,183,46,74,87,105,188,199,104,27,830,3,8,9,4,7,11,0,0,38,0,6,9,4,6,15,3,0,42,5,31,30,31,25,23,12,5,161,0,9,23,32,35,47,23,7,171,9,17,28,33,46,28,3,0,173,8,4,4,4,3,5,0,0,27,4,0,6,0,6,7,0,0,31,19,19,40,44,59,43,5,6,228,4,3,0,0,0,8,3,0,17,12,18,13,20,25,44,43,11,177,40,88,117,131,162,181,85,22,836,3,7
LGA59499,0,21,16,12,10,8,0,0,64,0,4,7,7,6,4,0,0,29,12,81,53,28,24,21,8,0,227,10,37,33,21,25,20,6,0,143,48,131,132,113,114,103,14,0,662,15,8,10,6,0,0,0,0,39,4,4,3,7,9,7,0,0,26,65,139,148,126,123,109,14,0,726,0,3,0,3,0,0,0,0,13,174,398,532,519,342,152,50,9,2177,258,676,786,712,533,320,81,13,3376,0,42,18,8,10,7,0,0,90,0,7,12,9,11,10,0,0,49,40,140,80,27,36,13,0,0,340,8,48,44,27,45,16,5,0,190,32,65,69,48,47,22,0,0,286,25,12,3,4,4,0,0,0,49,0,0,4,4,19,8,0,0,42,54,82,75,63,71,31,0,0,376,4,6,0,0,4,4,0,0,15,162,262,283,227,164,100,22,7,1234,269,590,509,363,340,179,25,7,2290,0,64
