UCL_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
UCL522014,0,0,0,0,3,0,3,0,0,0,0,3,0,6,4,0,0,4,9,0,10,7,0,0,9,6,4,15,0,0,0,3,8,0,14,0,0,0,0,18,0,18,0,0,0,0,8,3,11,0,0,0,0,6,0,6,0,0,0,0,0,0,0,14,4,0,19,57,5,82,0,0,0,0,4,0,4,0,0,0,5,5,0,8,9,0,0,8,3,0,9,12,0,0,12,3,0,10,0,0,0,3,6,0,16,0,8,0,6,11,3,19,0,0,0,0,5,0,9,0,0,0,0,5,0,5,0,0,0,0,0,0,0,20,10,0,32,49,0,86,0,0,0,0,12,0,12,0,0,0,5,11,0,13,6,0,0,12,15,0,25,19,0,0,21,9,4,29,0,3,0,3,21,3,26,0,8,0,6,25,3,36,0,3,0,5,14,3,19,0,0,0,0,9,0,9,0,0,0,0
UCL522015,0,4,0,4,6,0,5,0,0,0,0,7,0,7,0,0,0,0,28,0,34,3,0,0,3,15,6,21,0,0,0,0,6,0,11,0,0,0,0,13,0,15,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,15,82,6,105,0,0,0,0,5,0,5,0,0,0,0,16,0,16,0,0,0,5,27,8,36,8,0,0,8,13,0,18,3,0,0,3,3,0,10,0,0,0,0,13,4,15,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,20,89,8,115,0,4,0,4,5,0,12,0,0,0,0,25,0,25,6,0,0,4,57,4,63,18,0,0,18,23,6,39,7,0,0,7,17,0,24,0,0,0,0,22,5,31,0,4,0,4,21,0,23,0,0,0,0,0,0,3,0,0,0,0
UCL522016,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,9,0,15,5,0,0,5,0,4,12,5,0,0,5,11,0,14,0,0,0,0,20,4,26,3,0,0,5,17,0,20,0,0,0,0,16,0,18,0,0,0,0,0,0,0,17,4,0,16,72,15,111,0,0,0,0,0,0,8,4,0,0,4,4,0,7,3,6,0,7,5,0,15,10,0,4,13,5,8,21,0,0,0,5,11,0,16,0,0,0,0,19,5,23,0,0,0,0,7,3,14,0,0,0,0,15,0,13,0,0,0,0,0,3,5,17,4,4,28,72,20,111,0,0,0,0,11,4,12,3,0,0,3,3,0,6,5,6,0,11,12,6,21,21,0,4,19,5,8,30,4,0,0,4,21,5,29,0,0,0,3,38,8,46,3,4,0,4,26,6,33,0,0,0,0,28,3,29,0,0,0,0
UCL522017,0,0,0,0,6,0,7,0,0,0,3,3,0,7,3,0,0,3,11,0,18,12,0,0,12,8,0,20,5,0,0,4,17,0,23,0,0,0,0,33,3,39,0,0,0,0,36,0,35,0,0,0,3,12,3,20,0,0,0,0,3,0,3,20,9,0,31,121,18,164,0,0,0,0,0,0,9,0,0,0,0,11,0,12,8,0,0,11,6,0,20,9,0,0,9,0,0,12,3,4,0,7,22,0,25,0,3,0,5,31,3,39,0,3,0,3,29,0,36,0,0,0,0,6,0,6,0,0,0,0,0,0,0,27,11,0,41,110,11,159,0,0,0,0,8,0,12,0,0,0,3,10,3,15,15,0,0,18,18,0,35,23,0,0,23,11,0,36,7,0,0,13,36,3,49,6,3,0,10,64,10,75,0,9,0,9,61,4,76,0,0,0,3,18,5,27,0,0,0,0
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,10,0,9,0,0,0,0,24,5,29,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,57,14,72,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,4,0,4,0,0,0,0,3,3,10,0,0,0,0,9,0,8,0,0,0,0,6,0,10,0,0,0,0,17,4,23,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,47,12,60,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,11,3,9,0,0,0,0,10,3,5,0,0,0,0,11,3,16,0,0,0,0,18,7,22,0,0,0,0,43,7,52,0,0,0,0,12,3,11,0,0,0,0
UCL522019,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,3,10,17,0,0,0,0,3,0,3,0,0,0,0,20,3,27,0,0,0,0,13,0,16,0,0,0,0,4,0,4,0,0,0,0,6,0,9,8,5,0,8,56,15,79,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,10,5,0,0,5,0,5,12,0,0,0,0,12,3,16,0,6,0,6,12,3,18,0,0,0,0,6,0,15,0,0,0,0,4,0,4,0,0,0,0,3,0,4,6,4,0,13,46,18,78,0,0,0,0,8,0,5,0,0,0,5,0,0,3,0,0,0,0,7,5,10,7,0,0,7,0,13,25,0,0,0,0,18,3,22,0,4,0,4,35,3,38,0,4,0,4,19,0,26,0,0,0,0,9,0,9,0,0,0,0
UCL522020,0,3,0,3,7,0,9,0,4,0,3,5,0,7,3,0,0,5,14,0,20,3,0,0,3,9,0,14,0,0,5,3,8,0,12,0,0,0,4,15,4,23,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,6,27,62,5,97,0,3,0,3,3,0,11,6,4,0,6,8,0,15,8,0,3,13,5,0,19,0,0,5,0,7,4,18,7,4,0,9,5,0,15,5,0,0,4,15,3,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,40,40,8,92,0,6,0,6,11,0,17,3,8,0,11,9,0,23,16,4,3,19,15,0,39,3,0,5,6,17,4,26,0,4,3,14,15,0,26,4,6,0,5,28,9,43,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0
UCL522021,0,0,0,0,3,0,3,0,0,0,0,11,0,10,4,0,0,4,3,0,9,11,0,0,11,5,5,20,9,0,0,5,8,3,17,0,0,0,0,19,0,21,0,0,0,0,33,0,38,0,0,0,0,11,4,17,0,0,0,0,0,0,0,24,3,0,25,108,11,147,0,0,0,0,4,3,4,0,0,0,0,4,0,7,3,0,0,4,8,0,11,15,5,4,16,12,0,34,3,0,0,8,11,0,17,0,0,0,0,14,0,15,0,12,0,12,23,0,34,0,0,0,0,17,0,17,0,0,0,0,3,0,4,22,23,4,51,85,4,142,0,0,0,0,13,0,13,0,0,0,4,13,0,21,9,0,0,8,10,0,22,29,5,4,35,16,5,49,10,0,0,13,19,3,35,0,0,0,3,31,0,38,0,11,0,11,58,0,71,0,0,0,0,28,0,30,0,0,0,0
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,3,0,10,4,0,0,4,3,0,14,0,3,0,3,7,3,18,0,0,0,0,18,3,18,0,0,0,0,14,0,20,0,0,0,0,11,5,14,0,0,0,0,0,0,0,16,5,0,16,62,16,102,0,0,0,0,0,0,4,0,0,0,0,0,0,9,8,0,0,5,7,0,17,4,0,5,7,0,3,6,3,4,0,4,11,7,20,0,0,0,0,14,0,21,0,0,0,0,10,3,19,0,0,0,0,9,0,7,0,0,0,0,0,0,0,13,6,5,22,67,16,106,0,0,0,0,0,0,5,0,0,0,0,6,0,12,10,0,0,16,14,3,30,7,0,5,10,4,5,24,8,3,0,12,21,8,37,0,0,0,0,34,3,36,0,5,0,5,28,9,39,0,5,0,5,15,4,26,0,0,0,0
UCL522023,0,0,0,0,3,0,3,0,0,0,0,5,0,5,4,0,0,6,12,0,15,8,0,0,8,7,3,19,4,0,0,4,15,0,26,3,3,0,7,23,6,35,0,0,0,0,21,3,32,0,0,0,0,10,0,11,0,0,0,0,9,0,9,20,3,0,21,101,18,140,0,0,0,0,5,0,5,0,0,0,0,4,0,4,8,0,0,8,7,0,20,8,0,0,8,3,0,14,9,0,0,7,15,0,25,0,3,0,3,26,5,32,0,0,0,0,23,5,26,0,0,0,0,9,0,9,0,0,0,0,5,0,5,25,9,0,30,94,11,135,0,0,0,0,15,0,15,0,0,0,0,8,0,12,8,5,0,15,17,0,33,17,0,0,19,8,3,33,8,0,0,13,33,0,47,3,8,0,9,43,9,64,0,0,0,0,48,9,57,0,0,0,0,22,0,21,0,0,0,0
UCL522024,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,3,0,0,8,0,0,3,0,0,3,3,0,0,3,7,0,9,5,0,0,7,20,0,24,0,8,0,8,30,4,37,0,0,0,0,19,0,17,0,0,0,0,0,0,4,9,8,0,17,89,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,4,4,0,0,3,0,0,5,5,0,0,5,10,0,13,0,7,0,7,29,4,38,0,0,0,0,28,0,37,0,0,0,0,14,0,16,0,0,0,0,0,4,4,12,17,0,28,92,4,123,0,0,0,0,7,0,5,0,0,0,0,0,0,5,4,0,0,3,6,0,11,12,3,0,12,0,0,12,6,0,0,6,16,0,23,5,10,0,11,46,4,62,0,9,0,9,61,6,74,0,0,0,0,33,4,37,0,0,0,0
UCL522025,0,0,0,0,8,3,12,0,0,0,0,8,0,13,4,0,0,4,10,0,17,10,0,0,10,12,4,25,10,0,0,10,7,0,19,0,3,0,3,24,10,37,0,0,0,4,38,7,46,0,0,0,0,18,3,24,0,0,0,0,3,3,8,28,7,0,30,141,37,200,0,0,0,0,4,0,7,0,0,0,0,5,0,9,8,0,0,6,6,3,15,12,0,0,14,9,3,30,4,0,0,5,12,6,19,0,3,0,7,29,9,41,0,7,0,7,27,6,43,0,0,0,0,14,4,20,0,0,0,0,10,0,13,25,13,3,45,115,32,192,0,0,0,0,14,3,15,0,0,0,0,15,4,21,15,0,0,14,17,5,34,23,0,0,25,16,5,49,16,0,0,14,21,6,43,4,10,0,15,53,14,75,0,9,0,8,66,17,91,0,0,0,0,37,11,49,0,0,0,0
UCL522026,0,0,0,0,0,0,4,0,0,0,0,6,0,6,3,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,11,0,11,4,0,0,0,26,0,31,0,0,0,0,43,8,52,0,0,0,0,29,0,32,0,0,0,0,0,0,5,9,3,0,8,122,12,143,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,4,3,0,6,4,0,0,4,3,0,10,4,0,0,4,10,0,15,0,4,0,4,19,0,18,0,0,0,0,35,0,39,0,0,0,0,22,0,24,0,0,0,0,3,0,6,11,4,4,22,100,5,127,0,0,0,0,6,0,5,0,0,0,0,6,0,6,9,0,4,13,6,0,19,4,0,0,4,9,0,12,4,0,0,4,21,0,24,4,5,0,4,46,0,49,0,4,0,4,78,8,93,4,0,0,4,47,0,58,0,0,0,0
UCL522027,0,0,0,0,4,0,3,0,0,0,0,3,0,3,4,0,3,14,11,0,21,10,0,0,10,4,3,24,3,0,0,4,16,3,24,0,5,0,3,30,0,30,0,0,0,0,26,0,24,0,0,0,0,18,0,19,0,0,0,0,10,0,10,21,9,0,29,116,10,155,0,3,0,3,7,4,8,0,0,0,5,8,0,14,5,0,0,5,4,0,11,10,0,0,16,6,3,22,5,0,0,4,9,0,13,0,6,0,11,22,3,31,0,0,0,0,24,4,32,0,0,0,0,13,0,17,0,0,0,0,0,0,0,26,15,0,44,90,13,145,0,3,0,3,10,4,18,0,0,0,5,16,0,18,9,0,3,20,10,0,28,22,0,0,27,8,5,42,9,0,0,11,22,5,35,3,5,0,13,50,3,64,0,0,0,0,51,3,51,0,0,0,0,36,3,37,0,0,0,0
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,17,0,24,0,0,0,0,14,3,24,0,0,0,0,12,0,12,0,0,0,0,0,0,0,3,4,0,11,54,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,7,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,5,10,3,18,0,0,0,0,15,0,16,0,0,0,0,11,0,17,0,0,0,0,0,0,0,9,11,0,14,47,4,72,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,0,0,8,8,0,18,6,0,0,6,6,0,6,0,0,0,0,9,0,6,0,4,0,4,28,4,38,0,0,0,0,30,5,33,0,0,0,0,25,0,24,0,0,0,0
UCL522029,0,0,0,0,12,0,12,0,0,0,0,6,0,3,8,5,0,12,9,4,27,14,0,0,15,6,0,27,4,0,0,4,9,0,18,0,0,0,0,19,3,19,0,6,0,6,20,0,24,0,0,0,0,10,4,11,0,0,0,0,0,0,0,31,9,3,44,98,9,147,0,0,0,0,11,0,16,0,0,0,0,0,0,5,14,0,0,23,3,0,25,18,0,0,17,4,0,28,14,4,0,15,9,3,30,0,0,0,5,13,0,21,0,6,0,6,14,0,21,0,0,0,0,10,0,10,0,0,0,0,3,0,3,47,14,3,67,74,5,143,0,0,0,0,23,0,22,3,0,0,3,8,0,10,31,0,3,33,15,6,49,36,0,0,34,17,0,55,19,4,0,23,22,7,43,3,0,0,8,31,4,42,0,11,0,11,34,0,44,0,0,0,0,15,4,16,0,0,0,0
UCL522030,0,0,0,0,0,3,9,0,0,0,0,6,0,8,4,0,0,8,4,3,18,8,0,0,10,3,4,17,0,0,0,0,8,3,16,0,0,0,6,19,3,25,0,0,0,0,3,0,11,0,0,0,0,3,0,7,0,0,0,0,0,0,0,19,9,0,29,58,23,102,0,0,0,0,6,3,0,0,0,0,0,5,0,10,10,0,0,12,4,0,21,8,0,0,8,3,4,14,0,7,0,7,13,5,14,0,3,0,4,9,0,14,0,0,0,0,10,0,12,0,0,0,0,5,0,3,0,0,0,0,0,0,0,25,7,3,37,41,15,96,0,0,0,0,5,3,8,0,0,0,5,10,0,12,20,0,3,21,10,3,37,18,0,0,15,7,6,33,0,7,0,8,18,5,27,0,4,0,10,26,4,42,0,3,0,3,13,3,22,0,0,0,0,8,0,8,0,0,0,0
UCL522031,0,8,0,11,9,0,15,0,5,0,5,10,0,8,5,6,4,12,3,0,17,0,6,8,11,7,0,17,0,3,0,3,8,0,17,0,4,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,13,47,32,3,83,0,12,0,12,4,0,19,0,0,0,3,0,0,0,6,7,11,22,7,3,33,6,4,6,16,5,0,20,0,7,0,7,4,0,11,0,5,0,5,3,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,18,67,29,6,101,6,19,0,22,11,0,34,0,5,0,6,10,0,10,10,12,17,42,7,3,52,8,5,15,27,6,0,34,0,15,0,16,13,5,27,0,13,0,13,11,0,21,0,4,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0
UCL522032,0,9,0,9,15,3,22,6,8,0,9,7,3,20,3,12,0,12,7,0,22,7,10,0,13,12,0,26,0,4,0,10,5,6,21,0,9,0,9,4,5,12,0,0,0,0,4,4,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,46,0,59,55,17,135,0,11,0,11,7,0,20,4,12,0,20,9,0,21,11,12,0,22,5,0,22,8,7,0,21,9,0,23,0,15,0,18,7,7,32,0,9,0,9,12,3,23,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,3,96,43,10,155,0,23,0,23,20,3,41,11,17,0,26,13,0,42,15,20,0,33,9,0,45,14,20,0,34,18,0,53,0,23,0,25,18,6,49,0,16,0,16,14,7,38,0,3,0,3,8,7,11,0,0,0,0,0,3,3,0,0,0,0
UCL522033,0,0,0,0,12,0,10,0,0,0,0,3,0,3,8,0,0,5,14,4,16,9,0,0,9,6,0,12,5,0,0,5,19,3,23,3,0,0,3,30,0,40,0,0,0,0,44,5,54,0,0,0,0,27,7,32,0,0,0,0,0,0,5,16,0,0,23,156,21,197,0,0,0,0,4,0,7,4,0,0,4,9,0,6,3,0,0,3,4,4,7,9,0,0,9,3,0,16,3,0,0,5,25,0,29,0,0,0,0,29,6,32,0,0,0,0,45,3,45,0,0,0,0,22,5,23,0,0,0,0,0,0,0,24,5,0,29,125,17,175,0,0,0,0,15,5,19,4,0,0,4,5,0,12,13,0,0,16,9,4,29,11,0,0,11,4,3,24,6,0,0,11,39,3,53,3,4,0,10,59,3,75,0,0,0,3,90,6,101,0,0,0,0,44,5,53,0,0,0,0
UCL522034,0,0,0,0,9,0,7,3,0,0,3,6,0,9,5,0,0,9,11,0,17,0,0,0,0,13,0,18,0,0,0,0,7,0,9,0,0,0,0,7,0,11,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,19,49,5,70,3,3,0,4,7,0,12,0,0,0,0,3,0,9,8,0,0,9,8,0,13,6,7,0,13,9,0,20,0,3,0,3,3,0,7,0,0,0,0,11,0,9,0,6,0,6,5,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,13,15,0,30,41,0,76,3,4,0,4,13,0,22,0,0,0,0,6,0,8,14,0,0,18,13,0,38,3,7,0,12,20,0,29,0,3,0,3,10,0,15,0,0,0,0,15,0,20,0,6,0,6,3,0,10,0,0,0,0,4,0,4,0,0,0,0
UCL522035,0,0,0,0,5,0,5,0,0,0,0,0,0,3,4,0,0,4,4,0,8,0,0,0,0,4,0,5,3,0,0,3,18,0,20,0,0,0,0,22,3,25,0,0,0,0,18,0,18,0,0,0,0,6,0,6,0,0,0,0,0,0,0,11,0,0,13,77,10,95,0,0,0,0,5,0,5,0,0,0,0,4,0,6,5,0,0,7,3,6,15,5,0,0,0,4,0,8,6,0,0,5,18,0,21,0,11,0,11,9,0,15,0,0,0,0,17,0,17,0,0,0,0,4,0,4,0,0,0,0,4,0,7,13,6,0,25,64,7,98,0,0,0,0,7,5,12,0,3,0,3,0,0,9,8,0,0,9,9,0,22,8,0,0,8,8,3,20,8,0,0,9,29,0,38,0,10,0,10,31,3,43,0,0,0,0,28,0,32,0,0,0,0,10,0,11,0,0,0,0
UCL522036,0,0,0,0,5,0,8,0,0,0,0,4,0,4,4,0,0,4,7,0,11,8,0,0,8,4,0,8,3,0,0,4,13,4,19,0,0,0,5,13,0,19,0,0,0,0,29,0,26,0,0,0,0,6,0,13,0,0,0,0,3,0,3,16,4,0,18,79,8,105,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,8,5,0,0,7,4,0,8,3,0,0,6,10,3,19,0,6,0,6,13,0,22,0,3,0,3,20,0,17,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,8,0,20,58,3,80,0,0,0,0,6,3,9,0,0,0,0,3,0,5,7,0,0,4,8,0,12,16,0,0,14,4,0,18,9,0,0,7,26,3,39,0,7,0,7,27,0,38,0,5,0,5,41,0,44,0,0,0,0,12,0,16,0,0,0,0
UCL522037,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,6,3,16,14,0,0,12,4,3,21,7,0,0,9,13,5,22,0,0,0,0,19,0,22,0,4,0,4,13,0,22,0,0,0,0,15,0,16,0,0,0,0,4,0,4,23,9,0,31,76,16,121,0,0,0,5,5,0,8,0,0,0,0,0,0,0,6,0,0,10,7,4,18,10,0,0,10,4,0,19,7,0,0,5,7,0,14,0,0,0,0,14,3,20,0,7,0,7,10,5,20,0,0,0,0,9,0,10,0,0,0,0,0,0,0,25,12,0,38,56,22,113,0,0,0,5,8,3,15,0,0,0,0,3,0,4,8,0,0,11,16,7,31,24,0,0,23,12,8,37,8,5,0,13,17,5,36,0,3,0,3,29,8,39,0,11,0,11,28,3,38,0,3,0,3,19,0,25,0,0,0,0
UCL522038,0,0,0,0,10,3,11,0,0,0,0,16,0,18,16,0,0,20,16,0,37,15,0,0,14,9,0,29,5,0,0,6,23,0,31,4,3,0,7,20,0,35,0,4,0,4,17,0,21,0,0,0,0,15,0,15,0,0,0,0,0,0,0,42,7,0,54,131,12,193,0,0,0,0,10,0,13,3,0,0,9,10,0,18,16,0,0,15,9,0,25,23,0,0,27,11,0,37,9,0,0,9,13,0,16,0,4,0,4,21,0,27,0,6,0,6,21,0,28,0,0,0,0,15,5,19,0,0,0,0,10,0,10,50,8,3,61,110,6,184,0,0,0,3,22,3,26,4,0,0,6,25,5,35,28,0,0,34,31,3,66,42,0,0,39,19,0,59,17,0,0,10,34,0,47,3,3,0,9,44,5,56,0,5,0,5,32,0,43,0,0,0,0,31,5,35,0,0,0,0
UCL522039,0,0,0,0,12,0,12,0,0,0,0,13,3,16,6,0,0,6,17,7,38,11,0,0,12,11,4,21,3,6,0,8,14,4,25,0,0,0,0,30,8,42,0,0,0,0,20,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,27,119,33,176,0,0,0,0,10,0,5,0,0,0,0,5,3,14,13,0,0,17,15,11,34,9,0,0,9,19,0,28,0,3,0,9,18,5,27,0,0,0,3,30,6,44,0,0,0,0,5,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,24,12,0,35,104,24,162,0,0,0,0,16,0,19,0,0,0,0,16,3,26,21,0,0,24,30,16,73,17,0,0,17,25,3,48,4,7,0,12,30,7,48,5,0,0,3,66,16,82,0,0,0,0,31,5,35,0,0,0,0,4,0,4,0,0,0,0
UCL522040,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,7,0,0,0,0,3,0,3,3,0,0,4,18,7,30,0,5,0,5,16,3,22,0,5,0,5,28,3,35,0,0,0,0,9,0,9,0,0,0,0,0,0,0,6,6,0,13,85,11,111,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,3,0,10,11,3,18,0,10,0,10,23,0,23,0,0,0,3,18,0,29,0,3,0,3,9,3,14,0,0,0,0,0,0,0,3,11,0,20,66,7,94,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,0,0,5,4,0,10,0,0,0,0,5,0,5,5,4,0,12,27,8,42,0,8,0,8,39,3,46,0,5,0,3,51,4,61,0,3,0,3,25,3,24,0,0,0,0
