UCL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
UCL522002,0,0,0,0,0,3,3,0,0,9,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,7,4,0,0,22,7,6,8,4,9,10,10,3,0,54,0,0,6,0,0,6,3,0,0,13,15,10,15,14,14,18,29,13,3,128,0,0,0,4,0,12,9,9,0,34,0,0,0,0,0,6,0,5,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14,0,0,0,0,0,0,0,4,0,9
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,47,22,27,7,10,6,3,0,0,125,9,4,0,4,0,0,0,0,0,18,53,31,27,16,18,11,6,0,0,164,0,0,0,0,3,0,0,0,0,8,0,0,4,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,17,16,9,7,0,0,0,133,0,0,0,0,0,0,0,0,0,3,40,49,17,22,9,6,0,0,0,150,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,3,3,0,12,0,0,0,0,0,0,0,0,0,0
UCL522005,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,10,24,15,7,4,5,0,0,108,5,0,6,0,0,0,0,0,0,21,53,15,25,23,14,5,3,4,0,149,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL522006,0,0,0,0,0,0,0,0,4,11,5,3,0,0,5,0,0,0,0,11,0,0,0,0,0,0,6,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,3,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,4,0,4,0,0,4,3,3,0,3,16,43,23,14,9,20,19,10,0,0,150,0,0,0,0,9,3,4,0,0,19,50,36,18,20,34,30,32,7,7,231,0,0,0,0,0,6,4,9,0,18,0,7,4,0,3,0,4,0,0,23,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
UCL522007,0,0,0,0,0,3,5,8,0,15,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,9,6,9,7,11,14,3,0,61,0,0,0,0,0,3,0,3,0,9,12,10,3,13,5,19,28,15,3,109,0,0,0,0,0,6,13,3,0,25,0,0,7,3,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9
UCL522008,0,0,0,0,0,4,0,3,0,13,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,12,6,4,5,4,12,6,3,0,50,6,0,0,0,0,0,0,0,0,9,17,5,10,9,11,20,20,8,0,98,0,0,0,0,0,6,5,0,0,16,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,0,0,15,0,0,0,0,0,0,0,0,0,3
UCL522009,0,0,0,3,3,8,10,0,0,21,0,0,0,8,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,15,0,0,0,0,0,3,7,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,11,20,21,10,11,30,12,4,0,0,113,0,0,6,8,7,0,0,0,0,25,32,22,21,22,46,28,13,6,0,193,0,0,0,0,0,3,10,4,0,20,4,3,0,7,7,3,0,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,7
UCL522010,0,0,0,0,0,6,5,0,0,11,0,0,4,0,0,3,0,0,0,15,0,0,0,0,0,5,8,0,0,8,0,0,0,0,0,4,7,3,4,18,0,0,0,0,0,6,6,5,0,13,0,0,0,0,0,0,8,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,7,17,3,8,46,0,0,0,0,0,0,3,0,0,6,0,0,0,0,5,6,0,0,0,11,44,27,11,12,13,10,3,3,0,129,0,0,0,0,3,3,0,0,0,9,48,36,17,17,24,30,32,16,10,221,0,0,0,0,0,7,6,7,0,24,6,0,0,7,0,3,3,0,0,19,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,6
UCL522011,0,0,0,0,0,3,4,5,0,14,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,3,15,0,0,0,0,0,0,10,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,13,0,0,0,0,3,3,4,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,6,0,0,0,3,14,6,13,16,9,9,12,7,0,85,3,8,0,11,4,0,3,0,0,29,23,16,16,33,15,23,28,12,5,172,0,0,0,4,3,0,6,0,0,15,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,8
UCL522012,0,0,0,0,3,9,11,10,0,32,0,0,0,3,0,6,3,0,0,14,0,0,0,0,0,3,4,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,3,0,23,0,0,0,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,9,0,0,14,3,3,0,4,3,5,4,0,0,23,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,16,36,7,27,12,13,21,14,9,4,139,0,5,6,0,8,10,0,0,0,26,38,18,32,19,26,47,49,24,5,255,0,0,0,0,3,12,19,7,5,44,4,0,0,4,5,0,5,0,0,13,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,3,3,0,9
UCL522013,0,0,0,0,0,7,13,0,0,26,4,0,0,0,0,0,3,0,0,10,0,0,0,0,0,7,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,17,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,3,4,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,3,0,0,0,13,32,20,6,17,25,19,3,0,0,130,0,5,3,0,4,4,5,0,0,21,44,24,13,23,30,39,30,6,5,218,0,0,0,0,4,13,10,4,3,34,5,0,5,3,6,0,5,0,0,25,0,0,0,0,0,8,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,7,0,0,0,0,0,0,0,4,0,6
UCL522014,0,0,0,0,6,7,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,6,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11,25,5,11,16,11,8,3,0,0,69,0,0,0,4,0,0,3,0,0,7,28,6,10,15,14,18,11,6,0,107,0,0,0,0,4,0,3,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL522015,0,0,0,0,3,0,4,0,0,11,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,11,5,25,18,4,0,3,0,0,76,6,0,0,4,0,0,0,0,0,12,16,11,34,21,11,15,14,0,0,118,0,0,0,0,0,0,3,0,0,8,0,0,6,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522016,0,0,0,0,3,0,4,0,0,16,3,0,0,0,3,3,5,0,0,11,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,10,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,3,0,4,0,0,0,0,4,0,3,0,0,14,17,9,10,4,6,10,4,3,0,58,10,0,3,4,0,4,0,3,0,26,31,8,15,12,14,26,20,18,0,141,0,0,0,4,0,7,7,3,0,19,3,0,0,0,3,3,5,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,0,5,0,8
UCL522017,0,0,0,0,7,11,9,7,0,32,0,0,0,0,3,5,5,0,0,16,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,24,0,0,0,0,5,6,7,5,3,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,10,0,0,3,8,0,3,3,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,3,0,0,13,19,9,11,9,13,13,10,3,0,89,5,3,0,0,5,3,0,3,0,21,26,16,18,20,23,39,35,20,3,193,0,0,0,0,3,9,16,6,0,41,0,0,0,4,3,0,5,0,0,9,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,9,0,0,8
UCL522018,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,3,0,0,0,3,13,3,0,25,0,0,4,0,8,0,3,0,0,18,0,3,6,0,11,9,29,12,0,71,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL522019,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,4,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,6,0,0,0,6,9,8,6,3,0,15,0,0,0,39,11,0,0,10,0,0,0,0,0,22,17,4,0,17,3,27,16,4,9,98,0,0,0,0,0,4,9,3,4,18,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3
UCL522020,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,25,20,20,10,7,16,0,0,0,91,4,0,0,0,0,4,0,0,0,14,32,19,20,14,12,23,7,0,0,125,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,11
UCL522021,0,0,0,0,0,0,10,4,0,20,0,5,0,5,3,3,5,4,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,12,10,0,23,0,0,0,0,0,3,5,6,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,14,35,11,7,15,12,9,14,0,0,97,0,0,0,5,3,3,4,4,0,13,40,15,9,20,17,21,38,17,0,183,0,0,0,3,0,7,14,7,0,32,0,8,4,5,0,0,4,0,0,16,0,0,0,0,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,13,0,0,0,0,0,0,4,3,0,11
UCL522022,0,0,0,0,0,3,4,5,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,3,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,15,5,8,9,5,7,9,6,0,60,3,0,0,0,3,3,3,3,0,20,12,5,10,14,18,18,20,14,0,116,0,0,0,0,4,3,8,0,0,22,0,0,0,3,0,3,4,0,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,5,4,0,15,0,0,0,0,0,4,3,0,0,10
UCL522023,0,0,0,0,0,4,14,0,0,25,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,5,5,3,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,13,18,10,11,10,11,12,7,0,0,72,0,0,3,0,0,6,3,3,0,24,18,6,15,19,26,35,32,11,9,158,0,0,0,0,0,3,11,7,4,27,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4
UCL522024,0,0,0,0,0,0,7,6,0,14,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,5,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,14,7,8,3,3,3,12,15,8,0,53,0,0,0,0,0,3,3,0,0,12,11,7,0,3,9,24,37,17,4,120,0,0,0,0,0,3,11,4,3,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,0,0,4
UCL522025,0,0,0,0,4,7,9,5,7,27,0,0,0,4,3,0,7,0,0,17,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,0,0,20,0,0,0,0,4,3,13,5,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,5,0,8,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,0,21,23,7,8,12,6,15,15,7,3,99,8,3,0,4,0,4,5,3,0,37,29,23,17,25,19,37,46,24,8,233,0,4,0,0,0,5,11,6,0,27,0,3,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,6,5,0,0,0,4,0,5,5,0,0,11,0,0,0,0,0,3,3,0,4,12
UCL522026,0,0,0,0,0,3,10,7,0,22,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,17,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,0,0,6,9,6,3,4,7,21,17,12,0,77,0,0,0,0,0,3,3,5,0,13,11,4,7,3,11,31,52,32,5,153,0,0,0,0,0,7,9,7,0,29,6,0,3,0,0,0,7,0,0,11,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,3,0,0,3,6
UCL522027,0,0,0,0,0,8,9,5,0,23,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,15,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,4,0,5,0,3,7,4,0,0,21,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,4,0,0,0,15,18,9,10,7,16,14,12,5,3,92,4,0,0,5,3,0,0,0,0,17,31,6,21,24,24,30,24,19,10,185,0,0,0,0,0,5,9,8,0,23,0,0,0,0,0,0,7,4,0,11,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,5,0,12
UCL522028,0,0,0,0,0,8,3,0,0,13,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,12,0,4,0,0,6,3,0,0,34,0,0,0,0,0,0,4,0,0,5,11,0,7,0,3,24,24,12,0,82,0,0,0,0,0,3,5,8,0,11,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,7,0,0,5
UCL522029,0,0,0,6,0,0,5,0,3,9,3,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,14,0,0,0,0,0,0,7,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,43,17,18,20,17,14,8,0,0,124,3,0,8,0,3,3,3,0,0,25,55,22,27,27,18,19,24,11,0,200,0,0,0,0,3,4,5,0,0,19,0,3,4,3,0,0,4,0,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,8
