UCL_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
UCL521033,0,8,22,17,22,17,21,0,0,102,0,6,7,6,9,8,3,0,0,33,0,0,6,0,11,19,7,0,0,59,0,0,0,0,4,3,7,4,0,21,0,0,0,0,0,3,3,4,0,14,0,0,0,0,3,0,0,0,0,3,5,8,69,63,71,49,28,9,0,312,8,23,101,94,121,97,73,16,0,539,3,0,14,22,7,19,15,0,0,88,0,0,3,3,3,6,4,0,0,22,0,0,3,5,5,9,11,0,0,32,0,0,0,5,0,0,0,0,0,11,0,6,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,13,8,31,32,31,33,9,0,0,152,11,15,51,60,54,71,45,10,0,316,3,7,37,35,34,29,34,0,0,185,0,4,9,8,17,12,5,0,0,58,0,0,6,8,18,30,17,3,0,96,0,0,0,4,4,11,10,4,0,27
UCL521034,11,19,18,21,10,19,10,3,0,107,3,0,3,7,13,8,7,0,0,37,0,4,4,11,27,30,12,4,0,93,0,0,3,0,0,8,9,0,3,18,0,0,0,0,0,6,3,3,3,17,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,0,4,0,28,12,29,32,40,56,69,40,16,10,300,9,10,22,28,27,17,12,6,0,129,3,0,3,4,11,14,6,0,0,42,0,4,9,5,15,24,18,9,0,83,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,8,4,4,0,28,13,17,40,42,61,65,44,21,0,300,17,31,35,48,42,35,25,8,0,240,5,0,10,10,20,19,6,0,0,80,5,11,9,17,45,51,30,10,0,174,0,0,3,6,0,8,12,4,3,29
UCL521035,4,5,10,14,17,14,20,5,0,92,0,0,0,3,0,0,5,0,0,19,0,0,3,7,8,19,17,9,0,61,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,6,3,0,23,3,5,20,30,29,43,46,28,10,213,4,0,10,19,19,23,12,13,4,98,0,0,0,8,7,10,5,4,0,27,0,0,0,4,7,16,18,12,3,61,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,6,6,24,3,7,19,30,34,53,39,37,14,229,3,10,22,32,30,38,34,15,3,189,0,0,0,8,4,6,8,4,0,48,0,0,3,15,13,33,37,17,3,126,0,0,0,0,3,4,4,7,0,23
UCL521036,3,9,16,5,7,15,15,10,0,73,0,3,3,3,9,9,3,0,0,27,0,0,8,7,12,19,18,4,0,68,0,0,0,0,7,7,4,3,0,24,0,0,0,0,0,10,10,4,0,22,0,0,0,0,0,0,0,0,0,0,4,0,9,0,14,8,8,4,0,51,6,12,37,16,49,63,52,24,5,268,0,13,16,8,10,19,8,5,0,74,0,0,3,0,3,0,3,0,0,18,4,5,7,8,18,17,19,6,0,76,0,0,0,0,0,0,6,0,0,21,0,0,0,0,0,3,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,6,4,5,0,35,6,18,39,23,42,52,41,17,0,242,3,14,34,11,17,31,19,13,0,148,5,3,12,8,9,8,4,0,0,48,4,6,14,14,31,37,38,10,0,147,0,0,0,0,8,12,12,6,0,44
UCL521037,11,10,20,24,14,17,12,6,0,121,3,0,7,10,10,9,4,8,0,51,10,5,11,24,27,25,19,10,0,127,0,0,3,4,5,7,6,0,0,27,0,0,0,0,0,7,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,25,24,23,43,68,53,62,47,29,6,365,4,8,19,40,21,22,11,8,3,127,4,4,6,20,11,11,4,3,0,54,6,7,14,16,32,21,26,14,0,125,0,0,0,4,9,4,9,3,0,32,0,0,0,0,0,0,6,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,6,6,0,21,12,11,48,78,72,55,59,34,4,377,18,18,37,66,34,37,26,12,3,245,3,0,11,26,19,20,14,5,0,107,13,6,30,36,52,45,43,23,5,249,4,4,6,9,13,11,17,3,0,64
UCL521038,4,4,14,13,10,13,15,7,5,74,0,0,4,0,0,9,0,4,0,22,3,0,0,8,17,29,21,12,7,106,0,0,0,0,4,12,8,4,0,37,0,0,0,0,0,0,17,13,0,42,0,0,0,0,0,0,0,0,0,0,4,3,5,4,11,5,8,3,0,48,9,11,20,30,42,72,81,49,16,331,6,3,13,19,14,18,18,14,8,108,0,0,0,4,7,11,4,0,0,32,3,0,6,4,15,26,35,10,6,95,0,0,0,5,3,4,5,0,4,25,0,0,0,0,0,0,4,9,3,21,0,0,0,0,0,0,0,3,0,6,3,0,9,7,5,15,9,3,6,46,7,8,27,35,48,68,80,40,26,344,8,10,24,27,25,31,31,18,16,182,0,0,5,8,14,20,10,4,0,57,3,0,7,17,26,52,56,24,14,204,0,3,0,5,3,15,21,5,3,64
UCL521039,13,7,10,25,30,34,34,21,4,164,0,0,3,5,3,9,3,4,0,33,3,0,6,16,8,19,12,8,0,67,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,5,21,14,6,19,40,43,68,53,36,8,292,6,0,24,39,46,54,31,16,4,227,0,0,0,8,4,6,0,0,0,25,0,0,3,4,4,12,9,0,0,33,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,4,0,6,0,28,9,0,38,55,54,80,52,26,12,322,12,8,37,63,74,86,64,37,8,384,0,0,4,13,6,16,8,9,0,61,0,0,9,20,9,34,23,9,0,103,0,0,0,0,0,4,3,0,0,8
UCL521040,0,11,41,52,32,40,29,9,0,213,0,0,8,7,10,12,10,0,0,55,0,3,17,13,19,39,44,13,0,154,0,4,0,0,5,3,15,4,0,34,0,0,0,0,0,0,5,6,0,18,0,0,0,0,0,0,0,4,0,4,0,13,27,29,29,33,27,6,0,169,4,34,94,115,97,129,134,42,6,650,0,7,57,45,31,43,31,9,0,228,0,0,8,3,11,18,16,0,0,47,0,0,11,9,19,29,40,10,3,120,0,0,0,0,6,0,4,3,0,24,0,0,0,0,4,0,5,6,0,13,0,0,0,0,0,0,7,0,0,4,0,5,27,15,27,37,34,11,0,159,6,15,112,76,93,124,134,36,0,596,3,22,102,101,59,82,59,12,0,441,0,0,13,9,21,28,27,4,0,108,0,6,21,24,39,62,82,21,3,269,0,4,3,3,10,9,21,7,0,56
UCL521041,0,14,39,41,24,18,0,0,0,132,0,0,17,17,10,8,0,0,0,52,0,0,20,32,14,22,3,0,0,97,0,0,0,0,7,7,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,16,84,92,54,51,9,0,0,302,3,22,68,45,12,17,4,0,0,155,0,0,4,5,8,8,0,0,0,24,0,0,16,7,9,7,9,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,3,21,90,61,21,23,13,0,0,231,4,33,108,79,34,29,4,0,0,291,0,5,19,25,15,15,0,0,0,79,0,0,31,39,25,25,11,0,0,130,0,0,0,3,3,6,4,0,0,16
UCL521042,3,12,16,16,20,24,13,3,0,107,0,0,4,6,5,5,5,0,0,25,3,3,8,4,17,16,27,6,3,92,0,0,0,0,3,0,4,8,3,20,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,3,0,5,23,13,15,39,28,49,51,45,19,12,272,0,8,25,25,28,26,6,5,0,123,0,0,0,11,9,7,0,0,0,28,0,0,3,8,13,12,19,8,5,68,0,0,0,0,0,0,0,3,0,9,0,0,0,0,5,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,23,3,11,35,48,53,40,32,22,15,261,8,18,40,44,45,41,16,9,0,230,0,3,9,11,11,9,5,0,0,51,3,4,14,11,29,25,48,13,4,151,0,0,0,0,3,3,3,10,8,28
UCL521043,0,4,9,19,23,19,16,7,0,92,0,0,0,0,3,3,3,0,0,20,0,0,0,0,8,15,4,3,0,38,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13,3,9,16,25,38,47,34,7,0,172,3,3,14,18,25,22,15,4,0,117,0,0,0,4,4,13,8,0,0,29,0,0,4,0,6,10,9,0,0,35,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,13,8,4,21,25,45,51,27,9,0,198,3,5,26,36,48,43,29,9,0,213,0,0,0,3,8,12,10,0,0,44,0,0,4,6,20,30,13,3,4,73,0,0,0,0,0,9,6,0,0,21
UCL521044,4,6,13,12,9,11,17,3,0,76,0,5,0,7,5,10,3,0,0,26,3,3,10,9,15,27,16,7,0,96,0,0,0,0,5,3,6,9,0,31,0,0,0,0,0,0,13,10,4,21,0,0,0,0,0,0,0,0,0,0,0,8,3,3,10,8,5,8,4,36,14,20,26,35,40,67,57,37,10,291,5,9,15,21,11,22,18,6,0,103,0,0,8,3,9,9,3,0,0,34,0,4,9,0,8,17,19,12,0,70,0,0,0,0,5,3,5,9,0,21,0,0,3,0,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,7,6,4,37,5,16,28,28,33,66,57,40,11,288,7,17,22,28,13,39,35,16,0,178,0,5,8,10,15,14,14,3,0,62,3,7,21,15,22,48,33,20,0,172,0,0,4,3,7,15,13,14,4,51
UCL521045,0,6,9,8,6,6,13,4,0,52,0,0,0,0,4,3,0,0,0,13,3,0,8,5,9,15,20,11,0,65,0,0,0,4,0,0,5,0,0,8,0,0,0,0,0,0,3,9,9,15,0,0,0,0,0,0,0,0,0,0,5,0,3,3,12,13,18,8,5,69,7,0,19,16,29,37,71,31,17,226,0,3,15,10,4,12,5,6,7,60,3,0,0,0,9,3,0,0,0,20,0,0,5,11,3,18,25,7,7,79,0,0,0,0,0,0,7,0,6,16,0,0,0,0,0,0,7,3,3,11,0,0,0,0,0,0,0,0,0,0,0,5,9,5,8,10,17,6,0,59,6,6,32,21,21,48,54,31,19,252,0,3,22,20,15,20,18,14,4,115,5,0,4,0,8,11,3,0,3,33,5,0,8,16,9,31,44,23,7,145,0,0,0,4,0,0,9,4,5,32
UCL521046,7,8,23,8,9,5,4,0,0,67,5,10,15,3,9,5,0,0,0,45,3,10,11,16,23,26,0,0,0,86,7,0,7,3,4,3,0,0,0,24,0,3,0,3,4,3,4,7,0,27,0,0,0,0,0,0,0,0,0,3,6,0,4,9,6,8,7,4,0,30,23,26,49,44,53,54,18,13,3,288,7,13,22,22,10,6,6,0,0,80,0,8,10,5,3,0,0,0,0,30,6,5,15,15,23,17,8,4,0,89,0,0,3,3,6,3,11,0,0,28,3,5,0,0,4,5,12,4,0,29,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,0,0,24,17,32,52,50,51,37,32,11,0,285,13,19,42,36,18,11,8,3,0,152,4,18,22,7,18,14,0,0,0,73,9,15,27,32,38,43,11,6,0,179,7,5,3,7,20,8,14,0,0,50
UCL521047,0,8,16,16,16,16,16,4,0,94,0,0,3,9,7,8,0,0,0,31,3,0,14,5,22,39,18,5,0,92,0,0,0,0,5,3,8,5,0,23,0,0,0,3,0,0,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,9,4,0,0,35,3,13,39,38,52,77,49,19,4,293,0,11,24,18,15,9,8,0,0,87,0,0,3,4,6,6,0,4,0,21,0,4,5,9,21,8,23,5,0,70,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,3,19,0,15,40,33,45,30,35,11,6,218,4,15,43,37,28,23,21,6,0,187,0,0,6,13,11,14,4,4,0,57,3,0,19,8,39,45,36,5,0,160,0,0,0,5,4,4,14,6,5,33
UCL521048,0,9,18,14,12,25,32,17,4,130,0,3,4,6,4,3,5,6,0,32,3,5,8,20,14,20,24,18,3,115,0,0,3,0,0,0,9,0,3,18,0,0,0,0,5,0,4,6,6,21,0,0,0,0,0,0,0,0,0,0,0,3,13,3,4,8,3,11,0,51,9,16,41,38,34,67,90,54,18,370,6,7,18,20,27,29,27,10,3,150,0,3,3,5,4,13,10,3,0,45,0,0,8,14,12,23,33,7,0,107,0,0,4,0,0,4,10,7,0,22,0,0,0,0,0,0,4,8,4,22,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,8,4,5,44,14,18,46,47,53,80,84,39,16,394,6,20,39,26,38,53,66,27,9,283,6,4,10,11,11,20,17,8,0,79,3,4,19,37,24,46,60,26,5,226,0,0,6,0,0,3,14,8,4,42
UCL521049,0,5,12,12,8,4,0,0,0,44,0,3,5,9,4,0,0,0,0,24,9,5,13,9,10,7,6,0,0,54,3,0,11,11,3,6,0,0,0,31,0,7,6,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,11,16,20,48,42,32,18,7,0,0,185,3,10,10,6,12,8,0,0,0,51,3,0,4,12,0,0,0,0,0,25,4,12,9,14,16,3,3,0,0,63,0,4,11,6,5,3,0,0,0,24,0,6,10,5,3,5,0,0,0,23,0,0,0,0,0,3,0,0,0,9,0,7,3,0,0,5,0,0,0,16,14,31,42,43,36,28,8,6,0,206,0,10,23,20,17,16,3,0,0,91,4,4,14,17,4,4,0,0,0,51,14,18,18,22,30,11,3,0,0,118,7,4,15,9,6,6,0,0,0,54
UCL521050,9,14,25,20,27,13,14,5,0,134,0,5,5,4,9,7,5,0,0,30,3,3,8,12,7,23,20,10,0,103,0,0,0,3,0,3,4,0,0,15,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,3,8,0,0,21,14,23,49,45,45,51,51,17,9,303,3,12,23,26,11,17,15,3,0,117,0,0,5,4,3,4,3,0,0,26,0,0,4,12,12,23,16,13,4,77,0,0,0,3,0,0,8,3,0,15,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,3,0,21,9,24,38,45,30,50,43,24,9,275,13,28,50,53,40,34,28,4,5,250,5,3,9,5,15,12,8,0,0,60,7,0,16,27,23,44,38,17,8,175,0,0,4,6,0,8,11,3,0,29
UCL521051,5,21,18,12,18,11,6,4,0,88,5,9,7,0,10,6,0,0,0,35,0,3,15,16,12,40,17,5,0,107,0,5,0,3,11,8,5,3,0,30,0,0,0,0,0,6,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,6,0,29,12,37,40,39,55,71,38,22,0,308,6,10,16,16,25,12,9,0,0,106,0,9,5,6,14,15,0,3,0,55,0,4,13,17,26,39,20,8,4,134,0,0,0,0,0,6,8,0,0,19,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,4,5,3,5,30,8,25,38,54,68,79,41,26,7,349,9,30,35,37,34,25,14,3,0,195,5,15,7,11,17,21,0,3,0,91,3,12,28,30,48,72,40,10,4,239,0,5,0,3,8,11,10,4,0,50
UCL521052,3,9,23,27,22,9,19,0,0,117,0,0,8,6,9,14,5,0,0,29,4,11,8,7,30,18,21,4,0,100,0,3,5,0,0,4,6,3,0,28,0,0,0,4,5,8,7,3,0,20,0,0,0,0,0,0,0,0,0,0,3,4,19,27,35,26,12,4,0,123,13,21,51,80,98,82,63,17,0,420,6,3,30,20,19,13,8,4,0,109,8,6,8,7,0,15,3,0,0,49,4,3,9,14,14,13,9,0,0,74,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,4,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,16,7,17,4,0,0,67,26,15,67,62,49,72,36,18,0,332,9,11,53,51,37,29,25,3,0,225,8,6,16,12,10,28,5,0,0,80,8,8,13,25,42,38,29,9,0,176,4,3,4,7,4,11,13,6,0,45
UCL522001,0,8,10,9,13,0,0,0,0,32,5,4,10,13,0,0,3,0,0,41,3,11,11,12,11,6,0,0,0,55,0,5,4,6,4,0,0,0,0,16,0,0,3,5,4,6,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,0,0,0,0,9,12,29,43,39,33,14,12,3,0,189,0,8,12,11,15,10,4,0,0,62,0,6,12,10,6,0,3,0,0,37,9,6,18,7,7,3,0,0,0,53,0,4,3,10,0,0,0,0,0,14,0,3,3,0,0,0,5,0,0,16,0,0,0,0,0,0,3,4,0,4,0,4,0,0,0,0,5,0,0,8,17,26,50,35,31,20,17,4,0,190,5,12,25,13,24,8,7,0,0,98,5,13,20,24,11,3,6,0,0,78,12,19,32,16,20,6,0,0,0,105,0,7,6,12,8,5,0,0,0,35
UCL522002,0,0,3,6,3,4,15,3,0,49,0,5,0,3,0,4,5,0,0,16,0,0,5,0,6,5,4,8,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,6,12,9,11,19,17,26,13,3,117,0,3,7,7,11,19,20,7,3,77,0,0,3,0,3,0,0,0,0,11,0,0,0,3,0,6,11,0,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,15,12,21,30,32,18,3,132,0,9,8,12,11,22,34,12,6,120,0,5,5,0,9,4,8,0,0,31,6,0,9,5,8,12,11,7,0,56,0,0,0,0,0,0,0,3,0,5
UCL522003,0,5,10,0,4,0,0,0,0,24,0,0,3,0,9,0,3,0,0,18,0,8,8,8,3,5,3,0,0,37,3,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,11,7,18,27,16,17,9,9,0,0,115,0,9,13,9,5,0,3,3,0,37,0,0,3,4,0,0,0,0,0,15,5,3,3,7,13,8,0,0,0,37,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,5,14,26,26,23,4,4,3,0,107,3,18,23,7,11,3,3,3,0,66,0,0,8,10,9,0,3,0,0,29,5,13,11,12,14,10,6,0,0,79,3,3,6,0,0,5,0,0,0,13
UCL522004,0,5,3,4,0,3,0,0,0,18,9,4,4,9,4,0,0,0,0,26,5,8,10,6,9,0,0,0,0,41,3,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,23,14,22,16,6,3,0,0,110,3,6,3,5,0,6,0,0,0,22,3,0,9,3,4,4,0,0,0,23,5,5,9,9,4,3,0,0,0,40,0,0,4,0,3,0,0,0,0,6,5,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,15,13,28,20,16,13,7,3,0,113,10,15,5,8,0,4,6,0,0,39,8,7,7,9,10,0,0,0,0,50,13,15,27,13,13,3,0,0,0,75,10,0,4,3,4,0,0,0,0,16
UCL522005,0,0,7,11,8,3,0,0,0,24,0,0,6,9,8,3,0,0,0,22,4,0,5,8,3,0,0,0,0,31,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,10,0,25,28,12,11,3,4,0,96,8,8,6,5,5,8,0,0,0,36,0,4,3,12,3,0,0,0,0,28,7,0,3,7,6,3,0,0,0,29,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,23,30,17,18,4,5,0,123,3,8,14,15,9,7,0,0,0,62,0,3,9,15,14,9,0,0,0,53,8,0,16,20,8,3,0,0,0,60,0,0,0,4,0,4,0,0,0,16
