UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,12,13,0,0,3,6,16,20,7,0,71,0,0,0,0,0,3,6,0,0,7,12,3,5,6,11,31,30,15,4,125,0,0,0,0,0,5,14,12,3,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,6,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,6,0,13,0,0,0,0,0,0,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,3,0,6,0,3,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,10,0,0,28,15,4,8,8,14,37,30,13,0,124
UCL522025,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,8,0,3,0,8,0,4,3,0,0,26,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,3,3,6,0,21,25,9,11,15,17,13,15,5,3,109,6,0,3,3,0,8,6,3,0,37,36,14,15,30,17,47,41,18,13,225,0,4,0,0,3,9,19,14,5,53,0,8,0,4,3,6,4,0,0,34,0,0,0,0,0,0,6,10,0,23,0,0,0,0,0,0,0,0,5,8,0,0,0,4,0,9,13,0,0,32,0,0,0,0,4,8,18,8,8,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,7,0,13,0,5,0,13,0,8,4,0,0,47,0,0,0,0,0,4,0,0,4,3,0,0,6,5,4,7,10,5,0,41,52,13,23,24,16,30,28,12,8,205
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,3,0,11,0,0,0,7,12,15,22,7,0,67,0,0,0,0,0,0,3,4,0,8,5,4,7,9,15,32,38,24,7,144,0,0,0,0,0,12,20,16,0,50,5,0,7,0,0,0,6,0,0,19,0,0,0,0,0,6,3,7,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,13,4,0,23,0,0,0,0,0,3,7,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,0,0,4,0,6,6,3,0,24,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,9,6,3,0,26,13,3,10,5,18,37,37,22,0,143
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,6,0,6,4,8,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,0,10,17,11,7,14,10,15,6,6,0,83,10,0,0,3,0,0,4,0,0,12,29,20,12,18,19,33,27,17,0,172,0,0,0,0,0,10,9,12,4,43,0,0,4,3,4,9,3,4,0,30,0,0,0,0,0,5,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,0,22,0,0,0,0,3,0,8,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,14,4,11,5,6,4,12,11,0,0,46,0,0,0,0,0,0,0,3,0,6,3,3,0,3,0,9,4,0,0,31,41,20,20,29,25,30,15,9,3,187
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,7,7,15,11,8,3,5,8,6,0,62,0,0,0,0,0,0,0,5,0,8,10,13,18,8,4,11,15,7,3,97,0,0,0,0,0,5,7,5,3,18,4,0,5,3,0,3,6,4,0,15,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,0,0,0,0,0,0,5,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,6,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,3,3,4,0,16,16,13,23,15,8,16,12,6,0,117
UCL522029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,14,0,0,0,0,0,3,0,0,0,3,6,0,3,4,3,0,4,0,0,23,44,12,17,17,11,12,5,4,0,122,0,0,0,0,3,5,3,0,0,8,49,16,23,27,25,21,20,10,3,199,0,0,0,0,3,3,8,5,3,27,3,3,4,7,0,3,4,0,0,21,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,6,3,6,0,24,0,0,0,0,0,3,6,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,6,5,0,3,4,0,0,25,0,0,0,0,0,3,0,0,0,3,6,0,0,9,3,0,8,3,4,30,85,27,33,35,25,20,14,3,0,241
UCL522030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,17,3,16,10,6,7,3,0,0,66,5,5,3,3,5,0,0,0,0,27,28,10,27,14,14,13,14,3,0,125,0,0,0,0,0,6,3,3,0,16,0,0,3,3,6,4,0,0,0,19,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,10,0,0,0,3,0,6,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,7,0,0,4,4,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,3,0,3,0,5,0,0,0,0,10,50,11,26,24,16,20,8,0,0,161
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,22,34,17,10,3,0,0,0,124,0,0,0,0,0,0,0,0,0,4,43,20,37,18,11,9,9,0,0,153,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,5,0,0,30,0,0,0,0,0,0,5,0,0,9,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,13,102,40,48,28,14,6,0,0,0,248
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,0,21,31,33,20,19,15,10,0,0,0,128,13,0,0,0,4,4,0,0,0,25,50,44,25,28,33,28,5,0,0,208,0,0,0,0,0,3,0,0,0,7,0,3,0,0,9,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,13,6,0,0,43,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,4,7,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,3,0,0,26,71,64,35,32,25,21,9,0,0,252
UCL522033,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,4,0,0,3,4,8,8,3,0,0,26,0,0,0,0,0,0,4,5,0,8,0,0,0,0,3,3,4,0,0,18,19,10,8,6,14,11,15,4,0,88,0,0,4,0,0,0,9,0,0,17,25,18,9,13,28,32,50,16,0,193,0,0,0,3,4,19,26,13,0,64,8,3,3,3,6,8,12,5,0,39,0,0,0,0,0,3,9,3,0,18,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,9,12,8,0,36,0,0,0,0,4,7,13,16,0,33,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,7,9,3,0,25,3,3,3,4,8,15,11,3,0,49,0,0,0,0,0,0,6,3,0,10,11,0,0,4,7,15,11,3,0,49,32,25,22,13,24,28,29,5,3,178
UCL522034,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,10,7,5,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,21,19,13,19,13,13,4,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,11,5,6,0,38,0,0,0,3,0,8,4,0,0,18,0,0,0,0,0,5,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,36,32,28,18,10,8,0,0,0,125
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,7,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,8,5,12,5,8,0,0,46,5,0,0,0,0,0,0,0,0,16,23,8,14,8,21,16,15,4,7,113,0,0,0,3,4,7,8,4,0,35,4,3,3,4,4,8,3,0,0,32,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,9,6,0,4,26,0,0,0,0,3,6,0,0,4,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,0,12,0,0,8,3,5,7,3,0,3,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,17,24,7,10,8,24,10,11,0,0,100
UCL522036,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,12,9,7,6,0,0,49,0,0,0,0,0,0,0,0,0,0,8,7,5,11,13,22,21,6,0,88,0,0,0,0,0,8,22,6,0,37,0,0,0,0,3,5,6,0,0,25,0,0,0,0,0,6,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,3,0,24,0,0,0,0,3,3,11,5,3,16,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,9,0,0,0,3,10,6,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,15,28,11,14,15,14,16,17,0,0,109
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,14,29,0,3,10,8,6,4,0,0,61,0,0,6,0,0,3,0,0,0,25,38,6,19,18,13,16,16,6,0,137,0,0,0,4,3,11,9,6,0,39,3,3,3,5,7,5,3,3,0,26,0,0,0,0,3,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,17,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,4,3,5,10,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,0,21,47,5,14,23,18,13,10,0,6,138
UCL522038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,41,15,27,23,5,14,3,3,0,132,0,0,4,4,0,4,0,4,6,18,39,23,35,41,16,29,26,13,10,223,0,0,0,4,4,7,14,4,0,39,4,9,0,3,9,0,3,0,0,36,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,9,5,4,0,27,0,0,0,0,0,0,5,5,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,3,3,0,0,27,0,0,0,0,0,0,0,0,0,4,5,0,3,0,3,0,0,0,4,20,91,42,53,48,31,29,14,7,0,311
UCL522039,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,10,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,5,0,0,19,19,14,21,15,5,26,6,0,0,113,6,4,5,0,0,3,4,0,0,22,26,18,30,27,29,44,20,9,0,215,0,0,0,3,3,8,10,0,0,29,0,5,9,9,8,14,8,0,0,45,0,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,20,3,5,3,43,0,0,0,0,5,9,4,4,0,24,0,0,0,0,3,5,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,6,10,8,3,0,0,0,23,0,0,0,0,0,4,3,0,0,7,3,0,5,5,3,7,3,0,0,37,49,37,45,29,25,48,24,6,0,251
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,3,5,0,13,13,8,5,0,47,0,0,0,0,6,0,3,0,0,8,9,7,5,3,17,26,25,10,0,100,0,0,0,0,0,8,16,7,0,31,0,0,6,0,0,5,5,5,0,17,0,0,0,0,3,3,6,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,8,4,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,8,0,0,10,7,10,6,3,14,30,22,6,0,103
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,13,0,10,6,4,9,12,3,0,62,5,4,0,0,6,3,9,4,0,31,22,9,11,14,22,33,33,8,4,138,0,0,0,0,3,11,12,3,0,29,4,8,0,3,0,9,8,0,0,27,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,13,0,0,28,0,0,0,0,0,10,7,0,0,19,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,3,0,16,0,0,0,0,8,4,8,0,0,23,0,0,0,0,0,3,3,0,0,9,3,6,0,0,0,9,4,0,0,24,33,10,17,14,16,26,26,7,3,144
UCL522042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,40,18,31,23,14,15,3,0,0,143,19,9,6,7,3,4,0,0,0,48,62,32,47,34,24,24,12,0,0,230,0,0,0,0,0,5,4,4,0,18,3,5,6,10,5,0,3,0,0,33,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,14,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,0,6,7,3,0,5,0,0,22,79,33,77,63,44,40,20,5,0,357
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,32,37,31,13,16,4,0,0,0,135,22,0,3,3,0,6,0,0,0,34,57,39,34,21,25,12,9,0,0,190,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,7,5,0,0,23,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,62,57,65,26,32,13,4,0,0,255
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,13,9,10,6,11,11,16,15,0,0,75,0,0,3,0,7,3,5,0,0,18,14,8,15,12,17,26,31,6,0,133,0,0,0,0,0,7,20,10,4,36,4,0,0,0,0,0,5,0,0,18,0,0,0,0,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,4,0,15,0,3,0,0,0,8,10,0,0,20,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,4,0,0,13,0,0,0,3,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,13,6,0,0,18,19,15,20,21,17,26,27,5,0,156
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,11,14,9,5,3,0,0,0,63,14,3,6,0,0,0,0,0,0,27,32,25,20,11,7,8,0,0,0,108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,41,30,23,10,9,6,0,0,0,123
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,15,20,0,0,9,8,11,6,0,0,53,0,0,0,5,9,13,11,6,0,43,24,6,9,21,18,36,34,13,0,158,0,0,0,0,8,11,13,8,0,46,0,0,0,5,7,3,7,4,0,29,0,0,0,0,0,4,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,26,0,0,0,0,0,0,10,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,0,0,3,4,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,0,0,22,30,9,11,20,13,24,18,0,0,137
UCL522047,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,0,4,0,0,3,0,4,4,8,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,7,6,5,4,7,0,0,18,26,9,7,9,7,20,9,0,0,86,15,16,0,4,5,13,24,6,8,88,42,29,17,21,18,40,54,17,7,250,0,0,0,4,5,5,21,5,7,48,9,5,0,6,7,8,12,6,5,51,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,4,0,0,4,0,0,0,0,7,5,6,6,5,31,0,0,0,0,0,4,11,7,3,28,0,0,0,0,3,0,3,0,5,13,0,0,0,0,0,3,3,0,0,8,4,4,4,11,5,3,0,0,0,34,0,0,0,4,0,0,0,5,0,10,0,0,5,6,4,8,3,3,0,28,52,20,15,17,17,30,20,4,4,172
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,4,3,0,0,14,12,0,11,9,8,15,4,9,0,72,4,0,6,0,0,3,6,5,0,20,14,3,17,10,12,27,21,19,0,143,0,0,0,0,6,5,12,8,0,30,0,7,0,9,7,4,6,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,0,21,0,0,0,0,0,0,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,7,0,4,0,0,0,22,0,0,0,0,0,0,0,4,0,4,3,4,0,5,0,7,5,0,0,25,37,13,22,19,17,25,20,11,3,171
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,16,9,3,5,11,14,19,5,0,76,17,8,4,9,3,11,12,0,0,68,37,13,15,18,20,35,46,6,5,196,0,0,0,0,6,7,19,4,0,36,0,0,4,6,3,3,11,3,0,28,0,0,0,0,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,3,0,31,0,0,0,0,0,5,10,8,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,10,0,0,7,0,3,4,3,0,0,22,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,7,0,20,31,6,15,17,24,25,34,3,4,162
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,5,4,0,3,3,0,0,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,6,0,8,24,5,14,12,10,17,9,3,3,100,5,0,0,0,5,8,6,3,10,31,32,10,21,19,27,28,18,27,22,206,0,0,0,3,0,8,13,12,3,43,6,0,3,4,5,4,0,4,4,33,0,0,0,0,0,0,6,6,7,19,0,0,0,0,0,0,0,9,0,6,0,0,0,0,3,0,9,11,3,27,0,0,0,0,0,0,9,3,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,7,4,12,0,5,4,7,5,7,3,3,0,36,0,0,0,0,0,0,0,5,0,6,0,0,0,4,0,4,5,6,0,18,49,14,25,20,31,27,20,11,9,210
