UCL_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
UCL522006,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,0,3,12,9,9,6,0,47,0,0,0,0,0,5,0,0,10,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,20,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,18,9,12,27,22,22,9,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,8,3,8,0,0,26,0,3,0,10,3,5,0,0,31,0,0
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,8,0,5,7,6,15,13,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,7,0,0,0,7,0,0,0,3,3,0,0,0,13,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,5,4,11,9,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,4
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,13,3,3,0,0,32,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,19,3,10,10,20,15,9,6,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,13,0,0,0,3,0,0,0,0,8,5,3
UCL522010,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,5,3,6,4,4,0,0,34,4,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,6,8,37,15,10,11,14,18,24,12,5,117,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,6,3,0,0,28,0,5,0,6,3,3,0,0,15,0,0
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,7,3,0,32,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,4,0,5,4,0,32,10,6,26,11,11,23,11,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,4,0,0,5,0,0,11,0,4
UCL522012,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,10,6,11,15,18,0,0,58,0,3,0,4,0,3,0,0,16,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,13,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,7,0,0,19,8,25,13,22,31,37,3,4,137,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,21,0,0,0,5,3,10,3,0,20,0,0
UCL522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,8,13,6,0,0,39,0,0,3,5,0,0,0,0,9,0,0,0,6,5,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,14,9,10,13,20,24,11,0,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,4,7,3,0,0,19,0,5,3,3,4,0,0,0,13,0,6
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,0,0,24,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,4,0,7,7,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4
UCL522015,0,8,4,3,0,4,0,0,22,0,0,7,0,0,0,0,0,9,0,21,12,9,14,25,7,0,90,0,6,9,6,4,8,4,0,44,0,3,0,3,0,3,0,0,13,0,9,3,0,5,4,0,0,20,0,0,0,5,5,6,0,0,18,0,3,6,0,4,10,7,0,32,4,3,0,3,3,5,4,0,19,0,4,0,0,0,0,0,0,5,4,5,5,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,0,8,5,0,4,6,3,0,24,12,71,54,33,58,70,22,0,331,0,5,3,4,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,9,0,10,16,0,10,10,4,0,52,0,0,7,4,8,20,3,0,41,5,13
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,3,0,22,4,13,6,9,11,8,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,0,12,4,0,0,31,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,3,9,3,22,7,11,8,3,22,20,15,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,5,5,0,0,9,0,0,0,3,0,0,0,0,5,0,3
UCL522018,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,3,8,9,0,0,31,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,11,0,0,30,4,12,4,17,22,28,9,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,0,4,0,0,0,0,0,0,4,0,0
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,0,0,15,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,10,0,0,15,3,15,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,3,0,0,0,11,0,5,8,5,13,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,5,0,4,0,0,0,7,0,0
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,4,7,0,0,24,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,14,4,3,16,14,9,20,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,0,8,0,0,0,0,0,13,0,0
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,20,0,7,4,8,10,9,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,0,9,5,3,0,4,23,0,0,0,0,0,3,0,0,9,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,5,3,0,0,22,0,8,11,17,21,16,7,4,78,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,12,0,4,0,0,0,0,0,0,8,0,0
UCL522024,0,0,3,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,21,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,11,0,0,0,3,0,3,3,0,9,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,12,18,27,16,5,81,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,4,0,21,0,0,0,5,3,9,4,0,25,0,0
UCL522025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,5,8,0,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,7,10,7,0,40,11,10,10,15,17,21,10,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,9,0,0,6,0,4,0,0,0,10,0,0
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,16,5,0,40,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,5,0,4,3,4,18,31,15,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,12,0,0,0,0,7,7,6,0,16,0,3
UCL522027,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,8,0,8,7,4,0,29,0,4,0,0,4,0,0,0,8,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,4,0,0,19,5,12,23,12,21,16,8,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,4,0,0,7,0,0,0,0,0,3,0,0,8,0,0
UCL522028,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,3,9,8,9,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,0,0,4,3,0,32,0,4,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,12,5,12,20,4,7,10,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,3,3,5,0,0,0,12,0,0,0,4,0,0,0,0,3,4,0
UCL522030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,6,3,3,0,0,28,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,4,0,0,0,18,8,9,20,9,18,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7,0,5
