UCL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
UCL522007,0,0,0,0,0,0,7,0,0,7,0,5,0,0,5,0,5,0,0,5,0,3,0,0,3,0,5,0,0,5,0,6,0,0,6,4,18,0,0,19,0,29,0,0,26,0,12,0,0,11,0,3,0,0,3,4,91,3,0,97,0,3,0,0,3,0,8,4,0,8,0,4,0,0,4,0,5,0,0,5,0,18,0,0,18,0,9,0,0,9,0,5,0,0,6,0,21,0,0,24,0,28,0,0,32,0,7,0,0,7,0,0,0,0,0,3,100,8,0,107,0,6,0,0,6,0,10,4,0,16,0,5,0,0,5,0,12,0,0,12,0,21,0,0,21,0,14,0,0,14,0,16,0,0,15,4,38,0,0,42,0,54,0,0,56,0,15,0,0,17,0,4,0,0,9,3,195,10,0,205
UCL522008,0,7,3,0,14,0,6,4,0,9,0,0,0,0,0,0,3,0,0,3,0,10,0,0,7,0,7,0,0,10,5,8,0,0,11,0,21,0,0,21,0,17,0,0,20,0,4,0,0,8,0,0,0,0,0,5,86,9,0,96,0,0,0,0,0,4,13,8,0,20,0,4,0,0,4,0,3,0,0,4,0,14,0,0,13,0,11,0,0,11,0,14,0,0,15,3,9,6,0,18,0,14,0,0,14,0,3,4,0,7,0,0,0,0,0,13,78,17,0,112,0,10,3,0,11,4,16,7,0,28,0,5,0,0,5,0,9,0,0,5,0,21,0,0,22,0,18,0,0,21,6,16,0,0,21,3,32,6,0,44,0,27,0,0,34,5,12,4,0,14,0,0,0,0,0,17,164,25,0,210
UCL522009,0,10,0,0,10,0,19,0,0,21,0,10,0,0,10,0,13,0,0,14,0,15,3,0,15,0,16,0,0,22,0,36,3,0,41,0,18,5,0,24,0,11,0,0,11,0,4,0,0,6,0,0,0,0,0,8,152,12,0,173,0,11,0,0,11,0,14,4,0,15,0,16,5,0,22,0,14,0,0,11,4,16,0,0,17,0,27,0,0,27,0,26,0,0,36,0,18,0,0,20,0,16,0,0,11,0,6,0,0,6,0,0,0,0,0,4,156,11,0,168,0,16,0,0,16,0,33,5,0,36,0,32,5,0,31,0,27,3,0,23,4,32,0,0,34,0,42,0,0,47,3,66,7,0,72,0,43,3,0,48,5,20,0,0,25,0,6,0,0,10,0,0,0,0,0,10,311,20,0,344
UCL522010,0,8,0,0,12,0,31,0,0,31,4,19,4,0,23,0,16,0,0,16,0,17,0,0,17,0,17,0,0,20,4,14,0,0,19,0,18,10,0,31,0,11,15,0,32,0,7,6,0,13,0,3,8,0,10,6,173,43,0,222,0,9,0,0,9,0,32,0,0,33,0,14,0,0,14,0,3,0,0,5,0,16,0,0,14,0,22,0,0,27,0,22,0,0,26,0,20,3,0,25,0,14,6,0,25,0,3,6,0,12,0,0,0,0,6,5,153,16,3,182,0,18,0,0,18,0,62,0,0,64,4,36,4,0,37,0,18,0,0,19,0,31,0,0,30,0,41,0,0,42,4,37,0,0,45,0,43,11,0,53,0,28,24,0,54,0,10,16,0,26,4,3,8,0,13,12,328,62,3,394
UCL522011,0,14,0,0,11,0,9,0,0,6,0,3,5,0,11,0,4,0,0,4,0,15,0,0,15,5,21,10,0,34,0,13,4,0,15,0,23,0,0,22,4,20,10,0,32,4,15,0,0,22,0,5,0,0,5,8,134,29,0,169,0,8,0,0,8,0,13,0,0,17,0,3,0,0,3,0,12,0,0,13,0,16,5,0,20,0,9,10,0,19,0,9,0,0,12,0,22,0,0,26,4,21,4,0,23,0,3,0,0,11,0,0,0,0,0,7,118,26,0,151,0,17,0,0,18,0,15,9,0,28,0,4,4,0,10,0,17,0,0,20,0,35,5,0,36,4,33,17,0,53,0,20,4,0,27,0,42,0,0,44,10,42,8,0,56,4,19,4,0,30,0,9,0,0,9,14,250,55,0,319
UCL522012,0,14,0,0,14,0,25,0,0,27,0,4,0,0,4,0,3,0,0,7,0,22,3,0,25,0,22,0,0,22,0,27,0,0,28,0,49,6,0,56,0,58,3,0,60,0,20,0,0,20,0,8,0,0,6,4,255,12,0,276,0,13,0,0,13,0,17,0,0,17,0,3,0,0,3,0,4,0,0,5,0,30,0,0,29,0,14,3,0,21,0,21,3,0,23,0,44,3,0,48,4,45,8,0,57,0,28,4,0,32,0,4,0,0,8,10,223,15,0,248,0,27,0,0,27,0,41,0,0,37,0,9,0,0,9,0,9,0,0,11,0,52,5,0,59,0,37,3,0,42,3,47,9,0,53,5,94,4,0,102,9,103,9,0,118,0,45,4,0,46,0,13,0,0,17,17,474,30,0,520
UCL522013,0,17,0,0,17,5,21,0,0,25,0,20,0,0,18,0,12,0,0,12,0,11,0,0,19,4,26,0,0,27,0,29,0,0,33,4,34,0,0,39,0,25,5,0,27,0,3,0,0,6,0,5,0,0,5,12,190,8,0,208,0,10,0,0,10,0,20,0,0,21,0,14,4,0,15,0,8,3,0,11,0,20,0,0,20,0,21,0,0,23,0,39,0,0,39,9,34,3,0,36,0,17,0,0,17,0,9,0,0,10,0,3,0,0,5,9,192,14,0,215,0,21,0,0,21,5,42,3,0,47,0,31,4,0,35,0,17,3,0,17,0,34,0,0,33,4,42,3,0,51,0,66,0,0,74,12,65,7,0,81,0,42,5,0,46,0,16,3,0,19,6,3,0,0,8,27,385,20,0,426
UCL522014,0,7,0,0,7,4,17,0,0,18,0,3,0,0,3,0,7,0,0,7,0,16,0,0,16,0,13,0,0,13,0,14,0,0,14,0,18,0,0,18,0,7,0,0,9,0,6,0,0,6,0,0,0,0,0,3,94,6,0,104,0,7,0,0,7,0,15,0,0,15,0,4,0,0,4,0,6,0,0,6,0,10,0,0,9,0,11,0,0,10,4,15,0,0,15,0,17,0,0,18,0,4,0,0,9,0,5,0,0,5,0,0,0,0,0,7,100,0,0,105,0,14,0,0,14,4,31,0,0,38,0,12,0,0,12,0,13,0,0,13,0,22,0,0,24,0,16,0,0,25,4,24,0,0,26,0,28,0,0,29,3,10,0,0,18,0,9,0,0,9,0,0,0,0,0,10,193,4,0,205
UCL522015,0,26,3,0,27,0,45,3,0,48,0,10,0,0,10,0,17,0,0,13,0,79,5,7,90,0,62,4,0,72,0,43,0,0,48,3,80,0,0,85,6,108,5,0,119,0,41,0,0,39,0,0,0,0,0,11,500,23,8,547,0,27,0,0,29,0,32,0,0,39,0,9,0,0,9,0,37,0,0,38,0,63,5,12,79,0,68,3,0,75,0,32,0,0,33,3,86,9,0,94,0,105,7,0,118,0,23,6,0,30,0,0,0,0,0,9,495,31,13,543,0,49,5,0,51,0,80,4,0,82,0,18,0,0,18,0,55,0,3,53,0,140,12,17,171,0,136,7,0,147,0,75,0,0,80,8,169,6,0,183,9,213,11,0,229,0,61,0,0,71,0,5,0,0,5,22,999,55,21,1097
UCL522016,0,5,0,0,10,0,14,5,0,19,0,7,0,0,10,0,0,0,0,5,0,7,0,0,17,0,8,7,0,9,5,15,5,0,19,0,19,4,0,25,5,14,0,0,18,3,15,0,0,15,0,0,0,0,0,14,106,24,0,143,0,0,5,0,5,0,19,5,0,21,0,8,0,0,8,0,8,0,0,6,0,8,0,0,15,4,14,3,0,21,4,10,0,0,12,3,19,3,0,20,0,13,3,0,14,0,10,0,0,13,0,0,0,0,5,16,105,27,0,144,0,6,9,0,16,3,33,9,0,50,0,14,0,0,14,0,11,0,0,8,0,17,5,0,25,4,20,11,0,37,6,22,3,0,32,7,37,8,0,51,5,27,3,0,36,6,20,0,0,30,0,0,0,0,5,31,211,45,0,292
UCL522017,0,7,0,0,7,0,13,0,0,21,0,3,0,0,3,0,3,0,0,7,0,12,0,0,12,0,19,0,0,19,0,20,0,0,18,0,31,3,0,34,3,36,0,0,39,4,8,3,0,20,0,3,0,0,3,18,155,10,0,183,0,9,0,0,10,0,19,3,0,21,0,4,0,0,6,0,6,0,0,11,0,22,0,0,21,0,11,0,0,12,5,21,0,0,24,6,33,3,0,42,0,29,0,0,28,0,6,0,0,6,0,0,0,0,0,10,159,12,0,184,0,14,0,0,21,0,40,0,0,37,0,4,0,0,4,0,12,0,0,16,0,30,0,0,36,0,28,0,0,27,4,39,0,0,46,3,62,10,0,77,8,59,4,0,65,9,13,5,0,27,0,3,0,0,5,30,309,28,0,367
UCL522018,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,8,8,0,14,0,4,0,0,4,0,13,5,0,17,0,29,4,0,34,3,35,4,0,48,0,15,0,0,20,0,0,0,0,0,7,114,25,0,143,0,0,3,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,8,0,4,5,0,9,0,3,3,0,10,3,11,0,0,14,0,26,0,0,31,0,31,0,0,35,0,9,0,0,9,0,0,0,0,0,7,91,20,0,114,0,0,3,0,0,0,0,0,0,4,0,6,0,0,7,0,9,0,0,14,0,15,8,0,24,0,12,3,0,13,3,25,6,0,36,7,52,3,0,64,10,67,6,0,77,0,24,0,0,26,0,0,0,0,0,14,203,47,0,263
UCL522019,0,0,4,0,4,0,7,3,0,17,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,10,0,17,0,3,0,0,3,3,15,3,0,19,0,8,0,0,14,0,4,0,0,4,0,5,0,0,9,3,66,20,0,92,0,3,4,0,5,0,4,9,0,18,0,4,0,0,6,0,4,0,0,3,0,4,3,0,10,0,8,5,0,12,0,9,0,0,9,0,14,3,0,15,0,7,0,0,7,0,7,0,0,4,3,5,0,0,4,3,58,29,0,98,0,3,11,0,11,0,11,17,0,29,0,5,0,0,8,0,3,0,0,5,0,7,5,0,10,0,16,13,0,25,0,13,0,0,19,3,32,3,0,36,0,22,0,0,21,0,9,0,0,9,0,8,3,0,8,8,126,53,0,189
UCL522020,0,6,5,0,14,0,16,0,0,17,0,12,0,0,12,0,7,0,0,7,0,21,0,0,21,0,18,0,0,20,0,11,3,0,14,0,23,0,0,26,0,12,0,0,16,0,0,0,0,3,0,0,0,0,0,3,123,13,0,144,0,15,0,0,14,0,26,0,0,26,0,10,0,0,11,0,15,0,0,15,0,19,0,0,19,0,14,4,0,17,0,13,0,0,13,0,21,0,0,20,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,3,133,5,0,144,0,20,7,0,26,0,45,0,0,50,0,21,0,0,21,0,18,0,0,18,0,36,0,0,36,0,30,8,0,34,0,23,3,0,23,0,41,5,0,46,4,20,0,0,23,0,0,0,0,6,0,0,0,0,0,6,257,23,0,287
UCL522021,0,6,0,0,6,0,29,0,0,30,0,8,0,0,8,0,10,0,0,12,0,9,0,0,9,0,20,5,0,23,0,25,3,0,26,5,14,0,0,19,0,31,0,0,33,0,15,0,0,18,0,0,0,0,0,10,169,8,0,186,0,8,0,0,8,0,22,0,0,22,0,6,0,0,9,0,8,0,0,8,0,9,0,0,9,5,29,0,0,32,0,14,0,0,14,0,16,0,0,13,0,26,0,0,34,0,11,0,0,12,0,5,0,0,4,12,148,6,0,167,0,11,0,0,11,0,47,0,0,46,0,9,0,0,11,0,20,0,0,17,0,18,0,0,18,5,48,5,0,52,0,40,3,0,42,5,32,0,0,35,0,59,0,0,65,3,24,0,0,26,0,5,0,0,4,15,320,12,0,347
UCL522022,0,5,0,0,9,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,8,0,0,13,0,12,5,0,14,0,15,3,0,18,0,20,3,0,25,3,12,0,0,18,0,11,5,0,14,0,0,0,0,0,5,91,18,0,114,0,5,0,0,10,0,6,3,0,12,0,0,0,0,6,0,5,0,0,6,0,12,0,0,12,0,6,3,0,6,0,15,5,0,24,0,14,0,0,21,0,14,0,0,20,4,6,0,0,7,0,0,0,0,0,8,94,22,0,122,0,16,3,0,20,0,15,4,0,15,0,0,4,0,7,0,7,0,0,10,0,24,0,0,26,0,15,0,0,24,0,29,11,0,43,6,37,0,0,42,3,29,5,0,34,4,17,5,0,26,0,0,0,0,0,12,188,35,0,233
UCL522023,0,3,0,0,5,4,15,0,0,19,0,3,0,0,3,0,5,0,0,5,0,14,0,0,18,0,15,4,0,14,0,17,3,0,22,0,24,5,0,35,4,21,4,0,26,0,11,0,0,11,0,5,0,0,9,15,135,17,0,164,0,7,4,0,11,0,25,0,0,27,0,5,0,0,5,0,4,0,0,4,0,20,0,0,19,0,13,0,0,13,0,22,0,0,26,0,26,5,0,26,4,21,3,0,23,0,8,0,0,8,5,0,0,0,5,14,148,14,0,173,0,11,5,0,13,4,41,0,0,45,0,15,0,0,15,0,9,0,0,9,3,29,0,0,33,4,30,4,0,36,4,39,3,0,46,0,50,10,0,60,8,38,0,0,47,0,18,0,0,18,8,5,0,0,9,30,275,28,0,331
UCL522024,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,3,0,0,3,0,3,0,0,3,0,4,0,0,4,0,8,0,0,8,0,19,0,0,19,0,32,0,0,31,0,18,0,0,22,0,0,0,0,4,3,103,5,0,112,0,4,0,0,4,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,6,0,11,0,0,11,0,31,0,0,31,0,33,0,0,30,0,15,0,0,15,0,3,0,0,4,6,118,0,0,125,0,3,0,0,3,0,9,0,0,15,0,6,0,0,6,0,3,0,0,3,0,10,0,0,10,0,12,0,0,12,0,23,0,0,23,0,48,0,0,55,0,61,0,0,64,0,33,0,0,39,0,3,6,0,10,6,220,7,0,234
UCL522025,0,9,0,0,9,0,22,0,0,23,0,9,0,0,12,0,14,0,0,13,0,15,0,0,16,0,16,4,0,22,0,22,7,0,23,0,28,5,0,37,3,44,6,0,51,3,13,3,0,24,5,6,0,0,9,14,184,31,0,237,0,7,0,0,7,0,25,3,0,27,0,7,0,0,7,0,7,3,0,9,0,11,3,0,15,0,24,3,0,30,0,17,0,0,17,0,36,8,0,47,0,31,6,0,41,4,14,3,0,18,6,4,0,0,13,15,184,31,0,225,0,15,6,0,15,0,42,6,0,46,0,14,0,0,16,0,18,4,0,25,0,27,3,0,30,0,41,3,0,47,0,36,9,0,42,0,64,11,0,81,12,68,14,0,95,5,29,12,0,44,5,9,0,0,16,32,366,65,0,461
UCL522026,0,4,0,0,4,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,3,0,0,3,0,12,0,0,10,0,34,0,0,34,3,44,0,0,47,3,29,0,0,32,3,0,0,0,3,14,131,4,0,148,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,0,4,0,7,0,0,7,0,9,0,0,9,0,10,0,0,15,3,29,0,0,32,4,38,0,0,38,0,23,0,0,24,4,4,0,0,7,7,133,3,0,144,0,6,0,0,6,0,9,0,0,9,0,3,0,0,3,0,0,0,0,0,0,12,0,0,14,0,12,0,0,12,0,25,0,0,20,3,58,0,0,62,8,80,3,0,88,8,54,5,0,58,7,5,0,0,11,17,263,7,0,292
UCL522027,0,5,0,0,8,0,14,0,0,21,0,6,0,0,9,0,4,0,0,3,0,21,0,0,16,0,22,10,0,28,0,22,5,0,25,0,30,0,0,37,0,25,0,0,28,3,12,0,0,15,0,5,0,0,5,16,161,19,0,197,0,3,0,0,3,0,20,5,0,22,0,5,0,0,10,3,6,0,0,13,0,10,0,0,12,0,16,0,0,18,6,11,0,0,19,0,28,0,0,33,0,21,4,0,27,7,9,0,0,17,0,0,0,0,0,14,143,11,0,172,0,12,0,0,9,3,36,4,0,48,0,14,3,0,12,3,9,0,0,19,0,24,0,0,30,0,38,13,0,48,6,34,5,0,36,9,61,0,0,66,3,43,3,0,50,10,23,3,0,32,0,9,0,0,9,37,300,29,0,366
UCL522028,0,4,0,0,3,0,8,0,0,8,0,0,0,0,0,0,5,0,0,5,0,16,0,0,16,0,10,0,0,10,0,4,0,0,4,0,12,0,0,12,0,21,5,0,23,0,8,0,0,13,0,0,0,0,0,3,83,5,0,87,0,8,0,0,8,3,3,0,0,3,0,4,0,0,4,0,9,0,3,7,0,16,0,3,21,0,8,0,0,11,0,4,0,0,4,0,12,0,0,11,0,13,0,0,15,0,11,0,0,7,0,0,0,0,3,6,86,3,10,108,0,7,0,0,10,3,6,0,0,13,0,4,0,0,4,0,13,0,3,18,0,28,0,3,40,0,19,0,0,21,0,11,0,0,11,0,20,0,0,29,4,29,4,0,38,0,16,4,0,22,0,3,0,0,6,6,166,10,10,198
UCL522029,0,16,0,0,16,0,34,0,0,40,5,12,0,0,15,0,6,0,0,6,0,21,0,0,23,0,25,0,0,25,0,18,0,0,18,3,13,0,0,15,0,20,0,0,23,3,10,0,0,10,0,0,0,0,0,13,176,3,0,189,0,19,0,0,18,4,31,0,0,32,0,12,0,0,12,0,5,0,0,5,0,20,3,0,23,0,27,0,0,27,0,25,0,0,25,0,16,0,0,21,0,20,0,0,20,0,4,0,0,10,0,0,0,0,3,12,186,6,0,199,0,35,0,0,33,4,61,0,0,71,5,21,0,0,25,0,5,0,0,5,0,41,4,0,49,0,49,0,0,54,0,37,0,0,44,5,31,3,0,39,0,43,0,0,40,9,13,0,0,25,6,0,0,0,3,20,357,14,0,393
UCL522030,0,14,0,0,14,0,18,6,0,27,0,4,3,0,0,0,5,0,0,5,0,9,0,6,21,0,20,4,0,25,0,19,3,0,18,0,25,3,0,31,0,5,0,0,8,3,0,0,0,5,0,0,0,0,0,5,130,21,7,167,0,8,3,0,10,0,10,0,0,19,0,0,3,0,5,0,4,0,0,10,0,23,3,0,27,0,9,4,0,14,0,12,5,0,14,0,11,0,0,13,0,7,0,0,14,0,0,0,0,3,0,0,0,0,0,7,96,23,0,125,0,27,3,0,25,0,34,7,0,42,0,0,7,0,5,0,10,0,0,17,0,34,4,6,46,0,35,6,0,37,0,25,5,0,37,0,37,4,0,44,0,22,3,0,23,5,3,0,0,12,0,0,0,0,0,9,232,41,7,287
UCL522031,0,25,0,0,25,0,35,0,0,35,0,14,0,0,14,0,8,0,0,8,0,14,0,0,20,0,18,0,0,16,0,14,0,0,17,0,13,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,3,3,150,0,14,0,0,14,0,28,0,0,33,0,19,0,0,19,0,0,0,0,5,0,33,0,0,37,0,23,0,0,18,0,11,0,0,11,0,6,0,0,9,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,140,5,0,151,0,38,0,0,38,0,67,0,0,65,0,31,0,0,31,0,15,0,5,16,0,53,5,0,55,0,35,0,0,43,0,25,0,0,30,3,17,0,0,25,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,279,9,3,306
UCL522032,0,27,0,0,31,0,19,0,0,19,0,19,0,0,19,0,20,0,0,20,0,20,0,0,22,0,24,0,0,25,0,16,0,0,17,0,11,9,0,20,0,9,9,0,15,0,0,0,0,0,0,0,0,0,0,3,166,21,0,190,0,18,0,0,18,0,35,0,0,35,0,19,0,0,19,0,22,0,0,21,0,25,0,0,25,0,23,0,0,28,0,26,4,0,33,0,19,5,0,28,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4,190,16,0,208,0,44,0,0,45,0,57,0,0,57,0,34,0,0,34,0,43,0,0,42,0,45,0,0,43,0,51,6,0,52,0,47,7,0,50,0,30,12,0,47,4,15,7,0,18,0,0,0,0,5,0,0,0,0,0,9,357,32,0,395
UCL522033,0,7,0,0,7,5,8,3,0,16,0,10,0,0,10,0,3,0,0,3,0,18,0,0,21,0,8,4,0,11,3,24,0,0,25,4,30,3,0,37,7,42,4,0,48,6,17,6,0,26,0,0,0,0,5,22,174,18,0,209,0,4,0,0,4,0,21,0,0,20,0,7,0,0,7,0,10,0,0,8,0,9,4,0,9,0,12,0,0,11,0,27,0,0,28,4,25,3,0,32,9,36,3,0,50,3,16,0,0,16,0,0,0,0,0,15,162,11,0,192,0,15,0,0,15,8,31,3,0,37,0,19,0,0,19,0,11,0,0,10,0,27,4,0,30,0,19,5,0,26,3,51,0,0,59,8,57,4,0,68,14,77,6,0,95,13,30,3,0,51,0,3,0,0,4,38,337,30,0,406
UCL522034,0,0,3,0,0,0,10,3,0,10,0,6,0,0,6,0,9,0,0,6,0,24,0,0,23,0,17,0,0,17,0,5,0,0,5,0,13,0,0,14,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,87,11,0,101,0,5,0,0,5,0,10,0,0,13,0,10,0,0,12,0,3,3,0,4,0,13,0,0,13,0,13,0,0,19,0,6,0,0,13,3,7,0,0,13,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,11,82,7,0,95,0,8,3,0,9,0,20,5,0,27,0,16,0,0,22,0,10,3,0,12,0,34,0,0,40,0,29,0,0,33,0,15,0,0,19,3,19,0,0,22,4,7,0,0,10,6,0,0,0,6,0,0,0,0,0,14,160,15,0,194
UCL522035,0,8,0,0,8,0,10,0,0,12,0,5,0,0,5,0,0,0,0,0,0,11,0,0,12,0,8,0,0,7,0,19,0,0,19,4,23,0,0,29,4,12,0,0,20,0,3,0,0,3,0,0,0,0,4,8,91,8,0,112,0,5,0,0,5,0,10,4,0,15,0,4,0,0,7,0,6,0,0,6,0,10,0,0,13,0,9,0,0,8,0,22,0,0,21,0,16,0,0,16,0,10,0,0,15,0,0,0,0,4,4,0,0,0,7,15,91,5,0,111,0,10,0,0,10,0,24,3,0,26,0,6,0,0,11,0,3,0,0,3,0,16,0,0,21,0,14,3,0,18,0,39,0,0,41,4,40,0,0,43,5,25,0,0,33,0,5,4,0,10,7,0,3,0,10,20,187,15,0,226
UCL522036,0,4,0,0,4,0,16,0,0,16,0,8,0,0,8,0,4,0,0,4,0,11,0,0,13,0,11,0,0,9,0,17,3,0,24,0,15,0,0,15,0,27,0,0,31,0,4,0,0,10,0,0,0,0,3,7,111,6,0,120,0,0,0,0,0,0,7,0,0,7,0,6,0,0,6,0,3,0,0,3,0,5,0,0,5,0,11,0,0,11,0,9,0,0,13,3,16,0,0,22,0,15,0,0,21,0,6,0,0,6,0,0,0,0,0,11,78,0,0,88,0,5,0,0,5,0,22,0,0,22,0,9,0,0,9,0,5,0,0,5,0,15,0,0,21,0,18,0,0,17,0,27,5,0,38,3,29,0,0,28,3,44,0,0,50,4,9,0,0,14,0,0,0,0,3,14,190,12,0,213
