SAL_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
SAL50581,0,49,49,0,788,788,0,2812,2812,0,2925,2925,0,280,280,0,0.8,0.8,0,3.2,3.2,0,6.3,6.3
SAL50582,25,52,52,425,487,483,1624,952,964,1093,913,959,156,200,200,0.8,0.7,0.7,2.7,2,2,0,1.9,1.9
SAL50583,17,49,47,423,547,540,1234,992,1004,1400,1378,1387,300,293,295,1,0.7,0.7,3.6,2.2,2.3,8.2,1.1,1.4
SAL50584,0,37,37,0,840,840,0,1958,1958,0,2000,2000,0,280,280,0,0.8,0.8,0,2.8,2.8,0,7.1,7.1
SAL50585,22,47,46,780,807,806,2437,1646,1669,2000,1756,1800,200,350,345,1.1,0.7,0.7,4.1,2.5,2.5,8.6,1,1.2
SAL50586,46,45,45,949,780,794,2750,1839,1892,1917,1717,1717,335,350,350,1.2,0.9,0.9,3.1,2.6,2.7,14.3,0.9,1.7
SAL50587,20,40,40,664,878,876,1483,1953,1949,2110,1968,1972,350,390,390,0.9,0.7,0.7,3,2.6,2.6,1.7,0.6,0.6
SAL50588,0,35,35,0,949,949,0,2749,2749,0,1260,1260,0,0,0,0,0.8,0.8,0,3,3,0,0,0
SAL50589,64,63,63,1625,417,433,1625,833,833,0,433,433,0,275,275,0.6,1,1,2,2,2,0,5,4.8
SAL50590,0,53,53,0,474,474,0,450,450,0,0,0,0,240,240,0,1.2,1.2,0,1.8,1.8,0,25,25
SAL50591,27,48,29,238,575,248,468,3749,480,0,1300,1300,65,0,65,1.3,1.5,1.3,3.3,3.7,3.3,20.5,33.3,21.4
SAL50592,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
SAL50593,28,62,62,824,596,599,2249,924,949,3000,1200,1235,300,250,255,0.9,0.6,0.6,3,1.9,2,33.3,1.7,3.3
SAL50594,18,46,46,366,898,875,1437,2228,2207,3000,2264,2300,250,350,350,1,0.7,0.8,2.9,2.3,2.3,5.6,1.9,2
SAL50595,0,53,53,0,900,900,0,1499,1499,0,0,0,0,250,250,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL50596,36,33,35,949,1531,1437,1125,2250,2249,0,0,0,0,200,200,0.2,0.8,0.7,1,2.7,2.5,0,0,0
SAL50597,0,30,30,0,1562,1562,0,2250,2250,0,1400,1400,0,0,0,0,0.9,0.9,0,3.4,3.4,0,7.7,7.7
SAL50598,32,54,53,0,680,665,350,977,966,0,1648,1648,0,0,0,1,0.8,0.8,3,2.2,2.2,0,0,0
SAL50599,33,42,42,1625,979,981,2874,2655,2658,1550,2600,2600,585,600,600,0.8,0.8,0.8,3.2,2.8,2.8,0,0.6,0.6
SAL50600,12,53,50,75,710,695,2250,1375,1416,1300,1272,1300,0,180,180,2,0.7,0.7,4,2.4,2.5,0,0,0
SAL50601,2,44,44,0,700,700,1125,1958,1625,0,4498,4498,240,300,270,1,0.9,0.9,5,2.5,2.6,0,5.6,5.3
SAL50602,25,37,30,347,1491,452,893,1993,1228,1430,2500,1780,120,138,125,1.3,0.7,1.1,3.4,1.8,2.9,27.3,4.3,20.1
SAL50603,21,46,45,505,745,741,1924,1680,1686,1767,1733,1733,350,350,350,0.8,0.7,0.7,3.3,2.5,2.5,2.5,0.7,0.8
SAL50604,24,42,42,2166,738,764,4749,1812,1861,1615,1648,1648,200,255,250,1,0.8,0.8,3.3,2.5,2.6,16.7,2.2,3.1
SAL50605,50,51,51,1375,703,714,1375,1374,1312,0,932,932,0,300,300,0.2,1,1,1,2.4,2.3,0,11.8,11.1
SAL50606,22,37,31,0,1031,1031,0,900,900,0,0,0,0,269,269,0,1.3,1.3,0,2,2,0,33.3,33.3
SAL50607,31,39,39,966,890,892,2750,1846,1856,2600,1996,2000,360,380,380,1,0.7,0.7,3.5,2.6,2.6,10.7,0.9,1.1
SAL50608,39,37,37,1999,2187,2167,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0
SAL50609,23,40,39,425,772,765,1145,1403,1396,1733,1733,1733,300,320,320,0.9,0.7,0.7,2.9,2.2,2.2,9,1.5,1.8
SAL50610,19,31,31,1042,1202,1200,2444,2446,2446,1993,2000,2000,420,410,410,1,0.8,0.8,3.4,2.9,2.9,7,1,1.1
SAL50611,26,33,33,575,1460,1434,1731,2796,2756,1352,1733,1717,249,320,300,0.9,0.7,0.7,3.3,2.6,2.7,9.6,0.9,1.4
SAL50612,44,48,47,225,900,875,0,2374,2374,0,2167,2167,450,250,350,1,0.7,0.7,4,2.5,2.6,0,0,0
SAL50613,21,33,33,1224,1067,1068,2550,2410,2412,2167,2000,2000,430,420,420,1,0.8,0.8,3.7,3.2,3.2,5.8,1.4,1.4
SAL50614,0,41,41,0,712,712,0,1125,1125,0,150,150,0,0,0,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL50615,29,44,44,474,756,742,1270,1436,1425,1625,1517,1517,250,280,280,1,0.7,0.8,3.1,2.4,2.5,10.5,2.6,3
SAL50616,15,45,44,0,575,537,2250,899,900,0,0,0,0,100,100,1.5,0.7,0.7,6,2.7,2.9,0,0,0
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,16,52,51,1024,743,745,2749,1625,1660,2240,1642,1658,300,305,300,1,0.7,0.7,3.5,2.4,2.4,0,0.6,0.6
SAL50619,16,29,29,866,1010,1008,2291,2088,2098,1894,1950,1950,390,385,385,0.9,0.8,0.8,3.5,3.1,3.1,6.7,1.9,2.1
SAL50620,39,49,49,1125,632,639,2249,1194,1208,1839,1903,1903,450,300,300,0.9,0.8,0.8,3.1,2.2,2.2,0,1.9,1.8
SAL50621,4,50,50,0,585,585,1375,949,1041,0,1733,1733,0,250,250,2,0.7,0.8,4,2.1,2.2,100,2.9,5.7
SAL50622,23,36,36,508,881,874,1625,1783,1782,1733,1735,1734,360,370,370,0.9,0.7,0.7,3.1,2.5,2.5,10.9,1.2,1.4
SAL50623,23,43,42,840,873,872,3749,1995,2037,2250,2088,2100,430,400,400,1,0.7,0.7,4.2,2.6,2.6,0,0.7,0.7
SAL50624,0,43,43,0,900,900,0,1124,1124,0,2500,2500,0,270,270,0,0.7,0.7,0,1.7,1.7,0,0,0
SAL50625,30,42,41,390,780,771,1625,2154,2131,2275,2032,2058,330,375,370,0.9,0.8,0.8,3.5,3,3,15.6,2,2.6
SAL50626,0,50,50,0,963,963,0,2799,2799,0,2600,2600,0,320,320,0,0.7,0.7,0,2.9,2.9,0,2.2,2.2
SAL50627,0,39,39,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,28,46,46,1375,715,717,2750,1635,1679,1846,1811,1831,485,330,335,0.9,0.7,0.7,3.4,2.7,2.7,7.1,0.7,0.9
SAL50629,12,51,51,1124,662,670,1375,2111,2097,1733,2304,2264,250,380,360,1.3,0.7,0.8,4.3,2.6,2.7,0,1.3,1.3
SAL50630,0,42,42,0,662,662,0,1424,1424,0,1101,1101,0,120,120,0,1,1,0,2.7,2.7,0,2.7,2.7
SAL50631,0,41,41,0,872,872,0,1899,1899,0,1650,1650,0,300,300,0,0.9,0.9,0,2.9,2.9,0,2.3,2.3
SAL50632,50,45,47,2500,2143,2187,0,3750,3750,0,0,0,0,380,380,0,0.6,0.6,0,2,2,0,0,0
SAL50633,22,38,38,755,841,839,1865,1753,1758,1820,1733,1733,370,380,380,0.9,0.7,0.7,3.3,2.5,2.5,6.1,1.4,1.6
SAL50634,23,49,49,349,766,733,1125,1359,1328,0,1259,1259,220,125,150,1.1,0.8,0.8,3.5,2.5,2.5,0,2.2,2.2
SAL50635,30,34,34,624,1197,1194,1074,1859,1852,4225,1733,1752,300,365,365,1,0.9,0.9,2.2,1.8,1.8,6.7,3.5,3.5
SAL50636,20,29,29,817,1039,1034,2100,2072,2073,1751,1800,1800,360,370,370,0.9,0.8,0.8,3.2,2.9,2.9,10,2.3,2.6
SAL50637,43,48,48,1375,966,982,3250,1937,1968,0,1086,1086,0,110,110,1,0.8,0.8,4,2.7,2.7,0,0,0
SAL50638,20,44,44,1125,982,983,2333,2468,2465,2513,2400,2400,450,490,490,0.8,0.7,0.7,3.2,2.8,2.8,0,0.5,0.5
SAL50639,16,42,41,724,599,599,1542,1299,1304,1326,1300,1300,280,300,300,1.1,0.7,0.7,3.6,2.5,2.5,13.3,2.6,3
SAL50640,71,47,48,350,784,769,2750,1312,1375,0,1700,1700,0,0,0,0.6,0.7,0.7,4,2.4,2.4,0,0,0
SAL50641,23,39,38,337,854,842,1468,1718,1714,2167,1950,1950,250,300,300,1,0.8,0.8,3.3,2.4,2.4,9.3,1.7,1.9
SAL50642,0,34,34,0,982,982,0,2124,2124,0,1733,1733,0,150,150,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL50643,50,57,54,425,525,487,649,900,866,1083,2297,1690,0,100,100,0.6,0.8,0.8,2,2,2,0,4.5,4.2
SAL50644,52,42,43,2500,833,866,2750,2374,2624,823,2167,2124,0,325,325,0.4,0.8,0.8,2,2.5,2.5,0,0,0
SAL50645,21,35,34,624,959,956,2083,2235,2234,2210,1950,1965,385,400,400,0.9,0.7,0.7,3.3,2.9,2.9,5.3,1.3,1.4
SAL50646,25,54,54,450,767,735,1375,1625,1562,0,1524,1524,300,325,300,0.7,0.7,0.7,3,2.3,2.3,0,2,1.9
SAL50647,0,52,52,0,850,850,0,1124,1124,0,2383,2383,0,600,600,0,0.7,0.7,0,2.3,2.3,0,8.3,8.3
SAL50648,0,65,65,0,725,725,0,725,725,0,0,0,0,0,0,0,0.3,0.3,0,1,1,0,0,0
SAL50649,0,31,31,0,1208,1208,0,1624,1624,0,0,0,0,0,0,0,0.5,0.5,0,2,2,0,0,0
SAL50650,0,38,38,0,1562,1562,0,3249,3249,0,0,0,0,0,0,0,0.7,0.7,0,2.6,2.6,0,0,0
SAL50651,0,57,57,0,749,749,0,1375,1375,0,2167,2167,0,0,0,0,0.6,0.6,0,1.6,1.6,0,0,0
SAL50652,0,50,50,0,833,833,0,1875,1875,0,1243,1243,0,350,350,0,0.7,0.7,0,2.7,2.7,0,0,0
SAL50653,49,47,47,1875,729,748,3999,2067,2067,1300,2087,2006,0,373,373,0.9,0.9,0.9,3.5,3,3,0,5.1,5
SAL50654,24,47,46,1125,744,748,2083,1507,1542,980,1100,1088,235,250,250,0.8,0.7,0.7,2.7,2.1,2.1,0,0.9,0.9
SAL50655,11,57,55,225,790,771,474,1600,1525,500,1500,1357,280,200,200,0.9,0.7,0.7,3,2.1,2.2,0,1.5,1.5
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,21,51,51,449,962,955,3750,2511,2534,1700,2184,2167,0,575,575,0.9,0.7,0.7,4.3,2.7,2.7,0,0.4,0.4
SAL50658,33,51,50,1375,825,837,1875,1583,1656,1875,1300,1343,0,200,200,0.8,0.8,0.8,2.5,2.1,2.1,0,0,0
SAL50659,0,37,37,0,1625,1625,0,1874,1874,0,0,0,0,0,0,0,0.8,0.8,0,3,3,0,0,0
SAL50660,0,44,44,0,1041,1041,0,2250,2250,0,1500,1500,0,150,150,0,0.9,0.9,0,3.3,3.3,0,0,0
SAL50661,20,35,35,588,771,767,1640,1791,1785,1733,1669,1670,330,350,350,0.9,0.8,0.8,3.5,2.9,2.9,7.5,2.2,2.4
SAL50662,23,44,44,649,1020,1013,1562,1359,1367,0,1035,1035,193,175,175,0.8,0.7,0.7,2,2.3,2.3,0,0,0
SAL50663,0,47,47,0,833,833,0,2333,2333,0,0,0,0,0,0,0,0.9,0.9,0,3.3,3.3,0,0,0
SAL50664,16,46,46,900,995,995,3750,3133,3144,1950,2600,2600,610,635,635,0.8,0.7,0.7,3.6,3,3,0,0.3,0.3
SAL50665,0,51,51,0,1687,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50666,15,41,37,0,575,574,900,1124,949,867,0,867,0,26,26,1,1.6,1.5,3,2.3,2.4,0,14.3,12.5
SAL50667,0,52,52,0,1062,1062,0,1999,1999,0,1300,1300,0,0,0,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50668,36,39,39,634,1103,1100,1375,2037,2031,1733,2200,2200,328,310,310,0.8,0.8,0.8,1.8,2.3,2.3,0,1.4,1.4
SAL50669,0,67,67,0,725,725,0,1625,1625,0,1140,1140,0,0,0,0,0.7,0.7,0,1.9,1.9,0,14.3,14.3
SAL50670,30,36,36,949,1106,1105,1474,1863,1862,1990,1900,1900,360,400,400,0.8,0.7,0.7,2.2,2.1,2.1,1.9,1.2,1.2
SAL50671,0,38,38,0,1499,1499,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,3,3,0,0,0
SAL50672,16,48,48,250,1017,933,2374,2100,2100,500,1677,1516,0,235,235,1,0.8,0.8,3,2.6,2.6,0,3.2,3
SAL50673,32,41,34,335,2166,350,1312,2124,1416,0,0,0,85,0,85,1.3,0.6,1.2,4.1,1.3,3.8,28.6,0,25
SAL50674,22,56,55,450,687,669,4250,1281,1312,2300,1040,1062,0,230,230,1.3,0.8,0.8,4,2.4,2.4,0,12.5,12
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,45,45,0,712,712,0,1312,1312,0,777,777,0,250,250,0,0.8,0.8,0,2.4,2.4,0,0,0
SAL50677,0,48,48,0,624,624,0,1333,1333,0,1500,1500,0,135,135,0,0.7,0.7,0,2.3,2.3,0,0,0
SAL50678,42,34,35,1375,1062,1093,2250,1916,1958,0,0,0,0,0,0,1.2,0.8,0.8,5,3,3.1,0,0,0
SAL50679,55,62,61,0,485,474,725,900,880,3228,1733,2000,0,270,270,1.1,0.8,0.8,2,2,2,0,1.6,1.5
SAL50680,0,31,31,0,1042,1042,0,2124,2124,0,0,0,0,0,0,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50681,20,50,50,374,752,748,900,1791,1708,1538,1700,1655,0,281,281,0.6,0.7,0.7,3,2.8,2.8,0,1,1
SAL50682,28,45,45,450,909,907,1625,2355,2349,2387,2167,2167,500,435,445,0.9,0.7,0.7,3.8,2.9,2.9,0,0.4,0.3
SAL50683,21,39,39,1125,969,973,2333,2352,2351,1899,2000,2000,450,440,440,0.9,0.7,0.7,3.7,2.9,2.9,4.7,1.4,1.5
SAL50684,0,44,44,0,762,762,0,1531,1531,0,2275,2275,0,175,175,0,0.7,0.7,0,2.4,2.4,0,1.6,1.6
SAL50685,28,54,29,440,933,479,833,3250,866,0,0,0,35,40,35,0.9,0.6,0.8,2.5,2,2.5,7.7,0,7.1
SAL50686,22,43,43,575,939,933,1499,2071,2057,1532,1990,1965,300,330,325,1,0.8,0.8,3.2,2.6,2.6,0,1.2,1.2
SAL50687,12,55,54,0,350,350,0,450,450,0,3770,3770,0,0,0,0,0.7,0.7,0,2,2,0,0,0
SAL50688,42,51,51,2499,866,888,5500,1562,1687,3250,1108,1204,0,200,200,1,0.8,0.8,3.5,2.9,2.9,0,2.1,2
SAL50689,13,50,49,575,922,911,2750,1875,1937,0,1517,1517,750,250,350,1,0.7,0.7,5,2.4,2.5,0,0,0
SAL50690,73,42,42,575,630,619,1125,1300,1275,0,600,600,0,250,250,0.6,0.8,0.8,2,3,3,0,0,0
SAL50691,44,34,35,1875,1602,1625,1625,1850,1825,0,0,0,0,265,265,0,0.8,0.8,1,2.3,2.3,0,2.6,2.6
SAL50692,11,37,37,900,970,966,1524,1640,1640,904,1002,1002,188,170,170,1.2,0.7,0.8,3.6,2.4,2.4,25,0,1.6
SAL50693,52,51,51,1875,1062,1125,3499,2125,2374,0,800,800,0,175,175,0.8,0.7,0.7,2,2.3,2.2,0,0,0
SAL50694,19,48,22,257,1781,269,765,2125,862,0,0,0,80,400,80,1.5,0.6,1.4,4.9,1.5,4.3,35.3,0,29
SAL50695,0,47,47,0,1550,1550,0,3250,3250,0,0,0,0,0,0,0,0.7,0.7,0,2.6,2.6,0,0,0
SAL50696,19,36,36,774,1066,1062,2833,2681,2685,1733,2383,2383,320,425,425,0.8,0.7,0.7,3.3,2.9,2.9,6.3,0.4,0.4
SAL50697,0,42,42,0,900,900,0,2187,2187,0,1733,1733,0,200,200,0,0.8,0.8,0,3.1,3.1,0,4.5,4.5
SAL50698,37,40,40,3500,1166,1180,5500,2156,2187,0,1250,1250,200,165,200,0.6,0.8,0.8,2,2.8,2.7,0,0,0
SAL50699,0,40,40,0,933,933,0,1562,1562,0,542,542,0,0,0,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50700,25,52,52,537,905,900,550,1358,1345,0,2178,2178,308,300,300,0.9,0.8,0.8,1.7,1.8,1.8,0,2,2
SAL50701,23,39,39,599,818,815,1531,1691,1688,1649,1733,1733,375,360,360,1,0.8,0.8,2.9,2.3,2.3,6.3,2.1,2.1
SAL50702,32,37,37,880,1038,1036,1374,1684,1681,1452,1966,1952,290,330,330,1,0.8,0.8,2,2,2,8.6,1.8,1.9
SAL50703,45,55,54,1375,602,619,1999,1303,1328,1300,1695,1690,125,275,250,0.6,0.8,0.8,1.8,2.3,2.3,16.7,0.7,1.4
SAL50704,0,46,46,0,3250,3250,0,2250,2250,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
SAL50705,43,52,52,492,633,632,1624,1171,1187,1700,1613,1625,320,320,320,0.8,0.7,0.7,2.6,2.2,2.2,9.1,1.1,1.4
SAL50706,0,45,45,0,1375,1375,0,2250,2250,0,0,0,0,0,0,0,0.9,0.9,0,2.7,2.7,0,7.7,7.7
SAL50707,22,49,49,739,774,773,2200,1616,1622,2167,2100,2100,350,360,360,0.9,0.7,0.7,3.4,2.4,2.4,0,0.8,0.8
SAL50708,61,44,44,225,1087,1050,250,1687,1645,0,715,715,245,100,100,0.3,0.7,0.7,1,2.5,2.5,0,2.2,2.1
SAL50709,29,54,53,524,644,640,1218,1112,1122,2167,1506,1600,295,255,258,1,0.7,0.7,2.9,2.1,2.1,15.4,1.5,2.2
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,16,44,44,100,722,718,900,1778,1771,0,2057,2057,365,300,300,1.1,0.8,0.8,2.6,2.6,2.6,0,2.1,2.1
SAL50712,29,35,35,687,1200,1175,1474,2128,2095,1700,1517,1517,315,300,300,0.9,0.8,0.8,2.5,2.2,2.3,2.3,2,2
SAL50713,0,42,42,0,939,939,0,2625,2625,0,1733,1733,0,175,175,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50714,26,45,45,1208,864,866,2749,2108,2108,2843,2182,2193,390,440,433,0.8,0.7,0.7,2.8,2.6,2.6,0,0.3,0.3
SAL50715,70,40,40,900,850,866,900,1687,1625,0,1424,1424,0,240,240,0.2,0.9,0.8,1,2.8,2.7,0,0,0
SAL50716,23,57,27,296,1812,315,918,2399,1031,0,0,0,75,192,75,1.5,0.5,1.3,4.4,1.4,4,41.7,0,35.3
SAL50717,24,35,34,450,965,922,1625,1864,1839,390,923,900,160,170,170,0.8,0.7,0.7,2.1,2.3,2.2,6.7,1,1.4
SAL50718,23,37,36,524,1054,1012,2050,2237,2217,900,1000,1000,190,210,200,0.9,0.8,0.8,2.7,2.4,2.4,3.8,2.3,2.4
SAL50719,48,54,53,1125,742,748,1999,1604,1604,1453,1950,1929,0,340,340,0.5,0.7,0.7,2.5,2.4,2.4,0,1,1
SAL50720,0,44,44,0,824,824,0,474,474,0,412,412,0,0,0,0,0.8,0.8,0,2,2,0,0,0
SAL50721,48,0,48,350,0,350,350,0,350,0,0,0,100,0,100,0.3,0,0.3,1,0,1,0,0,0
SAL50722,33,60,60,449,609,599,725,929,919,650,1500,1488,0,220,220,0.8,0.6,0.6,2.3,2.1,2.1,0,1,1
SAL50723,14,42,34,575,1125,1028,1375,1312,1325,0,0,0,120,125,120,1.4,0.9,1,3.8,1.9,2.4,40,0,11.1
SAL50724,20,32,31,350,607,588,1124,1753,1718,3533,1950,2000,200,300,300,1.1,0.7,0.8,3.7,2.6,2.6,9.1,2.3,2.7
SAL50725,26,42,42,612,810,808,2062,1926,1927,1750,2011,2003,350,390,390,0.9,0.7,0.7,2.9,2.6,2.6,0,1.3,1.2
SAL50726,42,30,30,1125,1166,1156,900,1812,1625,0,1192,1192,0,100,100,0.3,0.9,0.9,1,1.8,1.7,0,5.6,5.3
SAL50727,10,41,36,500,816,814,474,1600,1550,0,389,260,100,65,80,1.2,0.7,0.7,4.5,2.2,2.3,0,3,2.9
SAL50728,29,33,33,450,1760,1692,1274,3125,3075,3700,2166,2167,225,306,301,0.9,0.8,0.8,3.7,3.1,3.1,0,2.5,2.3
SAL50729,0,54,54,0,1312,1312,0,2250,2250,0,0,0,0,192,192,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL50730,21,37,33,456,599,558,1291,1228,1233,1056,1000,1000,218,225,220,1.1,0.7,0.8,3.6,2.4,2.7,13.8,1.9,4.4
SAL50731,19,31,30,885,896,895,1958,2130,2122,1733,1863,1857,370,370,370,0.8,0.8,0.8,3.5,3,3,0,1.3,1.2
SAL50732,59,45,45,1749,850,850,2499,2316,2316,2500,1950,1950,0,345,345,0.7,0.8,0.8,2,2.8,2.8,0,3.8,3.7
SAL50733,50,33,33,350,2124,1625,900,0,900,0,0,0,50,0,50,1,0,1,2,0,2,0,0,0
SAL50734,32,47,47,2250,735,744,7000,1937,1968,0,2059,2059,0,197,197,1,0.7,0.7,2.5,2.6,2.6,0,3.3,3.2
SAL50735,58,38,38,3250,2291,2333,0,225,225,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
SAL50736,0,40,40,0,833,833,0,1583,1583,0,1600,1600,0,251,251,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL50737,28,34,34,999,1190,1190,1324,1583,1583,0,0,0,400,280,280,1.5,1.3,1.3,1.5,1.5,1.5,0,2.4,2.3
SAL50738,29,39,39,1125,1586,1577,1125,2055,2028,0,867,867,923,407,450,1,1.1,1.1,3.5,1.5,1.6,0,2.4,2.3
SAL50739,34,48,48,1024,725,727,0,1359,1359,0,1758,1758,0,300,300,0,0.9,0.9,0,2.5,2.5,0,4.7,4.7
SAL50740,20,41,41,687,983,982,3062,2455,2456,2500,2591,2588,222,450,450,0.9,0.8,0.8,2.9,2.7,2.7,3.3,0.6,0.7
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,24,40,38,446,723,698,959,1355,1308,1200,1000,1005,190,210,200,1,0.8,0.8,2.9,2.4,2.4,10.5,3.4,4.2
SAL50743,9,52,49,0,668,668,1625,1687,1666,3000,2650,2825,0,0,0,1.7,0.8,0.8,7,2.5,2.7,0,0,0
SAL50744,0,53,53,0,477,477,0,749,749,0,893,893,0,250,250,0,0.8,0.8,0,2,2,0,7.1,7.1
SAL50745,21,30,30,774,921,918,2583,1887,1895,2514,1741,1781,296,420,420,0.9,0.7,0.7,4.1,2.7,2.7,9.1,0.8,1
SAL50746,0,31,31,0,1333,1333,0,2249,2249,0,0,0,0,62,62,0,0.9,0.9,0,3.1,3.1,0,0,0
SAL50747,44,54,53,356,548,517,754,928,909,867,749,749,135,165,160,0.9,0.7,0.7,2.3,2.1,2.1,5.6,0.6,1.1
SAL50748,26,41,40,568,688,682,1538,1347,1355,1560,1500,1500,300,290,290,1,0.7,0.7,3.1,2.4,2.4,8.9,1.9,2.2
SAL50749,47,54,54,350,563,556,1375,1036,1040,1200,1193,1194,165,231,230,1,0.7,0.7,2.8,2.2,2.2,0,0.7,0.7
SAL50750,0,34,34,0,1524,1524,0,2250,2250,0,600,600,0,0,0,0,0.9,0.9,0,3.3,3.3,0,0,0
SAL50751,0,30,30,0,2499,2499,0,4250,4250,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
SAL50752,26,38,38,474,1082,1072,1625,2514,2496,3467,2600,2600,330,380,375,1,0.8,0.8,2.9,2.6,2.6,12.9,1.2,1.4
SAL50753,0,50,50,0,622,622,0,1145,1145,0,1200,1200,0,200,200,0,0.8,0.8,0,2.2,2.2,0,0,0
SAL50754,23,36,35,505,691,683,1158,1446,1433,1300,1517,1517,320,300,300,0.9,0.8,0.8,3.3,2.7,2.7,6.5,4,4.1
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,21,36,36,680,800,798,1550,1598,1597,1743,1733,1733,300,350,350,0.9,0.8,0.8,2.7,2.5,2.5,7.7,3.2,3.3
SAL50757,38,51,51,399,523,521,1324,1458,1458,2500,1800,1834,215,270,250,0.8,0.8,0.8,2,2.4,2.4,0,0,0
SAL50758,27,40,39,687,763,760,1312,1527,1512,325,1625,1625,320,340,333,1,0.7,0.7,3.3,2.5,2.5,6.3,0.9,1
SAL50759,39,40,40,1437,2125,1874,2250,1375,1624,0,0,0,0,0,0,0.6,1,0.9,2,1,1.3,0,0,0
SAL50760,22,33,29,257,1204,593,575,1531,1267,0,4637,4637,73,575,75,1.4,1.2,1.3,3.6,1.7,2.4,30.4,10.5,18
SAL50761,48,50,50,1156,655,690,2749,1718,1768,1300,1733,1733,0,273,273,1.1,0.8,0.8,3.3,2.5,2.6,0,1.1,1
SAL50762,0,61,61,0,2150,2150,0,4799,4799,0,9999,9999,0,1000,1000,0,0.8,0.8,0,2.2,2.2,0,0,0
SAL50763,37,55,55,450,783,779,1125,1390,1375,1800,1910,1820,195,220,195,1,0.9,0.9,1.9,2.3,2.2,14.3,4.3,5.1
SAL50764,20,44,44,710,825,825,2363,2004,2012,2253,2000,2000,435,410,418,0.9,0.7,0.7,3.5,2.6,2.6,5.3,0.7,0.7
SAL50765,0,51,51,0,900,900,0,1875,1875,0,0,0,0,0,0,0,1.1,1.1,0,2.5,2.5,0,0,0
SAL50766,21,38,38,1166,920,922,2399,2236,2239,1733,1907,1907,385,408,405,0.9,0.7,0.7,3.7,2.9,2.9,4.2,0.7,0.7
SAL50767,0,47,47,0,575,575,0,1274,1274,0,0,0,0,0,0,0,0.9,0.9,0,3,3,0,0,0
SAL50768,49,47,47,349,712,700,1625,1062,1093,0,1350,1350,300,250,285,1.3,0.8,0.8,4.3,2.4,2.5,33.3,1.8,3.4
SAL50769,0,28,28,0,1093,1093,0,1625,1625,0,0,0,0,76,76,0,0.9,0.9,0,3.4,3.4,0,0,0
SAL50770,0,63,63,0,687,687,0,1437,1437,0,1625,1625,0,0,0,0,0.6,0.6,0,2.1,2.1,0,0,0
SAL50771,25,48,46,680,803,793,1300,1268,1273,921,1083,1083,230,200,200,0.9,0.7,0.7,2.9,2.2,2.2,7.9,1.6,2.1
SAL50772,50,57,57,1749,725,774,0,1687,1687,0,1343,1343,0,138,138,0,0.7,0.7,0,2.1,2.1,0,0,0
SAL50773,39,53,50,369,788,744,450,1224,986,650,650,650,120,115,120,0.9,0.7,0.7,2.6,2,2.1,8.7,0.9,2.2
