SAL_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL50530,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,8,0,3,3,0,0,0,3,10,17
SAL50531,0,0,0,0,0,0,3,0,3,5,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,17
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50533,0,10,10,0,7,9,0,7,9,0,18,18,0,44,44,0,40,37,0,37,37,0,52,53,5,78,80,4,69,75,0,63,64,3,53,61,0,128,127,8,90,92,0,7,7,20,703,723
SAL50534,0,32,32,0,17,12,5,28,30,6,58,61,10,155,164,3,152,161,3,116,122,9,130,140,3,124,130,5,114,120,8,83,84,0,67,70,0,137,143,8,116,127,0,17,23,60,1346,1419
SAL50535,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,24,24
SAL50536,3,21,24,4,14,17,10,27,43,15,67,83,13,156,167,15,130,150,12,101,109,4,93,97,16,94,108,0,87,87,4,73,78,0,48,49,3,159,160,13,74,85,3,21,26,115,1165,1283
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
SAL50538,0,0,0,0,0,0,0,0,0,8,0,8,4,3,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,15
SAL50539,0,3,3,0,3,3,0,5,5,0,6,6,0,6,6,0,18,19,0,7,7,0,11,12,0,14,14,0,8,8,0,13,14,0,6,6,0,11,11,0,5,5,0,3,3,0,119,122
SAL50540,0,0,0,0,0,0,5,0,5,20,0,20,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,8,8,11,0,11,0,0,0,42,14,56
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,0,19,19,0,7,7,0,7,7,0,12,14,0,56,59,3,42,40,3,46,45,0,68,62,0,91,96,0,66,65,0,82,82,0,42,49,7,209,219,3,118,122,0,22,22,16,887,908
SAL50543,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,3,3,0,3,3,0,10,10,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,32,32
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,8,8
SAL50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,6,6,0,0,0,0,15,15,0,11,13,4,22,22,0,25,25,4,25,20,0,39,44,5,40,43,0,25,25,0,18,16,0,11,11,0,22,22,0,34,35,0,9,8,13,302,305
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
SAL50550,8,73,84,0,31,33,10,124,131,12,190,205,28,421,450,20,343,360,19,279,297,21,362,375,10,361,369,12,219,232,8,154,161,8,132,137,6,152,154,8,197,212,3,57,63,173,3095,3263
SAL50551,0,10,10,0,3,3,0,11,11,6,12,16,3,31,38,5,29,30,0,31,31,0,59,53,4,58,54,0,38,38,0,22,19,0,7,7,0,22,22,0,25,24,0,4,4,18,362,360
SAL50552,0,14,14,0,4,4,0,13,13,5,28,24,0,65,68,0,57,57,0,66,67,0,83,87,0,108,104,0,108,108,3,76,80,3,87,84,4,173,177,3,101,104,0,15,15,18,998,1006
SAL50553,0,10,10,0,9,5,7,12,22,4,53,57,8,84,88,8,89,93,3,85,91,5,140,149,9,154,157,4,105,113,0,72,72,3,48,48,4,100,98,6,83,96,0,9,13,61,1053,1112
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,17
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50556,0,19,18,3,9,15,0,35,38,0,53,60,3,76,84,0,100,98,0,76,80,0,128,128,0,158,161,0,130,130,0,71,71,0,81,79,0,135,138,0,34,32,4,13,14,10,1118,1146
SAL50557,0,5,10,0,0,0,0,3,9,0,12,13,3,25,26,0,27,28,0,14,16,3,22,24,8,37,43,4,27,26,4,30,32,0,26,30,0,51,50,5,39,41,0,6,6,27,324,354
SAL50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,9,9,0,9,9,0,0,0,0,0,0,0,6,6,0,5,5,0,3,3,0,41,41
SAL50559,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,6,6,0,0,0,0,7,7,0,5,5,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,37,37
SAL50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50561,0,8,8,0,0,0,0,11,11,0,23,20,0,46,46,0,59,61,0,35,35,4,45,48,0,37,37,0,24,24,0,31,33,0,26,26,0,61,59,0,53,52,0,10,10,4,469,470
SAL50562,0,0,0,0,0,0,0,6,6,0,4,4,0,7,7,0,10,10,0,12,12,0,4,4,0,23,23,0,18,18,0,13,13,0,14,15,0,26,26,0,31,31,0,0,0,0,168,169
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50564,0,0,0,0,0,0,3,3,7,0,3,3,6,21,28,3,14,13,8,14,19,5,18,25,3,22,28,0,8,8,0,14,14,0,9,9,0,29,29,4,10,9,0,7,7,32,172,199
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,10
SAL50566,0,25,31,0,6,6,3,47,50,7,57,65,12,114,130,10,111,121,0,129,126,7,181,184,3,242,246,9,200,205,3,157,163,4,135,137,8,232,237,15,208,224,0,24,24,81,1868,1949
SAL50567,0,0,0,0,5,5,0,3,3,0,4,4,0,16,16,0,15,14,0,12,12,0,8,7,0,16,16,0,7,7,0,3,3,0,7,7,0,14,14,0,6,6,0,0,0,0,116,114
SAL50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,11,11
SAL50569,0,5,5,0,0,0,0,3,4,0,12,12,0,40,38,0,27,27,4,18,18,5,26,24,0,24,24,0,10,9,0,7,7,0,9,9,0,14,14,0,9,9,6,6,14,15,210,214
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50571,0,22,22,0,7,7,0,19,17,0,28,28,0,94,89,4,78,85,0,69,69,0,111,114,0,127,127,0,103,104,4,88,90,0,73,73,3,313,313,0,92,89,0,13,13,11,1237,1240
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,8,139,150,7,52,58,28,239,270,30,458,497,42,974,1013,31,903,938,30,691,726,35,836,872,42,921,963,25,590,618,12,444,456,16,289,300,16,356,369,28,475,501,16,143,155,366,7510,7886
SAL50575,0,0,0,0,7,7,0,0,0,0,6,6,0,3,3,0,0,0,0,5,5,0,7,7,0,12,12,0,5,5,0,6,6,0,6,6,0,10,10,0,10,10,0,5,5,0,82,82
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50577,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,4,4,0,5,5,0,4,4,0,5,5,0,0,0,0,9,10,0,0,0,0,0,0,0,40,41
SAL50578,0,4,4,0,0,0,0,0,0,0,5,5,3,10,10,0,6,6,0,4,4,0,5,5,0,4,4,0,6,6,0,3,3,0,4,4,0,3,3,0,11,6,0,0,0,3,65,60
SAL50579,0,3,3,0,0,0,0,7,7,0,8,8,0,25,25,0,23,23,0,9,10,0,11,10,0,7,7,0,11,11,0,3,3,0,3,3,0,9,9,0,7,9,0,4,4,0,130,132
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,17,20
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,18,18
SAL50582,0,5,5,0,0,0,0,0,0,0,11,11,4,32,30,0,27,27,0,10,9,3,10,16,0,10,13,0,10,10,0,11,11,0,3,3,0,14,14,0,8,8,0,3,3,7,154,160
SAL50583,6,69,71,0,30,33,15,118,130,10,233,242,30,712,746,26,506,532,24,342,368,22,358,378,5,335,343,4,218,230,7,168,179,3,145,150,10,248,259,27,277,298,5,96,98,194,3855,4057
SAL50584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
SAL50585,0,10,10,0,6,6,0,18,18,6,30,35,0,92,96,0,65,69,5,64,69,3,98,108,3,109,117,3,88,91,0,66,70,0,69,67,3,106,112,4,63,76,0,23,23,27,907,967
SAL50586,0,0,0,0,0,0,0,4,4,0,8,8,0,10,10,0,5,5,0,5,5,0,6,6,0,18,18,4,12,18,0,4,10,0,7,12,0,15,15,5,10,8,0,3,3,9,107,122
SAL50587,0,52,54,0,29,30,3,68,70,4,123,128,4,267,274,0,270,272,4,242,247,3,344,350,3,383,386,3,348,355,7,304,310,7,315,323,9,544,554,8,270,280,0,32,29,55,3591,3662
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,10,10
SAL50589,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,15,15
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50591,0,0,0,0,0,0,13,0,13,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,35,0,36
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,0,0,0,0,0,5,5,0,9,9,0,13,16,0,6,6,0,12,12,0,5,5,0,5,5,0,0,5,0,0,0,0,0,0,0,5,3,0,0,0,0,60,66
SAL50594,0,10,8,0,7,7,0,10,10,0,25,24,4,43,47,0,39,40,0,31,33,4,53,60,0,59,59,0,59,61,0,54,54,0,50,49,3,203,204,0,39,39,0,4,5,11,686,700
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,10,10
SAL50598,0,0,0,0,0,0,0,3,4,0,4,4,0,3,3,0,8,8,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,5,5,0,3,3,0,3,3,0,0,0,0,38,39
SAL50599,0,26,26,0,13,13,0,24,24,0,47,49,0,121,121,0,99,99,0,110,110,0,105,108,0,152,150,0,168,168,5,146,148,0,138,138,4,514,515,0,106,100,0,30,30,9,1799,1799
SAL50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13,13
SAL50601,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,16
SAL50602,3,0,0,14,4,19,44,0,44,43,3,46,39,0,35,30,6,36,22,3,21,13,0,10,16,12,29,9,19,28,7,18,26,6,25,28,3,39,47,34,11,45,18,3,30,301,143,444
SAL50603,0,99,99,0,32,32,9,117,128,12,172,188,11,472,482,10,467,476,16,383,396,9,435,447,10,510,523,14,365,376,6,351,359,14,293,306,19,812,825,27,553,583,0,82,84,157,5143,5304
SAL50604,0,3,3,0,0,0,0,0,0,0,0,0,0,10,10,0,7,7,0,7,7,0,5,5,0,8,8,0,8,8,0,11,10,3,5,5,0,6,11,0,12,15,0,3,3,3,85,92
SAL50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50607,0,23,23,0,9,9,0,26,26,0,59,59,4,158,155,4,150,153,3,152,156,0,191,191,3,227,228,0,205,205,0,178,182,0,109,114,7,301,310,7,144,148,0,18,18,28,1950,1977
SAL50608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50609,6,87,95,5,40,43,11,123,138,15,266,279,16,521,537,11,426,441,9,301,311,8,427,442,15,460,475,9,388,397,8,336,342,6,311,316,14,533,544,11,337,350,10,83,94,154,4639,4804
SAL50610,0,22,22,0,4,4,5,19,24,0,26,31,0,61,61,0,74,80,4,122,125,0,185,186,7,327,336,6,299,306,4,252,256,3,223,228,14,474,484,0,196,200,0,17,17,43,2301,2360
SAL50611,4,3,7,0,0,0,5,4,13,3,9,13,5,35,40,0,35,33,5,18,22,3,38,39,3,59,66,0,83,84,0,82,81,0,77,79,11,283,294,6,60,68,0,5,10,45,791,849
SAL50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0,0,0,0,22,22
SAL50613,0,32,28,0,9,9,0,33,38,0,51,56,0,112,111,4,155,163,0,260,259,0,353,356,5,498,510,4,419,425,6,395,402,8,311,317,9,573,580,9,318,326,0,22,22,45,3541,3602
SAL50614,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,12
SAL50615,0,24,24,0,5,8,0,30,30,0,66,71,9,155,166,0,116,120,9,89,101,11,129,137,3,139,145,3,99,107,4,90,95,0,67,67,0,102,109,7,94,103,3,30,35,49,1235,1318
SAL50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,10
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,4,4,0,0,0,0,8,8,0,9,9,0,15,15,0,21,20,0,11,11,0,12,12,0,17,16,0,18,14,0,11,11,0,15,15,0,15,18,0,9,9,0,10,10,0,175,172
SAL50619,0,9,11,0,0,0,0,8,8,0,13,13,4,23,26,0,43,46,6,54,58,0,95,96,0,118,127,3,94,96,0,74,77,6,53,54,7,79,83,0,70,64,0,0,0,26,733,759
SAL50620,0,11,11,0,3,3,0,7,10,5,19,19,0,55,58,0,55,55,0,26,26,0,28,32,0,42,42,0,21,23,0,26,31,0,14,14,6,31,35,0,17,23,0,8,8,11,363,390
SAL50621,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,4,4,0,0,0,0,3,3,0,6,6,0,0,0,0,3,3,0,3,3,0,7,7,0,0,0,0,34,34
SAL50622,0,44,44,0,12,12,3,37,39,0,96,97,3,212,213,5,176,184,5,203,202,9,243,248,5,304,308,0,298,297,3,245,245,6,201,209,5,289,295,6,203,210,0,31,34,50,2594,2637
SAL50623,0,27,27,0,10,10,0,28,31,0,49,48,0,134,134,0,109,114,0,105,105,0,105,105,4,148,149,5,106,111,8,117,124,3,97,100,4,279,285,8,126,130,0,24,24,32,1464,1497
SAL50624,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,15
SAL50625,0,10,12,0,7,7,5,22,24,6,27,30,0,52,52,0,54,58,4,56,62,5,57,61,5,69,70,0,77,80,0,59,57,0,53,53,3,112,119,3,80,86,3,12,12,34,747,783
SAL50626,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,3,3,0,3,3,0,17,17,0,4,4,0,0,0,0,40,40
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,0,20,20,0,12,12,0,12,12,0,13,13,0,56,56,0,48,48,0,25,29,0,60,60,0,64,61,0,49,51,0,28,28,0,23,28,3,71,73,3,50,56,0,11,5,6,542,552
SAL50629,0,0,8,0,0,0,0,6,6,0,4,4,0,12,12,0,15,13,0,4,4,0,3,3,0,16,20,0,19,19,0,10,10,0,14,14,0,21,21,0,21,22,0,3,3,0,148,159
SAL50630,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,9,9,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,32,32
SAL50631,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,8,8,0,8,8,0,5,5,0,4,4,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,45,45
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50633,5,80,85,0,27,33,12,79,92,3,137,145,10,352,362,12,371,383,17,325,341,17,444,464,18,518,540,14,430,443,16,382,400,6,288,290,21,534,553,18,359,374,4,66,70,173,4392,4575
SAL50634,0,0,0,0,0,0,0,3,3,0,7,7,0,11,12,0,9,9,0,12,12,0,9,9,0,13,13,0,3,3,0,3,3,0,5,5,0,10,10,0,12,12,0,0,0,0,97,98
SAL50635,0,17,17,0,3,3,0,21,25,5,51,50,0,66,71,3,44,47,0,51,51,0,84,84,0,107,105,5,113,120,0,98,98,0,99,98,0,308,308,0,70,73,0,17,17,13,1149,1167
SAL50636,0,11,10,0,7,7,0,15,17,3,24,24,0,51,51,5,72,77,3,93,96,10,139,145,12,206,211,6,199,208,3,130,135,4,92,95,3,157,159,9,126,135,0,6,6,58,1328,1376
SAL50637,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,3,3,0,4,4,0,4,5,0,5,5,0,4,4,0,3,3,0,0,0,0,33,34
SAL50638,0,63,63,0,36,36,3,66,68,0,91,94,0,217,221,0,226,227,6,216,220,0,287,287,3,354,360,6,306,314,4,311,309,3,315,319,7,1065,1076,3,291,296,0,50,50,35,3894,3940
SAL50639,0,19,17,0,6,3,5,20,23,0,40,38,0,84,84,0,67,66,4,65,65,6,85,90,0,85,86,0,42,43,0,34,35,0,18,18,0,40,41,3,55,58,0,7,8,18,667,675
SAL50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,11,10
SAL50641,0,28,28,0,10,16,12,41,53,0,80,85,6,166,171,3,130,131,0,88,93,0,136,136,0,149,150,3,120,126,0,121,118,7,132,136,7,255,260,0,118,122,10,30,35,48,1604,1660
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,11
SAL50643,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,5,5,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25
SAL50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,0,0,0,0,0,0,0,14,19
SAL50645,0,27,27,0,11,11,0,27,33,3,62,59,4,111,116,3,143,143,0,143,145,5,217,224,0,310,312,7,262,264,9,221,221,0,217,221,6,344,346,0,209,213,0,37,37,37,2341,2372
SAL50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,0,0,3,3,0,10,10,0,5,5,0,0,0,0,4,4,0,10,10,0,6,6,0,3,3,0,53,50
SAL50647,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,7,7,0,4,4,0,0,0,0,22,22
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
SAL50652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50653,0,0,0,0,0,0,0,6,6,0,7,7,0,3,3,0,3,3,0,6,6,0,12,12,0,11,11,0,10,10,0,5,5,0,3,3,0,12,12,0,13,13,0,5,5,0,96,96
SAL50654,0,5,7,0,5,5,0,13,13,0,24,24,6,54,60,0,32,32,0,22,22,3,32,35,0,37,38,0,30,36,0,32,29,0,23,23,9,76,86,0,30,29,0,16,15,18,431,454
SAL50655,0,0,0,0,0,0,0,0,3,0,4,4,0,4,6,0,0,0,0,9,9,0,8,8,0,5,5,0,9,9,0,5,5,0,0,0,0,7,7,0,4,4,0,6,6,0,61,66
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,0,9,9,0,0,0,0,4,4,0,5,5,0,13,13,0,15,15,0,14,14,0,21,21,0,24,27,0,11,12,0,18,18,0,21,21,0,62,64,0,21,21,0,4,4,0,242,248
SAL50658,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,8,5,0,5,5,3,0,3,0,0,0,0,3,3,0,10,10,0,10,6,0,0,0,3,46,42
