SAL_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
SAL50467,0,22,21,46,0,4,4,12,15,27,0,0,0,10,15,30,3,4,6,72,74,150,3,0,3,81,73,157,0,3,5,3,9,9,34,26,56,38,31,70,7,9,8,125,113,241,38,26,62,167,141,311
SAL50468,0,180,282,459,0,7,8,71,98,170,0,0,0,77,98,177,22,40,67,1060,1292,2346,0,8,8,1088,1332,2425,7,3,5,134,141,271,341,274,622,479,418,897,104,102,206,4837,4884,9719,349,295,644,5290,5278,10569
SAL50469,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,7,0,9,8,0,7,0,0,0,8,5,18,7,0,9,12,12,19
SAL50470,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,7,0,10,0,0,0,0,0,0,5,3,11,5,3,11,0,0,7,13,14,26,5,3,11,22,22,38
SAL50471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,18,0,0,0,12,11,24,0,0,0,0,0,0,15,14,25,15,14,23,0,0,0,60,59,111,13,12,24,68,70,140
SAL50472,6,293,394,688,8,3,9,129,181,311,0,0,0,135,186,321,49,66,111,1215,1518,2738,8,6,16,1276,1590,2868,11,21,29,188,184,375,270,213,480,464,417,886,153,193,350,3800,4002,7803,281,235,517,4239,4429,8669
SAL50473,4,107,138,244,0,0,0,35,61,100,0,0,0,40,62,103,8,19,29,456,607,1064,6,3,10,471,630,1096,5,7,9,83,56,138,92,82,174,177,142,324,50,54,109,1639,1770,3416,97,88,183,1790,1916,3703
SAL50474,5,129,151,279,0,0,0,53,60,109,0,0,0,53,60,109,8,13,19,564,708,1273,3,0,3,583,717,1299,3,5,3,68,79,142,73,45,116,136,126,264,26,19,53,2165,2318,4478,82,47,128,2268,2386,4657
SAL50475,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,9,0,0,0,13,6,9,0,0,0,0,0,0,11,13,25,11,12,27,0,0,0,26,16,42,11,13,25,41,28,70
SAL50476,0,46,100,143,0,0,0,21,30,53,0,0,0,21,34,52,4,8,17,325,481,811,0,3,5,334,495,829,0,0,0,59,47,110,113,68,177,171,119,290,32,28,58,1645,1813,3457,114,73,186,1798,1912,3705
SAL50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,0,0,0,6,10,15,0,0,0,4,0,8,0,0,3,7,7,13,0,0,0,71,44,117,0,5,5,71,49,120
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,5,9,0,0,0,9,4,13,5,3,6,12,13,22
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,9
SAL50480,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,30,0,0,0,16,15,30,0,0,0,0,5,3,8,4,15,7,5,12,0,0,0,56,60,122,12,7,14,67,67,133
SAL50481,0,11,13,24,0,0,0,5,3,10,0,0,0,5,3,10,0,0,0,54,51,103,0,0,0,61,49,106,0,0,0,6,8,16,10,11,18,19,18,35,10,7,8,169,152,326,10,11,18,190,166,356
SAL50482,8,501,832,1328,12,13,25,263,382,636,0,10,9,272,397,675,120,128,248,2597,3499,6100,14,21,32,2728,3649,6382,29,26,61,448,394,841,610,507,1116,1093,924,2016,487,450,934,10906,11635,22544,644,545,1190,12043,12628,24668
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,4,4,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,8,7,21,7,3,6,17,11,25
SAL50484,3,105,125,226,0,0,0,45,70,111,0,0,0,45,72,119,21,19,39,433,522,954,3,0,3,450,551,1001,0,0,0,46,55,100,100,75,171,140,138,276,45,45,91,1655,1675,3332,104,79,185,1808,1797,3600
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,3,3,8
SAL50486,0,13,22,30,0,0,0,16,29,44,0,0,0,16,29,44,0,0,0,60,96,152,0,0,0,60,99,154,0,0,0,4,5,9,3,5,14,13,9,21,0,0,0,113,158,266,3,5,14,116,166,285
SAL50487,0,8,15,18,0,0,0,4,0,3,0,0,0,4,0,3,3,0,4,27,27,58,0,0,0,28,30,62,0,0,0,0,0,4,8,7,12,8,11,16,4,4,11,59,60,118,8,7,12,73,72,142
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50491,4,265,339,603,0,6,6,170,183,352,0,3,3,174,186,361,16,22,41,1005,1272,2276,8,16,30,1035,1312,2345,6,3,7,78,114,189,87,68,153,169,180,347,54,63,119,2328,2792,5116,102,92,195,2487,2944,5429
SAL50492,0,75,99,171,0,0,0,40,57,100,0,0,0,40,60,100,13,9,26,328,390,720,0,5,8,340,409,752,0,0,7,36,19,57,92,94,184,128,118,243,29,29,55,853,962,1818,96,103,210,978,1095,2080
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,0,0,9,4,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,11,31,0,0,3,16,14,37
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,0,0,0,11,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,23,0,0,0,11,9,21
SAL50497,0,51,47,100,0,0,0,24,25,48,0,0,0,29,25,52,12,5,14,264,244,513,8,0,8,279,246,525,5,0,5,52,55,107,122,81,200,177,132,305,47,37,86,1272,1213,2484,138,95,228,1458,1346,2806
SAL50498,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,3,0,3,3,4,4,5,4,8,0,0,0,25,21,44,3,4,4,22,20,49
SAL50499,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,5,11,0,0,0,0,5,10,0,0,0,0,0,0,8,5,13,7,9,11,0,0,3,22,18,44,8,5,13,29,31,55
SAL50500,3,223,221,439,5,4,3,113,133,252,3,0,3,121,138,258,20,19,39,842,990,1833,7,0,8,874,1009,1880,8,0,10,109,97,208,137,97,234,248,199,446,74,57,123,2510,2637,5150,143,105,256,2730,2797,5531
SAL50501,0,9,0,9,0,0,0,3,0,6,0,0,0,3,0,8,0,0,0,26,27,56,0,0,0,26,30,61,0,0,0,0,7,9,8,10,16,9,18,20,0,0,0,110,103,213,8,10,21,113,117,233
SAL50502,0,133,191,320,0,5,5,59,69,129,0,0,0,55,71,135,20,17,36,579,717,1299,0,5,3,602,739,1334,3,5,9,82,107,185,83,68,155,171,175,346,48,38,95,2024,2169,4190,98,77,175,2170,2289,4457
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,7,6,8
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,4
SAL50508,0,9,29,36,3,18,24,4,4,5,0,0,0,4,20,27,57,95,150,34,39,71,0,0,0,84,129,219,20,18,35,3,8,6,48,62,108,69,89,154,351,374,730,169,169,338,44,63,110,571,607,1181
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0
SAL50510,0,181,193,373,0,0,0,55,58,117,0,4,4,59,59,119,4,0,0,894,1028,1920,6,4,7,901,1031,1930,0,0,0,127,136,263,71,62,132,195,201,394,16,10,23,4142,4298,8436,81,77,156,4238,4386,8621
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,7,11,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,23,37,59,0,0,0,23,37,59,0,0,0,11,3,13,7,7,13,14,9,28,0,0,0,115,120,236,7,8,18,123,130,253
SAL50513,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,0,0,0,13,15,27,4,0,4,70,0,70,0,0,0,71,0,71,4,0,4,109,35,145,0,0,0,116,35,143
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50515,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,34,0,0,0,20,18,34
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,28,0,0,0,20,3,28
SAL50517,0,29,27,61,0,0,0,10,15,29,0,0,0,10,23,31,0,0,3,131,146,283,0,0,0,135,154,288,0,0,0,23,20,39,29,27,56,54,45,104,4,8,12,482,473,954,29,28,63,524,500,1027
SAL50518,9,343,497,840,5,7,18,175,225,395,0,0,0,180,235,415,56,80,133,1718,2081,3796,0,11,9,1779,2162,3944,17,26,41,210,197,407,311,237,547,542,450,989,233,230,467,6024,6110,12134,334,251,586,6585,6596,13181
SAL50519,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,5,14,5,23,0,0,0,20,7,25,0,0,0,4,0,4,0,0,0,7,0,7,14,4,19,138,37,173,3,0,3,154,39,190
SAL50520,0,9,9,20,0,0,0,6,3,7,0,0,0,6,3,7,0,0,0,50,37,83,0,0,0,46,38,85,0,0,0,3,0,4,14,13,22,17,14,33,0,0,0,182,136,324,17,12,28,199,157,353
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,3,6,7,0,0,0,0,0,0,15,5,17,15,5,17,0,0,0,27,8,34,13,5,15,38,10,50
SAL50522,5,229,284,516,7,6,6,97,118,219,3,6,0,105,125,227,30,35,66,1152,1366,2515,11,14,24,1189,1415,2607,8,0,9,165,135,305,397,276,672,566,411,983,82,79,156,4081,4307,8384,410,297,703,4571,4674,9251
SAL50523,0,51,61,118,0,0,0,36,25,70,0,0,0,36,32,70,6,4,9,217,196,418,0,0,5,226,204,431,0,0,0,28,25,52,57,40,99,87,67,147,12,6,21,486,447,939,63,46,107,558,508,1061
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,6,6,8
SAL50525,0,31,36,69,0,0,0,20,19,35,0,0,0,18,19,34,3,0,6,135,123,259,3,0,3,136,129,263,0,0,0,13,14,28,22,5,31,40,21,59,14,10,21,353,344,701,29,11,45,396,366,764
SAL50526,0,4,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,8,11,0,0,0,8,8,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,22,18,40,0,0,0,21,18,44
SAL50527,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,22,0,0,0,17,8,22,0,0,0,5,4,5,8,3,7,10,9,12,4,0,6,53,40,96,8,3,7,60,44,105
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,7,0,0,0,6,4,11,0,0,0,4,0,4,95,8,107,96,8,111,3,0,3,54,16,65,95,8,107,152,27,175
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,15,4,19,0,0,0,5,0,5,321,83,407,326,87,408,20,5,22,267,78,342,318,83,409,604,165,772
SAL50530,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,9,3,11,8,3,11,0,0,0,14,7,25,5,0,5,0,0,0,5,0,5,4,0,6,17,3,25,17,14,30,5,5,5,40,24,65
SAL50531,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,3,6,0,0,0,12,12,26,8,3,12,0,0,0,5,0,4,10,9,18,35,32,70,8,5,13,5,0,4,47,40,87
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,7,6,9
SAL50533,0,61,46,100,0,0,3,26,28,50,0,0,0,26,26,55,9,10,15,287,319,606,0,0,0,298,330,626,0,0,4,49,40,94,45,27,68,93,69,158,20,16,38,1069,1078,2144,44,26,69,1132,1117,2255
SAL50534,3,119,130,248,4,3,6,40,66,112,0,0,0,42,71,121,20,25,43,513,641,1149,9,6,11,539,667,1203,6,3,9,57,64,127,104,104,207,167,175,341,69,73,144,1580,1671,3252,114,109,224,1766,1853,3622
SAL50535,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,28,0,0,0,7,16,28,0,0,0,3,0,3,6,5,10,9,7,13,0,0,0,31,38,69,6,5,10,38,41,80
SAL50536,3,94,151,245,10,16,23,97,132,232,0,4,4,108,153,255,40,61,102,449,577,1027,3,8,14,499,650,1148,13,13,23,45,68,111,155,151,308,211,232,443,130,152,280,1244,1401,2640,160,167,330,1531,1716,3246
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,17,0,0,0,12,9,17
SAL50538,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,3,0,0,0,3,11,14,0,0,0,0,0,0,15,15,24,15,10,27,25,23,42,8,6,10,12,14,26,41,36,80
SAL50539,0,9,10,16,0,0,0,0,5,5,0,0,0,0,5,5,9,7,10,41,43,84,0,0,5,47,46,98,0,0,0,3,3,8,25,28,52,30,30,62,14,6,19,175,164,335,27,25,52,213,194,406
SAL50540,0,5,19,17,8,3,7,0,0,0,0,0,0,8,3,7,24,42,66,4,0,4,0,0,0,26,42,71,5,4,9,0,0,0,0,0,3,4,6,12,111,131,247,8,5,16,0,0,3,126,137,262
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4
SAL50542,0,69,81,151,0,5,5,32,25,54,0,0,0,32,30,61,3,10,17,354,368,720,0,3,3,355,382,736,0,0,0,46,53,102,87,65,154,135,116,252,18,28,47,1282,1331,2618,94,67,155,1393,1420,2818
SAL50543,0,0,5,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,15,17,26,0,0,0,15,17,26,0,0,0,0,0,3,6,3,9,3,7,8,0,0,0,41,37,80,6,3,9,44,40,85
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,0,0,0,9,9,21
SAL50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,4,0,0,0,0,0,0,0,6,9,0,6,9,0,0,0,26,19,44,0,6,9,26,27,49
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,20,31,48,0,0,0,12,8,21,0,0,0,12,8,22,3,3,5,104,116,225,0,0,0,111,121,232,3,0,3,12,6,21,24,19,50,44,34,79,11,19,28,404,412,820,33,26,54,448,452,902
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,6,5,3,0,0,0,0,0,0,3,0,3,4,0,7,0,0,0,15,16,31,3,0,3,14,21,33
SAL50550,0,263,334,592,5,10,17,111,152,265,0,0,0,121,166,285,71,69,141,1081,1287,2370,8,4,14,1154,1361,2517,15,16,35,174,145,321,219,188,413,411,352,759,188,204,388,4042,4027,8069,239,207,447,4471,4432,8897
SAL50551,0,29,38,67,0,0,0,12,16,28,0,0,0,10,16,30,8,3,12,135,174,308,0,0,0,143,179,321,0,8,7,31,15,45,25,24,46,62,38,97,18,10,33,510,491,999,25,24,48,554,531,1079
SAL50552,0,76,104,180,0,0,0,32,36,70,0,0,0,32,34,70,6,9,12,369,431,802,0,3,4,374,443,819,5,0,6,32,51,80,60,39,98,91,88,185,14,15,29,1283,1361,2644,74,47,115,1369,1422,2789
SAL50553,0,84,104,190,0,4,4,38,46,85,0,0,0,36,51,85,18,27,39,408,472,881,4,0,5,426,500,929,4,17,17,60,54,112,50,45,94,115,115,226,71,94,173,1400,1461,2870,56,45,101,1528,1611,3143
SAL50554,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,10,16,0,0,0,10,10,16,0,0,0,0,0,0,6,0,12,6,0,12,6,0,6,18,16,37,6,0,12,25,22,47
SAL50555,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,0,0,0,9,16,25
SAL50556,0,50,55,104,0,0,0,28,41,71,0,0,0,28,42,68,10,8,16,220,288,505,0,7,0,228,297,523,4,0,3,34,28,58,53,47,104,90,75,170,18,20,41,1207,1272,2486,52,54,109,1284,1347,2628
SAL50557,0,30,31,55,0,0,0,7,8,17,0,3,3,7,11,18,5,16,22,111,128,245,0,3,3,123,147,268,0,0,0,20,11,31,16,23,39,36,37,74,26,49,72,444,447,895,25,25,41,491,512,1009
SAL50558,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,25,0,0,0,13,16,25,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,52,51,106,3,0,3,59,51,112
SAL50559,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,9,12,23,0,0,0,9,13,20,0,0,0,7,3,8,3,0,3,4,3,9,0,0,0,48,46,93,3,0,3,55,45,97
SAL50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,7,0,12,0,0,0,0,0,0,3,0,4,3,3,7,0,0,0,19,17,38,3,0,4,19,20,44
SAL50561,4,46,54,97,0,0,0,29,35,62,0,0,0,29,35,62,3,7,10,185,237,423,3,0,4,193,245,437,0,0,0,17,29,42,29,22,48,44,46,94,14,12,22,639,623,1270,29,26,57,682,660,1347
SAL50562,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,65,0,0,0,30,38,65,0,0,0,4,7,8,35,29,66,39,38,78,0,0,0,223,235,458,35,33,68,262,266,525
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,3,5,5
SAL50564,0,19,28,42,0,0,0,14,7,22,0,0,0,14,10,19,12,7,15,71,75,147,0,0,0,84,81,169,6,3,10,14,10,18,16,18,38,34,33,65,36,44,76,237,213,450,21,24,41,295,277,568
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,14,6,29,0,0,6,23,12,30
SAL50566,0,111,157,263,0,4,4,39,44,86,0,0,0,39,49,92,20,29,51,571,717,1287,0,3,0,591,751,1346,0,0,5,92,105,200,153,107,260,250,214,462,67,85,157,2586,2665,5251,159,117,278,2813,2870,5681
SAL50567,0,12,3,16,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,47,36,82,0,0,0,47,36,82,0,0,0,3,10,8,3,0,8,12,9,17,4,6,3,110,134,242,4,0,9,120,135,258
SAL50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,4,0,9,0,0,0,0,0,0,4,0,3,5,0,10,0,0,0,15,11,25,4,0,3,21,14,29
SAL50569,0,13,16,28,0,0,0,11,19,29,0,0,0,14,19,30,4,8,11,85,80,168,0,0,0,95,86,177,3,6,3,5,3,10,27,34,65,34,42,80,16,13,29,207,208,418,27,34,65,257,257,508
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,14,0,0,0,11,9,15
SAL50571,0,95,100,193,0,0,0,34,33,71,0,0,0,37,33,71,4,3,7,467,476,941,3,0,5,472,484,958,0,0,0,74,42,115,41,28,73,113,71,187,19,11,31,1583,1633,3214,44,33,80,1644,1683,3323
SAL50572,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,3,4,4,3,4,0,0,0,14,13,26,4,3,4,20,20,33
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,12,550,843,1389,17,16,30,309,465,766,0,0,0,324,475,798,119,133,252,2701,3343,6042,17,19,36,2830,3497,6327,31,33,65,428,428,854,549,526,1077,1014,985,1997,385,426,819,9504,9673,19177,594,566,1157,10484,10669,21149
SAL50575,0,3,4,12,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,17,19,35,0,0,0,17,19,35,0,0,0,5,7,8,12,4,19,17,10,26,0,0,0,118,103,218,12,4,19,132,105,238
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,3,0,0,0,0,0,0,4,3,7,4,3,7,0,0,0,14,4,20,9,3,13,22,13,38
SAL50577,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24,0,0,0,16,15,25,0,0,0,0,0,8,0,3,6,4,4,7,5,0,5,55,55,108,0,3,6,60,56,113
SAL50578,0,5,0,5,0,0,0,10,3,8,0,0,0,10,3,8,5,4,4,33,23,55,0,0,0,32,26,57,0,0,3,0,0,0,5,9,6,3,9,14,5,9,7,71,72,143,9,9,7,80,83,158
SAL50579,0,10,8,24,0,0,0,11,5,13,0,0,0,11,5,13,0,3,3,63,56,120,0,0,0,62,63,123,0,0,0,9,7,18,5,0,9,13,6,23,0,5,9,149,125,276,4,5,8,153,136,293
SAL50580,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,0,0,0,13,9,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,27,25,57,0,0,3,32,26,62
