SAL_CODE_2021,Indigenous_Aboriginal_M,Indigenous_Aboriginal_F,Indigenous_Aboriginal_P,Indigenous_Torres_Strait_Is_M,Indigenous_Torres_Strait_Is_F,Indigenous_Torres_Strait_Is_P,Indig_Bth_Abor_Torr_Strt_Is_M,Indig_Bth_Abor_Torr_Strt_Is_F,Indig_Bth_Abor_Torr_Strt_Is_P,Indigenous_TotM,Indigenous_TotF,Indigenous_TotP,Non_Indig_M,Non_Indig_F,Non_Indig_P,Indigenous_status_nsM,Indigenous_status_nsF,Indigenous_status_nsP,Tot_M,Tot_F,Tot_P
SAL50826,0,6,6,0,0,0,0,0,0,0,6,6,31,36,65,3,0,5,41,40,76
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,68,76,150,7,0,9,3,9,9,77,87,162,2734,3027,5761,141,108,249,2949,3222,6171
SAL50829,32,49,80,0,0,0,0,3,3,32,51,81,935,904,1837,61,53,114,1028,1007,2036
SAL50830,12,7,16,0,0,0,0,0,0,12,7,16,348,354,705,42,26,68,401,390,786
SAL50831,71,56,123,3,5,14,7,0,7,80,59,137,7405,7493,14900,223,140,361,7709,7691,15401
SAL50832,0,0,0,0,0,0,0,0,0,0,0,0,170,209,375,9,7,17,177,220,394
SAL50833,61,83,144,0,0,0,0,0,0,61,83,144,2583,2452,5035,163,163,323,2806,2697,5505
SAL50834,0,0,0,0,0,0,0,0,0,0,0,0,16,19,34,11,11,22,28,31,61
SAL50835,30,29,57,0,0,0,4,0,4,31,29,63,1720,1773,3498,84,55,139,1836,1860,3699
SAL50836,115,120,231,0,0,0,0,0,3,121,120,236,253,121,369,221,86,300,588,323,907
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,9,4,15,14,7,25
SAL50838,67,81,155,0,0,0,3,0,3,74,84,157,1428,1398,2831,117,92,216,1620,1582,3202
SAL50839,3,0,3,0,0,0,0,0,0,3,0,3,107,99,204,11,7,20,124,108,231
SAL50840,12,18,29,0,0,0,0,0,0,12,18,29,1648,1810,3456,103,96,204,1760,1927,3686
SAL50841,7,5,9,0,0,0,0,0,0,7,5,9,161,129,293,19,17,38,193,157,351
SAL50842,23,16,38,0,0,0,0,0,0,23,16,38,5241,5422,10662,104,77,180,5366,5512,10883
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SAL50844,12,7,21,3,0,9,0,0,0,19,5,28,284,209,488,133,67,194,434,282,716
SAL50845,0,4,3,0,0,0,0,0,0,0,4,3,104,90,191,13,4,17,111,97,209
SAL50846,48,73,120,0,0,0,0,3,4,52,75,128,216,175,383,102,45,146,365,293,657
SAL50847,26,18,41,0,0,0,0,0,0,25,18,39,1499,1406,2906,73,46,118,1599,1461,3058
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,36,66,109,4,3,8,0,3,6,43,70,115,3963,4130,8096,114,87,204,4123,4287,8413
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,15,13,30,0,0,0,15,13,30
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,7,4,16
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,29,29,65,0,0,0,34,29,64
SAL50853,11,9,17,0,0,0,0,0,0,11,9,17,726,715,1442,29,20,47,766,742,1508
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,5,3,12,18,17,34
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50857,114,125,233,3,6,9,5,7,12,118,140,256,1464,1397,2859,115,91,205,1699,1627,3322
SAL50858,76,69,144,0,0,0,0,0,0,76,69,144,498,588,1092,35,31,59,611,685,1298
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,9,5,19
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,3,0,0,0,0,0,0,0,0,3,28,26,55,0,0,0,33,27,60
SAL50862,0,0,0,0,0,0,0,0,0,0,0,0,78,76,151,7,6,14,78,85,165
SAL50863,14,16,28,0,0,0,0,0,0,14,16,28,1098,1119,2214,104,58,167,1214,1196,2408
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,3,3,13
SAL50865,33,34,69,0,0,3,0,0,0,30,34,72,846,882,1726,55,47,102,935,963,1890
SAL50866,4,0,4,0,0,0,0,0,0,4,0,4,69,66,138,6,4,9,77,76,149
SAL50867,0,0,0,0,0,0,0,0,0,0,0,0,62,62,121,4,5,8,66,62,132
SAL50868,0,0,0,0,0,0,0,0,0,0,0,0,38,37,70,4,4,8,49,38,86
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,0,0,0,7,4,17
SAL50870,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,0,0,0,17,10,31
SAL50871,27,29,56,0,0,0,0,3,3,27,37,64,1666,1692,3353,66,55,123,1763,1776,3541
SAL50872,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,0,3,14,3,19
SAL50873,174,223,396,7,7,8,0,6,5,179,229,409,5690,5628,11322,375,308,684,6249,6169,12419
SAL50874,26,25,56,0,0,0,0,0,0,26,25,56,3201,3399,6599,93,54,152,3326,3486,6805
SAL50875,46,32,79,0,0,0,0,0,5,46,36,79,1767,1825,3593,91,66,149,1905,1927,3830
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,12,11,22,0,0,0,12,11,22
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20,0,0,0,9,5,20
SAL50879,12,7,20,0,0,0,0,0,0,12,7,20,391,387,777,27,9,30,424,407,829
SAL50880,38,35,71,0,0,0,0,0,0,38,35,71,353,325,676,32,29,55,420,388,806
SAL50881,47,44,97,0,4,0,0,0,0,54,49,105,2117,2132,4249,76,66,143,2251,2243,4499
SAL50882,0,4,3,0,0,0,0,0,0,0,4,3,6,0,9,0,0,0,11,4,12
SAL50883,0,3,3,0,0,0,0,0,0,0,3,3,15,22,41,6,3,8,20,29,51
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,14,8,14,4,0,4,17,8,25
SAL50885,0,0,0,0,0,0,0,0,0,0,3,5,18,13,35,0,0,0,19,15,39
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,16,17,30,0,0,0,16,17,30
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,0,0,3,15,11,20
SAL50889,0,0,0,0,0,0,0,0,0,0,0,0,63,60,120,3,3,9,64,65,128
SAL50890,154,191,341,0,3,3,0,0,0,157,193,347,3539,4098,7635,435,394,825,4128,4683,8804
SAL50891,105,99,204,4,9,12,0,0,0,115,106,216,1889,1942,3828,127,107,233,2126,2149,4279
SAL50892,0,0,0,0,0,0,0,0,0,0,0,0,18,20,40,3,5,4,23,22,42
SAL50893,50,48,100,0,0,0,3,0,3,51,54,102,1906,2077,3988,69,60,128,2032,2187,4219
SAL50894,55,52,112,0,0,0,0,0,0,55,52,112,5,4,7,0,4,5,57,62,124
SAL50895,0,0,3,0,0,0,0,0,0,0,0,3,68,59,132,7,6,10,78,67,149
SAL50896,93,113,203,0,3,4,5,3,7,99,121,215,4905,5062,9965,161,136,300,5165,5322,10483
SAL50897,0,0,0,0,0,0,0,0,0,0,0,0,28,27,55,0,0,6,29,24,60
SAL50898,0,4,6,0,0,0,0,0,0,0,4,6,231,220,454,20,9,28,255,234,487
SAL50899,128,123,246,0,0,0,0,0,0,128,124,254,305,97,405,231,45,277,670,264,927
SAL50900,0,0,0,0,0,0,0,0,0,0,0,0,18,15,37,5,4,7,25,21,45
SAL50901,3,0,3,0,0,0,0,0,0,3,0,3,203,230,437,5,8,11,211,235,446
SAL50902,5,7,11,0,0,0,0,0,0,6,7,11,197,33,232,298,66,366,505,101,609
SAL50903,71,70,143,3,6,4,0,0,0,72,80,146,4023,4121,8149,348,267,620,4445,4468,8918
SAL50904,8,4,10,0,0,0,0,0,0,8,4,10,432,378,808,22,24,51,459,414,876
SAL50905,3,3,7,0,0,0,0,0,0,3,3,7,1132,1191,2318,36,29,62,1176,1221,2390
SAL50906,0,3,3,0,0,0,0,0,0,0,3,3,8,4,13,0,0,0,8,10,10
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,11,12,17
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0,28,26,57,0,0,0,31,29,58
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50911,16,10,28,0,0,0,0,0,0,16,10,28,864,888,1754,39,34,73,917,934,1854
SAL50912,4,0,4,0,0,0,0,0,0,0,0,0,49,22,73,35,6,38,91,30,120
SAL50913,3,7,8,0,0,0,0,0,0,6,7,8,107,95,201,12,4,18,122,102,229
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,3,3,0,0,0,0,0,0,0,3,3,11,5,18,0,0,0,11,10,20
SAL50916,0,0,0,0,0,0,0,0,0,0,0,0,79,85,163,7,5,11,86,94,174
SAL50917,93,74,168,3,0,3,0,5,5,97,81,174,6158,6167,12327,381,313,699,6642,6557,13199
SAL50918,0,0,0,0,0,0,0,0,0,0,0,0,35,27,67,0,0,9,41,35,70
SAL50919,12,4,16,0,0,0,0,0,0,12,4,16,10,5,9,0,3,0,23,12,32
SAL50920,98,83,185,6,0,6,3,0,3,107,84,191,1809,1835,3643,75,60,134,1989,1979,3970
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,0,3
SAL50922,100,97,201,5,6,7,0,0,0,106,105,209,3977,4535,8514,254,188,443,4335,4825,9160
SAL50923,4,5,4,0,0,0,0,0,0,4,5,4,103,101,206,11,13,27,115,120,232
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,0,0,4,7,7,17
SAL50925,52,44,94,0,0,0,0,0,0,53,42,98,1025,988,2014,78,65,148,1160,1101,2260
SAL50926,181,203,382,0,0,0,0,0,4,181,203,387,218,100,325,79,58,139,482,366,849
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,8,4,10
SAL50928,0,0,0,0,0,0,0,0,0,0,0,0,92,74,162,6,4,3,91,79,174
SAL50929,0,0,8,0,0,0,0,0,0,0,0,8,14,9,22,0,0,0,16,10,29
SAL50930,7,6,12,0,0,0,0,0,0,6,6,12,75,68,146,3,6,3,87,82,159
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,13,19,33,0,0,0,0,0,0,13,19,33,2793,3158,5954,115,105,222,2923,3286,6204
SAL50933,11,8,20,0,0,0,0,0,0,11,8,20,1206,1371,2572,55,46,104,1270,1420,2691
SAL50934,24,20,44,0,0,0,0,0,0,24,20,44,28,14,41,8,0,13,63,39,103
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,0,0,0,8,7,13
SAL50936,0,0,4,0,0,0,0,0,0,0,0,4,36,36,72,12,8,14,44,44,87
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0,30,23,53,0,0,0,35,24,57
SAL50938,81,76,153,0,0,0,0,0,0,81,76,153,1104,1076,2177,145,118,266,1331,1268,2604
SAL50939,85,71,157,0,0,0,0,0,0,85,78,162,2442,2624,5068,179,181,354,2705,2884,5587
SAL50940,126,5,136,0,0,0,12,0,12,138,5,144,58,13,67,0,0,0,196,23,219
SAL50941,4,0,3,0,0,0,0,0,0,4,0,3,118,119,238,13,14,29,137,133,263
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,0,3,6,16,17,35
SAL50943,0,0,0,0,0,0,0,4,4,0,4,4,9,4,8,5,3,4,10,7,17
SAL50944,85,110,193,0,0,0,0,0,0,85,105,191,1279,1236,2511,82,66,143,1444,1407,2852
SAL50945,0,0,0,0,0,0,0,0,0,0,0,0,109,97,206,12,11,23,121,113,232
SAL50946,5,3,9,0,0,0,0,0,0,3,3,11,329,388,722,14,20,40,347,415,759
SAL50947,146,166,313,7,5,8,0,4,9,155,171,326,2649,2790,5440,308,255,568,3111,3222,6335
SAL50948,90,87,173,6,0,9,0,0,7,97,85,187,971,957,1933,91,81,166,1156,1128,2283
SAL50949,0,0,0,0,0,0,0,0,0,0,0,0,45,37,88,10,8,17,55,46,101
SAL50950,75,91,169,3,0,7,7,0,3,81,98,179,853,801,1655,145,128,272,1075,1028,2104
SAL50951,34,25,55,0,0,0,5,0,0,34,26,62,1278,1328,2608,39,26,66,1353,1379,2736
SAL50952,4,4,4,0,0,0,0,0,0,4,4,4,134,120,251,10,7,20,150,133,284
SAL50953,4,10,18,0,0,0,0,0,0,4,10,18,218,246,464,10,7,14,234,259,490
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,5,4,12,23,16,39
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,0,5
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,5,12,16
SAL50957,5,15,23,0,0,0,0,0,0,5,13,23,447,440,889,20,22,50,475,485,953
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,9,4,11
SAL50959,0,0,0,0,0,0,0,0,0,0,0,0,31,20,43,0,4,3,31,20,49
SAL50960,32,26,55,0,0,0,0,0,0,32,24,58,3697,3883,7579,153,80,233,3878,3986,7867
SAL50961,3,3,4,0,0,0,0,0,0,3,3,4,20,9,28,4,4,6,20,8,33
SAL50962,0,0,0,0,0,0,0,0,0,0,0,0,15,9,35,0,0,0,18,9,32
SAL50963,10,8,18,0,0,0,0,0,0,10,8,18,104,89,192,28,21,45,138,114,258
SAL50964,0,0,0,0,0,0,0,0,0,0,0,0,41,37,78,0,0,0,37,37,78
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,5,0,3,8,10,20
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,20,14,37,0,0,0,22,17,40
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,20,26,40,0,0,0,20,26,40
SAL50968,0,3,4,0,0,0,0,0,0,0,3,4,38,32,74,0,3,4,41,41,76
SAL50969,28,33,58,0,0,6,0,0,0,31,30,64,793,922,1716,54,57,112,876,1006,1890
SAL50970,120,134,256,6,3,10,9,0,11,133,141,268,3676,3689,7370,196,171,365,4004,3995,8000
SAL50971,10,14,24,0,0,0,0,0,0,10,14,24,42,6,48,10,0,10,62,24,87
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0,14,21,34,0,5,7,17,23,40
SAL50973,0,0,0,0,0,0,0,0,0,0,0,0,43,35,84,4,3,13,47,42,89
SAL50974,3,0,6,0,0,0,0,0,0,3,0,6,28,25,48,3,4,9,32,28,58
SAL50975,0,3,3,0,0,0,0,0,0,0,3,3,101,104,207,6,6,13,107,112,216
SAL50976,0,0,0,0,0,0,0,0,0,0,0,0,31,23,51,8,8,15,36,24,62
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,10,13,25,0,0,0,10,13,25
SAL50978,0,0,0,0,0,0,0,0,0,0,0,0,75,73,152,9,8,12,82,79,163
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,9,12,21
SAL50980,5,3,7,0,4,4,0,0,0,4,6,10,184,153,338,27,24,47,215,181,394
SAL50981,0,0,0,0,0,0,0,0,0,0,0,0,25,24,55,4,6,9,28,32,63
SAL50982,0,4,4,0,0,0,0,0,0,0,4,4,33,25,56,3,3,8,35,30,63
SAL50983,0,0,3,0,0,0,0,0,0,0,0,3,84,81,164,25,20,44,110,100,213
SAL50984,0,0,0,0,0,0,0,0,0,0,0,0,15,15,25,4,0,4,17,17,34
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,7,0,7,15,12,25
SAL50987,5,0,4,0,0,0,0,0,0,5,0,4,114,97,213,39,24,62,152,123,286
SAL50988,127,144,271,0,0,5,0,0,4,131,150,278,631,639,1279,103,99,204,870,885,1755
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,5,7,10,18
SAL50991,0,0,0,0,0,0,0,0,0,0,0,0,30,23,54,0,0,0,30,24,61
SAL50992,8,13,15,0,0,0,0,0,0,8,13,15,348,350,698,30,11,35,378,368,751
SAL50993,22,28,50,0,0,0,0,0,0,22,28,50,151,143,288,60,61,120,229,238,459
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,14,14,30,4,0,3,18,13,36
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,0,0,0,8,9,14
SAL50996,38,32,71,0,0,0,0,0,0,35,32,69,407,418,822,31,27,51,474,471,944
SAL50997,71,79,146,3,0,4,0,0,0,72,79,151,243,234,470,81,64,148,393,378,774
SAL50998,164,170,334,9,8,17,10,13,20,182,183,369,10630,10728,21359,468,351,813,11273,11266,22539
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0,23,17,37,4,0,5,23,20,42
SAL51000,46,51,96,0,0,6,0,0,0,48,51,101,4076,4573,8658,224,185,411,4355,4818,9169
SAL51001,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,0,0,0,15,12,34
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,58,66,121,0,0,0,0,0,0,58,69,124,1187,1238,2424,161,144,306,1405,1450,2855
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,5,6,9
SAL51006,37,35,73,0,0,0,0,0,0,37,35,73,5,4,9,22,7,32,68,45,116
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,4,9,12
SAL51008,4,4,7,0,0,0,0,0,0,4,4,7,2359,2426,4790,93,106,201,2458,2540,4999
SAL51009,0,4,7,0,0,0,0,0,0,0,4,7,319,368,688,17,18,29,334,392,728
SAL51010,4,3,3,0,0,0,0,0,0,4,3,3,34,39,77,4,0,4,40,41,82
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,4,6,3,8
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,18,3,21,6,3,8,16,10,24
SAL51013,8,3,14,0,0,0,0,0,0,8,3,14,55,63,124,11,5,14,76,74,154
SAL51014,221,234,461,0,0,0,0,0,0,221,234,461,12,16,26,4,4,8,239,257,502
SAL51015,29,40,69,0,0,0,0,0,0,29,39,66,3841,4059,7899,119,102,222,3983,4199,8183
SAL51016,38,31,68,5,0,5,0,0,0,40,31,66,1560,1562,3116,103,81,185,1703,1668,3373
SAL51017,0,0,0,0,0,0,0,0,0,0,0,0,19,12,32,4,4,4,26,17,41
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,4,9
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0,6,11,20,0,0,0,7,11,13
SAL51020,3,0,3,0,0,0,0,0,0,3,0,3,68,10,76,40,4,36,105,19,124
SAL51021,45,44,91,0,0,0,0,0,0,47,44,91,5195,5521,10722,273,242,516,5516,5812,11328
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,21,9,30,0,0,0,21,9,30
SAL51024,29,24,54,0,0,0,0,0,0,29,24,54,122,114,238,158,134,292,309,276,583
SAL51025,8,14,24,0,0,0,3,0,3,10,13,19,432,499,933,27,27,55,468,541,1007
SAL51026,28,22,56,0,0,0,0,0,0,33,22,58,1409,1421,2826,66,56,115,1500,1501,2997
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,23,18,48,0,0,0,5,0,6,28,17,52,3468,3757,7227,101,84,187,3597,3859,7456
SAL51031,17,25,46,0,0,0,0,0,0,17,27,49,965,970,1933,44,42,88,1028,1039,2067
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,41,4,50,0,0,0,0,0,4,42,8,51,397,94,487,205,49,254,644,152,794
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,0,0,0,15,7,23
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,0,0,0,9,11,16
SAL51036,81,100,180,0,0,0,5,0,3,87,100,188,1386,1483,2868,120,78,199,1593,1666,3257
SAL51037,0,0,4,0,0,0,0,0,0,0,0,4,32,23,60,13,0,19,49,29,76
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,3,7,14,0,0,0,0,0,0,3,7,14,430,413,849,30,37,64,467,458,921
SAL51041,5,0,9,0,0,0,0,0,0,5,0,9,98,97,192,12,10,20,113,111,219
SAL51042,159,146,305,0,0,0,0,0,0,159,149,309,26,13,39,10,8,21,196,166,366
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,9,9,18
SAL51044,15,8,25,0,0,0,0,0,0,15,8,25,157,125,278,21,13,35,185,149,336
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,8,8,9,0,0,0,0,0,0,8,8,9,7,3,6,0,0,4,12,8,23
SAL51047,5,15,19,0,0,0,0,0,0,5,15,19,2999,2980,5983,112,77,192,3121,3074,6190
SAL51048,0,0,0,0,0,0,0,0,0,3,0,3,68,62,128,8,7,14,82,69,149
SAL51049,42,49,90,0,0,0,0,0,0,42,49,90,99,75,172,49,49,93,185,168,356
SAL51050,7,15,23,0,0,0,0,0,0,7,19,23,139,131,273,11,11,20,159,158,318
SAL51051,3,4,11,0,0,0,0,0,0,3,4,11,94,97,183,3,7,12,102,106,209
SAL51052,0,0,0,0,0,0,0,0,0,0,0,0,48,46,97,4,3,6,50,53,100
SAL51053,0,0,3,0,0,0,0,0,0,0,0,3,21,29,49,0,0,0,22,33,57
SAL51054,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,5,7,10,3,14
SAL51055,26,18,44,0,0,0,0,0,0,26,21,48,1421,1598,3024,66,57,120,1510,1676,3190
SAL51056,16,16,38,0,0,0,0,0,0,16,16,38,577,550,1125,50,31,86,645,599,1246
SAL51057,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,6,0,11,11
SAL51058,0,0,0,0,0,0,0,0,0,0,0,0,26,21,49,0,0,0,26,22,53
SAL51059,4,5,9,0,0,0,0,0,0,4,5,9,66,47,114,11,7,15,81,59,140
SAL51060,3,0,3,0,0,0,0,0,0,3,0,3,101,77,178,8,8,19,112,83,199
SAL51061,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35,0,0,0,17,16,39
SAL51062,0,0,0,0,0,0,0,0,0,0,0,0,53,41,88,3,0,3,54,42,97
SAL51063,4,0,0,0,0,0,0,0,0,4,0,0,13,14,29,0,0,0,15,17,30
SAL51064,12,25,40,0,0,0,0,0,0,12,25,40,1401,1677,3076,116,128,240,1522,1828,3352
SAL51065,0,0,0,0,0,0,0,0,0,0,0,0,15,12,20,0,0,0,15,9,24
SAL51066,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,7,5,15
SAL51067,5,11,10,0,0,0,0,0,0,5,11,10,151,150,307,11,12,25,167,174,344
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,4,5,11,0,0,0,0,0,0,9,0,11,950,1098,2052,27,20,41,981,1120,2105
SAL51070,6,11,13,0,0,0,0,0,0,6,11,13,207,203,406,55,42,95,260,252,518
SAL51071,0,5,7,0,0,0,0,0,0,0,6,8,59,47,106,4,0,6,65,52,118
SAL51072,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,4,5,4,14
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51074,0,0,0,0,0,0,0,0,0,0,0,0,23,19,34,0,0,0,23,19,34
SAL51075,0,0,0,0,0,0,0,0,0,0,0,0,19,19,27,0,4,5,16,13,35
SAL51076,0,0,5,0,0,0,0,0,0,0,0,8,161,139,297,31,24,55,191,168,361
SAL51077,0,0,0,0,0,0,0,0,0,0,0,0,14,16,23,0,0,0,14,16,25
SAL51078,0,0,0,0,0,0,0,0,0,0,0,0,16,18,30,3,0,7,16,18,38
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,0,0,6,0,0,0,0,0,0,0,0,6,26,26,59,8,4,16,34,38,75
SAL51082,0,0,0,0,0,0,0,0,0,0,0,0,9,13,19,0,4,3,8,12,20
SAL51083,16,12,29,0,0,0,0,0,0,16,12,29,420,417,833,51,46,98,483,468,959
SAL51084,3,0,3,0,0,0,0,0,0,3,0,3,36,31,67,5,7,18,41,39,84
SAL51085,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,6,6,12,21,14,37
SAL51086,0,0,0,0,0,0,0,0,0,0,0,0,142,122,255,7,4,11,145,120,269
SAL51087,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,3,13
SAL51088,10,8,17,0,0,0,0,0,0,10,8,17,166,170,339,39,30,65,211,211,423
SAL51089,3,0,3,0,0,0,0,0,0,3,0,3,20,22,40,0,0,3,22,22,44
SAL51090,0,3,3,0,0,0,0,0,0,0,3,3,36,37,76,9,10,26,51,52,104
SAL51091,0,0,0,0,0,0,0,0,0,0,0,0,20,13,32,0,0,0,20,19,36
SAL51092,5,5,11,0,0,0,0,0,0,10,5,13,226,215,443,29,32,60,267,251,514
SAL51093,113,135,250,0,0,0,0,0,0,117,138,257,1588,1686,3270,205,192,399,1908,2013,3927
SAL51094,0,0,0,0,0,0,0,0,0,0,0,0,46,51,96,0,0,0,49,56,102
SAL51095,0,0,0,0,0,0,0,0,0,0,0,0,52,46,97,5,7,14,57,55,107
SAL51096,0,0,0,0,0,0,0,0,0,0,0,0,16,9,23,0,0,0,16,5,20
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,11,26,32,0,0,0,0,0,0,11,26,32,5001,5230,10231,145,152,297,5156,5409,10561
SAL51099,0,0,0,0,0,0,0,0,0,0,0,0,54,39,91,0,0,4,52,47,99
SAL51100,0,0,0,0,0,0,0,0,0,0,0,0,9,10,21,0,0,0,11,10,19
SAL51101,0,0,0,0,0,0,0,0,0,0,0,0,48,44,95,9,12,20,54,54,112
SAL51102,4,0,3,0,0,0,0,0,0,4,0,3,135,103,242,14,6,27,150,115,268
SAL51103,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,5,6,12
