LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA58820,0,0,0,0,120,120,3,0,0,0,89,95,42,0,0,0,123,170,116,9,20,0,92,238,168,24,40,0,62,291,196,18,63,10,36,315,191,18,57,13,15,294,100,8,21,13,0,145,26,0,0,17,0,42,0,0,0,0,0,4,835,78,205,43,542,1703,0,0,0,0,126,126,0,0,0,0,72,74,61,3,12,0,107,188,133,14,20,5,68,238,164,20,42,7,51,285,202,21,48,19,28,323,179,10,38,38,3,272,77,0,13,57,0,145,18,0,4,32,0,56,0,0,0,0,0,0,832,72,182,157,467,1708,0,0,0,0,240,240,4,0,0,0,164,168,105,0,12,0,235,351,243,27,41,5,163,475,333,42,81,10,113,575,394,34,117,26,68,637,361,28,99,49,21,565,180,7,33,66,4,289,42,0,8,54,3,98,3,0,0,0,0,5,1670,142,384,199,1009,3415
LGA58890,0,0,0,0,13,13,0,0,0,0,21,20,9,0,0,0,22,30,30,3,0,0,11,41,40,0,0,0,14,62,48,3,16,0,9,82,43,3,7,0,4,59,19,0,0,3,0,27,6,0,0,3,0,13,0,0,0,0,0,0,192,13,24,3,103,336,0,0,0,0,11,11,0,0,0,0,11,11,12,0,0,0,15,33,31,0,3,0,7,35,41,3,4,0,10,64,44,4,5,0,3,65,39,0,3,4,0,44,13,0,0,4,0,14,3,0,0,5,0,7,0,0,0,0,0,0,177,10,24,17,53,282,0,0,0,0,18,18,0,0,0,0,32,33,20,0,0,0,35,58,56,3,3,0,20,77,86,8,13,0,25,120,97,6,22,0,19,142,75,4,10,4,4,103,28,0,4,7,0,47,11,0,0,9,0,24,0,0,0,0,0,0,369,23,48,23,152,618
LGA59030,0,0,0,0,0,0,0,0,0,0,11,11,7,0,0,0,25,28,16,3,0,0,28,50,34,3,8,0,3,53,28,6,8,0,17,57,16,0,5,0,0,17,6,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,4,4,106,9,25,4,89,241,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,10,20,10,0,0,0,6,11,13,0,6,0,3,12,15,3,5,0,0,26,9,0,7,3,4,21,0,0,0,3,0,9,0,0,0,4,0,4,0,0,0,0,0,0,53,3,20,6,28,114,0,0,0,0,5,5,0,0,0,0,18,18,13,0,0,0,38,50,28,3,0,0,29,65,44,3,16,0,9,69,45,8,11,0,22,79,22,0,10,5,3,38,14,0,8,3,0,18,3,0,0,4,0,8,0,0,0,0,4,4,162,11,44,10,127,351
LGA59100,0,0,0,0,13,13,0,0,0,0,19,19,10,0,0,0,28,36,16,0,0,0,8,28,30,0,6,0,8,42,37,5,14,0,13,67,27,4,8,0,9,52,15,0,4,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,139,11,35,8,93,280,0,0,0,0,10,10,0,0,0,0,14,14,12,0,0,0,22,32,30,0,3,0,8,41,24,3,6,0,10,33,35,8,14,0,3,55,20,0,5,0,0,31,12,0,0,14,0,29,3,0,0,0,0,12,0,0,0,0,0,0,130,6,31,14,62,245,0,0,0,0,20,20,0,0,0,0,26,26,23,0,0,0,50,70,40,0,3,0,17,63,50,3,9,0,16,75,69,12,28,0,16,124,47,4,19,8,9,76,30,0,10,12,0,51,5,0,0,0,0,11,0,0,0,0,0,0,269,19,62,19,157,532
LGA59170,0,0,0,0,20,20,0,0,0,0,20,20,19,0,0,0,29,49,50,4,3,0,31,84,39,0,4,0,16,56,45,0,10,0,5,64,42,0,0,0,7,51,27,0,0,4,4,36,5,0,0,0,0,13,0,0,0,0,0,0,226,3,27,6,127,392,0,0,0,0,13,13,0,0,0,0,11,10,30,0,0,0,27,57,47,0,5,0,11,64,33,4,9,0,12,54,62,0,14,0,7,85,34,6,3,3,0,56,17,0,5,7,0,34,0,0,0,7,0,9,0,0,0,0,0,0,228,13,32,25,88,384,0,0,0,0,28,28,0,0,0,0,34,33,49,3,0,0,59,112,96,4,10,0,40,151,70,4,14,0,24,111,107,0,20,0,13,153,79,5,6,3,6,106,41,0,7,14,4,68,3,0,3,11,0,17,0,0,0,0,0,0,452,21,64,30,212,776
LGA59250,0,0,0,0,16,16,0,0,3,0,76,77,54,4,5,0,199,265,83,8,11,0,99,199,100,13,37,0,50,203,78,4,12,0,7,113,29,3,7,9,4,44,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,345,40,87,8,449,933,0,0,0,0,10,10,0,0,0,0,22,24,13,0,0,0,62,77,14,6,6,0,33,57,15,8,11,0,19,51,18,3,7,4,11,38,9,0,3,4,3,16,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,71,25,21,9,159,286,0,0,0,0,23,23,4,0,3,0,101,103,68,5,9,0,260,343,94,16,16,0,126,259,115,24,51,4,71,257,94,10,21,4,19,145,35,5,7,8,8,66,8,0,0,6,3,9,0,0,0,0,0,0,0,0,5,0,0,5,415,62,107,16,611,1216
LGA59310,0,0,0,0,26,27,0,0,0,0,28,33,25,0,0,0,51,80,40,3,5,0,33,79,40,12,7,0,28,85,60,8,14,0,25,102,55,5,18,4,13,96,27,3,10,3,4,45,4,0,0,3,0,11,0,0,0,0,0,0,252,29,55,22,208,563,0,0,0,0,18,19,0,0,0,0,26,26,20,0,4,0,36,64,55,3,3,0,31,88,39,3,16,4,10,66,55,9,17,10,8,83,52,5,12,12,0,84,14,4,5,13,0,36,0,0,0,12,0,9,0,0,0,0,0,0,236,17,44,50,130,472,3,0,0,0,43,47,0,0,0,0,58,55,43,3,3,3,92,143,96,3,6,0,60,167,81,14,21,4,33,153,111,8,29,10,27,189,109,8,28,20,15,184,40,5,9,18,4,78,4,0,0,13,0,20,0,0,0,0,4,4,488,48,100,65,337,1041
LGA59320,0,0,0,0,5,5,0,0,0,0,13,13,10,0,0,0,10,23,11,0,3,0,3,19,19,3,4,0,8,28,31,0,14,0,5,47,13,0,7,5,5,29,5,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,82,3,27,6,51,177,0,0,0,0,8,8,0,0,0,0,4,8,6,0,0,0,10,17,17,0,5,0,10,28,15,0,5,0,7,25,21,6,4,0,0,35,14,0,9,0,3,24,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,88,6,18,11,43,164,0,0,0,0,11,11,0,0,0,0,18,22,18,0,0,0,23,42,32,3,8,0,10,49,35,3,9,0,10,50,50,6,19,0,10,81,29,0,17,7,11,58,7,0,4,4,0,16,3,0,0,4,0,0,0,0,0,0,0,0,168,6,48,11,99,335
LGA59330,0,0,0,0,3,3,0,0,0,0,15,15,6,0,0,0,16,23,9,0,0,0,9,23,17,0,4,0,12,32,15,5,7,0,8,41,20,3,12,3,5,39,21,0,12,0,3,35,0,0,0,0,0,3,0,0,0,0,0,0,88,16,30,3,82,219,0,0,0,0,9,9,0,0,0,0,6,9,11,0,4,0,12,26,6,0,0,0,12,23,14,0,12,0,4,21,18,0,4,0,0,28,16,3,6,3,3,34,20,0,0,9,0,28,0,0,0,8,0,8,0,0,0,0,0,0,84,9,29,25,48,184,0,0,0,0,14,14,0,0,0,0,19,26,16,0,4,0,33,49,14,0,0,0,24,45,28,0,10,0,14,55,35,7,14,0,12,72,33,5,18,7,9,74,37,0,13,10,3,57,0,0,0,10,0,8,0,0,0,0,0,0,169,22,57,30,127,397
LGA59340,0,0,0,0,195,195,8,7,0,0,270,284,166,13,5,4,668,856,392,27,46,3,378,835,424,24,88,3,253,800,549,43,93,18,118,823,508,10,100,43,70,728,84,6,18,15,19,144,0,0,0,12,0,14,21,0,0,0,37,61,2153,126,355,96,2004,4742,0,0,0,0,213,213,7,0,0,0,277,283,170,14,16,9,689,887,317,28,43,3,330,728,346,27,88,11,229,699,554,31,132,33,126,874,365,8,62,48,28,509,50,4,14,26,6,98,0,0,0,15,0,15,9,0,6,0,49,62,1803,117,358,151,1940,4371,0,0,0,0,403,403,17,3,0,0,546,566,335,23,23,6,1358,1747,708,58,87,4,705,1559,765,54,179,17,489,1498,1100,77,226,50,242,1695,870,17,163,97,90,1237,135,12,29,42,23,237,0,0,0,28,0,33,29,0,4,0,90,121,3963,240,715,245,3945,9111
LGA59350,0,0,0,0,7,7,5,0,0,0,47,52,63,5,0,0,172,240,91,3,3,0,38,141,99,13,20,0,31,163,66,5,29,3,17,125,30,0,9,3,8,50,9,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,363,34,67,3,322,784,0,0,0,0,7,7,4,0,0,0,16,18,7,0,4,0,50,60,10,3,0,0,24,40,16,0,12,0,22,51,14,5,8,4,8,37,17,0,0,4,0,25,5,0,0,0,0,9,0,0,0,4,0,4,0,0,0,0,0,0,77,14,32,8,122,249,0,0,0,0,6,6,8,0,0,0,63,68,69,8,7,0,220,301,100,5,9,0,63,181,115,13,30,0,50,211,79,13,37,3,30,165,44,0,11,8,8,70,20,0,6,0,0,21,0,0,0,4,0,4,0,0,0,0,0,3,440,42,96,12,448,1036
LGA59360,0,0,0,0,10,10,0,0,0,0,66,69,60,4,4,0,184,258,127,9,19,0,114,265,127,26,55,4,61,272,128,25,62,5,57,280,55,12,18,6,9,103,15,0,9,0,0,33,4,0,0,4,0,8,0,0,0,0,0,0,519,72,172,20,505,1294,0,0,0,0,9,9,0,0,0,0,30,30,16,0,6,0,66,92,29,5,3,0,35,72,54,5,18,0,23,103,50,7,23,0,8,81,42,3,9,8,5,62,7,0,0,6,0,16,5,0,0,6,0,9,0,0,0,0,0,0,198,22,57,29,176,479,0,0,0,0,17,17,0,0,0,0,95,98,79,3,11,0,255,346,153,15,24,0,145,333,181,35,68,4,89,375,178,29,81,11,61,365,98,12,35,15,12,167,23,0,13,10,3,52,6,0,0,9,0,20,0,0,0,0,0,0,720,91,229,54,685,1771
LGA59370,0,0,0,0,73,73,4,0,0,0,36,41,35,4,0,0,97,129,94,6,7,0,46,155,95,6,30,0,55,184,182,17,54,11,40,302,207,14,72,14,23,333,107,5,44,17,8,182,28,0,3,14,5,52,0,0,0,0,0,0,752,52,212,57,380,1458,0,0,0,0,53,53,3,0,0,0,46,47,40,0,0,0,81,118,104,12,10,0,54,179,120,13,27,4,21,190,191,20,69,10,20,312,195,15,64,25,14,323,85,3,30,66,0,187,15,0,3,37,0,56,0,0,0,0,0,0,759,55,211,150,301,1475,0,0,0,0,127,127,7,0,0,0,81,87,70,5,0,0,174,252,200,14,14,0,104,338,219,16,57,9,74,374,373,40,123,21,64,620,407,27,141,40,40,652,192,8,78,80,11,372,46,0,11,52,5,106,0,0,0,0,0,0,1510,110,425,204,678,2933
LGA59799,0,0,0,0,13,13,0,0,0,0,81,81,116,6,0,0,301,430,528,48,48,3,285,908,565,42,76,3,153,842,314,24,65,3,37,449,91,6,12,4,0,117,8,0,0,0,0,15,0,0,0,0,0,0,95,4,12,0,33,143,1728,131,216,13,908,3002,0,0,0,0,8,8,3,0,0,0,33,36,9,0,0,0,68,89,15,4,5,0,30,49,15,5,11,0,18,60,45,7,19,0,9,77,48,0,6,4,0,61,14,0,0,0,0,17,0,0,0,0,0,0,9,0,3,4,5,16,163,19,40,13,173,405,0,0,0,0,20,20,3,0,0,0,115,116,128,8,3,0,370,518,546,44,48,3,311,957,575,49,87,5,173,896,360,32,84,3,50,533,139,9,18,7,0,176,23,0,0,4,0,32,0,0,0,0,0,0,104,4,16,4,39,164,1892,147,262,29,1085,3410
