LGA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
LGA57770,0,0,0,0,13,9,0,23,0,0,0,0,27,8,0,33,27,3,0,31,92,22,9,148,65,0,3,71,63,31,0,156,35,3,0,40,105,36,0,179,12,15,0,34,217,48,0,298,5,21,0,27,275,68,0,371,0,0,0,0,107,26,0,132,0,0,0,0,6,3,0,7,142,54,3,201,908,240,14,1354,0,0,0,4,12,3,0,23,0,5,0,8,39,12,0,51,59,9,3,68,105,21,10,203,73,0,0,76,41,25,0,141,18,0,0,19,95,26,0,140,8,45,0,50,224,52,0,326,3,18,0,22,217,50,0,286,0,3,0,3,61,17,0,88,0,0,0,0,3,5,0,7,155,82,3,245,804,210,11,1273,0,5,0,6,28,10,0,43,4,5,0,3,60,22,0,88,93,7,3,101,198,41,16,355,134,3,3,142,103,54,0,298,46,6,0,61,202,59,4,324
LGA57840,0,50,0,55,1295,36,3,1392,8,33,0,42,1608,73,6,1728,351,80,10,432,2547,165,22,3174,1343,46,38,1426,1201,112,21,2755,894,37,32,958,1377,94,13,2441,212,143,7,355,1860,81,11,2309,35,423,0,459,1630,84,13,2185,11,95,0,104,913,79,0,1097,0,4,0,4,355,81,0,449,2843,918,79,3838,12785,809,89,17523,0,67,0,72,992,45,3,1112,20,78,0,100,1545,65,5,1717,612,133,28,773,2304,140,19,3235,1601,84,94,1781,993,118,11,2898,915,122,48,1086,1541,85,13,2725,109,466,3,578,2028,100,7,2723,28,691,4,720,1587,106,16,2435,0,131,0,129,1114,129,0,1372,0,3,0,3,620,164,0,790,3290,1785,177,5247,12717,964,71,19010,0,122,0,123,2290,80,3,2503,28,112,0,145,3148,140,13,3446,962,218,33,1208,4851,309,43,6409,2944,134,131,3203,2192,231,23,5655,1806,156,79,2045,2923,179,21,5164
LGA57910,19,233,0,252,5237,213,10,5706,63,167,8,239,5778,359,7,6387,2677,361,60,3094,13160,965,45,17262,7812,269,186,8273,7435,837,25,16567,4914,206,111,5228,7574,575,36,13411,885,684,27,1600,9279,403,31,11306,138,1528,4,1676,6881,335,33,8925,26,506,3,535,4579,304,13,5436,10,23,0,32,1985,175,4,2195,16548,3983,401,20932,61900,4162,204,87196,20,355,4,382,4877,241,8,5504,201,346,17,561,5911,324,18,6821,4737,811,168,5715,12286,929,55,18987,9650,525,468,10645,6011,740,30,17416,4716,551,192,5462,8145,494,37,14132,356,2188,27,2573,9263,386,70,12297,127,2897,10,3037,7186,421,36,10676,40,633,0,680,5875,441,13,7008,0,47,0,48,3256,296,4,3596,19850,8357,896,29106,62799,4269,261,96436,38,587,4,631,10113,456,8,11211,265,510,23,802,11685,686,33,13208,7411,1172,226,8813,25440,1893,97,36243,17463,800,654,18915,13439,1578,49,33988,9630,760,306,10692,15715,1061,74,27546
LGA57980,0,21,0,21,395,22,0,429,0,6,0,6,421,23,0,451,95,25,0,121,1016,60,4,1200,586,12,5,612,461,48,5,1126,462,18,11,494,462,51,12,1015,99,47,3,147,734,43,7,929,23,155,0,178,676,67,5,925,3,61,0,62,403,58,0,522,0,5,0,5,123,33,0,158,1278,344,21,1642,4684,398,28,6757,4,23,0,25,334,14,0,372,0,31,0,36,497,24,4,559,186,64,13,259,1054,70,10,1394,757,46,30,826,379,76,0,1289,475,40,25,537,534,53,4,1125,38,130,4,174,815,37,0,1023,10,269,0,284,627,46,5,955,3,83,0,86,496,49,0,631,0,4,0,4,224,54,0,278,1480,689,72,2237,4954,415,21,7628,4,45,0,45,719,33,5,803,0,40,0,44,918,46,3,1010,282,84,16,379,2073,134,9,2595,1349,53,35,1436,843,124,3,2413,938,56,34,1030,991,100,17,2140
LGA58050,24,255,3,281,4493,237,0,5007,147,207,5,357,4177,231,49,4824,2988,311,84,3382,6610,601,16,10615,5486,226,135,5854,4425,555,6,10841,2713,280,69,3066,5568,477,12,9119,522,600,24,1150,6302,347,22,7815,90,643,3,742,4227,241,20,5231,7,151,0,167,2119,163,11,2452,0,3,0,7,602,82,4,688,11991,2684,322,14991,38528,2929,136,56589,30,427,8,465,3885,249,3,4605,380,362,24,761,3635,271,11,4679,5325,531,257,6119,5224,663,28,12027,6838,357,343,7527,3361,569,12,11475,2620,759,133,3508,6035,433,14,9982,238,1770,25,2033,6028,305,48,8414,48,1141,7,1200,4023,255,35,5515,6,177,6,191,2350,204,7,2756,0,15,0,14,915,148,3,1082,15486,5538,799,21822,35446,3094,166,60532,51,679,12,737,8380,484,5,9612,534,569,24,1122,7813,509,56,9499,8316,841,340,9502,11831,1267,44,22640,12324,583,473,13380,7781,1126,21,22316,5339,1034,201,6573,11598,909,22,19101
LGA58190,0,0,0,0,10,0,0,10,0,0,0,0,8,0,0,8,3,0,0,7,15,3,0,28,5,0,0,8,4,0,0,13,9,0,0,9,20,3,0,35,6,0,0,6,31,7,0,48,0,4,0,4,12,4,0,17,0,4,0,4,11,0,0,13,0,0,0,0,3,0,0,3,21,4,3,28,120,20,0,175,0,0,0,0,4,0,0,7,0,0,0,0,3,4,0,4,3,0,4,3,7,0,0,15,17,0,0,19,4,0,0,26,4,0,0,4,16,5,0,27,0,0,0,0,17,3,0,22,0,4,0,4,12,0,0,18,0,0,0,0,9,4,0,15,0,0,0,0,0,0,0,0,26,9,4,39,75,19,0,136,0,0,0,0,13,0,0,17,0,0,0,0,10,4,0,13,11,0,5,15,27,3,0,42,18,0,0,25,11,0,0,36,11,0,0,11,33,12,0,61
LGA58260,0,0,0,0,9,0,0,10,6,0,0,6,8,0,0,11,11,0,0,13,13,7,3,38,15,0,0,19,24,15,0,53,7,0,0,7,26,4,0,38,7,6,0,7,29,7,0,44,0,0,0,4,36,6,0,47,0,0,0,0,21,0,0,24,0,0,0,0,4,0,0,4,38,9,0,48,172,43,3,272,0,0,0,0,6,0,0,9,3,0,0,3,8,3,0,12,9,0,0,13,13,10,0,36,14,0,0,19,14,8,0,38,3,5,0,8,29,9,0,43,0,7,0,9,28,7,0,40,0,4,0,4,27,0,0,34,0,0,0,0,13,0,0,19,0,0,0,0,3,0,0,3,41,12,0,56,131,45,0,230,0,0,0,0,11,3,0,17,3,0,0,3,11,5,0,19,24,5,0,26,23,16,0,74,32,0,3,36,30,19,0,92,13,5,0,14,56,12,0,79
LGA58330,0,4,0,5,88,10,0,101,3,0,0,4,70,7,0,86,39,7,5,48,78,20,0,145,76,6,4,86,87,24,0,194,62,13,0,68,177,40,0,282,13,36,0,49,332,53,0,431,0,27,0,30,355,44,0,425,0,4,0,4,160,26,0,191,0,0,0,0,32,4,0,35,194,88,13,289,1369,230,0,1893,0,15,0,15,74,11,0,97,9,5,0,13,39,0,0,53,70,9,9,81,67,19,0,170,114,3,13,130,53,20,0,210,71,31,0,98,202,29,0,334,5,68,0,79,326,48,0,456,0,43,0,43,292,31,0,361,0,3,0,4,127,22,0,154,0,0,0,0,31,3,0,29,269,174,22,467,1207,200,0,1871,0,19,0,20,162,22,0,201,13,4,0,19,115,13,0,142,108,13,14,129,147,46,0,324,192,12,14,211,138,42,0,401,127,43,0,173,378,69,0,618
LGA58400,0,0,0,0,8,0,0,8,0,0,0,0,6,0,0,3,3,0,0,3,10,0,0,17,3,0,0,3,0,0,0,5,8,0,0,8,12,0,0,17,0,0,0,0,32,3,0,38,0,0,0,0,23,8,0,34,0,0,0,0,13,4,0,10,0,0,0,0,0,0,0,0,16,0,0,13,101,14,0,133,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,6,7,0,0,7,4,4,0,20,3,0,0,3,6,0,0,10,3,0,0,8,10,0,0,22,0,0,0,0,21,0,0,25,0,0,0,0,20,0,0,25,0,0,0,0,9,5,0,11,0,0,0,0,0,0,0,0,20,8,0,23,79,18,0,125,0,0,0,0,13,0,0,13,0,0,0,0,11,0,0,8,15,0,0,15,16,9,0,36,11,0,0,11,4,0,0,17,9,0,0,14,21,0,0,38
LGA58470,0,0,0,0,8,0,0,8,0,0,0,0,4,0,0,4,0,0,0,4,7,0,0,6,3,3,0,8,11,0,0,16,0,0,0,6,18,0,0,27,0,5,0,3,25,5,0,32,0,4,0,4,24,7,0,37,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,9,12,7,28,105,14,0,140,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,4,3,0,3,5,3,0,0,14,5,0,3,11,5,4,0,21,0,0,0,9,12,0,0,20,0,5,0,5,21,4,0,25,0,3,0,3,22,3,0,29,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,15,14,7,36,68,12,0,123,0,0,0,4,8,0,0,11,0,0,0,0,5,0,0,7,11,0,4,10,9,3,0,23,11,4,6,19,14,3,0,37,6,4,5,12,32,3,0,41
LGA58510,4,21,0,28,675,51,0,753,9,34,0,45,1320,121,9,1496,460,77,7,547,2979,265,10,3793,1252,62,23,1338,1458,229,11,3030,639,42,17,699,1325,165,11,2201,122,120,0,249,1524,141,3,1915,24,155,0,180,1110,125,4,1419,3,41,0,45,573,105,5,724,0,4,0,4,242,103,0,348,2519,564,58,3134,11202,1299,42,15678,3,52,3,59,692,40,5,801,27,82,0,113,1332,98,7,1549,717,140,25,878,2627,269,11,3789,1433,84,80,1603,1094,195,9,2898,612,108,31,753,1255,165,0,2178,47,299,0,349,1355,128,10,1839,10,319,0,333,1006,97,6,1444,3,56,0,58,715,166,0,943,0,0,0,0,445,239,0,685,2863,1148,137,4146,10518,1397,55,16122,12,72,7,88,1370,88,4,1544,43,117,0,159,2653,222,15,3045,1173,218,27,1422,5603,533,23,7579,2692,147,101,2942,2550,421,16,5931,1253,151,54,1453,2586,335,9,4378
LGA58540,0,0,0,0,5,0,0,9,0,0,0,0,10,0,0,10,10,0,0,10,20,8,0,38,23,0,0,23,21,7,0,53,12,0,0,12,33,7,0,56,4,0,0,4,70,11,0,80,0,4,0,4,43,8,0,60,0,0,0,0,19,4,0,26,0,0,0,0,6,0,0,6,50,9,0,54,239,44,0,338,0,0,0,0,12,0,0,10,0,0,0,0,3,0,0,9,17,0,0,17,18,0,0,34,24,0,0,24,17,9,0,48,13,0,0,13,27,6,0,55,4,11,0,13,48,6,0,68,0,6,0,6,35,12,0,54,0,0,0,0,19,3,0,26,0,0,0,0,3,0,0,3,54,15,3,75,186,47,0,303,0,0,0,0,14,5,0,22,0,0,0,0,16,0,0,25,27,0,0,27,37,5,0,75,44,0,0,47,35,11,0,100,26,0,0,30,65,16,0,103
LGA58570,0,22,0,22,617,20,3,657,0,22,0,21,1025,83,9,1141,315,79,4,406,3148,263,33,3847,1174,74,39,1281,1673,179,10,3150,904,36,22,958,1247,123,10,2339,156,101,6,265,1517,105,9,1898,10,156,0,173,963,53,5,1184,0,55,0,56,440,48,0,548,0,4,0,4,187,23,0,217,2560,543,76,3179,10819,906,78,14981,0,47,0,45,571,19,5,642,11,61,0,80,1196,71,3,1353,518,189,11,719,3116,234,16,4091,1428,110,102,1638,1194,123,7,2964,833,84,44,956,1188,73,5,2224,68,250,0,313,1443,66,3,1826,6,314,0,318,862,59,9,1248,0,54,0,60,532,49,3,634,0,5,0,7,385,29,0,421,2865,1116,162,4144,10480,724,54,15412,0,61,0,65,1183,39,11,1301,15,88,0,104,2226,153,14,2491,835,267,21,1124,6263,502,54,7941,2599,185,135,2920,2870,302,21,6113,1730,121,66,1915,2431,202,17,4562
LGA58610,0,0,0,0,26,7,0,40,0,0,0,0,21,4,0,26,27,4,0,27,43,11,0,82,46,0,0,49,37,12,0,97,22,0,0,18,64,7,0,94,3,7,0,16,101,3,0,121,0,11,0,11,105,10,0,131,0,3,0,3,72,5,0,72,0,0,0,0,16,0,0,19,99,33,0,128,490,63,0,679,0,7,0,7,29,6,0,45,3,3,0,11,18,0,0,26,35,0,0,39,32,10,0,80,51,0,5,59,18,12,0,87,20,5,0,28,65,8,0,99,5,25,0,25,100,8,0,129,0,13,0,13,102,11,0,129,0,3,0,3,55,9,0,71,0,0,0,0,30,3,0,31,115,56,3,174,440,77,0,697,0,8,0,8,56,16,0,79,4,3,0,8,44,6,0,59,60,6,0,67,78,19,0,163,96,0,5,101,58,22,0,180,37,4,0,50,129,20,0,193
LGA58680,0,0,0,0,5,3,0,8,0,4,0,4,10,3,0,16,3,0,0,5,13,6,0,16,18,0,0,18,8,3,0,29,10,0,0,4,33,8,0,45,3,0,0,3,38,8,0,49,0,0,0,0,32,7,0,39,0,0,0,0,16,6,0,20,0,0,0,0,5,3,0,6,30,3,0,32,156,45,0,234,0,0,0,0,8,8,0,14,0,3,0,3,0,0,0,7,8,0,0,8,9,5,0,22,15,0,0,15,8,4,0,24,3,3,0,11,27,11,0,47,0,7,0,9,22,3,0,33,0,0,0,5,21,5,0,36,0,0,0,0,16,6,0,21,0,0,0,0,0,0,0,3,33,16,0,53,114,45,0,211,0,0,0,0,16,7,0,23,0,5,0,5,13,5,0,20,15,0,0,13,20,7,0,36,33,0,0,33,15,13,0,55,11,7,0,16,55,16,0,95
LGA58760,26,340,6,365,6399,315,3,7083,181,255,3,443,5882,295,11,6628,3889,355,124,4364,8113,574,50,13104,7827,260,231,8321,5185,561,25,14093,4207,380,79,4669,7928,453,11,13065,718,885,22,1625,7990,344,24,9973,107,1006,8,1126,5393,214,24,6755,7,205,0,215,3062,189,8,3475,0,13,0,14,868,122,0,1003,16972,3698,474,21140,50827,3058,158,75186,42,628,3,665,5770,291,4,6731,473,491,34,1002,5192,247,19,6464,6738,678,406,7814,6547,583,27,14974,9926,442,556,10917,4320,586,21,15845,4091,1070,164,5325,8579,463,17,14376,317,2556,37,2904,7603,308,43,10863,79,1730,12,1831,5491,274,34,7624,12,254,0,269,3574,291,14,4149,0,14,0,14,1310,244,3,1568,21673,7861,1208,30748,48380,3289,177,82595,62,966,4,1027,12164,609,10,13813,652,747,42,1442,11072,542,25,13085,10623,1032,526,12183,14668,1158,81,28081,17752,700,790,19241,9507,1144,50,29942,8297,1452,243,9991,16504,917,24,27442
LGA58820,0,0,0,0,112,4,0,120,4,4,0,9,76,6,0,95,53,7,5,59,91,19,0,170,104,7,3,119,92,28,0,238,71,4,0,81,180,32,0,291,9,22,0,31,257,22,0,315,5,29,0,31,240,21,0,295,0,5,0,5,125,16,0,148,0,0,0,0,34,10,0,42,242,82,8,334,1207,160,4,1703,0,16,0,16,96,17,0,126,3,6,0,15,56,3,0,74,93,12,3,108,67,13,0,188,143,10,8,164,65,10,0,238,67,24,5,96,167,23,0,288,3,68,0,75,228,14,0,323,0,36,0,38,223,10,0,272,0,3,0,3,113,21,0,146,0,0,0,0,42,17,0,56,311,183,17,515,1053,136,0,1708,0,13,0,13,206,18,0,240,5,15,0,23,135,12,0,168,145,13,8,167,151,29,0,351,251,20,15,280,153,44,0,475,138,26,5,174,347,53,0,582
LGA58890,0,0,0,0,13,0,0,13,0,0,0,0,23,0,0,20,11,0,0,11,14,0,0,30,24,0,0,24,8,9,0,41,8,4,0,18,40,3,0,62,0,4,0,6,70,9,0,82,0,6,0,6,44,3,0,59,0,0,0,0,29,0,0,27,0,0,0,0,9,3,0,13,48,17,0,56,245,35,0,336,0,0,0,0,7,0,0,11,0,0,0,0,5,0,0,11,14,0,0,12,13,9,0,33,22,0,3,20,9,8,0,35,14,5,0,17,39,9,0,64,0,10,0,10,48,7,0,65,0,10,0,10,34,6,0,44,0,0,0,0,14,0,0,14,0,0,0,0,9,0,0,7,43,28,6,74,174,36,0,282,0,0,0,0,20,0,0,18,0,0,0,0,27,5,0,33,22,0,0,17,29,8,0,58,42,0,3,43,12,18,0,77,23,7,0,31,81,12,0,120
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,3,0,0,9,12,15,5,31,17,0,0,21,10,15,0,50,13,0,0,17,21,16,0,53,0,3,0,3,39,16,0,57,0,0,0,0,20,0,0,17,0,0,0,0,10,0,0,8,0,0,0,0,4,0,0,4,41,6,0,50,124,67,4,241,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,10,9,3,0,20,8,0,0,8,3,3,0,11,0,0,0,3,14,0,0,12,0,6,0,6,19,0,0,26,0,0,0,0,17,3,0,21,0,0,0,0,6,0,0,9,0,0,0,0,6,0,0,4,12,9,0,24,71,16,0,114,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,17,12,0,0,12,18,20,5,52,25,0,0,29,10,16,0,65,18,0,0,19,29,20,0,69
LGA59100,0,0,0,0,10,0,0,13,0,0,0,0,15,3,0,19,14,0,0,18,15,8,0,36,14,0,0,14,10,3,0,28,14,0,0,11,22,9,0,42,0,6,0,6,52,13,0,67,0,6,0,6,35,11,0,52,0,0,0,0,17,5,0,25,0,0,0,0,6,0,0,4,40,14,0,57,171,57,0,280,0,0,0,0,8,0,0,10,0,0,0,0,9,3,0,14,14,0,0,17,9,4,0,32,19,0,0,26,12,7,0,41,11,0,0,9,18,8,0,33,0,4,0,3,35,13,0,55,0,8,0,8,23,4,0,31,0,0,0,0,25,7,0,29,0,0,0,0,6,4,0,12,43,15,6,64,145,39,0,245,0,0,0,0,20,0,0,20,0,0,0,0,18,7,0,26,30,0,0,30,23,17,0,70,36,0,0,34,25,9,0,63,21,5,0,26,40,13,0,75
LGA59170,0,5,0,5,16,0,0,20,0,0,0,0,19,6,0,20,19,0,0,19,27,5,0,49,45,4,4,48,22,11,0,84,19,0,3,17,30,6,0,56,4,9,0,12,51,4,0,64,0,4,0,4,43,6,0,51,0,0,0,0,23,8,0,36,0,0,0,0,10,0,0,13,81,23,7,108,237,44,0,392,0,0,0,0,11,0,0,13,0,0,0,0,11,3,0,12,27,0,4,32,22,6,0,61,42,5,7,51,9,4,0,64,9,6,3,21,33,3,0,54,0,15,0,15,60,8,0,85,0,3,0,7,37,5,0,56,0,0,0,0,20,8,0,34,0,0,0,0,3,0,0,9,86,34,12,134,204,42,0,384,0,5,0,5,27,3,0,28,0,0,0,3,26,9,0,35,45,0,3,55,49,13,0,111,85,6,7,103,29,17,0,151,27,11,7,39,60,8,0,111
LGA59250,0,0,0,0,10,7,0,16,4,0,0,3,41,35,0,77,37,3,0,36,106,119,0,269,46,0,0,48,70,89,0,199,32,0,0,36,83,88,0,203,6,6,0,10,59,39,5,116,0,0,0,0,29,16,0,44,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,115,11,0,131,403,397,5,933,0,0,0,0,0,0,0,10,5,3,0,3,13,5,0,24,6,10,0,13,40,29,0,77,5,3,0,10,22,24,0,57,4,11,0,18,23,20,0,51,0,3,0,3,25,10,0,38,0,4,0,4,13,6,0,16,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,15,35,0,49,143,92,0,286,0,5,0,5,14,10,0,23,4,0,0,9,57,38,0,103,40,7,0,52,141,150,0,342,51,3,0,61,90,110,0,259,40,7,0,49,108,104,0,257
LGA59310,0,5,0,5,22,4,0,27,0,0,0,4,22,4,0,33,23,3,0,29,41,8,0,82,39,0,0,44,27,3,0,79,21,0,0,24,52,10,0,85,5,7,0,7,88,5,0,102,0,9,0,10,82,3,0,96,0,0,0,0,42,5,0,45,0,0,0,0,5,0,0,11,92,25,0,117,392,48,0,563,0,0,0,0,17,0,0,19,3,0,0,8,19,5,0,26,29,10,3,43,24,0,0,64,56,5,4,62,19,7,0,88,10,4,0,19,46,3,0,66,4,13,0,12,70,9,0,83,0,10,0,7,74,8,0,84,0,0,0,0,26,0,0,36,0,0,0,0,9,0,0,9,104,36,7,145,300,32,0,472,0,0,0,0,32,5,0,47,3,3,0,10,41,5,0,61,53,11,7,65,69,8,0,141,97,5,4,108,44,16,0,167,39,3,4,39,97,12,0,153
LGA59320,0,0,0,0,5,0,0,5,0,0,0,0,9,0,0,13,12,0,0,7,9,0,0,23,10,0,0,15,5,5,0,19,6,3,0,11,19,0,0,28,0,3,0,3,42,5,0,47,0,4,0,4,23,3,0,29,0,0,0,0,3,5,0,6,0,0,0,0,4,0,0,4,27,9,0,40,116,21,0,177,0,0,0,0,6,3,0,8,0,0,0,0,4,0,0,8,6,0,0,6,7,0,0,17,22,0,4,26,0,4,0,28,5,0,0,5,16,0,0,25,0,5,0,8,25,0,0,35,0,3,0,3,20,5,0,24,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,44,8,3,51,94,19,0,164,0,0,0,0,15,3,0,11,0,0,0,3,17,0,0,22,22,0,0,22,12,4,0,42,28,0,4,30,9,9,0,49,14,3,0,19,37,3,0,50
LGA59330,0,0,0,0,3,0,0,3,0,3,0,3,10,0,0,15,4,0,0,4,19,0,0,23,11,0,0,16,9,6,0,23,8,0,0,6,22,5,0,32,0,0,0,0,41,6,0,41,0,0,0,0,33,0,0,39,0,0,0,0,30,3,0,35,0,0,0,0,3,0,0,3,27,4,0,31,167,18,0,219,0,0,0,0,7,0,0,9,0,0,0,0,8,3,0,9,8,0,0,8,14,4,0,26,12,0,0,12,9,0,0,23,4,3,0,4,12,4,0,21,0,4,0,5,25,0,0,28,0,4,0,4,30,5,0,34,0,0,0,0,22,3,0,28,0,0,0,0,5,3,0,8,25,14,0,41,119,26,0,184,0,0,0,0,13,0,0,14,0,3,0,3,17,3,0,26,13,0,0,15,30,5,0,49,24,0,0,20,12,3,0,45,14,4,0,15,32,4,0,55
