LGA_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
LGA58050,76,140,329,350,279,185,45,8,4,1419,2229,3401,8425,8319,7406,5071,1041,86,10,35995,34,57,123,119,149,147,92,35,5,768,43,241,1156,1237,942,529,91,0,0,4245,189,352,963,1219,1182,795,181,24,0,4898,13,50,179,201,178,149,25,4,0,797,292,676,1740,1660,1272,905,186,14,0,6754,68,178,569,638,551,403,97,8,0,2511,1175,1255,1776,1378,1154,866,193,13,0,7800,1516,729,790,650,496,335,70,3,0,4602,96,269,1063,1244,1041,852,235,20,0,4819,15,51,130,152,105,75,20,4,0,551,12,93,397,406,314,165,37,7,0,1425,17,70,241,249,205,150,48,10,0,989,34,271,965,1086,687,436,141,17,0,3649,73,220,551,531,489,363,94,10,0,2333,36,257,960,1099,1105,862,174,14,4,4516,133,341,1092,1259,1309,966,220,15,0,5332,162,844,2469,2466,2115,1617,388,19,0,10083,122,155,263,229,157,133,48,13,0,1125
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,9,13,20,11,3,0,0,60,0,0,18,11,22,22,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,5,0,4,0,0,0,13,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,4,14,26,29,23,5,0,0,109,0,6,12,25,29,20,11,0,0,105,0,0,3,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,4,5,0,0,5,0,0,11,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,10,0,0,0,10,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,10,0,0,0,29,0,0,4,5,5,4,0,0,0,16,0,0,0,4,6,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0
LGA58330,4,0,5,0,9,11,4,0,0,35,46,34,93,130,222,240,79,3,0,856,0,4,8,17,24,38,27,8,0,133,0,7,19,30,48,40,7,0,0,154,14,6,13,13,25,15,8,0,0,91,0,0,0,5,0,4,0,0,0,17,11,13,29,35,43,45,15,0,0,193,3,3,0,7,15,15,4,0,0,48,23,13,16,23,26,38,3,0,0,136,20,7,3,6,9,18,3,0,0,67,0,4,5,11,23,28,14,0,0,84,0,0,0,3,0,0,5,0,0,7,0,0,3,4,6,6,0,0,0,26,0,5,0,4,0,3,4,0,0,24,0,0,4,7,12,15,11,5,0,57,3,0,6,4,11,19,5,0,0,46,0,5,21,22,54,45,15,0,0,165,5,0,20,31,26,47,13,0,0,138,0,6,24,32,55,75,20,5,0,219,0,0,0,7,4,5,3,0,0,16
LGA58400,0,0,0,0,0,0,0,0,0,0,0,3,12,4,14,7,6,0,0,50,0,5,11,3,8,16,11,5,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,20,4,0,0,53,0,0,4,6,7,4,3,0,0,23,0,0,6,3,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14,0,0,0,5,3,5,0,0,0,15,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA58510,7,35,92,72,39,32,12,0,4,290,426,1146,2968,2194,1621,1099,313,16,5,9784,8,7,13,15,13,16,8,0,0,79,3,68,460,416,256,154,24,4,0,1394,29,66,168,174,138,90,36,0,0,710,4,9,64,69,49,25,7,0,0,218,24,135,423,353,246,172,43,4,0,1403,9,37,122,104,93,79,12,3,0,455,179,311,481,208,139,113,51,3,0,1478,303,389,509,261,107,62,17,4,0,1660,12,80,242,211,173,124,33,3,0,871,8,28,60,61,31,20,0,0,0,205,5,40,148,145,121,74,11,0,0,539,3,33,84,76,79,39,30,5,0,341,11,151,740,723,343,191,63,3,0,2228,18,93,257,167,117,74,35,0,0,770,7,83,347,330,290,205,47,0,0,1315,45,125,469,404,382,295,86,3,0,1810,33,294,932,581,472,388,107,10,0,2818,45,79,139,108,57,52,15,4,0,487
LGA58540,0,0,0,0,0,4,0,0,0,7,6,8,20,29,39,51,13,5,0,165,4,7,31,29,34,53,18,10,0,184,0,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,7,3,11,0,0,0,26,5,0,6,0,3,0,0,0,0,15,6,0,0,0,0,5,3,4,0,19,0,0,3,0,6,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,7,4,3,4,3,0,0,19,0,0,0,7,5,4,0,0,0,23,0,0,0,3,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3
LGA58570,8,38,99,69,55,23,14,0,0,303,354,1054,3421,2423,1804,1169,306,21,3,10553,0,7,25,9,16,15,4,3,0,78,5,66,424,475,268,127,16,4,0,1375,27,36,166,140,121,70,20,0,0,582,0,9,75,75,58,28,3,0,0,251,29,100,402,317,238,149,38,5,0,1282,3,23,97,105,92,52,11,0,0,385,184,293,394,230,194,125,48,6,0,1475,219,382,640,282,102,70,24,0,0,1727,8,33,138,133,110,83,23,0,0,530,0,21,107,77,55,27,5,6,0,299,0,44,247,230,156,87,15,0,0,783,4,24,89,104,85,50,23,4,0,372,9,186,1022,901,604,304,105,13,0,3150,8,70,186,141,90,80,22,5,0,603,7,71,392,377,317,264,47,3,0,1482,36,110,475,414,430,360,87,6,0,1922,23,224,1107,679,502,375,123,11,0,3041,45,73,198,130,80,57,19,0,0,609
LGA58610,0,0,0,0,10,3,0,0,0,16,18,16,52,61,69,72,32,3,0,333,11,8,25,33,37,32,30,5,0,182,0,0,0,3,0,3,0,0,0,11,0,0,10,10,4,0,0,0,0,26,0,0,0,0,0,5,0,0,0,5,0,8,7,9,9,15,0,0,0,43,0,0,4,8,10,3,0,0,0,32,7,4,3,10,8,12,6,0,0,53,6,3,5,3,4,5,0,0,0,23,0,0,0,8,12,10,3,0,0,33,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,5,0,0,4,0,4,4,4,0,5,4,0,0,18,0,0,5,0,0,0,0,0,0,5,0,0,8,3,12,18,5,0,0,41,4,3,0,14,12,10,4,0,0,49,0,0,22,16,18,24,9,0,0,90,0,0,0,0,0,0,0,0,0,3
LGA58680,0,0,0,0,0,0,0,0,0,5,4,3,13,15,21,26,6,3,0,88,0,11,3,8,21,20,11,6,0,85,0,0,3,10,3,8,0,0,0,30,0,0,8,0,9,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,0,0,18,0,0,3,0,3,4,0,0,0,10,0,0,0,0,3,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA58760,85,160,408,499,399,223,53,10,0,1855,3353,4845,10733,11729,11102,6698,1305,75,3,49843,34,70,256,249,249,193,83,12,0,1145,32,305,1366,1584,1298,678,95,5,0,5367,186,351,946,1248,1359,883,174,23,0,5163,20,75,206,316,288,207,33,0,0,1141,463,1062,3006,2941,2524,1586,288,23,0,11887,59,179,528,645,611,392,89,8,0,2516,1706,1857,2099,1853,1771,1160,257,26,0,10731,2298,1162,975,827,627,396,73,10,0,6365,102,244,709,900,975,853,229,18,5,4036,37,90,195,206,162,95,16,4,0,806,23,132,603,755,653,313,58,3,0,2534,15,92,243,294,291,189,48,10,0,1192,62,436,1311,1713,1274,639,189,18,0,5647,122,356,750,792,809,545,137,12,0,3523,41,285,1153,1440,1548,968,224,13,0,5678,214,469,1589,2128,2162,1291,268,15,0,8137,253,1258,3178,3518,3382,2363,511,26,0,14476,248,254,302,293,248,136,40,7,0,1532
LGA58820,0,3,8,4,7,6,0,4,0,34,56,53,103,163,184,168,45,5,0,774,4,8,19,27,22,22,22,9,0,127,5,15,32,61,57,42,8,0,0,226,17,15,31,43,65,52,11,0,0,228,0,4,0,9,8,0,0,0,0,26,13,14,41,45,58,49,16,0,0,233,0,0,7,3,5,5,0,0,0,20,23,10,13,22,28,22,5,5,0,119,20,4,3,3,12,10,0,0,0,67,0,0,6,7,12,16,13,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,0,0,19,0,0,0,0,8,5,0,0,0,22,0,7,4,11,5,6,0,0,0,34,0,8,6,10,6,16,0,0,0,50,3,3,11,15,21,28,9,0,0,89,6,3,14,30,33,29,3,0,0,121,0,7,16,20,44,41,17,0,0,150,0,0,3,4,9,5,0,0,0,24
LGA58890,0,0,0,0,0,0,0,0,0,0,7,4,18,26,47,39,20,0,0,152,6,19,17,29,60,48,38,18,0,226,0,0,0,4,0,3,0,0,0,13,0,0,0,6,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,4,0,0,0,20,0,0,4,4,4,7,0,0,0,25,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,3,10,10,13,16,5,0,0,55,0,0,8,11,9,8,6,0,0,54,0,6,8,10,21,25,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,4,0,0,0,6,0,7,3,9,15,33,28,38,6,4,0,128,6,10,26,25,30,34,16,5,0,148,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,0,0,0,7,0,0,0,0,0,10,0,0,0,5,8,0,5,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,8,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,3,4,14,4,0,0,19,0,0,3,7,0,6,0,0,0,23,0,5,4,4,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA59170,0,0,0,0,0,0,0,0,0,4,4,7,38,51,45,56,18,6,0,233,3,13,34,59,33,51,32,8,0,245,4,5,9,6,8,6,0,0,0,26,0,3,3,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,15,0,3,0,4,0,4,0,0,0,13,3,0,0,0,5,8,0,0,0,21,0,0,6,9,3,0,0,0,0,26,0,0,0,3,5,4,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,3,5,3,0,0,23,0,0,3,12,13,7,5,0,0,41,0,0,10,5,3,7,5,0,0,36,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,0,0,0,0,0,0,4,0,16,41,27,28,20,3,0,0,139,4,6,6,3,0,6,0,0,0,25,5,28,121,74,66,41,6,0,0,342,0,0,15,12,16,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,13,8,9,8,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,5,4,5,0,0,3,0,17,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,11,0,0,0,0,24,0,7,0,7,4,0,0,0,0,14,0,3,6,9,14,0,0,0,0,22,0,0,6,4,0,4,0,0,0,16,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,3,3,0,0,16,13,15,36,70,51,58,27,0,0,273,8,6,30,31,35,33,26,7,0,176,0,0,4,4,3,0,0,0,0,14,0,0,0,0,5,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,4,8,4,0,0,0,0,23,5,11,16,18,6,8,0,0,0,65,5,0,3,3,9,10,8,4,0,41,0,3,6,10,4,4,0,3,0,30,0,3,5,7,3,10,7,0,0,36,0,0,5,0,0,0,0,0,0,5,0,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,5,0,0,5,0,0,0,9,0,0,6,9,12,8,4,0,0,35,0,0,11,14,15,14,5,0,0,58,0,0,5,11,11,8,10,0,0,41,0,0,0,0,0,0,0,0,0,4
LGA59320,0,0,0,0,0,0,0,0,0,0,0,4,12,20,18,19,6,0,0,90,0,3,18,14,23,33,12,0,0,101,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,5,0,5,0,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,3,3,3,4,5,0,0,0,22,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,3,6,21,9,19,21,7,7,0,87,0,9,6,12,22,14,3,6,0,77,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,5,0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,5,0,0,0,19,0,0,6,0,5,9,4,0,0,25,0,0,6,6,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,5
LGA59340,0,6,20,12,12,10,3,0,0,70,71,130,534,456,428,427,97,14,0,2164,15,37,118,67,61,71,27,3,0,400,0,20,73,70,61,38,8,0,0,274,4,3,26,23,18,16,4,0,0,104,0,0,21,13,17,16,0,0,0,75,8,28,92,104,79,78,22,0,0,406,0,5,4,13,13,4,7,0,0,44,25,19,65,69,80,49,22,9,0,340,31,27,100,67,60,52,30,0,0,369,3,26,54,36,58,47,23,3,0,253,0,0,5,3,4,8,6,0,0,36,0,0,11,24,9,8,0,0,0,48,0,0,8,3,4,14,3,0,0,39,0,7,40,48,38,37,11,0,0,188,6,9,41,40,32,51,13,0,0,189,4,12,78,105,92,59,17,0,0,365,0,20,107,86,124,110,16,0,0,469,15,32,166,161,111,147,39,8,0,677,0,3,11,4,18,3,0,0,0,50
LGA59350,0,0,0,0,0,0,0,0,0,0,3,9,19,17,19,11,12,0,0,85,0,0,0,0,3,3,8,0,0,13,0,15,82,47,52,37,4,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,5,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,13,0,0,3,7,0,0,0,0,0,11,0,0,8,0,4,5,6,0,0,15,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,0,3,0,0,0,0,3,0,0,11,7,19,60,50,70,53,18,3,0,277,0,7,15,13,24,41,15,8,4,119,4,26,127,130,114,104,20,0,0,520,0,0,5,0,6,6,0,0,0,20,0,0,3,0,6,0,0,0,0,9,0,5,16,23,13,21,3,0,0,76,0,0,0,0,3,0,0,0,0,5,0,0,5,5,10,0,0,0,0,30,0,6,6,12,10,12,0,0,0,39,0,0,3,10,10,6,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,14,0,0,6,0,5,0,0,0,0,15,0,4,4,11,12,16,4,0,0,50,0,0,6,5,8,9,0,0,0,34,0,0,7,3,10,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0
LGA59370,0,5,6,0,8,6,0,4,0,36,29,35,84,140,143,183,54,7,0,682,9,4,20,55,23,62,33,12,3,225,3,0,10,7,15,24,4,0,0,66,0,8,7,6,10,12,7,0,0,43,0,3,4,3,8,14,0,0,0,30,0,5,25,18,15,30,10,5,0,112,4,3,9,9,15,19,0,0,0,57,21,0,14,16,22,21,7,0,0,102,12,3,3,12,13,23,9,0,0,73,0,6,9,10,8,18,12,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,11,0,0,0,6,0,4,5,0,0,13,0,4,16,9,5,11,5,0,0,51,0,3,6,5,3,6,6,0,0,32,0,4,13,26,22,23,10,0,0,103,0,4,15,30,33,30,7,0,0,121,0,5,19,25,44,62,17,5,0,168,0,0,0,0,0,4,4,0,0,13
LGA59799,0,0,5,0,0,3,0,0,0,16,7,23,54,28,32,29,5,5,0,186,3,16,34,25,17,11,3,0,0,106,4,15,78,182,166,88,3,0,0,533,0,0,5,14,13,10,6,0,0,44,0,0,7,13,11,8,0,0,0,50,0,0,37,81,61,23,3,0,0,218,0,0,3,7,8,9,0,0,0,27,0,0,0,7,5,3,0,0,0,10,0,4,9,20,17,14,0,0,0,62,0,16,38,57,54,27,3,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,10,14,25,10,0,0,0,55,0,7,13,17,16,13,4,0,0,64,0,0,3,0,11,6,0,0,0,25,0,0,0,0,0,3,4,0,0,12,0,0,3,0,6,5,0,0,0,18,0,0,0,0,0,0,3,0,0,8
