ILOC_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
ILOC50501402,107,951,109,197,31,8,134,1543,1177,2124,261,452,34,25,383,4453,1512,2051,362,369,26,33,346,4697,1722,2418,475,398,18,52,343,5423,1439,2010,460,434,17,51,319,4737,1728,2612,911,674,15,115,884,6939,7690,12178,2594,2625,193,288,2512,28073,0,0,0,7,0,0,0,14,0,7,0,4,0,0,0,14,10,14,6,6,0,0,0,31,7,6,3,0,0,0,6,16,6,4,4,3,0,0,4,19,0,5,0,0,0,0,0,9,0,6,0,0,0,0,6,6,19,38,14,23,5,4,11,116,0,0,14,127,56,17,30,242,122,1077,114,164,34,19,40,1566,1325,2531,285,235,15,27,83,4507,1690,2616,411,244,27,49,135,5169,1825,2764,659,213,27,109,157,5761,1346,1934,842,222,42,151,167,4713,1304,2407,1382,255,68,332,865,6619,7609,13345,3704,1461,266,699,1487,28576,0,0,0,0,0,0,82,82,0,4,0,0,0,0,103,102
ILOC50501501,4,39,58,358,103,12,98,673,48,172,156,1044,86,26,289,1824,60,175,236,976,21,40,310,1808,94,198,328,1070,25,52,302,2056,90,145,321,1083,14,38,244,1944,70,136,216,1002,4,74,310,1816,363,859,1319,5642,337,258,1661,10448,0,0,3,9,3,0,6,18,0,0,6,15,5,4,3,33,0,3,14,33,5,0,4,63,0,3,9,17,0,4,4,40,3,4,9,19,3,0,5,44,0,6,3,11,0,0,4,26,0,3,4,3,0,0,9,22,6,23,42,101,28,10,35,243,0,0,9,114,75,13,23,237,14,118,85,288,86,24,26,640,110,351,322,693,86,43,74,1677,167,399,352,674,65,68,82,1801,136,375,433,650,58,97,101,1852,104,243,352,507,46,108,111,1484,51,195,225,227,32,89,348,1174,588,1680,1783,3155,448,445,771,8865,0,0,0,0,0,0,61,61,0,0,0,0,0,0,54,53
ILOC50501502,0,44,30,200,47,3,75,403,31,139,93,552,36,17,148,1022,75,143,155,510,8,17,184,1094,75,148,180,574,16,28,197,1216,80,130,235,698,13,33,205,1393,85,190,247,956,14,76,422,1990,341,792,943,3540,172,184,1255,7233,0,0,0,4,0,0,0,8,0,0,0,7,4,0,0,15,0,3,4,4,3,0,5,23,0,0,4,7,0,0,0,10,0,3,3,8,0,0,0,17,0,0,0,3,6,0,7,13,0,0,0,3,0,0,5,5,3,8,10,40,9,0,13,84,0,0,8,50,37,3,19,115,4,84,51,168,41,6,24,377,81,276,145,366,44,22,38,971,140,305,209,332,24,39,62,1108,114,224,274,323,33,55,54,1076,114,221,258,293,51,75,120,1118,73,213,291,214,31,104,486,1416,528,1312,1236,1742,261,297,794,6173,0,0,0,0,0,0,23,23,0,0,0,0,0,0,48,48
ILOC50501503,6,88,55,483,99,25,124,876,100,339,347,1864,76,61,384,3177,193,537,581,1660,42,67,440,3531,188,396,524,1444,18,58,356,2993,108,174,319,928,11,48,225,1818,72,140,200,707,12,42,231,1398,671,1678,2036,7266,387,308,1868,14223,0,0,0,3,3,0,3,7,0,0,7,24,0,0,5,46,4,6,21,30,7,0,0,75,3,7,7,32,3,0,3,54,3,11,4,14,0,0,0,37,6,6,0,7,0,0,0,14,0,0,0,0,0,0,0,6,12,38,44,119,13,0,11,239,0,0,13,204,124,12,37,395,21,194,178,429,83,36,36,981,258,873,632,1360,148,83,126,3473,368,1021,798,1074,106,135,128,3627,266,671,662,803,65,133,107,2708,110,263,354,417,38,86,98,1378,67,181,189,177,25,73,237,940,1096,3215,2827,4458,588,554,775,13509,0,0,0,0,0,0,59,59,0,0,0,0,0,0,68,69
ILOC50501601,5,38,30,278,44,8,66,470,39,177,143,1004,33,23,167,1584,96,269,233,856,23,26,192,1699,80,157,197,694,7,39,183,1358,61,109,144,587,9,34,138,1077,37,91,117,490,3,35,137,916,326,837,866,3987,172,169,943,7291,0,0,0,8,4,0,0,14,0,0,0,11,3,0,0,15,5,8,9,30,0,0,0,47,4,3,10,13,0,0,0,34,0,3,8,9,0,0,0,20,0,4,5,5,0,0,0,12,0,0,0,0,0,0,0,3,6,13,25,76,13,3,3,144,0,0,10,96,46,12,18,179,13,73,67,239,35,14,14,465,132,454,355,673,58,40,69,1778,185,412,350,485,43,56,69,1603,102,256,287,345,31,77,67,1162,68,157,242,204,31,56,60,813,35,114,133,103,13,43,121,579,538,1472,1448,2145,263,304,416,6584,0,0,0,0,0,0,20,20,0,0,0,0,0,0,34,34
ILOC50501701,48,387,112,164,38,6,111,856,594,1242,232,444,30,21,258,2828,636,1025,223,342,10,27,179,2439,529,790,265,304,3,29,184,2101,418,662,260,371,9,31,170,1918,466,786,467,516,12,73,447,2774,2690,4886,1571,2219,142,188,1388,13092,0,0,0,8,3,0,6,12,0,0,3,6,0,0,3,7,0,10,4,9,3,0,7,36,0,4,4,0,0,0,5,13,0,0,5,4,0,0,4,23,3,7,0,0,0,0,3,10,0,3,0,0,0,0,9,9,12,21,17,31,5,3,30,115,0,0,13,47,26,5,12,99,73,491,114,192,44,7,38,959,729,1433,219,255,19,23,55,2727,709,1189,286,197,20,24,75,2495,521,951,316,200,25,47,61,2130,427,700,390,184,27,80,102,1915,342,642,521,165,29,143,599,2443,2799,5411,1864,1238,194,333,937,12773,0,0,0,0,0,0,20,20,0,0,0,0,0,0,54,53
ILOC50501702,35,259,133,207,61,10,148,850,567,1276,325,613,41,26,382,3225,545,981,301,478,23,34,288,2655,327,510,241,368,12,35,223,1724,207,302,202,401,6,41,192,1347,152,278,236,460,12,35,413,1587,1833,3614,1451,2576,190,178,1692,11529,0,0,0,3,0,0,0,7,0,10,6,11,0,0,5,27,3,10,5,13,0,0,7,35,4,7,0,7,0,0,0,17,3,6,6,9,0,0,3,30,5,6,4,0,0,0,3,17,0,3,0,0,0,0,11,18,14,35,22,43,7,0,23,150,0,0,11,76,39,7,15,150,46,357,168,196,59,11,34,866,745,1554,351,320,35,22,88,3112,649,1059,310,252,28,35,59,2387,341,553,279,217,23,66,60,1542,224,323,225,173,29,48,79,1100,147,304,236,126,17,73,555,1465,2152,4151,1583,1363,229,261,888,10623,0,0,0,0,0,0,35,35,0,0,0,0,0,0,63,64
ILOC50501801,63,453,88,280,53,20,100,1057,603,1707,456,1280,49,47,508,4647,1022,2008,625,1078,35,58,450,5267,884,1642,621,858,17,74,326,4425,621,1056,510,852,13,65,264,3385,621,1228,831,1100,25,118,664,4583,3811,8078,3142,5559,242,389,2379,23608,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,4,3,13,4,12,0,0,0,35,0,9,7,3,0,0,3,20,5,9,9,9,0,6,0,30,0,3,3,4,0,0,0,12,0,3,3,0,0,0,3,12,13,27,20,30,0,8,12,118,0,0,12,110,43,16,18,191,61,580,122,274,49,21,47,1156,1036,2590,574,571,51,60,153,5043,1345,2659,697,452,54,96,140,5445,996,1853,795,444,46,154,142,4429,634,1079,684,360,47,158,156,3123,503,1182,916,357,73,279,720,4034,4577,9951,3791,2567,364,789,1382,23420,0,0,0,0,0,0,50,50,0,0,0,0,0,0,69,68
ILOC50501802,41,298,116,219,49,16,100,828,446,1069,294,605,25,27,270,2722,466,1034,349,528,31,33,255,2694,419,800,369,549,15,44,230,2434,316,656,325,592,12,40,201,2140,319,649,447,821,15,80,457,2774,2006,4491,1912,3384,177,245,1564,13774,0,0,0,0,0,0,0,5,0,3,4,9,4,0,0,9,0,5,3,10,4,0,0,26,5,3,6,9,0,0,0,26,3,3,0,3,0,3,4,20,5,5,0,3,0,0,0,17,0,0,0,3,0,0,0,8,12,24,16,34,11,9,14,111,0,0,15,66,63,12,20,181,59,414,148,178,52,20,40,905,606,1379,345,309,46,37,96,2824,611,1232,392,319,41,53,95,2735,446,907,436,329,50,121,98,2391,339,642,411,306,39,124,131,1984,263,624,470,246,45,143,469,2266,2327,5196,2221,1737,331,515,948,13282,0,0,0,0,0,0,43,45,0,0,0,0,0,0,42,41
ILOC50501803,8,52,74,125,35,9,76,385,182,329,221,385,31,15,193,1359,123,270,163,328,17,18,189,1104,61,138,97,230,10,27,117,674,30,79,64,197,4,18,60,453,38,78,111,303,5,14,134,682,441,946,734,1601,107,107,815,4757,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,3,14,0,0,0,20,0,3,3,3,0,0,3,13,0,0,3,4,0,0,3,13,0,0,8,7,0,0,0,10,0,0,4,4,0,0,0,7,3,10,21,33,4,9,10,82,0,0,6,37,16,5,7,68,17,78,64,87,29,4,15,296,210,462,242,263,25,29,66,1295,132,346,177,211,26,32,47,962,67,160,126,136,16,42,38,575,33,76,104,106,12,18,38,389,21,114,114,83,11,35,109,489,473,1243,824,918,130,162,323,4072,0,0,0,0,0,0,29,29,0,0,0,0,0,0,43,43
ILOC50501804,59,462,230,380,81,29,202,1441,1271,2529,860,1370,76,60,684,6855,1248,2171,880,1136,49,68,624,6172,644,1155,586,898,31,66,417,3801,353,753,433,886,37,74,317,2850,315,622,530,1153,23,93,486,3221,3894,7694,3530,5907,362,395,2806,24595,0,0,0,3,0,0,0,7,0,5,3,12,0,0,0,29,5,21,14,22,8,0,7,76,6,6,9,20,0,0,7,53,0,5,12,11,0,3,5,31,0,6,9,4,6,0,9,24,0,3,0,0,0,0,0,10,16,46,37,79,15,8,28,227,0,0,17,109,55,8,24,217,95,657,255,393,95,22,75,1596,1651,3367,960,866,90,84,268,7282,1443,2475,916,684,79,120,193,5908,673,1246,680,549,61,150,150,3511,394,703,558,457,50,149,177,2497,273,715,641,344,62,194,640,2866,4529,9169,4034,3404,490,730,1522,23886,0,0,0,0,0,0,58,58,0,0,0,0,0,0,114,113
ILOC50501901,0,69,26,149,39,9,28,323,56,188,96,399,25,14,100,875,50,158,103,323,17,15,87,749,54,128,100,350,11,20,78,752,63,137,140,470,4,26,91,939,54,110,110,299,5,21,104,707,281,796,576,2028,126,117,531,4453,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,10,0,0,4,12,0,0,4,16,0,0,0,9,0,0,0,10,3,0,3,3,0,0,0,11,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,3,3,6,9,28,7,0,4,56,0,0,0,35,23,3,13,69,18,111,57,98,19,15,24,342,83,250,155,214,23,18,38,781,91,249,163,207,30,19,45,803,60,197,140,215,19,52,29,723,48,136,163,177,18,71,60,672,33,119,83,91,10,28,86,457,332,1053,761,1046,141,214,293,3839,0,0,0,0,0,0,15,14,0,0,0,0,0,0,15,15
ILOC50501902,5,75,27,149,25,3,65,353,70,193,120,374,46,15,127,937,80,196,162,417,16,20,114,1006,58,140,129,357,18,20,111,825,27,98,106,376,15,19,92,730,23,81,82,344,5,31,106,658,260,783,634,2060,157,106,655,4656,0,0,0,3,0,0,0,6,0,0,0,6,0,0,5,8,0,0,10,30,0,0,4,43,0,0,0,8,0,0,4,20,0,6,3,11,0,0,4,25,0,6,0,9,0,0,4,13,0,0,5,0,0,0,3,11,0,13,18,65,3,5,26,126,0,0,5,54,29,10,16,116,10,108,58,113,28,10,17,339,109,299,145,235,23,18,63,895,113,280,187,238,31,34,46,924,69,166,154,210,26,55,47,732,43,127,113,164,12,43,57,567,16,87,85,82,9,33,120,430,366,1066,754,1092,158,203,361,4002,0,0,0,0,0,0,36,30,0,0,0,0,0,0,24,24
ILOC50501903,0,5,3,17,3,0,12,38,4,9,7,54,3,3,10,95,10,12,10,50,0,0,16,92,5,6,11,35,0,0,15,71,4,3,7,36,0,0,15,73,0,8,9,45,0,6,20,90,27,41,44,241,11,22,96,471,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,19,0,0,0,6,0,0,0,9,0,6,3,13,6,4,0,28,0,31,17,29,3,0,0,85,6,13,12,27,0,0,5,67,4,11,14,18,6,0,0,52,4,4,7,9,0,7,0,43,7,11,10,9,0,4,18,56,27,77,65,113,16,13,32,339,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3
ILOC50501904,12,128,91,360,71,19,92,786,209,639,482,1582,77,51,340,3382,387,765,592,1258,42,65,355,3464,142,410,369,980,17,39,288,2253,109,209,268,753,9,37,191,1583,91,202,202,643,14,47,205,1413,961,2357,2012,5687,296,269,1557,13140,0,0,0,3,0,4,3,11,0,3,0,9,6,0,4,23,4,18,21,57,9,3,9,109,0,5,15,16,0,4,4,48,3,0,8,10,5,0,5,26,0,6,8,4,0,0,0,20,0,3,0,0,0,0,0,6,15,41,44,106,14,9,25,246,0,3,3,105,57,10,27,206,23,189,129,341,70,20,41,803,482,1293,674,1020,100,87,142,3787,485,1106,602,688,72,104,137,3193,246,543,451,492,47,89,112,1986,147,256,335,303,31,89,110,1282,80,181,181,154,17,67,176,858,1463,3574,2376,3105,393,464,739,12117,0,0,0,0,0,0,35,35,0,0,0,0,0,0,55,52
ILOC50501905,0,49,31,196,49,15,59,400,47,130,119,558,27,18,137,1034,108,241,243,637,29,24,182,1464,89,187,196,595,11,38,165,1289,38,102,99,380,13,21,80,731,34,58,98,369,6,19,114,696,316,771,793,2815,185,142,792,5811,0,0,0,5,3,0,0,10,0,0,0,12,0,0,0,20,0,5,7,18,3,0,0,33,3,0,0,10,0,0,0,21,3,10,3,0,0,0,0,19,0,3,0,3,0,0,5,8,0,0,0,0,0,0,0,8,9,14,9,53,11,4,8,104,0,0,3,69,34,12,11,135,12,93,67,216,39,18,18,459,106,340,213,401,45,29,53,1194,149,406,363,431,45,72,62,1523,103,265,292,318,46,69,56,1155,43,111,140,196,16,23,57,579,38,76,113,94,17,33,150,525,453,1298,1185,1715,245,259,421,5570,0,0,0,0,0,0,42,41,0,0,0,0,0,0,22,22
ILOC50501906,0,25,14,41,3,0,14,92,44,142,38,182,8,4,45,461,71,115,55,163,5,4,59,474,61,100,75,132,3,5,43,417,39,66,53,155,4,11,35,357,45,84,64,164,5,13,75,452,256,526,304,859,39,46,280,2299,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,11,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,10,15,0,0,4,36,0,0,0,14,6,6,4,30,0,33,10,40,10,0,6,103,56,207,67,87,12,9,11,450,109,200,67,91,17,11,16,512,67,148,88,88,6,14,17,428,53,88,79,67,10,33,18,349,32,89,82,45,9,16,73,354,328,767,402,440,68,96,149,2233,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,5
ILOC50501907,0,7,4,39,16,3,32,95,32,57,36,144,13,5,57,345,35,56,43,94,7,0,55,290,20,36,17,92,7,5,51,221,16,24,35,84,5,8,50,213,7,28,25,83,0,11,127,274,104,205,154,540,48,31,380,1469,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,12,0,0,4,0,0,0,0,9,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,3,0,3,11,8,3,0,9,43,0,0,0,14,3,0,0,23,0,14,19,50,12,3,12,112,48,86,50,74,13,6,18,287,36,79,36,58,6,7,11,233,26,48,50,41,9,12,29,203,14,30,35,39,7,17,13,157,9,30,31,29,5,10,180,293,134,291,223,311,53,49,256,1314,0,0,0,0,0,0,13,13,0,0,0,0,0,0,27,27
ILOC50501908,0,11,16,64,22,3,20,127,19,58,56,157,8,5,68,372,26,63,41,132,11,4,60,336,13,37,37,130,4,5,58,287,3,23,22,101,0,6,49,206,3,20,24,112,0,3,55,220,64,210,202,711,53,20,313,1586,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,12,0,4,0,14,6,0,0,20,0,0,6,7,0,0,0,13,0,4,0,3,0,0,6,9,0,0,0,6,0,0,0,12,0,0,4,5,0,0,5,11,3,6,11,35,6,0,14,82,0,0,4,9,13,0,0,24,9,19,16,58,13,5,5,125,32,111,61,105,10,4,25,343,37,73,64,78,7,16,10,289,13,45,43,59,3,20,3,193,4,33,34,54,6,12,19,154,8,23,32,26,5,10,50,150,93,303,254,388,55,64,117,1280,0,0,0,0,0,0,14,8,0,0,0,0,0,0,15,15
ILOC50501909,0,14,9,53,12,0,12,104,13,40,26,189,8,6,45,327,23,51,40,157,4,5,34,318,19,46,42,147,9,10,37,297,6,31,51,138,0,9,25,260,9,19,32,92,0,4,37,195,70,209,186,792,51,34,198,1539,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,7,0,0,3,14,0,0,9,3,5,0,0,12,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,10,25,9,0,4,51,0,0,0,14,15,0,3,40,6,15,13,45,8,0,9,96,18,80,45,117,14,7,4,283,40,58,58,87,10,19,10,290,24,68,79,99,4,22,17,304,21,32,49,62,6,14,15,204,9,23,27,27,3,13,24,129,123,278,271,449,56,83,87,1343,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6
ILOC50502001,42,376,206,844,174,40,269,1951,348,1235,636,2563,128,83,595,5586,692,1559,1029,2560,72,130,620,6663,440,1023,891,2228,54,145,604,5394,245,542,593,1954,41,104,454,3929,179,422,560,1955,26,132,644,3915,1945,5156,3937,12369,675,655,3366,28105,0,0,0,6,3,3,5,20,0,5,5,22,7,3,0,46,4,20,17,41,13,4,12,98,3,9,8,13,0,3,4,40,4,4,13,17,4,0,3,49,0,7,12,14,0,0,9,48,0,4,0,0,0,4,16,29,14,48,50,116,27,22,46,326,5,0,41,277,169,39,81,610,61,550,344,689,162,75,97,1984,706,2266,1099,1557,166,129,256,6185,958,2377,1330,1458,159,221,329,6832,527,1358,1165,1254,156,278,319,5058,261,631,815,804,125,232,260,3120,138,499,592,438,76,239,808,2792,2650,7691,5385,6484,1006,1210,2151,26585,0,0,0,0,0,0,78,78,0,0,0,0,0,0,91,96
ILOC50502101,13,182,132,593,129,30,197,1276,181,638,452,2118,129,80,518,4110,302,754,610,1927,52,107,552,4303,339,611,721,1942,44,83,529,4270,212,360,466,1537,27,71,381,3047,155,290,442,1266,22,87,454,2699,1194,2837,2841,9573,532,475,2767,20226,0,0,0,11,5,0,3,12,0,0,4,13,0,0,0,17,5,9,18,43,10,0,4,92,0,9,8,24,8,0,3,59,3,8,8,16,3,0,0,44,0,5,9,6,0,0,8,17,0,0,0,0,0,0,4,7,17,26,44,109,32,6,26,259,0,0,14,181,150,26,45,422,38,334,252,566,147,46,80,1457,401,1338,902,1389,127,99,168,4423,522,1351,1001,1122,118,156,211,4476,401,1004,1047,1071,107,217,209,4063,209,510,687,655,70,146,181,2465,139,338,423,331,55,152,585,2028,1708,4869,4328,5326,773,845,1489,19337,0,0,0,0,0,0,94,91,0,0,0,4,0,0,105,108
ILOC50600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
