ILOC_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
ILOC50501803,6,9,0,6,8,0,32,5,3,4,0,3,0,17,5,4,0,0,0,0,8,19,18,5,6,10,3,59,8,4,3,0,0,0,19,25,18,12,6,10,3,74,24,6,9,10,8,10,61,3,0,0,0,0,0,8,49,28,17,16,21,9,138,10,15,3,3,5,0,46,5,11,11,4,0,0,35,0,0,0,0,0,0,0,16,28,19,9,11,4,80,3,0,0,0,3,0,10,15,24,18,11,14,4,86,16,8,4,10,10,18,67,3,0,3,0,0,0,6,38,37,25,20,19,18,164,17,24,12,9,10,3,72,10,19,14,4,8,0,54,5,3,0,0,0,4,7,36,44,25,14,15,4,132,5,3,3,0,4,0,27,38,50,25,16,22,4,164,36,17,16,22,14,24,126,10,0,4,0,0,0,14,87,72,44,37,41,31,304
ILOC50501804,24,36,17,23,12,0,109,8,5,4,10,5,0,39,0,6,0,3,0,0,13,39,50,21,34,22,3,164,14,9,6,9,6,0,38,50,68,26,35,22,5,205,20,20,16,15,15,6,97,0,0,0,0,0,0,5,73,86,38,61,39,13,301,7,39,22,29,13,0,111,26,25,10,3,9,0,77,4,10,0,0,0,0,18,43,78,31,31,23,0,204,8,3,11,4,0,0,21,48,80,39,33,21,0,222,42,29,38,18,27,25,185,0,3,4,0,3,4,15,90,116,81,55,49,29,418,36,75,33,48,27,0,220,33,34,18,15,19,0,115,10,16,0,9,4,0,31,81,128,50,65,45,3,365,16,16,14,11,5,0,56,97,142,64,71,43,5,426,65,51,51,38,37,33,274,0,5,7,0,4,0,20,166,198,120,112,91,43,723
ILOC50501901,11,6,13,6,6,0,46,10,0,4,0,5,0,17,0,0,0,0,0,0,4,17,14,15,11,13,0,70,0,0,0,7,0,0,9,17,14,12,14,13,0,75,15,3,0,4,8,4,40,0,0,0,0,0,0,0,39,15,16,21,21,4,116,7,11,4,12,5,0,39,10,10,7,5,3,0,33,0,0,0,0,0,0,4,15,16,9,20,10,0,75,3,5,0,0,0,0,8,22,21,16,18,10,0,84,19,13,9,5,12,3,57,4,3,0,0,0,0,9,43,31,22,20,23,9,145,19,18,11,22,10,0,86,15,10,8,3,8,0,48,0,0,0,0,0,0,3,38,29,27,25,18,0,143,4,5,4,4,0,0,17,46,33,27,31,18,0,155,36,14,11,9,20,11,97,4,3,0,0,0,0,7,80,52,37,40,44,9,264
ILOC50501902,16,15,14,4,5,0,56,13,9,6,9,6,0,33,0,5,5,0,3,0,19,32,25,18,15,14,0,108,14,7,6,0,0,0,33,48,38,23,15,14,3,145,27,13,16,8,18,5,86,5,0,0,0,0,0,13,85,53,41,28,27,10,244,7,13,8,10,4,0,45,17,9,7,14,3,0,58,0,4,3,0,0,0,11,22,30,21,28,10,0,111,17,6,4,0,0,0,31,39,38,27,29,8,0,142,33,25,21,18,21,22,145,0,7,0,4,0,0,11,75,70,43,49,31,21,293,22,26,23,17,8,0,104,27,20,9,24,12,0,90,7,13,8,4,3,0,27,51,53,37,40,28,6,218,30,16,15,0,0,0,63,79,72,54,47,25,4,286,61,41,34,31,34,27,229,6,5,0,3,0,0,23,155,120,85,81,65,32,534
ILOC50501903,0,3,4,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,4,0,3,0,12,0,0,0,0,0,0,5,0,5,5,0,8,0,15,3,3,3,0,0,3,18,0,0,0,0,0,0,0,12,6,10,0,6,3,32,3,0,0,0,4,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,4,4,0,10,0,0,0,0,0,0,5,4,0,0,4,4,0,16,8,0,3,0,0,3,21,0,0,4,0,0,0,5,14,0,3,4,10,5,36,3,3,4,0,4,0,15,0,0,0,0,3,0,10,0,0,0,0,3,0,6,3,3,4,4,10,0,28,0,0,0,0,0,0,7,8,5,5,4,7,0,35,16,3,5,0,6,7,32,0,0,4,0,0,0,5,17,8,13,4,14,8,71
ILOC50501904,34,63,42,25,11,5,184,19,17,9,4,5,0,53,3,15,9,8,4,0,36,58,99,55,36,22,5,270,14,9,0,0,0,0,29,65,102,59,41,26,5,299,32,21,16,6,10,7,93,3,0,0,5,0,0,11,106,122,71,51,32,19,402,23,61,34,29,11,5,155,22,28,18,7,3,0,79,7,8,6,6,0,0,24,48,93,55,34,15,5,258,16,7,0,0,0,0,24,60,102,58,36,21,5,284,54,117,44,23,10,15,267,0,0,0,0,0,0,3,121,219,105,61,32,22,551,50,121,77,49,26,6,335,36,46,23,11,7,0,133,13,21,17,9,4,0,57,102,187,112,69,35,11,525,27,12,3,7,0,0,52,130,204,120,81,38,11,577,95,138,56,33,18,25,358,3,0,6,7,6,0,21,225,345,179,109,64,39,956
ILOC50501905,15,27,32,32,13,4,120,17,4,0,5,6,0,32,3,6,3,4,0,0,16,35,35,40,39,11,3,173,17,4,0,4,0,0,28,52,40,44,39,11,3,199,40,8,10,7,3,10,77,0,0,0,0,0,0,4,101,46,52,46,23,11,275,19,12,14,10,7,4,61,19,17,11,5,7,0,53,4,8,0,0,0,0,15,35,32,21,18,14,4,130,14,4,0,0,0,0,17,47,34,26,20,14,4,150,27,23,12,9,12,12,99,0,0,0,3,0,0,3,82,60,39,32,29,14,256,34,42,44,41,17,4,184,39,21,14,11,5,0,88,3,12,6,8,3,0,32,70,73,64,60,30,6,302,26,8,5,4,0,0,44,98,79,64,58,30,8,343,75,25,23,17,20,20,180,0,0,0,3,4,0,8,183,110,92,77,49,25,536
ILOC50501906,3,12,9,15,4,0,40,9,0,0,0,0,0,10,0,0,0,0,0,0,3,6,13,9,13,4,4,56,0,0,0,0,0,0,4,10,14,9,13,4,4,56,20,4,3,6,3,0,41,0,0,0,0,0,0,0,34,22,12,13,11,7,100,5,9,0,3,0,0,19,0,0,0,3,4,0,10,0,0,3,0,0,0,7,8,5,4,3,3,0,31,0,3,0,0,0,0,3,8,10,4,3,3,0,34,12,0,4,8,3,3,39,0,0,0,0,0,0,0,19,11,11,11,7,6,70,8,17,12,19,8,5,62,11,0,0,3,4,0,15,0,0,3,0,0,0,6,15,22,11,18,5,4,86,0,7,0,0,0,0,7,20,31,11,18,5,4,89,34,8,7,11,11,12,80,0,0,0,0,0,0,0,52,34,22,30,19,18,167
ILOC50501907,8,13,7,3,0,0,32,5,0,0,0,0,0,7,0,4,0,0,0,0,4,9,12,8,5,3,0,42,3,6,0,0,0,0,10,16,16,12,4,3,0,54,4,3,4,3,0,5,28,0,0,0,0,0,0,5,18,23,13,13,13,5,84,4,3,3,3,3,0,21,4,4,0,0,0,0,15,0,0,0,0,0,0,6,7,8,9,3,9,0,33,0,0,3,5,0,0,8,14,9,9,3,10,0,42,11,6,7,6,10,11,49,4,0,4,0,0,0,3,27,14,15,16,20,8,101,13,17,10,7,4,0,50,11,4,3,0,5,0,17,0,4,0,0,0,0,3,21,23,14,10,7,0,73,5,5,0,3,0,0,21,28,28,14,13,10,0,91,15,11,8,15,17,11,78,4,0,4,0,0,0,8,42,42,31,28,27,15,176
ILOC50501908,3,20,10,7,6,0,43,3,0,3,0,0,0,8,0,6,0,0,0,0,9,11,21,15,4,10,0,62,3,4,0,4,5,0,16,18,28,16,10,6,0,74,22,6,8,13,3,11,69,4,0,0,0,0,3,11,42,39,21,21,15,10,151,6,3,8,0,3,4,28,7,5,4,8,3,0,19,3,5,0,0,0,0,7,14,14,11,12,10,4,59,4,3,0,0,0,0,14,16,18,11,13,7,4,71,21,23,10,13,10,22,94,3,0,0,0,0,0,4,40,39,23,25,16,24,169,14,22,14,5,11,4,75,8,4,3,3,9,0,29,7,10,0,5,0,0,14,22,41,25,15,14,4,119,8,3,0,4,3,0,28,33,46,26,21,17,4,146,43,29,28,22,18,33,167,3,0,0,0,0,3,12,84,75,52,47,36,38,329
ILOC50501909,7,19,13,10,10,3,56,3,9,0,0,0,0,11,0,0,0,0,5,0,9,12,24,17,12,11,3,72,0,0,0,0,0,0,9,15,28,14,12,11,3,78,12,4,3,3,0,5,31,3,0,0,0,0,0,3,34,28,20,17,10,5,110,4,9,7,12,3,3,38,6,7,6,4,0,0,20,0,0,0,0,0,0,0,11,13,16,14,3,3,61,4,0,4,0,0,0,15,21,16,19,15,0,3,71,24,13,5,10,6,4,54,0,0,0,0,0,0,3,42,26,19,25,8,10,135,18,21,18,22,7,6,91,10,12,11,3,0,0,34,0,0,4,0,5,0,9,24,32,25,25,14,6,131,9,7,7,0,0,0,19,35,42,36,28,10,6,153,37,15,5,10,6,10,87,4,0,0,0,0,0,7,70,59,40,44,18,16,246
ILOC50502001,47,74,56,27,25,6,229,27,16,5,7,9,0,66,4,6,4,12,4,0,30,82,96,65,40,36,9,322,21,18,7,11,10,0,73,107,116,78,53,46,9,402,87,19,23,11,21,28,190,9,0,3,0,0,3,11,195,140,99,59,71,31,600,33,41,28,23,21,5,142,43,35,17,18,14,0,129,4,19,6,6,0,4,41,76,84,51,48,39,9,309,31,13,7,3,0,0,60,112,97,59,57,43,11,372,99,70,34,30,52,37,312,0,5,4,3,0,7,16,211,168,90,91,89,56,703,81,110,77,53,49,10,374,72,46,22,27,23,5,192,9,25,10,15,9,8,71,164,182,112,89,79,18,633,57,27,19,17,5,0,136,220,212,130,103,86,17,765,181,91,59,37,70,64,503,9,8,3,0,5,6,29,404,309,194,151,153,85,1301
ILOC50502101,42,61,49,26,16,0,192,33,11,13,0,3,0,63,9,9,5,6,6,0,34,81,81,66,34,26,0,289,28,9,3,10,0,0,49,107,89,75,45,26,0,343,67,24,16,18,19,22,156,0,3,0,0,0,4,11,173,119,85,60,46,26,514,17,35,27,27,6,0,114,33,32,23,23,4,0,110,11,14,6,0,3,0,39,59,77,62,47,18,0,264,16,12,10,3,0,0,48,71,92,74,46,19,0,304,75,65,37,32,31,31,280,3,0,3,0,0,0,3,149,160,115,81,55,29,590,62,96,79,47,26,0,307,60,41,35,26,11,0,173,21,23,15,5,10,0,68,137,157,132,83,39,5,555,43,28,15,11,0,0,99,179,183,149,91,44,5,649,138,89,50,48,54,52,434,6,8,3,0,0,4,19,325,278,198,141,97,57,1101
ILOC50600102,0,0,3,3,0,0,8,0,8,4,0,0,0,11,0,0,0,0,0,0,3,6,9,8,7,5,0,25,6,5,0,0,0,0,19,10,14,8,5,8,0,37,15,6,8,8,0,0,31,0,0,0,0,0,0,0,25,15,17,14,8,0,73,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,5,4,0,0,10,7,7,0,0,0,0,19,4,9,4,5,0,0,26,14,15,17,3,8,4,63,0,0,0,0,0,0,0,20,29,17,13,10,4,92,0,0,3,3,0,0,8,4,6,3,3,0,0,18,0,0,0,4,0,0,3,9,10,8,7,5,0,34,9,9,3,6,5,0,33,14,20,9,9,10,0,68,30,20,22,12,8,8,94,0,0,0,0,0,0,0,44,44,34,26,14,8,164
ILOC50600103,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,11,13,16,5,4,11,7,52,0,0,0,0,0,0,0,15,20,9,0,11,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,7,14,16,12,8,9,10,69,0,0,0,0,0,0,0,19,13,20,8,9,10,72,0,0,5,0,0,0,10,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,4,0,4,0,0,0,15,30,31,19,12,16,11,115,0,0,0,0,0,0,0,30,33,30,8,20,11,134
ILOC50600104,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,6,3,4,3,4,4,0,14,4,0,3,0,0,0,16,0,0,0,0,0,0,0,8,3,5,4,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,13,4,3,0,0,0,3,16,0,0,0,0,0,0,0,10,6,3,5,0,3,25,0,0,0,0,0,0,0,0,5,3,8,0,0,12,0,0,0,0,0,0,0,5,5,3,8,0,0,13,0,3,0,0,0,0,11,4,6,5,8,5,0,24,16,7,8,0,0,6,33,0,0,0,0,0,0,0,16,11,8,4,5,6,52
ILOC50600105,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,9,0,0,5,0,0,0,6,4,4,7,0,0,0,13,5,0,6,3,3,4,24,0,0,0,0,0,0,0,10,6,10,3,6,4,39,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,5,0,0,8,0,3,0,12,3,3,6,0,0,0,13,0,0,0,0,0,0,0,11,4,9,0,3,0,30,3,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,4,3,0,3,0,6,0,18,0,4,13,0,0,0,15,6,0,11,0,11,0,29,12,0,6,4,3,4,35,0,0,0,0,0,0,6,19,5,18,8,8,5,64
ILOC50600106,23,33,29,20,7,0,106,8,5,0,0,0,0,10,3,0,4,3,0,0,14,27,36,30,23,9,0,135,5,6,0,0,0,0,10,31,41,31,23,9,0,138,12,3,3,0,4,0,22,0,3,0,0,0,0,4,44,42,40,25,15,0,166,12,14,19,6,0,0,62,9,16,9,4,4,0,38,0,5,0,4,0,0,10,17,34,30,13,5,0,108,9,0,4,0,0,0,6,21,34,32,18,5,0,113,24,9,3,5,4,0,49,0,0,3,0,0,0,5,47,45,39,19,15,3,168,29,42,46,28,9,3,165,14,20,14,4,3,0,48,3,6,6,9,0,0,29,51,74,62,40,22,3,237,10,6,4,0,0,0,16,56,74,61,40,22,6,257,36,15,10,5,12,3,71,0,3,3,0,0,0,10,95,89,79,42,31,9,338
ILOC50600107,0,5,0,0,0,0,4,3,0,0,3,0,0,5,0,0,0,0,0,0,0,3,5,0,3,0,0,7,0,0,5,0,0,0,3,3,3,5,3,0,0,12,10,11,5,0,3,0,28,0,0,0,0,0,0,0,12,13,6,6,6,0,35,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,9,8,6,7,0,5,6,28,0,0,0,0,0,0,0,7,9,9,0,5,6,36,0,5,0,0,0,0,3,3,4,0,3,0,0,11,0,0,0,0,0,0,0,3,6,3,3,0,0,17,0,0,4,0,0,0,7,3,4,7,3,0,0,18,20,9,11,9,4,6,56,0,0,0,0,0,0,0,17,20,15,9,10,6,72
ILOC50600108,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,3,0,6,0,0,0,8,4,3,3,0,0,3,21,5,0,0,0,0,0,5,9,9,9,0,0,4,35,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,3,3,5,0,0,0,9,0,0,0,0,0,0,0,4,3,5,0,0,0,15,9,6,3,0,0,0,20,0,0,3,0,0,0,3,11,11,10,0,0,0,36,0,0,0,0,0,0,0,3,0,8,0,0,0,12,0,4,0,0,0,0,5,3,6,6,0,0,0,16,4,0,0,0,0,0,5,8,6,9,0,0,0,22,8,12,4,0,7,3,39,7,0,7,0,0,5,14,22,17,24,3,5,7,76
ILOC50600109,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,4,3,4,3,0,0,0,14,7,9,5,3,0,3,26,0,0,0,0,0,0,0,12,13,12,4,0,3,40,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,4,0,0,0,0,4,4,4,0,0,0,0,13,6,9,8,0,5,3,30,0,0,0,0,0,0,0,10,14,11,0,8,3,35,4,6,0,0,0,0,7,0,4,4,0,0,0,8,0,0,0,0,0,0,0,8,3,3,0,0,0,15,0,0,0,0,0,0,5,3,11,4,0,0,0,18,13,15,10,9,5,7,51,0,0,0,0,0,0,5,22,22,21,10,8,7,74
ILOC50600110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,6,0,0,0,0,0,3,6,3,7,0,3,0,24,0,0,0,0,0,0,0,13,3,7,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,9,11,5,3,3,0,4,28,0,0,0,0,0,0,0,12,5,6,7,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,15,7,0,6,0,0,0,14,18,6,8,10,3,7,49,0,0,0,0,0,0,0,28,10,15,10,3,7,66
ILOC50600111,3,30,23,14,11,0,90,0,0,0,0,0,0,10,0,0,9,3,0,0,16,9,40,29,24,11,0,111,0,0,0,0,0,0,0,9,40,29,26,11,0,116,4,4,0,0,3,4,16,0,0,0,0,0,0,3,10,46,34,29,18,6,137,10,3,5,3,5,0,25,0,0,3,0,0,0,3,0,3,0,0,0,0,3,10,7,12,3,5,0,32,0,0,0,0,0,0,3,7,7,13,3,5,0,32,0,0,4,4,4,0,16,0,0,0,0,0,0,0,11,5,19,9,7,0,52,15,37,26,21,15,0,116,0,0,9,0,0,0,18,0,7,5,3,0,0,22,13,43,41,27,19,0,146,0,0,0,0,0,0,6,17,43,44,30,19,0,151,5,6,7,4,4,8,28,0,0,0,4,0,0,7,19,50,49,39,21,8,183
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600201,8,19,27,15,10,0,80,3,0,0,0,0,0,9,0,3,0,0,0,0,9,17,21,28,20,10,0,92,0,0,0,3,0,0,11,23,17,28,21,9,0,106,6,7,4,3,3,8,44,3,3,0,0,4,0,9,32,32,37,33,19,5,157,7,4,0,0,0,0,25,0,3,0,0,0,3,9,0,0,0,0,0,0,6,6,12,3,0,5,3,39,0,0,0,0,0,0,8,12,11,9,8,4,3,44,13,8,10,7,0,7,46,0,0,0,0,0,0,0,26,27,17,8,9,8,94,15,23,30,19,11,0,99,4,3,5,0,5,3,17,3,3,0,0,0,0,13,27,32,29,25,19,7,133,9,6,0,4,0,0,17,27,33,33,29,19,7,145,25,14,10,16,7,13,85,5,3,0,5,4,0,19,61,54,54,44,30,19,255
ILOC50600202,0,7,5,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,16,0,0,0,0,0,0,0,0,8,6,0,6,0,18,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,10,3,5,5,5,37,0,3,0,0,0,0,9,0,0,4,3,0,3,11,0,0,0,0,0,0,4,0,5,7,7,4,3,21,0,0,0,0,0,0,0,0,6,7,7,4,3,25,4,10,0,9,4,6,25,0,0,0,0,0,0,0,6,15,8,14,12,8,55,0,9,5,6,3,0,27,0,0,4,3,6,3,7,0,3,0,0,0,0,0,0,11,7,7,7,3,41,0,0,0,0,0,0,5,0,10,11,7,10,4,45,3,12,4,8,8,8,47,0,0,0,0,0,0,3,6,22,15,20,18,14,89
ILOC50600203,3,7,7,6,3,0,27,4,0,0,0,0,0,6,0,0,3,6,0,0,9,9,9,10,9,6,0,40,3,0,0,0,0,0,3,5,9,10,9,6,0,39,3,0,5,0,0,0,10,0,0,0,0,0,0,0,12,9,13,9,6,0,48,0,0,3,0,0,0,6,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,4,6,4,0,0,21,0,0,0,0,0,0,0,3,4,6,4,0,0,23,6,6,0,0,0,3,7,0,0,0,0,0,0,0,15,4,6,4,0,3,32,5,10,7,5,3,0,37,6,0,0,0,3,0,10,0,0,8,5,0,0,10,8,10,16,10,10,0,56,3,0,0,0,0,0,3,13,10,16,10,10,0,61,6,6,5,0,0,6,16,0,0,0,0,0,0,0,19,17,19,15,10,6,78
