ILOC_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
ILOC50500403,0,4,4,177,343,524,0,9,9,177,351,532,4,11,14,171,272,441,0,3,3,175,284,461,0,0,0,79,80,161,0,0,0,79,82,161,0,0,0,15,18,34,0,0,0,15,18,34,3,3,7,179,159,332,4,0,4,177,168,347,5,4,7,152,93,243,0,6,5,158,95,255,0,0,0,19,20,46,0,0,0,19,27,48,0,5,5,49,51,99,0,0,0,49,53,108,7,11,17,159,311,468,0,3,3,171,316,490,0,0,0,37,20,54,0,0,0,39,18,62,0,4,3,237,266,507,3,3,3,242,270,518,33,42,77,2456,2316,4769,8,7,11,2498,2362,4858,0,0,0,120,115,235,177,152,322,300,264,561,54,61,115,3449,3484,6935,185,163,349,3688,3710,7397,33,41,77,2601,2447,5050,7,7,14,2649,2498,5142,12,15,26,517,615,1133,0,6,3,530,636,1165,3,0,7,138,211,346,0,4
ILOC50500404,9,13,17,206,372,580,0,4,7,213,391,607,9,26,35,322,380,703,0,5,0,330,411,741,0,3,3,128,110,238,0,5,5,129,111,242,0,0,0,30,31,60,0,0,0,30,30,62,10,20,33,241,191,429,6,0,12,260,214,472,5,7,14,170,119,290,5,3,5,173,136,307,5,4,8,38,35,76,0,0,0,41,43,87,0,8,8,74,67,147,0,0,0,74,80,150,12,33,44,359,534,893,3,0,0,375,572,940,3,3,5,38,39,79,0,0,0,39,43,83,10,22,25,367,401,763,0,0,0,373,424,797,67,55,125,3664,3265,6922,16,19,34,3747,3337,7089,15,7,24,149,132,277,317,243,558,485,379,861,120,137,255,5149,4883,10029,345,267,611,5614,5282,10897,75,60,137,3884,3455,7342,16,19,34,3975,3538,7511,21,37,59,799,904,1699,9,0,8,828,935,1768,0,18,19,225,257,481,7,4
ILOC50500501,7,9,15,1121,2208,3331,7,15,18,1138,2233,3369,22,28,52,1267,1472,2736,3,8,7,1295,1497,2795,4,3,7,623,763,1384,4,0,8,630,772,1401,0,0,0,127,190,319,3,0,6,129,199,324,6,8,18,1339,1042,2386,0,3,3,1349,1055,2402,6,10,18,1104,627,1725,5,7,14,1116,641,1757,0,0,0,201,155,356,0,0,3,201,162,364,4,5,5,285,315,596,3,0,6,291,319,612,23,28,47,1149,1734,2879,0,8,6,1168,1773,2937,0,3,4,201,166,364,0,4,4,206,167,377,18,15,35,1608,1937,3549,0,9,15,1626,1967,3596,107,98,208,15726,15753,31484,28,33,64,15866,15893,31760,13,14,32,668,748,1417,555,436,993,1240,1204,2442,188,190,378,22683,23604,46283,610,502,1106,23480,24290,47767,117,108,226,16703,16790,33491,28,42,71,16852,16940,33790,42,47,93,3842,4202,8043,17,14,27,3899,4270,8168,6,6,17,1014,1300,2315,8,3
ILOC50500502,14,25,41,594,1160,1759,7,15,19,611,1200,1813,43,66,111,769,1004,1768,4,4,8,817,1069,1886,5,3,12,286,320,608,4,7,3,289,330,623,3,4,5,70,101,176,0,0,5,77,110,186,22,31,49,758,668,1423,5,10,14,785,705,1488,16,18,34,515,347,859,0,4,10,528,371,902,3,4,8,123,102,223,0,0,3,128,114,238,9,10,11,163,220,386,3,0,7,174,230,404,54,74,125,923,1373,2291,4,3,6,975,1445,2424,9,3,8,98,93,189,0,0,0,102,94,196,35,32,62,890,1174,2060,5,0,10,927,1211,2134,215,233,444,13757,12113,25869,28,25,53,13996,12375,26370,24,27,51,553,495,1048,1030,822,1855,1612,1341,2952,361,426,784,17893,16875,34767,1078,872,1954,19333,18174,37503,227,249,480,14260,12676,26938,24,25,56,14516,12955,27468,69,101,171,2269,2584,4847,15,14,29,2346,2699,5052,16,31,48,530,740,1276,4,7
ILOC50500503,0,0,3,223,400,625,0,3,3,229,406,631,5,3,6,255,333,589,0,0,0,261,338,592,0,0,0,129,137,267,0,0,0,127,138,268,0,0,0,16,12,34,0,0,0,16,12,34,5,0,9,305,231,539,3,0,3,312,228,547,0,0,0,242,92,333,0,0,4,242,93,336,0,0,0,47,29,79,0,0,0,47,27,76,0,0,0,57,51,104,0,0,0,57,50,105,3,3,9,185,322,509,0,0,0,190,329,525,0,0,0,41,23,66,0,0,0,41,23,66,6,4,5,304,400,707,0,0,0,308,403,710,27,27,51,3339,3424,6764,13,3,15,3374,3455,6834,0,0,3,159,144,306,119,62,182,276,209,494,33,41,76,4791,5006,9799,135,72,210,4965,5119,10083,27,30,57,3538,3655,7188,13,3,15,3572,3692,7267,12,6,13,812,900,1709,5,7,8,820,913,1733,0,3,7,198,210,410,3,0
ILOC50500601,6,17,18,721,1215,1939,3,8,13,732,1232,1966,43,41,85,894,1144,2039,5,8,11,940,1198,2136,0,3,3,291,310,599,0,0,0,288,311,606,0,0,0,40,45,81,0,0,0,35,45,84,6,17,25,634,534,1163,0,0,3,640,551,1193,9,5,16,525,307,833,3,0,3,536,315,849,0,0,0,138,103,242,0,0,0,139,97,242,4,0,0,174,205,373,0,0,0,176,203,379,15,30,53,887,1418,2300,0,3,7,903,1455,2358,0,6,6,88,91,174,0,0,0,88,86,173,15,21,31,866,1122,1994,5,3,10,883,1151,2035,190,171,357,9340,9061,18392,27,22,48,9555,9251,18800,19,13,39,488,480,973,526,409,930,1038,902,1941,286,281,564,13486,13884,27372,566,446,1016,14332,14616,28953,199,182,374,9825,9665,19495,27,23,54,10052,9869,19923,54,61,117,2336,2613,4949,6,11,18,2398,2690,5086,12,21,34,586,784,1372,6,0
ILOC50500602,8,11,14,723,1291,2020,8,9,12,739,1311,2047,19,26,44,664,944,1606,0,0,0,685,970,1657,0,0,4,364,338,703,5,0,10,372,343,713,0,0,0,120,136,252,0,0,0,120,141,255,11,10,20,567,489,1053,0,0,3,578,499,1079,4,4,7,552,382,935,0,0,0,555,386,947,4,0,4,107,99,204,0,0,4,108,103,215,6,3,5,151,167,317,0,3,3,155,174,328,22,29,52,698,1142,1843,4,4,15,728,1179,1905,0,0,0,111,93,199,0,0,0,110,94,210,8,17,27,781,1034,1820,0,0,3,794,1052,1847,121,105,225,7422,7107,14528,20,17,38,7559,7227,14788,7,9,20,409,432,846,829,464,1293,1251,908,2159,189,182,372,11129,11506,22635,871,497,1367,12185,12181,24370,123,113,236,7858,7635,15486,20,17,38,7997,7764,15762,45,42,86,2058,2341,4392,8,13,20,2113,2391,4502,8,7,15,524,723,1247,3,3
ILOC50500603,12,26,37,829,1538,2365,0,9,14,846,1575,2419,40,50,94,1396,1737,3132,3,7,15,1440,1800,3237,6,9,8,419,483,906,0,5,4,427,493,921,0,0,4,87,122,208,0,0,0,87,128,215,21,18,40,899,687,1591,0,4,4,929,708,1632,17,4,15,628,407,1037,5,0,5,642,414,1058,0,0,4,138,118,260,0,0,3,143,125,267,4,3,9,184,243,426,3,0,5,186,255,439,33,49,86,1239,2164,3412,6,4,12,1282,2225,3509,0,0,0,135,104,242,0,0,0,135,106,247,31,38,66,1358,1884,3238,10,9,18,1395,1924,3316,248,240,489,15059,14509,29568,24,27,50,15337,14771,30109,33,22,49,729,732,1457,714,532,1243,1468,1283,2754,400,395,794,21115,21765,42879,760,587,1342,22269,22745,45011,270,259,525,15895,15491,31385,28,26,54,16187,15774,31969,74,84,157,3480,4048,7529,11,17,29,3568,4146,7711,14,18,40,711,1075,1789,5,3
ILOC50500604,3,8,11,167,309,478,5,6,12,173,325,501,9,19,26,195,284,476,0,0,3,202,301,507,4,0,0,61,83,145,0,0,5,62,85,151,0,0,0,16,17,33,0,0,4,11,21,32,5,4,11,155,144,297,0,0,0,159,146,314,4,0,7,122,94,219,0,0,0,127,95,223,0,0,0,27,31,56,0,0,0,27,34,58,3,4,5,66,69,132,0,3,3,66,75,135,8,15,26,260,450,706,3,9,5,270,472,738,0,0,0,22,26,46,0,0,0,20,26,51,3,9,10,201,283,481,4,7,6,209,291,501,45,50,101,1576,1477,3056,7,4,14,1634,1536,3169,4,4,5,109,93,200,156,123,282,273,223,495,81,91,174,2531,2673,5203,175,151,321,2784,2918,5698,54,57,104,1689,1600,3291,7,8,16,1749,1663,3413,19,22,42,504,651,1148,5,3,12,525,678,1202,4,10,10,150,210,363,3,5
ILOC50500605,8,19,29,360,662,1023,3,6,10,373,688,1059,10,25,37,400,506,903,3,8,5,422,532,947,0,0,6,178,179,350,0,0,0,179,184,362,0,0,0,30,34,61,0,0,0,30,34,61,11,16,29,275,255,534,3,0,3,293,268,568,5,7,18,283,187,469,0,5,9,294,198,491,3,0,10,42,53,91,0,0,0,43,57,99,0,5,5,85,97,183,3,0,4,91,99,194,17,27,40,488,802,1289,0,3,3,498,828,1331,5,0,7,63,50,118,0,0,0,69,57,126,12,10,23,423,558,979,4,0,4,439,564,1008,109,96,198,3571,3625,7198,13,5,20,3690,3728,7419,21,9,32,223,207,426,419,344,762,655,562,1221,180,163,343,5562,6017,11585,438,362,800,6181,6549,12730,114,96,210,3801,3890,7689,8,5,23,3926,3995,7924,28,28,55,1110,1303,2412,10,0,6,1151,1332,2482,9,19,26,286,446,732,3,8
ILOC50500701,13,26,40,1166,1995,3164,8,15,19,1191,2032,3224,27,42,74,1232,1500,2733,3,7,12,1263,1550,2813,6,6,13,643,688,1333,8,8,8,655,698,1354,0,0,0,158,207,362,0,4,8,159,215,373,17,14,35,700,559,1254,3,3,11,718,580,1297,15,12,22,930,517,1452,6,8,7,952,532,1487,0,3,5,170,117,291,0,0,0,169,123,294,6,9,14,317,329,646,0,4,3,325,340,668,44,59,106,1501,2327,3831,10,6,16,1560,2398,3955,5,0,7,189,132,320,0,0,4,198,141,331,17,36,52,1374,1892,3264,3,3,13,1401,1932,3331,173,182,353,11410,11682,23090,41,35,77,11623,11895,23513,25,14,44,716,762,1478,1082,864,1947,1824,1638,3463,301,321,621,17777,19273,37051,1144,930,2077,19226,20515,39744,175,191,366,12147,12616,24767,47,33,79,12369,12847,25211,67,75,146,3504,4156,7657,14,17,30,3584,4246,7830,20,20,42,951,1209,2162,6,4
ILOC50500801,3,6,12,176,322,503,0,6,7,185,328,515,9,17,30,208,291,500,0,0,0,219,308,529,5,0,6,80,70,150,0,0,0,88,66,154,0,0,0,13,12,23,0,0,0,13,12,26,12,6,21,250,190,439,0,0,0,262,200,460,5,3,7,143,78,222,5,3,4,147,90,235,3,4,7,34,29,70,0,0,0,46,36,76,4,4,12,65,63,125,0,0,3,72,69,141,11,20,29,201,326,529,0,0,0,211,349,561,0,0,5,38,28,63,0,0,0,34,26,70,3,3,10,247,296,544,0,0,0,250,301,555,65,71,133,3175,2836,6015,5,5,8,3247,2908,6151,13,8,26,153,128,277,241,200,439,406,336,746,117,118,230,4322,4080,8402,252,211,457,4684,4405,9092,62,75,136,3331,2985,6314,5,5,8,3398,3058,6458,25,21,47,597,666,1266,0,0,0,625,695,1316,9,12,17,167,197,363,0,6
ILOC50500802,0,4,5,575,1098,1668,0,8,9,580,1109,1686,9,20,30,921,1064,1979,0,0,3,933,1084,2013,0,5,5,308,364,671,0,0,3,307,369,676,0,0,0,72,131,194,0,0,0,72,131,194,9,4,6,853,649,1500,0,3,4,860,654,1509,0,4,0,573,296,866,3,0,4,573,299,876,0,3,3,118,92,207,0,0,0,116,92,206,0,0,0,138,149,283,0,3,3,137,148,288,8,20,29,712,1184,1888,4,4,4,726,1199,1918,0,0,0,80,88,168,0,0,0,80,87,166,10,19,36,1015,1200,2221,5,0,3,1028,1225,2257,87,97,183,12670,12865,25537,26,22,45,12778,12979,25764,342,99,439,1172,644,1814,507,357,865,2018,1101,3116,462,248,713,17725,17901,35620,544,388,933,18728,18536,37265,94,113,207,13332,13541,26870,28,19,49,13451,13672,27125,28,26,55,2456,2730,5186,5,3,7,2481,2762,5251,3,14,13,532,695,1229,0,0
ILOC50500803,18,27,43,637,1283,1918,5,7,11,652,1318,1974,46,58,100,699,950,1645,0,5,6,745,1008,1750,9,10,17,225,308,528,0,0,3,232,316,546,0,4,4,50,77,121,0,5,0,48,84,131,32,32,66,679,644,1323,0,3,7,709,684,1392,21,16,35,545,425,970,6,0,6,571,437,1009,3,3,5,107,112,215,0,0,0,106,118,223,3,5,8,249,243,494,0,3,3,255,257,506,45,49,93,732,1155,1887,4,0,4,777,1209,1985,3,0,5,118,102,218,0,0,0,118,106,230,27,47,76,777,940,1727,3,6,5,811,992,1805,225,243,464,5990,5508,11498,29,14,44,6241,5765,12001,31,33,65,428,428,854,549,526,1077,1014,985,1997,385,426,819,9499,9669,19172,594,566,1157,10477,10664,21146,237,260,498,6377,5899,12273,26,20,48,6638,6178,12821,80,84,163,1867,2080,3950,8,12,20,1958,2180,4136,22,33,55,528,803,1325,4,3
ILOC50500804,9,9,16,214,382,594,0,0,3,220,396,615,14,22,39,332,436,770,4,0,8,355,459,813,0,0,0,92,100,188,3,0,3,96,101,196,0,0,0,21,26,41,0,0,0,19,29,42,13,8,17,240,228,468,0,0,0,247,240,490,0,4,3,174,99,272,0,0,0,176,98,277,0,0,0,33,21,61,0,0,0,33,26,64,0,3,3,54,76,131,0,0,0,54,77,132,9,24,35,276,463,738,0,0,3,289,487,773,0,0,0,33,21,53,0,0,0,33,21,53,12,19,27,280,389,664,0,0,6,289,407,694,97,60,159,2788,2634,5416,14,15,26,2898,2705,5604,18,15,25,157,156,315,152,134,286,335,300,630,151,133,284,4169,4242,8406,182,148,324,4500,4519,9021,102,70,173,2945,2819,5766,14,14,29,3067,2899,5965,23,31,58,785,857,1636,10,4,7,812,890,1706,3,13,21,192,283,484,0,0
ILOC50500805,3,12,17,155,237,392,0,0,0,160,248,414,11,22,38,172,197,372,0,0,4,186,225,416,0,3,3,54,60,116,0,0,0,59,64,122,0,0,0,15,14,28,0,0,0,15,12,28,3,17,20,174,136,318,0,0,0,185,154,337,4,4,7,103,69,178,0,0,0,108,82,185,0,0,0,24,23,50,0,0,0,25,23,50,0,0,0,50,57,101,0,0,0,54,56,104,11,20,29,162,239,401,0,0,0,169,255,429,3,0,3,24,20,39,0,0,0,22,20,49,13,4,20,187,198,377,0,0,0,198,202,399,67,52,119,1821,1559,3387,6,0,7,1899,1613,3509,17,27,43,104,111,220,141,113,256,264,253,516,117,125,245,2694,2475,5172,149,119,271,2967,2719,5684,73,59,134,1932,1662,3592,5,0,13,2013,1721,3735,19,21,42,480,472,949,0,3,7,499,497,998,5,7,12,120,152,267,4,0
ILOC50500806,4,10,10,127,248,375,0,4,6,129,260,393,9,7,24,158,195,357,0,0,0,170,204,378,0,0,0,49,56,98,0,0,0,47,56,101,0,0,0,12,12,25,0,0,0,10,12,25,11,13,27,178,177,354,0,0,0,194,187,380,4,8,13,111,81,194,0,0,0,114,89,205,0,0,3,26,22,50,0,0,0,28,28,59,5,5,9,46,51,91,0,0,0,46,55,101,13,9,21,164,231,400,0,0,0,176,244,420,0,0,0,30,15,43,0,0,0,30,19,45,4,4,13,173,216,392,0,0,0,177,219,403,27,38,64,1766,1565,3335,6,14,25,1803,1625,3432,3,9,12,106,93,195,150,148,295,268,241,504,61,83,144,2583,2452,5035,163,163,323,2806,2697,5505,27,44,72,1857,1669,3522,6,14,25,1891,1723,3618,14,20,38,431,451,883,0,0,0,447,473,920,10,6,15,130,135,267,0,4
ILOC50500807,11,26,35,404,718,1119,4,12,11,415,752,1165,24,48,68,420,650,1073,0,4,3,444,699,1144,0,5,3,146,173,316,4,0,3,146,179,323,3,3,6,32,33,69,0,0,0,31,36,73,17,23,41,462,403,862,5,0,3,478,430,907,10,16,26,338,211,549,0,3,3,349,225,573,3,7,11,58,50,111,0,0,0,65,61,124,7,5,10,139,144,283,0,6,6,144,151,295,20,41,70,414,651,1069,6,3,6,437,704,1141,5,0,3,67,55,130,0,0,0,74,58,131,17,14,34,439,562,1006,4,4,5,459,581,1038,133,133,264,4676,4222,8899,22,13,34,4834,4363,9197,12,8,19,333,353,679,415,334,752,762,697,1457,209,244,454,6929,6809,13735,445,365,816,7590,7410,15005,143,135,280,4920,4456,9385,25,14,36,5090,4604,9696,38,58,93,1148,1295,2442,6,0,14,1194,1359,2552,7,22,33,347,441,788,5,7
ILOC50500808,10,22,34,656,1191,1850,3,8,10,673,1217,1893,19,49,72,771,975,1746,4,3,5,794,1021,1814,0,5,8,313,325,634,0,0,0,318,331,643,5,3,8,43,52,99,0,0,0,44,52,99,18,24,48,767,653,1426,3,3,6,793,686,1477,18,14,31,570,336,901,3,0,3,583,352,935,0,5,5,108,99,208,6,0,6,111,106,215,0,4,9,191,208,403,0,0,4,196,222,419,18,60,80,680,1066,1745,4,0,4,707,1123,1835,8,0,7,115,84,196,3,0,3,122,84,210,29,26,57,811,1067,1872,4,6,5,839,1093,1933,172,161,335,7194,6894,14089,25,16,42,7394,7070,14468,14,11,22,391,384,776,443,388,827,845,781,1625,266,293,562,10978,11222,22200,480,418,905,11726,11935,23665,183,169,352,7664,7408,15072,22,19,45,7869,7601,15471,52,64,121,2041,2349,4393,9,7,20,2106,2430,4530,17,32,44,603,734,1331,4,0
ILOC50500901,15,9,32,1542,2633,4171,7,9,13,1562,2651,4213,32,27,61,1734,2170,3905,4,3,11,1775,2197,3970,7,0,6,708,805,1512,7,3,7,715,813,1531,0,0,0,133,221,361,0,3,3,136,226,361,14,13,25,1205,872,2074,3,5,10,1220,882,2104,10,3,16,1197,620,1814,13,4,12,1211,629,1841,0,0,4,190,150,330,0,0,0,189,152,336,8,0,7,315,395,710,0,0,0,321,393,717,40,40,82,1751,2677,4423,3,0,7,1795,2716,4514,3,5,6,225,195,421,0,3,5,231,200,436,20,26,40,1853,2448,4295,5,12,14,1873,2482,4353,176,148,318,18033,17146,35178,52,56,107,18252,17350,35600,16,14,29,966,979,1943,1015,699,1711,1988,1689,3685,283,237,516,26678,27035,53710,1092,783,1879,28046,28052,56100,180,153,338,19115,18378,37485,52,56,115,19351,18585,37937,58,43,98,4881,5507,10388,18,18,35,4954,5569,10525,13,13,28,1243,1557,2802,3,3
ILOC50500902,18,32,45,3199,5525,8727,19,31,51,3235,5590,8827,56,56,115,3552,4275,7832,12,11,21,3623,4351,7967,5,10,11,1648,1820,3467,4,12,19,1658,1840,3494,0,0,3,259,373,628,0,0,6,263,378,642,21,26,40,2227,1694,3919,14,4,22,2254,1723,3982,20,4,27,2646,1489,4135,17,14,25,2682,1513,4194,0,3,0,384,292,674,0,0,3,387,295,684,7,7,11,696,771,1469,10,3,13,710,782,1492,49,54,99,2966,4715,7680,16,14,33,3026,4781,7813,0,4,0,444,329,772,9,6,6,450,331,786,33,27,60,3372,4545,7918,12,20,30,3418,4596,8010,254,281,525,32572,31790,64365,78,82,162,32902,32150,65054,32,28,61,1755,1856,3610,1384,965,2346,3173,2850,6019,420,447,869,49204,51185,100393,1524,1121,2646,51149,52753,103909,263,292,555,34543,34217,68765,85,90,174,34892,34602,69495,96,88,183,9356,10732,20089,30,42,69,9485,10854,20338,19,21,45,2489,3112,5599,10,18
