POW_SA2_CODE_2021,F_IDNS_H_0,F_IDNS_H_1_19,F_IDNS_H_20_29,F_IDNS_H_30_34,F_IDNS_H_35_39,F_IDNS_H_40_44,F_IDNS_H_45_49,F_IDNS_H_50ov,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_19,F_Tot_H_20_29,F_Tot_H_30_34,F_Tot_H_35_39,F_Tot_H_40_44,F_Tot_H_45_49,F_Tot_H_50ov,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_19,P_AgFF_H_20_29,P_AgFF_H_30_34,P_AgFF_H_35_39,P_AgFF_H_40_44,P_AgFF_H_45_49,P_AgFF_H_50ov,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_19,P_Min_H_20_29,P_Min_H_30_34,P_Min_H_35_39,P_Min_H_40_44,P_Min_H_45_49,P_Min_H_50ov,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_19,P_Mnf_H_20_29,P_Mnf_H_30_34,P_Mnf_H_35_39,P_Mnf_H_40_44,P_Mnf_H_45_49,P_Mnf_H_50ov,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_19,P_EGWWS_H_20_29,P_EGWWS_H_30_34,P_EGWWS_H_35_39,P_EGWWS_H_40_44,P_EGWWS_H_45_49,P_EGWWS_H_50ov,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_19,P_Const_H_20_29,P_Const_H_30_34,P_Const_H_35_39,P_Const_H_40_44,P_Const_H_45_49,P_Const_H_50ov,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_19,P_WST_H_20_29,P_WST_H_30_34,P_WST_H_35_39,P_WST_H_40_44,P_WST_H_45_49,P_WST_H_50ov,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_19,P_RetT_H_20_29,P_RetT_H_30_34,P_RetT_H_35_39,P_RetT_H_40_44,P_RetT_H_45_49,P_RetT_H_50ov,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_19,P_AcFd_H_20_29,P_AcFd_H_30_34,P_AcFd_H_35_39,P_AcFd_H_40_44,P_AcFd_H_45_49,P_AcFd_H_50ov,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_19,P_TPW_H_20_29,P_TPW_H_30_34,P_TPW_H_35_39,P_TPW_H_40_44,P_TPW_H_45_49,P_TPW_H_50ov,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_19,P_IMT_H_20_29,P_IMT_H_30_34,P_IMT_H_35_39,P_IMT_H_40_44,P_IMT_H_45_49,P_IMT_H_50ov,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_19,P_FinIns_H_20_29,P_FinIns_H_30_34,P_FinIns_H_35_39,P_FinIns_H_40_44,P_FinIns_H_45_49,P_FinIns_H_50ov,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_19,P_RHRE_H_20_29,P_RHRE_H_30_34,P_RHRE_H_35_39,P_RHRE_H_40_44,P_RHRE_H_45_49,P_RHRE_H_50ov,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_19,P_ProSTS_H_20_29,P_ProSTS_H_30_34,P_ProSTS_H_35_39,P_ProSTS_H_40_44,P_ProSTS_H_45_49,P_ProSTS_H_50ov,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_19,P_AdSup_H_20_29,P_AdSup_H_30_34,P_AdSup_H_35_39,P_AdSup_H_40_44,P_AdSup_H_45_49,P_AdSup_H_50ov,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_19,P_PubAS_H_20_29,P_PubAS_H_30_34,P_PubAS_H_35_39,P_PubAS_H_40_44,P_PubAS_H_45_49,P_PubAS_H_50ov,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_19,P_EdTrn_H_20_29,P_EdTrn_H_30_34,P_EdTrn_H_35_39,P_EdTrn_H_40_44,P_EdTrn_H_45_49,P_EdTrn_H_50ov,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_19,P_HltHC_SA_H_20_29,P_HltHC_SA_H_30_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40_44,P_HltHC_SA_H_45_49,P_HltHC_SA_H_50ov,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_19,P_ArtsR_H_20_29,P_ArtsR_H_30_34,P_ArtsR_H_35_39,P_ArtsR_H_40_44,P_ArtsR_H_45_49,P_ArtsR_H_50ov,P_ArtsR_H_NS,P_ArtsR_H_Tot
507051188,12,41,42,20,37,31,8,13,28,237,364,1503,1197,696,1482,1124,274,503,82,7233,0,8,0,5,14,18,9,21,0,82,17,6,8,5,20,45,25,82,3,216,33,71,51,33,225,298,132,271,9,1122,3,11,3,9,12,9,0,9,0,65,29,49,60,62,221,322,118,345,14,1218,12,13,22,16,49,81,39,50,0,280,96,538,336,146,340,224,61,131,19,1889,33,394,159,69,83,76,24,60,10,918,31,40,70,22,127,131,71,144,10,649,3,42,19,6,21,23,3,3,0,114,11,20,25,11,38,26,10,14,0,149,7,25,23,15,73,30,18,39,0,234,12,33,27,28,72,119,26,47,0,364,17,92,55,22,111,83,26,63,4,471,193,114,129,112,883,1379,298,752,42,3904,51,184,149,119,243,175,59,92,0,1066,72,267,340,241,398,225,38,72,7,1668,6,56,29,13,16,7,4,11,0,134
507051189,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
507051190,0,6,0,4,7,0,0,0,7,28,62,263,265,150,167,119,27,84,12,1165,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,5,7,22,11,5,19,31,3,20,4,119,0,0,0,0,0,4,0,0,0,6,5,55,47,19,29,20,3,24,0,194,3,57,26,6,11,8,8,7,0,132,0,16,7,4,0,6,0,6,0,33,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,5,4,0,0,0,0,6,0,17,5,15,12,4,14,16,8,12,0,82,0,11,10,6,11,3,0,0,0,47,0,7,5,0,3,0,0,0,0,24,19,76,61,57,84,64,13,53,0,433,20,56,107,70,68,39,11,17,6,394,0,4,0,3,0,0,0,0,0,11
507051191,0,13,4,0,4,4,0,0,14,43,70,496,314,155,236,172,70,106,32,1648,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,22,0,18,3,0,0,5,0,4,0,31,0,0,0,0,0,0,0,0,0,3,9,29,32,19,44,69,24,42,7,262,0,0,0,3,0,0,0,3,0,7,14,165,99,33,54,25,13,7,5,406,12,142,53,27,24,23,9,10,6,296,0,14,8,4,4,4,0,5,0,44,0,5,0,4,0,3,0,0,0,10,0,3,3,4,4,7,3,3,0,31,0,4,3,4,4,9,0,9,0,41,8,26,18,11,15,18,3,15,0,117,0,29,15,4,4,6,0,8,0,70,0,10,3,3,4,4,0,5,0,28,28,101,101,50,119,113,48,72,8,643,13,51,44,27,38,28,3,14,6,227,0,31,8,0,5,3,0,0,0,53
507051192,3,4,3,3,5,0,0,0,4,24,55,251,210,128,163,82,25,60,25,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,4,5,3,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,13,10,8,20,24,6,15,0,103,0,0,0,0,0,0,0,0,0,4,8,59,60,22,42,17,3,5,3,216,0,47,24,16,18,4,3,14,0,127,4,7,5,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,4,4,0,0,6,3,3,5,0,15,4,3,4,7,4,3,0,7,0,25,0,32,4,3,4,0,0,4,0,51,0,8,0,0,3,0,0,6,0,17,18,50,60,45,55,61,18,39,0,342,22,65,75,53,70,19,9,26,4,333,0,6,0,0,0,0,0,0,0,8
507051193,0,8,6,4,0,3,0,0,4,29,67,436,299,188,217,112,40,86,17,1461,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,3,3,16,14,3,14,21,0,12,0,74,0,0,0,0,0,0,0,0,0,9,28,169,120,72,66,30,14,10,3,503,12,191,55,34,15,13,0,17,4,338,0,0,3,0,7,0,0,0,0,16,0,0,5,0,4,5,0,0,0,11,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,5,0,0,0,9,0,14,8,3,4,11,0,7,0,52,0,16,10,4,7,0,0,0,0,39,5,39,18,0,5,8,0,3,0,88,26,47,73,68,97,75,29,62,4,481,10,50,57,39,71,29,3,21,3,281,0,14,6,0,5,0,0,0,0,21
507051312,0,6,9,0,7,14,0,0,5,48,89,619,403,207,291,177,49,66,31,1934,6,3,4,0,9,10,4,8,0,36,0,0,0,0,0,0,0,0,0,11,0,20,8,3,8,15,0,7,4,59,0,0,0,0,0,0,0,0,0,4,0,5,13,3,14,32,3,19,0,92,0,6,0,0,0,0,0,0,0,14,43,284,183,80,158,63,27,29,3,877,19,358,152,38,42,40,3,18,11,692,7,4,4,3,0,9,3,16,0,48,0,0,5,3,6,10,3,0,0,18,3,3,7,0,7,6,0,0,0,34,0,5,4,0,5,11,0,0,0,19,5,28,26,16,34,23,3,5,4,128,0,24,11,9,12,6,0,0,0,69,0,0,3,0,18,4,0,3,0,41,13,51,38,32,36,42,13,20,4,249,8,63,53,38,49,25,5,16,3,262,4,24,13,14,5,5,4,0,0,67
507051313,6,6,7,3,9,8,0,3,7,47,69,320,300,201,264,234,89,155,17,1656,0,12,12,6,6,6,3,3,0,44,4,0,5,0,0,7,4,9,0,26,0,15,4,3,9,8,8,6,0,48,0,0,0,0,0,4,0,0,0,3,4,21,25,19,23,43,23,45,9,211,0,0,0,0,0,0,0,3,0,11,3,50,21,16,13,18,5,13,0,128,0,46,29,7,11,18,6,8,0,136,0,14,9,7,4,12,0,16,0,66,0,3,0,0,0,3,0,0,0,10,0,4,5,0,5,13,0,8,0,36,0,0,3,4,11,0,0,10,0,34,4,27,17,4,12,24,4,13,0,102,0,23,20,3,10,9,0,10,0,77,0,6,5,4,0,0,6,4,0,20,33,105,127,122,178,188,82,119,10,966,14,44,62,42,55,28,13,22,3,289,0,8,0,0,0,0,0,4,0,12
507051314,0,3,0,0,5,0,0,0,0,13,6,67,49,34,41,16,4,13,0,236,0,10,5,5,7,4,0,5,3,36,0,0,0,0,0,3,0,0,0,10,0,0,8,0,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,11,4,5,4,10,5,7,3,34,0,3,0,0,0,0,0,0,0,7,6,36,31,13,28,11,4,0,0,124,0,3,3,0,3,0,0,0,0,10,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,6,0,6,0,29,0,6,7,9,7,6,0,9,0,55
509011225,13,33,20,10,18,12,0,11,18,142,349,1387,1197,821,1216,745,211,374,68,6372,10,21,10,9,24,16,3,24,0,116,0,0,0,0,0,0,0,0,0,3,6,34,21,17,55,47,24,35,3,244,0,10,3,0,30,19,7,6,0,77,28,50,36,38,133,181,68,92,6,639,4,18,13,0,28,49,24,23,0,153,62,450,269,149,305,198,66,95,11,1603,43,424,207,108,110,112,45,79,15,1135,22,40,41,21,51,62,44,48,3,333,3,10,8,3,25,20,9,8,0,94,11,10,20,14,49,36,15,31,0,186,13,12,13,9,52,43,13,17,0,187,19,69,62,57,95,99,28,53,3,481,11,69,31,24,51,32,11,18,10,254,38,73,52,50,158,165,48,54,9,642,26,154,143,104,142,123,51,97,0,846,174,369,505,440,601,379,93,190,25,2781,7,45,36,15,22,16,6,11,0,162
509011226,0,10,5,0,0,0,0,0,4,23,32,121,79,58,46,63,18,61,13,488,22,74,54,53,40,94,47,164,13,567,0,0,0,0,0,0,4,7,0,18,8,4,0,7,7,26,10,9,0,67,0,0,0,0,0,0,0,0,0,7,0,3,8,0,3,9,4,11,0,36,0,0,0,0,5,3,4,3,0,26,0,4,3,3,3,7,0,10,0,34,7,21,6,8,13,0,0,9,0,56,0,3,0,0,0,5,0,9,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,5,4,4,4,3,0,6,0,0,0,31,0,3,0,6,0,4,0,0,0,16,0,3,0,0,0,0,0,0,0,3,6,33,36,25,20,39,18,21,4,198,0,7,0,3,5,3,0,4,0,15,0,0,0,0,0,0,0,0,0,3
509011227,0,0,5,0,0,0,0,0,6,10,16,83,57,21,49,20,9,26,8,285,5,9,6,0,4,8,0,9,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,6,3,9,7,12,0,9,0,51,0,0,0,0,0,0,0,0,0,7,9,34,21,6,19,4,0,7,0,97,0,15,0,0,5,0,0,0,0,29,3,3,3,0,5,5,4,15,0,35,0,0,0,0,0,0,0,4,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,4,4,5,0,4,0,0,36,0,6,3,4,0,0,0,0,0,14,4,5,5,3,40,21,5,4,0,83,0,20,13,6,14,16,3,9,0,91,0,10,8,4,3,0,0,7,0,31,0,0,0,0,0,0,0,0,0,5
509011228,0,17,8,0,5,3,0,3,9,49,65,290,216,115,121,121,28,92,28,1075,18,39,36,20,15,35,12,51,9,233,0,0,0,0,0,3,0,3,0,6,3,38,19,16,25,29,5,26,5,156,0,0,0,0,0,3,0,0,0,9,3,16,21,6,24,36,18,37,0,157,0,5,4,5,0,3,0,0,0,18,8,76,42,15,27,20,13,10,0,211,17,72,33,19,22,30,7,33,5,226,0,6,10,0,9,7,0,12,0,57,0,0,0,4,4,0,0,0,0,14,0,4,3,3,0,5,0,3,0,19,6,0,4,3,3,7,0,4,0,25,8,27,14,20,12,13,3,14,3,104,6,16,8,4,10,7,7,7,0,59,9,10,24,14,16,29,10,12,0,125,16,50,44,24,31,38,15,27,0,245,14,51,47,26,24,26,11,10,0,198,4,3,11,3,0,0,0,3,0,24
509011229,0,5,0,0,3,0,0,0,9,17,36,129,86,48,67,105,24,87,9,603,34,57,46,40,45,153,67,314,10,764,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,7,0,11,0,33,0,0,0,0,0,0,0,5,0,5,0,0,3,8,3,19,3,24,0,58,3,8,5,0,3,22,13,30,0,82,0,9,4,4,0,8,4,13,0,37,0,13,6,7,6,10,0,15,0,59,4,9,9,3,0,7,3,22,4,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,11,3,11,8,5,11,29,10,13,0,81,14,33,19,10,15,23,8,12,0,134,4,9,11,4,11,4,0,6,0,52,0,0,0,0,0,0,0,0,0,5
509011230,6,6,6,0,0,5,0,0,8,36,65,190,153,110,169,157,41,78,16,985,11,40,25,12,19,76,19,116,9,326,0,0,0,0,0,0,0,3,0,3,19,14,20,11,118,47,14,31,9,279,0,0,0,0,9,6,4,3,0,23,0,6,4,10,3,21,7,18,0,74,0,9,3,4,6,41,16,19,0,108,8,29,33,20,41,39,14,10,0,188,3,31,23,5,11,13,6,18,0,108,4,8,14,0,8,12,0,16,3,59,0,0,0,0,0,4,0,0,0,7,0,4,3,5,9,3,0,3,0,33,0,0,3,0,0,4,0,4,0,13,0,4,3,4,12,6,5,5,0,44,0,10,0,0,10,4,9,0,0,35,7,16,13,0,37,25,8,12,0,121,6,24,26,27,26,43,14,21,6,191,15,52,37,43,52,36,4,19,0,258,0,4,6,0,0,0,0,0,0,10
509011231,3,3,0,0,5,0,0,0,9,26,53,151,136,71,83,114,35,111,20,775,45,85,78,53,45,194,98,378,19,994,0,0,0,0,0,0,0,0,0,0,8,0,10,0,13,24,7,10,6,75,0,0,0,0,4,5,0,0,0,10,8,11,5,7,10,15,3,15,0,74,4,0,0,0,8,12,4,3,0,30,4,11,10,0,8,16,0,5,0,58,0,8,6,7,0,4,0,7,0,38,4,14,19,4,0,16,9,27,6,90,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,4,7,6,6,0,8,3,0,12,0,37,0,3,0,0,5,0,0,0,0,10,6,9,5,3,29,29,8,4,0,97,6,21,26,12,6,16,5,17,4,124,5,9,9,10,21,5,0,5,0,72,5,0,5,0,0,0,0,0,0,7
509011232,0,5,0,0,0,0,0,0,3,14,16,87,54,19,36,46,15,21,8,300,5,9,12,7,4,7,0,15,0,61,0,0,0,0,0,0,0,0,0,3,4,7,4,5,11,8,4,10,0,45,0,3,0,0,0,0,7,0,0,17,3,4,7,8,27,31,13,26,0,117,0,0,0,0,0,5,4,5,0,27,4,13,3,0,0,4,0,10,0,31,0,14,6,5,0,3,0,0,0,36,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,0,0,4,0,0,0,31,4,11,9,0,0,5,0,0,0,31,37,17,12,5,46,97,20,19,0,247,0,11,11,0,3,6,3,4,0,38,0,6,5,0,0,9,0,0,0,24,0,8,4,4,7,0,0,3,0,28
509011233,3,11,8,0,0,9,0,5,10,41,62,234,197,146,212,179,40,64,21,1147,12,26,21,11,18,29,19,52,0,190,0,3,0,0,0,0,8,5,0,19,6,17,13,4,39,66,33,59,0,234,5,6,4,3,31,24,12,10,0,95,18,30,33,27,64,109,54,83,15,436,8,8,8,9,16,79,17,40,5,181,15,31,34,18,53,51,16,21,0,244,7,41,22,3,20,12,0,8,0,107,6,10,13,15,17,33,21,63,0,176,0,4,0,0,0,0,0,3,0,10,0,3,3,0,7,7,0,0,0,29,0,4,0,3,3,3,3,6,0,28,4,15,3,5,12,11,3,14,0,60,4,15,5,3,7,10,4,3,0,59,10,8,8,7,28,25,0,3,0,86,29,77,67,64,106,92,22,38,9,511,5,33,28,37,40,6,0,10,3,164,0,0,0,0,0,0,0,0,0,3
509011234,4,7,12,3,3,7,0,0,8,42,52,184,167,83,121,115,68,86,20,896,24,77,49,44,46,116,53,197,12,615,0,0,0,0,0,0,3,3,3,10,9,36,21,14,60,118,133,47,10,436,0,0,0,0,0,0,0,0,0,3,0,8,7,8,4,17,15,27,0,83,0,6,3,3,5,4,5,6,6,33,6,21,33,19,24,8,0,8,0,123,5,33,9,0,5,6,0,11,0,74,0,8,19,0,6,13,8,40,4,112,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,0,0,0,0,19,0,3,0,0,4,0,4,0,0,10,4,4,8,3,3,6,0,8,0,43,0,15,7,0,0,0,4,0,0,30,18,11,9,4,35,24,3,7,0,114,8,18,21,17,17,30,9,16,0,145,12,22,28,20,31,16,7,7,4,149,0,0,3,0,0,0,0,0,0,5
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,6,3,6,0,6,0,0,0,10,35,33,168,120,56,116,101,27,62,16,703,11,41,54,18,23,50,12,74,4,289,18,7,5,4,24,47,54,52,3,214,0,6,11,4,7,12,4,16,0,67,0,0,0,0,0,0,0,7,0,6,7,16,7,14,15,51,16,47,0,165,3,5,5,3,4,6,7,5,4,37,4,27,10,7,19,5,0,11,0,88,4,17,9,7,9,0,0,0,0,47,6,12,4,7,5,3,6,46,0,93,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,10,0,9,3,6,7,0,42,0,13,14,0,12,6,3,10,0,61,3,7,0,3,34,10,6,11,3,78,7,23,28,9,34,27,7,21,0,154,0,16,5,3,7,0,0,3,0,34,0,4,3,0,4,4,0,5,0,15
509021237,0,0,5,3,3,0,0,0,5,23,36,136,108,69,82,82,23,59,13,612,17,48,34,20,15,93,34,217,3,480,0,0,0,0,0,0,0,9,0,9,0,13,3,6,11,12,23,26,0,89,0,0,4,0,3,0,0,5,0,14,0,11,0,3,7,9,9,10,0,52,0,4,8,3,5,14,4,13,0,48,0,16,20,9,13,7,5,15,0,90,0,16,4,0,5,5,3,7,0,40,5,10,10,0,0,6,9,10,0,42,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,0,0,11,0,0,4,3,0,0,5,0,0,14,7,10,7,6,31,19,6,5,0,97,16,29,30,24,26,32,9,20,3,179,11,13,20,13,21,24,4,18,0,130,0,0,0,0,0,0,0,0,0,10
509021238,0,4,4,0,0,0,0,3,4,24,40,173,133,89,77,112,30,96,12,760,21,48,53,37,25,116,48,270,5,622,0,0,0,0,0,0,0,3,0,6,3,0,5,0,0,4,4,7,0,25,0,0,0,0,3,3,3,9,0,14,0,4,5,3,5,13,4,9,0,46,4,4,0,5,0,51,13,29,0,113,7,22,23,8,9,11,0,16,0,96,5,22,9,4,11,4,4,14,0,67,0,19,15,5,3,9,6,36,0,98,0,0,0,0,0,0,0,4,0,6,0,3,8,0,3,7,0,5,0,26,0,0,5,0,3,0,0,0,0,8,0,4,3,0,3,3,0,7,0,18,0,12,6,4,3,3,0,3,0,22,3,13,11,4,39,43,3,11,0,125,10,29,26,18,19,12,8,23,0,143,4,27,13,19,16,18,0,15,0,123,0,5,0,0,0,0,0,0,0,8
509021239,7,18,13,9,3,9,3,0,13,79,94,339,288,154,229,273,84,216,33,1713,47,123,160,78,194,274,110,350,34,1361,28,4,5,10,18,49,48,146,0,307,8,18,10,13,35,27,9,24,0,154,0,4,0,0,9,3,3,11,0,35,22,24,17,13,30,46,32,184,7,368,0,4,13,3,11,7,7,10,0,58,13,62,38,13,21,40,10,33,6,246,14,76,40,22,26,36,11,33,0,256,10,27,16,4,7,9,3,26,3,107,0,0,0,0,0,3,0,0,0,13,0,4,9,6,4,4,0,3,0,26,0,3,5,6,11,0,0,10,0,31,0,15,7,8,5,9,0,8,0,50,3,21,16,6,0,11,5,9,0,80,13,17,12,3,54,59,5,10,4,177,13,45,32,21,17,25,12,27,0,181,5,31,32,19,14,18,0,5,3,123,0,7,4,0,7,11,0,9,0,32
509021240,5,9,4,0,0,7,0,6,7,31,73,216,151,96,147,170,70,112,18,1048,20,46,32,26,21,89,35,253,4,541,0,3,0,0,3,0,0,25,0,28,0,10,5,3,11,9,14,21,0,70,5,4,3,0,17,10,10,14,0,55,3,10,6,5,12,26,10,63,0,133,5,3,6,6,8,45,21,37,0,135,3,38,29,9,27,25,15,21,5,170,3,45,17,10,10,11,6,14,5,114,5,6,18,12,11,28,3,39,3,125,0,3,0,0,0,10,0,0,0,20,0,0,0,3,7,5,0,4,0,24,0,0,0,0,4,0,0,0,0,10,0,8,9,3,11,10,3,3,0,38,0,10,3,3,3,7,3,5,0,32,8,8,11,8,36,52,8,16,0,149,18,42,30,17,29,30,25,25,0,216,27,34,24,27,52,42,7,18,3,241,0,0,0,0,0,6,0,0,0,14
509021241,5,7,3,0,5,3,0,3,4,24,44,195,153,122,133,174,56,117,16,1006,20,69,58,40,36,127,59,351,17,777,0,0,0,0,0,0,5,13,0,29,0,6,3,3,5,22,11,54,0,111,0,0,0,0,9,11,5,3,0,33,3,3,4,0,10,24,5,33,0,75,3,8,10,4,6,38,21,33,0,123,6,22,16,14,20,13,9,29,0,134,0,26,13,14,13,11,4,10,0,88,3,18,14,9,4,10,5,30,0,97,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,3,5,0,35,0,0,0,3,0,0,6,0,0,8,3,8,6,12,9,5,4,3,0,51,0,0,5,8,3,0,3,0,0,24,3,10,4,3,26,48,4,12,0,109,11,36,32,29,27,36,28,13,3,216,9,32,23,24,23,26,8,6,3,150,3,4,0,0,3,0,0,3,0,18
509021242,0,8,3,0,4,0,0,4,4,25,55,90,71,52,61,84,51,165,15,638,13,47,41,13,16,77,39,255,6,518,76,30,35,3,38,23,55,612,21,894,5,0,0,0,3,0,6,11,0,25,0,0,0,0,0,0,0,0,0,11,3,5,6,0,8,18,9,58,4,112,0,0,0,0,4,5,0,11,0,26,4,10,0,4,12,6,11,9,3,55,0,7,12,3,5,4,10,16,0,60,3,14,5,7,3,11,3,19,0,64,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,6,0,11,0,3,0,0,0,0,0,11,0,16,9,10,0,7,30,32,14,13,0,113,10,11,16,11,7,9,6,19,0,96,13,12,14,11,8,17,5,12,0,89,0,0,0,0,0,0,0,0,0,3
509021243,6,10,3,8,8,8,0,8,23,76,129,428,402,298,539,382,104,198,42,2518,5,34,11,17,20,43,16,90,11,259,3,0,0,0,0,10,0,5,0,24,12,20,22,20,70,109,33,47,0,343,3,3,0,6,38,27,9,14,0,102,6,18,16,10,41,82,27,81,5,288,8,7,9,8,11,57,12,33,4,157,19,128,78,47,96,67,17,33,4,487,4,96,57,16,42,19,7,23,7,275,9,15,29,10,17,61,27,49,0,201,0,0,4,0,3,4,3,0,0,13,0,0,6,3,12,13,0,7,0,46,0,6,5,4,13,4,5,14,0,53,6,13,19,15,26,24,10,17,0,129,5,24,18,9,17,8,5,12,0,98,38,33,35,36,180,154,55,82,5,617,21,58,67,54,98,103,48,54,5,500,58,79,124,122,208,119,26,61,6,808,5,17,5,4,5,0,0,0,0,33
