SA2_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
507051193,45,53,99,30,21,52,0,0,0,0,0,0,5,3,10,1530,1398,2930,108,114,225,16,0,16,10,0,11,8,3,14,58,9,64,16,11,29,1829,1616,3444,41,37,73,0,0,0,0,0,0,16,13,29,4,5,9,4,0,5,55,54,114,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,24,9,31,80,69,151,7,15,24,0,0,4,0,0,0,17,16,27,96,143,240,287,307,593,14,9,23,2320,2162,4480
507051312,44,56,95,25,19,44,0,0,0,0,0,0,10,10,14,1855,1729,3585,105,128,233,16,0,19,12,0,12,12,0,10,81,21,106,19,13,29,2169,1980,4154,19,37,54,0,0,0,0,0,0,43,25,64,8,6,14,0,0,3,65,74,133,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,6,25,7,30,90,80,170,10,20,29,0,3,0,0,0,0,10,24,33,108,195,300,358,370,731,13,10,28,2751,2655,5409
507051313,105,132,234,61,38,98,0,0,0,0,0,0,11,10,22,4102,3941,8044,252,235,487,49,0,49,25,3,25,14,3,18,166,32,196,41,55,97,4824,4451,9270,78,89,167,0,0,0,0,0,0,73,77,144,10,16,26,0,0,0,165,181,345,0,0,0,0,0,0,3,9,6,0,7,5,0,0,0,5,12,21,58,21,79,225,213,444,37,33,68,5,0,7,0,0,0,47,39,82,258,507,768,835,909,1747,17,14,34,6207,6135,12342
507051314,3,3,11,4,3,10,0,0,0,0,0,0,0,0,0,332,295,634,24,28,46,9,0,9,0,0,0,0,0,0,13,0,16,11,9,19,393,343,737,0,0,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,17,4,19,5,3,9,0,0,0,0,0,0,7,3,8,27,68,89,69,72,142,0,0,0,514,491,1001
509011225,4,0,5,13,6,18,0,0,0,0,0,0,5,14,17,2346,2297,4642,166,223,389,31,0,31,20,3,25,40,10,53,29,5,34,104,103,215,2758,2664,5424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,6,6,23,22,43,29,25,56,0,0,0,0,0,0,0,3,3,5,0,6,124,224,350,313,441,755,20,14,35,3239,3377,6623
509011226,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,538,512,1052,15,15,35,24,0,21,5,3,10,0,0,0,13,9,15,44,36,80,647,574,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,186,164,347,85,102,187,18,10,23,938,859,1795
509011227,0,0,0,3,0,6,0,0,0,0,0,0,4,0,3,887,872,1759,54,72,123,21,0,21,0,0,0,0,0,0,9,3,14,3,3,8,981,948,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,36,68,106,119,160,275,4,3,6,1148,1187,2336
509011228,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,709,735,1451,45,58,102,12,0,17,3,0,7,13,11,22,18,5,30,67,62,135,882,877,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,8,0,11,9,4,14,0,0,0,0,0,0,0,0,0,3,0,3,212,215,423,173,207,377,16,15,35,1285,1319,2611
509011229,0,0,0,7,8,20,0,0,0,0,0,0,0,0,0,502,295,803,18,25,41,19,0,19,3,0,3,0,5,10,17,10,25,78,73,146,645,408,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,4,9,0,0,0,0,0,0,0,0,0,0,0,3,137,139,275,45,61,106,9,4,11,845,620,1464
509011230,0,0,0,42,11,60,0,0,0,0,0,0,0,0,0,741,592,1333,85,71,154,21,0,21,0,0,0,3,0,3,18,8,19,53,53,105,960,733,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,88,74,161,48,76,127,19,8,22,1123,902,2020
509011231,0,0,0,14,5,16,0,0,0,0,0,0,0,0,0,592,451,1045,33,33,68,21,0,22,0,0,0,3,0,8,28,5,36,84,77,164,787,574,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,213,176,383,58,73,133,16,12,25,1073,833,1909
509011232,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,569,519,1088,20,24,47,16,0,16,4,0,4,3,3,7,13,4,10,10,9,21,634,564,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,81,70,150,91,100,191,4,5,9,807,737,1544
509011233,0,0,0,8,0,15,0,0,0,0,0,0,8,3,13,1941,1807,3751,155,168,322,46,0,46,10,0,7,17,5,23,24,10,38,32,26,56,2243,2022,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,4,3,3,30,9,37,33,16,45,0,0,0,0,0,0,0,0,0,0,0,0,69,138,212,241,317,555,10,8,19,2605,2497,5098
509011234,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,749,614,1359,56,52,102,19,0,22,0,3,3,0,3,4,12,7,18,61,42,106,905,719,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,163,170,327,113,129,242,14,10,29,1200,1032,2235
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,917,853,1771,46,54,96,40,0,42,10,0,5,0,0,3,37,11,50,33,25,63,1083,952,2038,0,0,0,0,0,0,0,0,0,6,6,17,0,5,5,0,0,0,6,8,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,9,14,20,18,35,0,0,0,0,0,0,0,0,0,6,0,4,130,188,321,194,160,351,16,7,22,1444,1330,2768
509021237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,372,878,24,32,55,30,0,30,3,0,6,4,0,4,20,3,25,84,44,128,671,453,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,3,12,0,0,0,0,0,0,4,0,4,4,0,4,89,86,174,56,104,164,12,7,18,846,654,1500
509021238,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,608,461,1064,22,23,46,31,5,39,4,0,4,0,0,0,23,3,28,80,58,133,774,555,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,10,0,11,0,0,0,0,0,0,0,0,6,5,4,3,130,132,262,71,80,147,20,8,27,1005,771,1778
509021239,3,5,8,63,48,105,0,0,0,0,0,0,0,0,0,1139,996,2135,113,139,247,55,3,57,12,6,12,18,11,28,68,23,96,126,103,228,1602,1316,2918,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,3,0,5,4,0,6,0,0,0,8,0,9,31,8,37,36,16,55,0,4,0,3,0,3,0,0,5,3,4,11,229,271,502,303,250,552,28,29,60,2206,1891,4090
509021240,0,0,0,8,7,20,0,0,0,0,0,0,0,0,0,802,590,1395,47,39,89,38,0,35,7,0,7,12,5,18,20,7,28,88,77,168,1032,733,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,10,15,6,16,0,0,0,0,0,0,0,0,0,4,0,3,113,118,235,67,102,169,6,4,7,1230,969,2199
509021241,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,770,575,1347,38,43,84,18,0,18,3,0,5,9,3,16,22,4,28,113,84,202,993,715,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,19,21,6,20,0,0,0,0,0,0,0,0,0,0,0,0,122,135,259,63,80,143,7,8,14,1208,938,2143
509021242,0,0,0,197,39,238,0,0,0,0,0,0,0,0,0,581,304,886,85,22,106,39,4,39,5,0,5,9,3,15,83,18,102,128,87,214,1115,483,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,3,0,0,0,4,0,3,9,5,12,25,3,35,41,8,49,4,0,4,6,0,6,0,0,0,11,0,11,100,98,199,53,56,106,26,8,27,1339,648,1989
509021243,4,5,10,15,0,16,0,0,0,0,0,0,5,6,11,1483,1509,2989,130,146,273,44,0,44,11,0,7,6,0,11,35,8,50,97,76,174,1821,1760,3581,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,30,24,17,43,9,3,7,0,0,0,4,0,3,6,5,12,125,176,302,246,240,486,19,13,33,2245,2214,4463
509021244,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,547,533,1079,30,40,72,28,4,32,0,0,0,0,0,0,25,0,30,27,13,42,668,597,1269,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,15,5,24,0,4,4,0,0,0,0,0,0,0,4,3,105,121,232,125,121,247,8,9,13,926,856,1781
509021245,0,0,0,8,6,12,0,0,0,0,0,0,0,0,0,588,604,1190,24,33,59,26,0,26,4,0,4,0,4,4,30,7,39,39,28,66,730,676,1416,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,18,14,9,18,0,0,0,0,0,0,0,0,0,0,0,0,137,130,266,144,142,284,14,20,34,1044,966,2011
509031246,0,0,0,0,6,6,0,0,0,0,0,0,3,0,3,441,382,829,22,26,50,16,0,16,5,0,5,4,0,8,17,3,21,66,64,137,583,487,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,11,4,16,12,6,19,0,0,0,0,0,0,5,0,5,5,0,5,151,117,268,72,59,132,10,6,13,832,669,1508
509031247,0,0,0,59,3,64,0,0,0,0,0,0,0,0,0,726,430,1159,63,39,97,47,0,49,5,0,5,14,4,21,59,17,79,154,117,272,1126,617,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,5,21,7,26,22,8,28,0,0,0,6,0,6,5,0,5,7,0,7,257,205,458,62,113,174,18,16,33,1492,951,2447
509031248,0,0,0,88,15,104,0,0,0,0,0,0,0,0,0,513,301,819,38,12,51,15,0,15,5,0,5,4,0,6,15,6,17,29,34,67,704,372,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,12,0,11,5,0,10,18,4,21,0,0,0,0,0,0,0,0,0,0,0,0,30,45,69,86,99,186,14,5,15,848,518,1369
509031249,0,0,0,21,6,25,0,0,0,0,0,0,0,0,0,710,664,1374,52,55,108,20,0,20,0,0,0,4,5,9,16,0,14,53,61,110,868,786,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,3,8,12,13,10,20,0,0,0,6,0,6,0,0,0,3,0,3,35,45,80,66,96,167,12,14,18,1003,943,1947
509031250,0,0,0,7,5,11,0,0,0,0,0,0,0,0,0,673,594,1263,24,37,66,15,0,15,5,0,5,4,0,4,24,11,38,80,60,141,842,703,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,5,12,13,4,17,0,0,0,0,0,0,0,0,0,0,0,0,211,170,379,81,116,192,12,14,26,1150,1002,2157
510011262,4,3,7,25,17,40,0,0,0,0,0,0,8,7,8,2364,2563,4931,198,296,489,30,0,34,90,36,119,123,95,216,78,30,110,196,258,452,3106,3304,6415,5,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,4,5,34,20,48,39,27,67,0,0,0,0,0,0,0,0,0,0,0,0,218,316,527,873,1061,1935,55,44,101,4292,4756,9046
510011263,6,0,6,65,36,104,0,0,0,0,0,0,0,0,0,610,528,1145,107,98,205,15,3,19,4,0,4,12,13,24,82,37,116,246,323,571,1148,1043,2191,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,19,7,26,29,9,40,0,0,0,0,0,0,0,0,3,3,0,3,58,64,121,246,252,497,24,22,53,1506,1390,2898
510011264,0,0,0,25,13,42,0,0,0,0,0,0,0,0,0,240,164,402,52,50,105,11,0,16,0,0,0,3,4,8,33,3,33,163,199,362,532,438,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,14,5,17,15,11,22,0,0,0,0,0,0,0,0,0,0,0,0,22,21,47,98,127,233,19,21,42,687,625,1317
510011265,3,0,3,69,11,83,3,0,3,0,0,0,3,7,8,1093,991,2083,167,155,323,55,0,56,23,9,34,43,26,72,196,48,236,327,334,658,1972,1581,3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,9,25,6,33,30,6,42,0,0,0,0,0,0,0,0,0,4,0,7,91,111,203,376,436,817,42,23,64,2514,2164,4682
510011266,4,4,4,18,4,22,0,0,0,0,0,0,0,0,0,175,161,330,21,19,42,11,0,15,7,0,5,3,0,5,28,13,38,144,176,318,404,378,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,6,17,0,0,0,0,0,0,0,0,0,0,0,0,34,39,75,249,306,557,15,10,20,708,744,1452
510021267,10,0,8,2191,419,2612,0,0,0,0,0,0,26,3,35,1424,219,1642,723,173,898,122,8,138,3,0,3,9,0,9,1169,341,1513,436,296,731,6113,1463,7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,10,0,10,125,25,149,144,24,170,242,40,283,390,71,455,3,3,3,90,12,105,23,7,28,117,27,143,31,35,62,159,89,247,69,29,93,6873,1703,8579
510021268,0,0,0,147,57,201,0,0,0,0,0,0,3,0,3,908,624,1535,125,90,213,21,0,18,17,6,24,35,10,47,82,18,101,84,88,168,1416,895,2316,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,18,31,0,0,10,9,0,9,24,22,50,29,10,43,63,34,91,0,0,0,7,3,9,4,0,3,14,6,15,22,36,56,177,150,319,11,9,17,1698,1120,2816
510021269,0,0,0,40,15,58,0,0,0,0,0,0,6,0,10,1202,773,1975,113,58,168,32,6,28,15,0,16,19,5,21,41,7,55,68,70,138,1536,936,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,6,10,4,7,33,0,34,37,11,46,0,0,0,0,0,0,4,0,4,6,0,6,31,40,74,116,127,246,8,4,12,1735,1116,2852
510021270,0,0,0,139,27,165,0,0,0,0,0,0,15,22,34,2412,1694,4100,299,196,493,44,0,45,32,8,36,15,10,24,95,19,113,71,79,150,3117,2044,5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,5,0,0,0,3,0,3,7,0,10,52,18,71,64,21,85,0,0,0,3,0,3,9,0,9,8,0,8,32,90,116,287,203,495,30,19,51,3531,2378,5912
510031271,3,6,4,1705,348,2051,7,3,5,0,0,0,18,0,22,1627,716,2343,488,169,653,76,14,96,10,3,14,18,39,51,665,137,797,335,307,642,4949,1735,6681,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,9,5,19,12,4,14,78,26,99,95,30,131,129,36,160,230,72,296,3,0,6,90,24,116,21,0,19,114,28,139,41,98,138,428,329,757,47,22,68,5805,2285,8091
510031272,0,0,3,251,37,291,0,0,0,0,0,0,18,12,22,3866,2802,6667,514,275,787,93,5,97,50,8,54,37,14,46,117,35,151,132,175,308,5085,3356,8438,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,12,5,13,0,6,4,5,0,11,20,5,30,78,23,103,101,38,138,6,0,6,9,0,9,8,3,15,19,3,24,52,183,234,525,445,968,25,19,43,5801,4039,9842
510031273,5,5,6,442,45,488,0,0,0,0,0,0,8,0,8,918,546,1457,238,80,314,14,0,14,5,8,10,10,10,24,193,36,227,71,108,181,1898,837,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,18,5,0,5,11,0,16,30,6,35,38,7,49,65,11,80,0,0,5,22,0,25,0,0,0,30,0,31,17,42,59,219,167,389,27,11,37,2262,1073,3333
511011274,0,0,4,19,8,25,0,0,0,0,0,0,8,3,9,2113,1771,3887,138,138,278,58,0,56,24,6,33,37,28,68,21,12,37,72,90,159,2492,2061,4551,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,4,7,0,0,3,0,0,0,6,6,13,27,22,46,39,25,56,0,0,0,0,0,0,0,0,0,4,0,4,108,216,326,263,287,551,25,21,43,2924,2606,5530
511011275,0,0,0,239,44,283,0,0,0,0,0,0,0,0,0,685,381,1063,55,28,86,36,0,36,0,0,3,0,3,5,94,17,113,95,86,171,1209,557,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,4,4,10,8,15,14,9,24,25,15,38,0,0,0,4,0,4,0,0,0,4,0,4,169,174,342,89,89,180,17,13,29,1507,850,2356
511021276,0,0,0,56,8,67,0,0,0,0,0,0,0,0,3,597,610,1209,54,84,139,24,4,31,14,0,12,22,18,40,14,5,21,81,97,183,868,837,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,11,8,20,13,8,18,0,0,0,0,0,0,0,0,0,0,0,0,110,97,207,162,169,325,17,15,33,1169,1128,2297
511021277,7,0,10,20,5,29,0,0,0,0,0,0,0,0,0,934,787,1721,88,64,157,31,0,28,13,10,20,55,68,125,50,27,77,209,287,490,1393,1257,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,5,0,0,0,4,0,4,7,0,7,22,12,39,35,11,45,0,0,4,0,0,0,5,0,5,8,0,11,154,191,344,1074,990,2067,36,20,55,2705,2469,5172
511031278,0,0,0,55,17,74,0,0,4,0,0,0,13,14,25,1292,1006,2292,146,118,261,35,0,36,10,0,12,8,5,16,17,6,26,41,35,73,1616,1209,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,0,0,3,0,0,0,15,0,15,31,3,36,43,11,55,0,0,0,0,0,0,0,0,3,0,0,0,17,51,75,171,131,299,10,4,17,1860,1403,3265
511031279,3,4,6,142,34,174,4,0,5,0,0,0,25,28,53,2908,2198,5111,359,304,667,60,8,68,28,0,28,36,11,46,38,21,62,149,136,287,3758,2749,6503,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,3,8,0,0,0,0,0,0,19,3,25,4,4,5,3,0,3,30,9,38,41,31,63,72,41,107,0,0,0,3,5,5,4,3,7,12,0,10,54,144,194,355,292,642,21,16,29,4258,3240,7498
511031280,0,0,0,62,31,91,0,0,0,0,0,0,6,11,17,1890,1624,3510,160,149,311,15,0,15,22,3,21,16,6,24,13,9,21,46,63,109,2229,1895,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,26,0,0,0,0,0,0,22,3,30,18,18,41,49,23,71,0,0,0,0,0,3,7,0,7,4,0,5,37,72,106,206,207,411,8,6,17,2540,2211,4750
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,0,0,257,53,316,0,0,0,0,0,0,7,0,7,781,458,1238,206,65,271,42,5,44,3,3,12,5,6,16,159,26,185,71,94,166,1544,714,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,0,0,0,9,4,14,21,7,28,38,14,55,60,20,84,0,0,0,18,0,19,0,0,0,14,0,19,27,24,49,128,88,219,14,10,25,1788,863,2649
511031283,0,0,0,739,118,855,0,0,0,0,0,0,14,0,14,809,248,1047,445,128,567,47,5,49,0,0,0,9,3,13,639,157,797,221,237,459,2925,894,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,9,0,8,54,12,67,66,14,83,138,32,169,202,48,254,3,0,3,43,5,48,9,5,8,54,13,68,18,23,42,74,48,118,31,14,44,3302,1030,4336
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
