SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL50415,37,28,66,149,137,286,30,20,55,0,0,0,181,159,342,86,91,181,18,21,40,0,3,3,106,117,224,0,0,4,0,0,0,5,0,9,16,33,50,0,0,0,29,39,65,5,9,9,5,18,25,0,10,10,12,30,43,0,0,0,23,65,85,47,107,151,3,4,9,3,7,9,0,0,0,0,9,16,213,245,454,14,9,29,595,677,1275
SAL50416,12,11,15,34,48,82,0,0,6,0,3,3,34,51,85,29,13,40,12,19,38,7,8,10,47,40,88,0,3,4,0,0,0,4,0,6,0,3,4,0,0,0,9,13,15,0,0,0,0,0,0,0,0,4,3,5,11,0,0,0,3,12,17,9,25,36,4,5,5,0,5,5,0,0,0,3,10,16,85,67,149,0,0,4,191,196,384
SAL50417,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,5,11,15
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,22,25,41,73,74,143,42,43,83,8,15,19,124,124,246,57,43,102,25,23,43,23,24,50,106,87,192,3,3,7,0,7,7,4,4,10,5,18,18,0,0,0,15,30,44,3,3,10,0,6,14,0,0,0,3,11,10,0,0,0,8,25,31,21,56,78,5,4,11,0,7,5,0,0,0,10,13,19,91,68,160,4,22,26,369,401,774
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,19,0,0,0,10,12,18
SAL50421,0,0,3,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,19,0,0,0,19,10,30
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,91,92,180,232,237,470,98,68,161,32,33,64,363,342,702,217,169,385,63,72,140,60,70,133,349,314,664,21,7,30,14,17,31,18,11,24,28,44,66,0,0,0,79,79,154,108,148,256,25,52,78,25,19,53,61,86,153,0,0,0,219,314,530,295,389,690,8,9,18,23,37,59,0,0,0,33,45,85,129,142,269,7,8,18,1267,1335,2603
SAL50424,6,3,10,23,12,30,3,0,0,0,0,0,20,16,33,10,10,18,0,0,0,0,0,6,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,17,11,26,0,0,0,60,52,108
SAL50425,0,0,0,4,0,3,0,0,3,0,0,0,3,3,5,0,0,0,0,0,5,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,13,10,21
SAL50426,18,27,44,28,25,49,34,35,69,19,24,42,85,85,167,26,23,51,30,30,63,11,9,19,72,69,132,3,0,4,0,9,7,7,6,15,3,15,19,0,0,0,15,30,49,0,0,0,0,11,11,0,3,6,0,6,12,0,0,0,4,14,20,22,46,72,0,0,0,0,6,4,0,0,0,0,5,9,30,24,50,3,0,0,220,254,481
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50428,0,0,0,7,9,13,0,0,3,0,0,0,14,11,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,4,0,4,28,21,45
SAL50429,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SAL50430,0,0,0,0,5,7,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,17
SAL50431,32,43,70,111,129,242,53,45,95,46,31,76,209,208,411,92,83,173,47,60,110,31,22,53,172,167,342,10,11,18,6,19,23,17,17,38,18,53,67,0,0,0,49,94,148,13,49,61,11,18,27,4,8,14,10,40,47,0,0,0,45,113,155,93,209,303,8,9,13,17,13,29,0,0,0,30,21,43,144,177,320,6,0,7,677,827,1501
SAL50432,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,35,0,0,0,16,19,34
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50435,0,0,5,0,3,6,4,0,4,0,0,0,3,4,13,3,7,14,0,4,6,0,4,4,10,12,21,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,22,24,44,0,0,0,38,50,92
SAL50436,0,4,4,7,6,8,0,0,0,0,0,0,7,3,6,58,37,94,0,0,0,0,3,5,58,37,95,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,0,0,0,76,56,131
SAL50437,0,3,6,7,7,11,0,0,0,0,0,0,7,7,11,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36,23,61,0,0,0,43,43,86
SAL50438,149,150,297,688,605,1294,121,87,205,78,85,158,888,776,1666,527,446,971,115,78,194,153,178,328,797,703,1499,32,34,63,19,21,42,48,14,65,29,56,90,0,0,0,127,125,250,168,186,362,31,44,74,30,24,56,57,106,171,0,0,0,292,365,663,416,493,915,7,13,23,30,53,82,0,0,0,37,67,104,104,145,254,11,14,29,2402,2347,4753
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,55,56,105,211,185,391,122,117,240,23,26,51,355,325,683,95,81,177,81,87,167,37,55,88,214,224,439,10,0,10,4,13,17,22,12,31,29,30,58,0,0,0,61,54,115,7,15,22,6,19,27,0,3,0,19,41,55,0,0,0,25,86,109,83,140,225,4,0,4,8,24,31,0,0,0,9,29,42,170,185,360,3,5,14,894,966,1859
SAL50442,6,5,11,23,27,49,5,5,11,3,0,7,31,36,65,4,3,3,0,0,0,3,0,3,5,4,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,3,0,0,0,6,8,13,0,0,0,7,8,16,7,14,21,0,0,0,0,0,0,0,0,0,0,0,0,23,24,46,0,0,3,79,86,160
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,9,15
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6
SAL50446,5,0,3,12,13,29,4,0,3,7,3,5,19,23,44,17,5,23,0,3,3,3,6,5,17,17,39,0,0,0,0,0,0,6,0,6,0,0,5,0,0,0,0,6,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,8,0,12,17,0,0,0,0,3,3,0,0,0,0,3,3,19,23,44,0,0,0,69,74,138
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,0,0,9,14,21
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,8
SAL50449,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12
SAL50450,3,0,3,4,9,9,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,11,13,25
SAL50451,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,4,8,16
SAL50452,33,27,62,110,69,181,18,28,39,5,10,12,137,108,238,71,86,157,17,25,41,9,4,17,99,119,213,18,4,22,7,6,14,13,12,27,5,25,27,0,0,0,45,50,92,0,16,18,6,8,15,6,3,3,8,7,19,0,0,0,18,39,57,59,88,144,3,3,5,7,11,24,0,0,0,13,14,28,98,105,199,3,7,8,428,456,886
SAL50453,72,66,141,154,154,306,61,64,124,53,61,112,267,278,546,99,87,184,59,59,114,35,32,67,194,168,365,44,31,71,41,53,96,21,5,28,32,55,87,0,0,0,135,147,283,89,103,188,56,88,148,10,19,37,25,35,54,0,0,0,183,241,426,315,394,705,18,42,61,12,38,52,0,0,0,34,83,118,156,139,302,11,10,18,1046,1141,2188
SAL50454,17,8,26,14,10,24,19,16,35,3,3,11,41,24,67,14,9,25,10,12,21,0,0,3,26,24,44,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,4,6,16,0,0,0,0,0,4,0,0,0,4,0,3,71,52,120,4,0,4,161,122,278
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,6,5,10
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50457,62,62,123,230,258,486,29,49,80,32,17,48,289,331,621,125,130,253,112,134,250,77,71,147,313,334,645,12,10,23,12,10,22,12,13,27,13,32,40,0,0,0,53,71,120,118,117,233,33,48,81,22,27,48,26,76,107,0,0,0,204,271,476,254,345,593,9,10,16,11,18,35,0,0,0,21,30,55,129,135,272,34,3,34,1102,1242,2342
SAL50458,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,9
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,4,0,8
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,6,6,0,0,0,9,8,14
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50464,57,40,96,95,86,178,22,26,48,15,21,42,132,137,270,56,50,108,37,28,64,22,33,49,110,109,220,37,35,74,76,117,195,20,24,40,58,99,160,0,0,0,191,272,462,176,214,392,128,164,290,21,29,47,108,114,227,0,3,6,440,526,966,624,800,1428,30,36,69,45,72,113,0,0,0,75,109,187,930,590,1520,160,92,250,2092,1883,3977
SAL50465,0,0,0,13,3,12,0,0,0,0,0,0,13,7,19,5,3,4,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,33
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5
SAL50467,0,0,0,11,0,13,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,37,29,69,0,0,0,49,37,89
SAL50468,94,89,186,231,202,440,86,80,167,41,44,87,355,335,691,134,114,244,93,93,189,36,53,90,261,260,526,31,32,66,39,49,83,27,14,36,39,64,106,0,0,0,137,152,296,154,185,340,114,125,241,23,33,55,86,112,200,0,0,3,382,454,840,520,613,1131,24,26,43,30,44,75,0,0,4,57,69,127,323,274,595,3,12,17,1623,1646,3272
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,7,0,9
SAL50470,0,0,0,0,3,9,0,0,0,0,0,0,0,5,9,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,12,12,21
SAL50471,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,5,8,13,0,0,0,0,0,0,3,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,0,0,0,20,18,41
SAL50472,97,75,170,297,248,540,49,40,88,46,27,76,388,318,705,201,204,410,45,47,92,34,29,62,278,284,564,22,11,37,11,25,36,45,25,65,23,48,70,0,0,3,106,116,216,10,23,31,0,19,22,4,13,18,12,40,51,0,0,0,27,90,118,132,200,337,6,8,16,16,25,42,0,0,0,23,39,60,232,246,477,11,6,12,1158,1159,2319
SAL50473,27,31,59,125,104,231,25,34,59,9,9,20,160,146,303,68,66,136,14,20,36,19,18,37,106,106,212,6,11,14,13,14,24,10,0,15,8,40,47,0,0,0,36,65,102,19,42,54,10,9,21,6,3,11,10,31,38,0,0,0,40,85,123,77,145,226,4,3,4,8,15,18,0,0,0,11,19,29,90,86,177,3,3,4,477,540,1012
SAL50474,52,41,91,153,179,331,33,27,57,16,19,37,199,226,427,87,60,147,60,64,120,27,12,39,165,140,304,8,9,15,3,11,16,16,3,14,8,29,40,0,0,0,33,57,88,38,40,78,13,27,37,19,12,28,18,43,60,0,0,0,84,118,208,118,173,293,5,8,13,8,14,22,0,0,0,16,18,35,54,78,131,0,0,0,606,679,1285
SAL50475,0,0,4,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,19,9,28
SAL50476,58,37,94,161,144,309,23,14,36,40,39,80,225,200,425,64,60,124,11,24,36,28,30,61,106,114,223,12,8,22,4,11,13,8,8,17,13,31,45,0,0,0,46,52,98,23,28,47,5,22,28,3,7,7,9,32,44,0,0,0,39,93,126,80,145,223,8,8,14,16,29,39,0,0,0,20,34,58,71,71,135,3,0,3,560,602,1162
SAL50477,0,0,6,4,0,6,0,3,3,0,4,6,6,12,23,0,0,4,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,15,35,3,0,3,38,27,70
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,7,4,8
SAL50479,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50480,0,0,3,3,3,8,0,0,0,0,0,0,3,7,8,0,7,0,0,0,0,6,0,6,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,0,0,0,18,20,41
SAL50481,0,3,12,8,4,11,0,0,0,8,4,11,10,9,18,12,9,21,0,5,5,0,3,7,16,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,0,0,0,43,42,81
SAL50482,325,258,585,1190,1123,2308,195,188,387,175,155,327,1561,1466,3024,718,609,1326,194,244,435,153,140,295,1066,997,2061,41,73,114,21,67,85,94,53,149,88,164,247,0,0,0,239,355,596,159,212,363,52,97,144,23,44,61,72,123,198,0,0,0,302,478,779,545,830,1377,46,54,107,67,95,164,0,0,0,114,154,269,485,553,1035,12,16,37,4109,4268,8379
