SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL50783,104,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,107,203,54,..,165,203
SAL50784,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,3,..,29,52
SAL50785,56,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,117,24,..,89,117
SAL50786,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,15,..,42,52
SAL50787,111,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,13,13,3,3,120,266,38,..,153,266
SAL50788,42,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,108,9,..,55,108
SAL50789,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,0,..,22,37
SAL50790,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,3,..,23,60
SAL50791,57,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,132,10,..,69,132
SAL50792,148,303,3,15,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,152,322,42,..,198,322
SAL50793,25,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,74,9,..,30,74
SAL50794,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,..,7,24
SAL50795,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,3,10,11,5,9,15,23,0,..,15,23
SAL50796,35,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,142,0,..,33,142
SAL50797,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,0,..,15,52
SAL50798,29,46,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,50,24,..,56,50
SAL50799,1266,3738,258,600,37,81,297,682,150,341,0,0,0,0,0,0,0,0,150,341,696,1168,8,19,10,25,58,162,775,1366,119,230,2607,6359,357,..,2966,6359
SAL50800,18,47,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,36,79,0,0,8,12,0,0,45,86,8,17,71,167,6,..,77,167
SAL50801,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SAL50802,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,12,33,6,..,16,33
SAL50803,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,..,7,4
SAL50804,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,..,3,6
SAL50805,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,4,4,4,11,16,0,..,13,16
SAL50806,204,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,9,0,0,10,14,0,0,211,563,17,..,229,563
SAL50807,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,..,5,16
SAL50808,163,630,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,141,0,0,0,3,0,5,72,147,8,12,244,790,30,..,279,790
SAL50809,36,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,409,0,4,0,3,0,0,202,414,10,13,242,556,16,..,259,556
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,..,0,0
SAL50811,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,3,..,29,52
SAL50812,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,..,10,15
SAL50813,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,3,..,16,25
SAL50814,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,14,..,16,17
SAL50815,256,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,15,22,4,0,270,704,42,..,316,704
SAL50816,1662,4442,97,195,4,19,104,215,22,35,0,0,0,0,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0,0,0,0,1788,4688,104,..,1894,4688
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,6,0,..,4,6
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50819,200,456,9,13,0,3,13,13,9,5,0,0,0,0,0,0,0,0,9,5,6,5,0,0,0,0,0,0,6,5,3,3,221,487,75,..,297,487
SAL50820,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,3,..,15,29
SAL50821,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,12,33,0,..,10,33
SAL50822,35,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,38,82,28,..,64,82
SAL50823,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,..,9,17
SAL50824,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,..,11,7
SAL50825,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,3,13,22,0,..,10,22
SAL50826,27,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,75,9,..,40,75
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,4,3,10,0,..,3,10
SAL50828,2152,5919,7,10,0,0,7,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2162,5934,157,..,2325,5934
SAL50829,718,1914,23,53,0,0,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,742,1974,96,..,835,1974
SAL50830,307,601,33,49,0,6,30,55,22,31,0,0,0,0,0,0,0,0,22,31,13,24,0,0,0,0,0,0,13,24,0,5,377,715,569,..,950,715
SAL50831,4599,14852,109,269,10,7,114,277,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,4,12,4722,15140,142,..,4862,15140
SAL50832,155,353,7,13,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,162,369,19,..,184,369
SAL50833,1668,4758,255,455,78,184,334,641,0,0,0,0,0,0,0,0,7,22,7,22,0,0,0,0,0,0,0,0,0,0,4,11,2017,5433,185,..,2197,5433
SAL50834,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,55,8,..,36,55
SAL50835,1173,3004,56,102,83,171,135,280,9,19,23,37,170,274,0,0,0,0,206,330,0,0,0,0,0,0,0,0,0,0,0,0,1509,3610,148,..,1657,3610
SAL50836,164,416,24,41,0,0,24,41,5,3,0,0,0,0,0,0,0,4,4,4,19,24,0,0,0,3,0,0,19,29,33,37,241,535,80,..,317,535
SAL50837,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,14,0,6,23,53,0,..,23,53
SAL50838,1069,3069,28,58,0,0,28,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,10,13,0,0,1104,3140,84,..,1188,3140
SAL50839,104,187,3,4,4,9,8,8,5,5,0,0,0,0,0,0,0,0,5,5,0,0,10,17,0,0,0,3,13,19,0,0,130,223,346,..,473,223
SAL50840,641,1534,141,212,445,862,592,1078,82,132,170,260,198,310,0,0,0,0,448,705,0,0,0,0,7,4,21,26,26,39,4,3,1714,3356,215,..,1929,3356
SAL50841,141,300,3,4,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,6,8,0,6,157,327,138,..,296,327
SAL50842,3602,10151,239,446,3,0,243,452,0,0,0,0,0,0,0,0,12,22,12,22,0,0,0,0,0,0,0,0,0,0,0,4,3856,10627,183,..,4039,10627
SAL50843,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL50844,150,421,18,29,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,23,11,19,193,490,92,..,287,490
SAL50845,75,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,196,9,..,87,196
SAL50846,182,428,28,38,0,0,28,38,33,63,0,0,0,0,0,0,3,3,40,70,61,109,0,0,0,3,16,22,78,136,19,33,345,701,177,..,521,701
SAL50847,975,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,9,14,5,5,0,0,58,70,3,5,1041,2840,81,..,1116,2840
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50849,2766,7672,106,148,0,5,108,147,9,5,0,0,0,0,0,0,3,11,13,17,0,0,0,0,4,3,6,6,6,18,7,0,2899,7861,199,..,3100,7861
SAL50850,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,4,..,15,27
SAL50851,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,..,7,16
SAL50852,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,6,..,31,58
SAL50853,555,1378,36,40,0,0,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,590,1430,60,..,648,1430
SAL50854,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,3,..,10,26
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50856,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
SAL50857,1040,2697,209,376,74,160,285,536,35,67,0,0,0,0,0,0,0,0,39,66,0,0,0,0,0,4,0,0,0,4,0,3,1362,3308,109,..,1472,3308
SAL50858,485,1148,59,78,0,0,59,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,1229,33,..,575,1229
SAL50859,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,..,11,13
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50861,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,6,..,29,50
SAL50862,71,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,166,5,..,77,166
SAL50863,750,2267,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,2271,63,..,806,2271
SAL50864,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3,..,15,12
SAL50865,713,1777,4,7,0,0,4,7,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,4,0,0,4,4,0,3,727,1795,86,..,812,1795
SAL50866,69,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,71,150,21,..,94,150
SAL50867,43,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,131,10,..,54,131
SAL50868,37,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,80,7,..,46,80
SAL50869,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,..,8,12
SAL50870,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,175,0,0,6,11,0,0,93,189,14,32,110,232,6,..,113,232
SAL50871,1260,3234,94,190,19,33,112,219,13,27,0,0,0,0,0,0,0,12,20,36,0,0,0,0,0,0,0,0,0,0,0,6,1396,3499,120,..,1518,3499
SAL50872,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,203,0,4,0,0,0,0,95,205,13,28,117,255,0,..,117,255
SAL50873,3814,10860,437,774,71,126,509,897,141,304,31,33,0,0,0,0,8,22,178,354,0,0,0,0,0,5,30,57,35,67,7,19,4544,12188,356,..,4897,12188
SAL50874,2128,5976,136,276,97,209,234,490,0,0,0,0,0,0,0,0,0,0,0,0,13,24,8,8,37,57,0,0,58,89,0,5,2418,6561,112,..,2529,6561
SAL50875,1312,3616,3,4,8,18,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,3636,191,..,1517,3636
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,3,10,6,13,0,..,6,13
SAL50877,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,..,11,22
SAL50878,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,..,9,21
SAL50879,303,795,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,793,17,..,324,793
SAL50880,257,608,119,179,4,3,125,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,792,43,..,422,792
SAL50881,1621,4250,21,55,0,0,21,55,11,8,0,0,0,0,0,0,9,18,14,28,10,11,0,0,0,0,0,0,11,13,0,0,1672,4350,95,..,1763,4350
SAL50882,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,4,12,0,0,11,24,10,12,21,37,0,..,21,37
SAL50883,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,3,..,22,45
SAL50884,11,12,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,21,22,0,..,21,22
SAL50885,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,4,..,15,37
SAL50886,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,3,..,12,36
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50888,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,..,6,19
SAL50889,55,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,130,7,..,57,130
SAL50890,2071,4333,1136,1785,504,812,1642,2593,232,359,150,269,152,282,104,199,6,13,639,1109,25,43,67,86,39,37,15,12,144,179,23,38,4517,8258,1206,..,5724,8258
SAL50891,1571,3728,201,245,4,0,201,252,18,29,0,0,0,0,0,0,0,0,18,29,9,15,0,0,5,11,0,0,15,28,23,27,1827,4063,236,..,2067,4063
SAL50892,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,11,..,34,39
SAL50893,1411,3693,149,291,23,62,168,353,19,29,0,0,0,0,0,0,4,0,19,30,0,0,0,0,0,0,0,0,0,0,3,8,1608,4088,126,..,1731,4088
SAL50894,24,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30,125,16,..,45,125
SAL50895,62,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,0,64,141,13,..,76,141
SAL50896,3283,9414,316,578,11,24,326,602,15,20,0,0,0,0,0,0,4,18,21,36,0,0,0,0,3,0,0,0,3,0,3,6,3633,10054,192,..,3820,10054
SAL50897,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,29,57,10,..,40,57
SAL50898,133,371,28,77,0,10,31,85,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,165,465,27,..,190,465
SAL50899,106,328,6,6,0,0,6,6,3,7,0,0,0,0,0,0,0,0,3,7,100,183,0,0,8,19,0,0,113,197,42,63,265,600,71,..,333,600
SAL50900,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,13,..,33,41
SAL50901,149,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,152,433,5,..,156,433
SAL50902,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,3,0,3,14,22,47,74,68,113,7,..,72,113
SAL50903,3045,7739,134,216,91,159,229,375,7,7,0,0,0,0,0,0,0,10,9,12,21,33,51,133,19,22,0,0,87,186,33,62,3395,8382,733,..,4129,8382
SAL50904,267,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,4,0,0,0,4,0,0,273,846,17,..,285,846
SAL50905,709,2023,83,133,53,130,132,258,15,21,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0,0,0,859,2302,72,..,934,2302
SAL50906,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,..,5,8
SAL50907,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,..,10,12
SAL50908,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,58,4,..,29,58
SAL50909,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,..,5,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,..,6,4
SAL50911,581,1648,25,32,14,21,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,624,1706,45,..,676,1706
SAL50912,33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,60,43,..,77,60
SAL50913,69,162,0,0,9,13,9,13,0,0,0,0,0,0,0,0,0,0,0,0,40,72,0,0,0,0,0,4,40,72,0,0,117,244,53,..,171,244
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50915,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,..,5,13
SAL50916,71,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,160,18,..,85,160
SAL50917,2028,4926,536,986,1683,3077,2221,4068,1224,1921,503,752,413,599,281,457,0,0,2429,3732,0,0,0,0,13,11,3,8,16,14,7,29,6697,12765,1268,..,7966,12765
SAL50918,24,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,66,4,..,28,66
SAL50919,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,28,0,..,21,28
SAL50920,1373,3785,22,40,0,0,21,40,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1399,3830,125,..,1525,3830
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,10,3,6,6,16,0,..,6,16
SAL50922,2905,7980,392,591,17,33,416,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3319,8604,273,..,3593,8604
SAL50923,86,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,218,42,..,129,218
SAL50924,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,0,0,0,0,0,0,23,53,3,7,33,65,0,..,35,65
SAL50925,982,2088,6,22,0,0,6,22,73,109,0,0,0,0,0,0,0,0,73,109,0,0,0,0,0,0,4,3,4,3,4,10,1073,2221,139,..,1210,2221
SAL50926,246,626,7,17,0,0,7,17,11,28,0,0,0,0,0,0,0,0,11,28,31,49,0,0,5,9,0,3,39,60,13,33,315,767,132,..,453,767
SAL50927,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,..,5,10
SAL50928,71,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,168,20,..,92,168
SAL50929,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,5,..,11,29
SAL50930,64,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,65,156,7,..,70,156
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50932,1838,4961,347,624,108,267,448,896,52,79,26,43,0,0,0,0,0,0,85,123,0,0,0,0,0,0,0,0,0,0,0,0,2370,5983,176,..,2546,5983
SAL50933,630,1767,235,319,0,6,238,321,158,184,32,46,77,116,0,0,0,0,266,342,0,0,0,0,0,0,0,0,0,0,0,0,1134,2432,123,..,1260,2432
SAL50934,39,91,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,6,30,57,0,5,3,3,3,5,39,65,6,3,90,168,24,..,111,168
SAL50935,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,..,5,13
SAL50936,39,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,88,15,..,49,88
SAL50937,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,56,3,..,23,56
SAL50938,1043,2366,60,99,0,0,65,98,6,13,0,0,0,0,0,0,0,0,6,13,28,28,0,0,0,0,0,0,28,28,7,7,1146,2511,233,..,1379,2511
SAL50939,1631,4421,486,725,33,48,513,777,0,0,4,14,0,0,0,0,3,6,10,20,0,0,0,0,0,0,0,0,0,0,3,5,2161,5230,178,..,2337,5230
SAL50940,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,5,..,20,30
SAL50941,92,258,16,29,0,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,12,23,5,9,0,0,0,0,19,36,0,0,117,320,30,..,146,320
