SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL50564,15,20,9,11,13,6,0,79,12,14,8,18,9,9,0,70,0,0,3,0,7,3,0,18,4,0,0,0,5,0,0,12,85,103,56,73,92,42,0,444
SAL50565,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,6,0,0,23
SAL50566,88,149,62,40,85,9,0,441,29,64,30,35,78,10,4,256,19,23,13,12,47,5,0,120,5,5,0,3,9,0,0,20,903,1151,443,394,957,184,9,4036
SAL50567,13,20,11,0,0,0,0,55,3,20,20,14,7,0,0,64,6,9,11,8,4,0,0,39,0,0,0,0,0,4,0,10,35,73,54,28,23,3,0,214
SAL50568,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,7,3,0,26
SAL50569,13,20,9,11,21,10,0,92,19,18,14,10,24,18,0,106,5,15,3,0,12,11,0,44,0,0,0,7,9,6,0,16,80,90,50,34,106,77,0,438
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,14
SAL50571,101,167,77,43,58,3,0,452,57,145,112,78,74,17,0,482,36,68,61,53,88,8,4,315,13,13,8,12,28,5,0,79,592,842,433,302,442,65,8,2687
SAL50572,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,5,4,0,21
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,366,593,274,177,659,106,12,2179,236,413,241,208,609,137,3,1853,144,234,134,119,513,124,0,1260,44,66,27,19,295,133,6,584,2949,3698,1605,1420,5633,1190,34,16522
SAL50575,0,12,6,0,5,0,0,35,4,13,4,4,6,3,0,27,0,0,6,0,4,0,0,9,0,0,0,0,5,0,0,5,44,51,24,14,42,21,0,193
SAL50576,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,15,8,0,35
SAL50577,0,6,0,0,0,4,0,15,4,0,0,6,3,0,0,7,3,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,25,23,8,17,15,6,0,90
SAL50578,8,3,5,0,3,8,0,32,0,8,9,7,4,0,0,17,3,0,5,3,0,0,0,17,0,0,0,0,0,0,0,0,21,23,24,17,25,12,0,123
SAL50579,11,33,8,3,4,0,0,62,4,22,22,14,20,0,0,88,6,10,14,17,14,0,0,58,0,4,0,5,0,0,0,11,35,78,51,42,54,12,0,271
SAL50580,0,0,3,3,3,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,6,10,3,3,0,43
SAL50581,0,3,3,0,0,0,0,4,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,18,3,4,4,0,0,40
SAL50582,16,20,7,8,15,0,0,70,4,3,9,4,20,3,0,49,4,3,6,4,9,3,0,32,0,0,0,0,5,0,0,9,54,65,43,41,85,24,0,311
SAL50583,168,358,179,148,287,45,4,1192,132,276,188,146,355,70,0,1160,100,204,152,133,362,122,0,1079,62,66,43,32,172,139,0,520,1333,1913,984,853,2233,605,8,7932
SAL50584,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,3,9,4,0,36
SAL50585,56,105,61,29,71,19,0,338,41,80,61,35,63,19,0,296,26,47,25,42,62,52,0,258,6,0,10,0,20,77,0,126,408,588,275,199,441,211,0,2131
SAL50586,9,21,8,3,8,3,0,61,0,7,3,3,0,8,0,34,0,7,0,13,3,0,0,26,0,0,0,0,0,0,0,0,45,83,40,41,38,37,0,283
SAL50587,191,351,143,83,159,35,4,963,151,355,244,176,247,27,0,1204,83,127,78,70,149,19,0,532,14,30,3,11,41,5,0,96,1717,2357,1009,757,1544,241,12,7637
SAL50588,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,14
SAL50589,3,0,3,4,4,0,0,17,8,10,3,4,3,0,0,26,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,9,21,17,8,14,0,0,79
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5
SAL50591,0,10,5,0,0,0,0,20,6,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,19,8,7,14,0,107
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,5,8,5,6,0,0,0,29,3,13,5,4,10,10,0,38,0,0,10,4,0,0,0,22,0,0,3,0,0,0,0,6,51,38,24,21,27,13,10,177
SAL50594,47,101,39,18,87,9,0,303,22,51,24,21,63,9,0,191,9,23,26,8,53,14,0,128,4,9,7,0,51,23,0,92,336,487,190,112,452,91,0,1678
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,5
SAL50596,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,0,0,0,21
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,12,11,0,0,5,0,0,29
SAL50598,0,3,7,0,0,3,0,15,0,3,0,0,0,0,0,12,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,9,12,15,9,9,7,0,63
SAL50599,118,214,77,39,78,15,3,543,73,150,73,67,122,32,0,517,44,106,57,39,138,38,3,419,17,29,6,12,153,68,0,288,931,1297,550,372,870,185,9,4217
SAL50600,6,0,4,0,0,3,0,11,4,5,5,6,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,9,11,10,0,5,0,43
SAL50601,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,9,0,10,4,0,44
SAL50602,44,53,8,3,50,39,0,202,26,36,10,10,55,40,0,181,4,4,0,0,27,16,0,56,0,0,0,0,4,9,0,10,282,266,79,50,507,301,3,1495
SAL50603,339,650,290,186,365,44,3,1882,176,443,294,251,455,49,5,1673,115,203,147,138,293,68,3,962,33,48,22,28,116,47,0,301,2112,3064,1412,1204,2679,423,17,10911
SAL50604,0,20,4,3,16,5,0,50,10,11,0,4,9,5,0,34,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,36,69,26,27,52,19,0,226
SAL50605,0,3,5,0,3,0,0,17,0,0,4,3,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,5,12,8,4,11,0,55
SAL50606,10,9,0,3,8,3,0,33,0,8,0,4,18,0,0,33,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,19,33,0,14,43,4,8,125
SAL50607,106,188,70,50,85,9,0,507,78,196,119,76,155,11,0,640,33,97,53,47,97,10,3,347,12,23,10,9,27,4,0,78,845,1333,548,375,858,109,3,4072
SAL50608,4,3,0,0,22,95,0,128,0,0,0,0,4,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,56,13,5,128,548,5,803
SAL50609,227,384,141,100,316,85,0,1259,149,268,157,113,321,88,5,1102,71,112,79,70,215,73,0,620,37,53,16,22,112,69,0,309,1933,2582,973,737,2308,707,13,9258
SAL50610,54,131,49,24,115,11,3,393,33,39,22,32,80,5,4,217,3,19,6,3,18,4,0,60,0,5,0,0,7,0,0,15,1093,1511,533,447,1132,142,15,4879
SAL50611,49,70,24,17,59,3,0,226,24,36,17,19,37,7,0,131,6,3,8,5,31,4,0,58,4,0,0,3,9,0,0,12,381,540,199,168,370,84,4,1749
SAL50612,4,0,3,0,7,0,0,17,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,13,8,16,5,0,74
SAL50613,146,250,97,64,184,20,12,772,50,110,80,52,143,17,16,472,20,27,19,6,52,3,3,132,4,8,0,0,15,0,0,27,1682,2249,975,772,2203,186,40,8103
SAL50614,0,0,4,0,4,3,0,9,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,9,3,3,3,6,3,0,36
SAL50615,69,105,54,58,82,32,0,409,44,93,68,71,99,26,0,391,23,53,35,39,117,24,0,286,20,19,8,11,64,14,0,139,479,643,308,302,885,206,10,2839
SAL50616,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,3,0,0,26
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,16,33,20,9,6,6,0,90,5,25,16,14,20,8,0,83,4,6,7,5,16,3,0,38,0,0,0,0,0,0,0,4,71,116,56,31,62,31,0,375
SAL50619,19,34,11,6,33,0,0,105,7,17,3,12,21,3,3,70,0,5,6,6,0,0,0,17,0,0,0,0,0,0,0,3,376,477,152,154,497,51,3,1710
SAL50620,30,35,16,3,32,4,0,136,12,48,23,13,50,6,0,149,6,17,13,9,28,3,0,74,4,3,0,0,7,0,0,22,145,221,102,69,224,52,0,816
SAL50621,5,3,0,5,0,0,0,11,3,0,9,3,0,3,0,17,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,3,14,8,11,5,0,66
SAL50622,116,218,95,67,176,22,5,706,63,154,102,78,164,20,0,583,30,38,35,26,82,11,0,227,11,6,6,6,38,6,0,71,1219,1557,615,446,1252,246,10,5342
SAL50623,83,184,102,47,79,11,0,509,69,157,82,70,110,15,0,500,38,64,37,46,91,15,0,305,7,13,8,0,24,0,0,57,717,964,441,342,671,95,3,3241
SAL50624,0,0,0,0,0,7,0,16,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,4,0,15,29,0,59
SAL50625,46,123,64,41,72,11,0,352,23,57,44,36,52,0,0,221,7,28,16,20,32,0,0,104,5,9,0,0,10,0,0,21,382,596,245,202,469,54,8,1961
SAL50626,4,7,11,3,0,0,0,28,4,5,10,3,3,3,0,24,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,35,30,31,13,15,5,0,126
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,34,51,31,33,57,5,0,218,31,55,38,39,46,12,0,221,8,16,17,20,33,13,0,111,6,3,11,0,12,3,0,32,244,309,176,160,296,69,0,1252
SAL50629,12,19,18,15,12,0,0,80,4,13,13,11,8,0,0,47,6,6,13,11,3,3,0,41,0,0,0,0,0,0,0,0,79,95,66,60,47,8,0,356
SAL50630,0,5,0,7,0,0,0,17,0,0,3,3,9,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,19,9,10,17,9,0,80
SAL50631,5,4,0,4,0,0,0,16,0,0,7,0,3,0,0,17,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,22,17,21,9,7,0,92
SAL50632,6,3,0,0,10,0,0,16,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,6,0,35,0,0,64
SAL50633,268,459,193,103,339,58,5,1433,133,269,164,109,311,30,5,1015,51,158,100,90,237,25,0,663,27,32,9,11,138,20,0,235,2038,2676,1082,820,2526,376,10,9521
SAL50634,7,14,6,8,10,0,0,41,0,8,0,9,8,0,0,25,3,4,0,9,5,0,0,20,0,0,0,0,0,0,0,0,38,50,28,26,33,14,0,184
SAL50635,40,89,27,14,51,10,0,225,22,41,24,12,52,10,0,156,18,20,8,3,27,5,0,76,0,6,0,0,5,0,0,22,574,674,138,81,420,121,5,2011
SAL50636,59,71,26,25,62,5,0,251,22,30,17,14,40,4,7,131,3,17,0,5,16,0,0,41,0,4,0,0,4,0,0,11,589,865,262,278,805,114,8,2917
SAL50637,0,6,3,3,3,0,0,14,3,6,0,0,13,0,0,17,4,5,0,0,9,5,0,18,0,0,0,0,0,0,0,0,15,27,11,16,21,3,0,85
SAL50638,313,603,318,145,242,33,0,1662,187,462,303,181,225,31,0,1386,57,130,98,66,157,29,0,533,27,25,14,14,74,5,0,164,2066,2750,1337,812,1686,248,5,8907
SAL50639,38,73,21,19,59,10,0,219,19,53,31,35,86,6,0,226,13,15,13,18,47,11,0,118,9,4,5,0,16,0,0,34,266,322,154,150,466,84,0,1443
SAL50640,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,12,16,4,6,8,10,0,51
SAL50641,86,167,58,26,80,20,0,447,46,81,38,28,105,28,0,332,16,38,27,20,69,48,0,214,11,15,6,9,61,81,0,174,678,1018,424,272,705,312,8,3412
SAL50642,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,7,6,3,0,31
SAL50643,3,4,0,6,0,0,0,16,3,4,0,6,5,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,15,3,7,12,6,0,54
SAL50644,3,3,0,5,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,4,13,16,9,5,7,0,0,54
SAL50645,115,216,78,53,149,15,7,630,68,105,75,55,126,9,3,433,18,43,21,19,66,12,0,177,13,7,0,0,16,0,0,34,1220,1540,568,414,1281,168,17,5203
SAL50646,0,10,10,5,0,5,0,32,5,5,0,7,8,0,0,19,0,5,0,0,3,4,0,10,0,0,0,0,0,0,0,0,18,28,14,12,23,16,0,117
SAL50647,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,5,10,4,7,3,0,0,25
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,4,0,0,0,0,0,7,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,9,5,0,25
SAL50650,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,4,9,5,0,35
SAL50651,0,3,3,0,0,6,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,9,0,34
SAL50652,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,3,14,8,0,44
SAL50653,7,13,12,4,4,0,0,50,11,9,8,3,3,4,0,38,0,5,0,4,4,6,0,26,0,0,0,0,0,0,0,4,53,64,40,29,42,19,0,250
SAL50654,26,47,30,21,36,15,0,172,16,42,16,10,41,11,0,142,12,19,11,8,23,18,0,87,0,0,0,3,5,0,0,16,142,246,107,95,200,97,0,895
SAL50655,8,17,12,9,3,6,0,58,3,8,3,7,23,6,0,51,4,5,7,3,10,6,0,24,0,0,0,0,3,0,0,5,26,56,35,34,40,27,0,218
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50657,17,59,21,11,13,6,0,126,9,28,20,20,12,5,0,87,9,17,5,13,9,3,0,55,3,0,0,0,3,0,0,8,124,199,79,64,76,24,5,565
SAL50658,7,6,3,3,0,0,0,20,4,3,0,5,9,0,0,27,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,18,25,20,11,17,5,0,107
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,0,18
SAL50660,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5,5,0,5,0,22
SAL50661,176,261,115,78,246,21,0,891,92,167,118,82,209,27,7,708,32,42,39,28,83,16,0,246,10,7,3,5,42,9,0,76,1393,1782,741,628,1988,277,20,6829
SAL50662,9,24,9,3,10,15,0,74,8,12,12,11,12,6,0,55,7,4,0,3,4,0,0,25,7,6,0,0,0,3,0,12,84,93,44,29,57,56,3,367
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,6,0,0,15
SAL50664,229,387,181,95,148,16,0,1051,80,144,99,59,117,5,3,511,25,36,29,19,63,0,5,167,14,10,3,0,9,0,0,44,1189,1368,592,388,977,85,9,4607
SAL50665,0,6,0,0,4,3,0,8,0,0,0,0,4,0,0,9,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,7,0,3,32,5,0,55
SAL50666,3,3,0,0,4,0,0,7,5,0,3,5,5,0,0,19,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,11,10,6,3,12,4,0,49
SAL50667,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,6,0,0,0,12
SAL50668,145,290,116,51,110,26,0,733,73,137,86,40,140,37,0,506,23,51,31,17,68,38,0,226,20,20,11,8,41,27,0,122,1147,1535,562,331,935,224,12,4747
SAL50669,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
SAL50670,176,281,87,50,219,40,3,861,105,174,100,64,231,61,0,736,68,101,58,39,166,83,5,508,28,35,18,8,126,112,0,329,1954,2420,734,451,1873,562,19,8010
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,16
SAL50672,3,9,3,3,0,0,0,20,0,10,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,20,15,8,12,3,0,72
SAL50673,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,26,0,12,21,0,113
SAL50674,0,0,0,0,3,0,0,15,0,0,3,0,4,3,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,6,9,6,19,3,0,52
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,4,0,0,0,0,0,0,10,0,0,4,6,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,14,3,9,4,3,0,46
SAL50677,4,6,3,0,0,0,0,11,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,0,3,0,0,43
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,4,0,5,10,0,45
SAL50679,0,12,9,8,0,8,0,43,5,15,0,12,5,3,0,33,5,4,4,0,0,9,0,23,0,0,0,3,0,0,0,3,14,40,30,27,16,35,0,157
SAL50680,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,4,0,9,6,0,34
SAL50681,10,12,5,3,19,0,0,50,7,10,9,11,20,0,0,56,7,7,7,3,5,0,0,29,0,0,0,0,0,0,0,0,42,62,29,33,89,8,5,260
SAL50682,61,114,74,37,72,9,0,367,28,87,70,50,89,9,0,337,17,25,15,8,49,7,0,125,3,7,4,7,11,0,0,29,450,594,285,192,502,56,0,2084
SAL50683,101,220,77,40,81,12,0,530,43,75,39,32,56,9,0,252,24,24,18,21,36,0,0,123,0,11,4,0,13,0,0,30,716,906,352,261,581,54,7,2877
SAL50684,4,6,3,6,9,5,0,26,0,3,5,4,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,27,18,19,24,4,0,122
SAL50685,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,7,0,0,27
SAL50686,29,63,22,32,38,11,0,188,11,17,27,13,19,3,0,93,9,7,23,11,15,3,0,66,0,0,0,4,5,0,0,18,170,257,133,128,171,49,0,908
SAL50687,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13
SAL50688,3,3,4,5,0,0,0,15,4,7,0,3,10,0,0,28,0,4,0,5,5,0,0,16,0,0,0,0,0,0,0,0,21,28,23,21,15,7,0,118
SAL50689,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,3,9,0,0,42
SAL50690,0,0,0,4,0,0,0,3,0,0,3,4,8,5,0,17,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,10,9,9,11,4,0,48
SAL50691,6,8,7,3,44,19,0,86,4,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,73,80,34,15,245,113,5,579
SAL50692,7,21,10,9,14,4,0,60,4,8,0,9,4,4,0,31,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,50,86,35,32,42,38,7,283
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,4,6,7,0,27
SAL50694,3,5,3,7,3,4,0,25,0,0,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,31,77,26,11,4,208
SAL50695,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,12,6,8,3,4,3,0,35
SAL50696,101,164,73,30,115,13,4,487,29,69,38,39,34,9,0,213,12,9,13,5,18,6,0,67,3,4,0,0,5,0,0,12,716,914,357,259,785,95,7,3120
SAL50697,3,5,4,0,0,0,0,14,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,15,11,7,6,12,10,0,62
SAL50698,9,6,0,3,3,4,0,26,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,35,9,12,5,8,0,96
SAL50699,9,3,4,0,0,0,0,14,0,8,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,8,5,0,0,44
SAL50700,30,49,16,3,13,4,3,110,29,62,43,12,36,4,0,188,27,68,30,19,61,14,0,225,10,25,13,8,91,6,0,154,307,400,169,68,325,46,7,1320
SAL50701,247,415,157,80,281,90,0,1273,128,215,132,88,264,78,3,906,51,77,54,35,175,114,0,503,16,17,4,5,168,113,0,331,1777,2136,759,503,2231,771,15,8199
SAL50702,114,169,61,34,121,27,0,521,71,95,46,39,108,16,0,367,32,50,33,28,85,14,0,241,15,15,9,6,104,16,0,168,1094,1353,412,288,1059,211,11,4428
SAL50703,7,20,7,14,12,14,0,80,4,21,12,18,9,10,0,62,3,10,0,0,10,8,0,35,0,0,0,0,0,0,0,4,33,88,35,43,68,51,0,319
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8,3,8,0,0,34
SAL50705,57,109,56,45,60,19,0,336,45,92,68,61,97,33,0,404,9,27,25,20,37,26,0,146,8,7,8,0,7,6,0,43,300,465,245,194,337,147,11,1707
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,23
SAL50707,166,372,160,94,113,25,0,928,89,290,225,172,180,29,0,986,76,174,142,119,171,46,0,723,56,59,23,22,102,23,0,284,1159,1872,894,651,1007,200,0,5786
SAL50708,0,8,0,4,10,0,0,28,6,0,5,0,5,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,28,11,13,29,20,0,121
SAL50709,83,112,55,54,120,79,3,510,85,149,77,81,147,69,0,608,23,57,29,27,57,26,0,224,7,6,3,3,12,9,0,38,348,536,255,243,509,303,13,2206
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,18,46,24,16,3,3,0,118,15,23,19,25,16,0,0,109,8,8,18,8,9,0,0,53,0,0,0,0,0,0,0,7,164,200,112,99,90,35,0,697
SAL50712,96,145,49,30,162,98,3,585,32,55,28,23,78,48,5,270,11,23,14,13,55,29,0,140,4,4,5,0,36,21,0,68,666,830,275,211,1114,640,29,3758
SAL50713,0,6,0,3,0,0,0,12,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,10,10,9,3,0,68
SAL50714,141,260,124,68,89,5,4,693,81,215,132,116,145,8,0,696,37,89,64,47,81,16,0,333,13,25,11,11,45,12,0,119,974,1302,642,414,843,108,6,4290
SAL50715,3,4,0,4,0,0,0,7,0,0,4,0,6,5,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,18,9,5,3,18,0,63
SAL50716,9,16,5,0,6,9,0,47,6,8,0,0,0,7,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,62,140,29,8,43,25,0,301
