SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL50948,190,379,10,50,21,96,13,63,122,465,168,673,13,55,10,32,50,162,76,251,244,926,0,18,9,32,0,6,61,160,71,209,9,19,10,18,46,97,55,137,133,344,16,38,583,1685
SAL50949,16,23,0,0,3,11,0,0,9,28,12,38,0,0,0,0,0,0,0,0,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,69
SAL50950,181,351,3,15,19,85,9,31,209,801,242,934,6,18,9,35,21,57,37,106,280,1046,0,0,0,6,0,0,34,79,35,88,0,5,4,6,17,44,19,43,54,137,3,4,510,1532
SAL50951,260,505,5,32,51,211,15,62,286,1104,357,1407,8,43,21,68,43,122,70,236,429,1644,0,17,3,13,5,16,35,94,49,137,0,0,4,4,18,52,26,51,73,192,4,10,766,2352
SAL50952,35,66,0,13,0,8,6,22,18,79,26,119,0,4,5,14,3,13,13,32,33,149,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,72,227
SAL50953,65,131,0,8,3,24,0,0,20,98,26,125,5,20,11,25,20,61,31,106,62,232,0,5,0,0,0,7,3,11,3,22,0,0,0,0,14,29,14,29,20,55,0,0,148,420
SAL50954,3,5,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,8,0,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,9,19
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50956,0,4,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,19
SAL50957,138,273,3,31,17,81,3,15,47,201,69,330,4,17,6,19,19,54,28,90,105,419,0,0,0,8,0,4,10,19,10,29,0,0,0,3,6,12,7,15,16,44,0,0,258,734
SAL50958,0,3,0,0,0,4,0,0,4,4,4,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11
SAL50959,6,12,0,0,0,0,0,0,4,10,4,10,0,0,0,3,0,3,6,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,38
SAL50960,871,1714,34,174,120,543,42,172,443,1706,639,2595,106,421,155,535,306,948,558,1905,1201,4500,0,11,21,74,13,44,54,133,93,263,23,63,32,68,82,197,136,325,223,588,15,30,2316,6827
SAL50961,6,8,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,9,23
SAL50962,4,11,0,0,0,8,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28
SAL50963,38,67,0,4,0,3,0,0,16,56,19,65,0,0,0,0,3,9,3,9,20,77,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,6,0,6,6,17,0,3,62,159
SAL50964,9,24,0,0,0,5,0,4,5,20,10,29,0,0,0,4,0,3,4,4,9,41,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,8,0,0,21,70
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,6,5,6
SAL50966,0,0,0,0,0,4,0,4,0,8,5,25,0,0,0,0,4,6,3,7,9,28,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,35
SAL50967,4,5,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,0,0,0,5,9,0,0,7,29
SAL50968,14,25,0,0,0,4,0,9,5,12,7,14,0,0,0,0,3,9,3,9,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,9,0,0,19,60
SAL50969,224,449,8,28,16,76,0,10,83,315,104,425,9,25,15,43,22,66,39,137,154,559,0,6,12,32,5,19,46,114,63,168,0,0,11,19,34,63,44,83,96,245,10,18,484,1275
SAL50970,485,986,55,339,131,718,36,191,403,1705,623,2955,63,287,68,244,238,774,374,1308,995,4264,11,45,30,123,16,59,124,390,179,618,29,92,42,90,182,431,249,605,426,1225,60,135,1960,6606
SAL50971,5,5,0,6,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,0,0,0,6,4,0,3,11,29
SAL50972,4,13,0,0,0,0,0,0,4,8,4,8,0,0,0,4,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,24
SAL50973,9,15,0,0,0,5,0,0,14,44,12,49,0,0,0,0,3,9,3,9,19,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,9,4,9,0,0,27,78
SAL50974,10,25,0,0,0,0,0,0,3,8,3,8,0,0,0,0,5,7,5,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,19,45
SAL50975,31,56,0,4,0,18,0,0,7,35,13,52,0,0,0,5,11,24,10,31,19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,15,6,19,0,0,58,157
SAL50976,12,25,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,37
SAL50977,0,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18
SAL50978,39,79,0,0,0,0,0,0,3,7,3,7,0,0,0,0,3,3,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,3,0,0,50,100
SAL50979,0,5,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
SAL50980,53,97,0,0,4,31,0,0,20,92,27,122,0,0,3,8,12,36,14,46,44,167,0,5,0,4,0,0,5,19,4,23,0,0,0,0,9,15,9,15,15,37,0,0,105,303
SAL50981,3,15,0,0,0,0,0,0,4,27,4,27,0,0,0,5,0,10,4,11,7,37,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,3,6,0,0,20,53
SAL50982,6,7,0,9,0,0,0,0,3,25,5,30,0,0,0,3,0,0,0,5,12,33,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,18,47
SAL50983,33,63,0,0,0,3,0,0,12,39,14,45,0,3,5,8,3,18,13,28,19,74,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,4,0,0,54,143
SAL50984,3,10,0,0,0,0,0,8,0,9,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,3,3,0,0,0,4,0,0,3,9,3,10,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,20
SAL50987,27,55,0,4,9,27,8,16,11,47,25,88,0,0,5,3,6,19,10,21,30,116,0,0,0,0,0,0,3,9,3,9,0,0,0,5,0,0,0,5,4,15,0,5,59,186
SAL50988,189,363,0,15,11,57,3,17,84,340,108,419,0,8,10,27,27,79,37,111,141,530,0,6,0,6,4,18,42,126,52,155,0,3,6,11,25,45,32,56,80,215,12,20,417,1130
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,3,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SAL50991,13,24,0,0,0,7,0,0,4,15,3,17,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,43
SAL50992,117,223,0,10,11,45,0,3,33,123,47,181,6,45,3,10,23,68,34,115,77,295,0,0,0,6,0,0,9,30,11,34,0,6,0,0,6,10,8,21,24,53,4,6,218,581
SAL50993,46,83,0,0,0,7,0,5,24,87,22,101,0,3,0,0,5,20,10,27,33,128,0,0,0,0,0,0,5,12,4,18,0,0,5,7,4,10,5,9,10,28,0,0,89,237
SAL50994,6,11,0,0,0,0,0,0,6,12,6,12,0,0,0,6,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24
SAL50995,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50996,117,232,0,3,10,39,8,45,69,263,84,349,9,22,7,27,28,85,43,133,125,482,0,0,0,7,0,0,7,21,12,33,0,5,0,4,8,18,14,21,21,53,3,3,270,770
SAL50997,71,134,0,9,5,22,4,14,39,140,45,180,5,13,3,8,10,44,16,62,64,236,0,0,0,0,5,12,11,39,16,54,0,6,4,12,14,28,17,41,33,93,0,0,168,469
SAL50998,2461,4898,38,207,212,972,60,255,1396,5217,1698,6645,137,601,209,713,530,1707,876,3025,2575,9665,17,78,66,227,29,112,345,885,453,1298,50,160,117,258,444,965,610,1380,1062,2674,150,321,6252,17567
SAL50999,7,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,9,3,14,3,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,8,30
SAL51000,880,1714,12,65,125,535,3,22,560,2192,704,2822,63,273,194,701,140,421,398,1397,1104,4221,3,7,23,76,0,7,98,219,128,315,13,38,49,121,73,154,138,310,262,625,31,62,2284,6631
SAL51001,6,7,0,0,0,0,0,0,7,14,7,14,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25
SAL51002,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,367,725,3,35,25,127,9,34,137,517,172,714,11,52,23,57,58,175,91,285,266,990,0,6,12,34,0,7,46,131,60,170,7,12,9,19,30,67,44,95,100,265,8,17,742,2003
SAL51005,0,5,0,0,0,0,0,0,4,11,4,11,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SAL51006,4,7,0,0,0,3,0,5,3,27,9,30,0,0,0,0,0,3,0,3,8,37,0,0,0,0,0,0,8,24,8,24,0,0,0,3,0,0,0,3,4,25,0,3,20,72
SAL51007,0,5,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
SAL51008,440,874,7,27,111,500,3,20,334,1334,459,1882,58,233,125,431,86,282,268,946,725,2832,4,14,10,28,6,11,44,113,62,161,15,50,34,81,47,100,100,236,157,400,4,10,1334,4117
SAL51009,89,177,0,4,9,34,0,0,32,125,43,175,5,7,6,16,8,23,18,50,58,225,0,0,0,5,0,0,15,24,14,37,0,0,5,6,6,10,14,23,26,53,0,5,174,457
SAL51010,14,30,0,0,0,8,0,0,4,6,5,14,0,0,0,6,0,7,4,6,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,8,0,0,27,67
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SAL51012,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,4,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
SAL51013,26,48,0,0,3,16,0,0,3,19,11,38,0,0,4,8,8,10,3,19,15,54,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,9,0,9,0,0,42,112
SAL51014,26,63,0,0,4,32,9,57,40,161,52,241,0,0,0,0,5,21,5,21,60,266,0,0,3,17,8,23,18,52,29,95,0,0,0,0,10,13,10,13,36,106,6,19,128,452
SAL51015,705,1402,9,52,114,502,9,49,806,3066,940,3664,56,223,112,420,118,371,290,1022,1228,4687,0,0,16,71,7,21,106,255,130,340,11,34,41,95,83,182,136,308,264,652,34,69,2238,6813
SAL51016,392,754,12,49,43,197,8,51,222,848,292,1137,22,95,31,102,94,278,147,477,439,1610,3,31,11,41,4,12,42,126,64,209,6,15,9,20,59,116,75,149,136,365,3,8,969,2738
SAL51017,8,15,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22
SAL51018,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL51019,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
SAL51020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51021,1338,2620,11,60,102,453,10,39,631,2335,753,2881,64,245,157,530,147,472,363,1244,1117,4126,0,0,28,87,7,16,120,268,150,379,11,41,44,93,112,223,163,359,313,739,56,108,2816,7598
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,4,9,0,0,0,3,0,0,0,10,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
SAL51024,37,70,0,0,0,0,0,6,9,51,16,53,0,0,0,9,0,6,0,11,18,65,0,0,0,0,0,4,7,32,12,35,0,0,0,5,4,7,7,10,15,44,0,0,68,183
SAL51025,142,282,0,3,4,13,0,12,55,208,61,237,0,9,10,20,11,35,15,64,83,299,0,0,0,4,0,0,18,37,20,45,0,3,3,11,17,32,21,42,43,88,4,9,268,674
SAL51026,435,863,11,77,28,135,9,42,151,557,200,813,16,69,36,119,91,279,141,469,337,1276,0,6,7,20,5,15,54,138,64,182,0,5,14,34,47,105,64,144,130,322,7,19,913,2479
SAL51027,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,942,1876,14,78,106,476,17,61,496,1911,629,2519,55,232,122,425,188,594,363,1248,995,3770,4,5,16,46,7,15,65,160,90,232,9,27,32,80,73,153,113,258,203,481,30,71,2177,6201
SAL51031,305,612,3,24,20,94,12,46,100,387,130,551,8,31,22,78,48,154,79,270,216,817,0,3,7,22,0,0,35,70,37,100,0,9,5,19,29,60,41,89,78,189,0,7,601,1622
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,0,0,0,0,0,0,0,0,8,0,8,0,4,0,0,0,3,0,10,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
SAL51034,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19
SAL51035,0,0,0,0,0,0,0,0,5,13,5,13,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
SAL51036,386,762,3,28,32,165,10,55,185,718,236,968,16,65,25,75,67,204,113,340,351,1307,5,19,21,57,9,37,73,205,106,324,6,25,11,20,37,72,49,112,158,439,11,24,905,2536
SAL51037,8,17,0,0,0,6,0,0,8,19,5,24,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,6,0,0,19,47
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,126,251,0,8,5,35,3,7,53,200,64,246,6,26,7,24,36,111,48,161,115,410,6,15,0,0,0,0,11,28,13,41,4,5,0,3,20,33,17,41,32,82,0,3,273,752
SAL51041,22,39,0,4,0,3,0,6,9,35,16,51,5,9,0,0,4,13,6,28,22,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,11,0,4,43,129
SAL51042,18,40,3,10,6,21,0,17,17,62,20,112,0,0,0,3,4,25,5,28,31,137,0,0,4,15,4,22,14,59,25,92,0,0,5,10,5,17,7,27,31,115,0,3,85,301
SAL51043,4,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,18
SAL51044,49,86,0,5,0,16,0,0,15,70,23,89,0,4,0,0,3,5,5,14,23,101,0,3,0,3,0,0,7,10,9,20,0,0,0,0,8,8,7,9,12,35,0,3,83,229
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL51047,681,1335,14,61,103,466,22,103,491,1853,628,2481,55,221,89,302,181,572,326,1097,949,3583,10,26,16,53,0,10,50,112,77,199,18,44,16,32,58,129,90,207,165,410,10,20,1806,5350
SAL51048,27,53,0,0,0,3,0,0,8,25,8,29,0,0,0,5,0,11,6,17,14,43,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,5,0,4,42,102
SAL51049,29,57,0,0,4,16,0,0,9,31,14,48,0,0,0,0,0,4,0,4,16,50,0,0,0,0,3,19,8,29,14,52,0,0,0,0,4,14,4,14,22,67,0,0,66,173
SAL51050,40,76,0,0,6,19,0,3,24,86,25,110,0,0,6,6,3,16,9,25,36,134,0,3,0,0,0,0,6,25,8,28,0,0,0,0,3,5,3,5,16,36,0,3,91,249
SAL51051,19,42,0,0,3,6,0,5,14,52,16,66,0,0,0,8,3,5,8,18,22,84,0,0,0,6,0,5,0,0,4,7,0,0,0,0,5,5,5,5,7,20,0,3,51,143
SAL51052,10,31,0,0,0,12,0,0,7,30,8,38,0,0,0,0,4,4,4,8,16,50,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,6,0,0,29,84
SAL51053,9,24,0,0,0,9,0,0,0,10,6,16,0,0,0,0,0,3,0,3,4,21,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,0,0,4,6,0,0,16,48
SAL51054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51055,446,889,11,45,31,145,5,32,174,659,220,886,19,86,34,118,83,262,139,463,362,1346,0,3,10,17,6,28,38,101,52,149,3,16,12,26,56,127,76,168,127,322,4,14,936,2565
SAL51056,148,289,4,22,12,67,6,28,74,299,99,419,8,21,11,32,22,80,40,131,139,552,5,6,3,14,10,29,19,43,25,94,3,4,0,8,23,51,29,63,55,150,7,4,345,1003
SAL51057,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL51058,8,17,0,0,0,3,0,0,0,0,0,3,3,7,0,4,8,11,5,25,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43
SAL51059,15,36,0,0,0,5,0,0,10,38,14,43,0,0,0,0,0,0,0,0,14,43,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,7,0,3,34,88
SAL51060,27,64,0,0,3,14,0,16,13,40,15,62,0,6,0,9,6,8,7,13,18,80,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,7,9,13,0,0,53,155
SAL51061,4,4,0,0,0,3,0,0,0,11,3,18,0,0,0,0,0,7,0,7,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,8,31
SAL51062,15,31,0,0,0,0,0,0,5,28,5,28,0,4,0,0,0,0,4,8,9,28,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,25,66
SAL51063,8,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,6,4,5,0,0,11,25
SAL51064,375,746,4,11,25,124,7,15,113,434,148,592,18,90,41,142,80,246,144,472,289,1069,0,0,7,8,3,13,18,49,27,70,3,7,10,25,22,62,40,93,67,163,22,40,749,2011
SAL51065,5,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,7,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20
SAL51066,0,6,0,0,0,8,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SAL51067,59,111,0,0,0,4,0,0,13,47,18,53,0,0,4,7,10,25,7,26,26,79,0,0,0,0,0,4,3,8,0,5,0,0,0,0,4,10,4,10,6,19,0,3,91,215
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,168,325,3,14,29,107,6,24,156,587,188,743,17,69,23,79,34,106,72,260,259,1003,0,12,7,24,0,0,28,71,39,105,3,18,11,27,24,59,45,103,84,203,4,12,516,1537
SAL51070,80,155,5,18,6,20,0,3,26,100,35,144,3,17,0,3,9,19,13,41,50,189,0,0,0,5,0,0,0,0,0,6,0,0,0,4,9,13,10,14,13,27,0,0,136,364
SAL51071,22,41,0,0,0,11,0,0,3,25,7,37,0,5,0,0,5,9,0,11,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,11,3,11,0,0,33,92
SAL51072,4,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL51073,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51074,0,4,0,0,0,4,0,0,8,19,6,25,0,0,0,3,0,0,0,3,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33
SAL51075,6,13,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,13,22
SAL51076,38,75,0,16,0,7,0,3,24,92,27,121,0,3,0,4,3,22,8,30,37,153,0,0,0,4,0,0,3,11,7,15,0,0,0,6,9,11,6,18,13,35,0,6,96,265
SAL51077,9,11,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,10,18
SAL51078,8,10,0,0,0,4,0,0,0,3,4,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
