SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL51228,21,20,41,13,3,17,0,4,4,0,0,0,0,0,0,13,14,22,3,8,12,0,18.2,8.7,57.1,57.9,57.5,57.1,47.4,52.5,0,3,3,0,0,0,4,0,6,0,3,3,0,0,3,0,0,6,0,0,0,4,3,5,21,17,36,0,0,0,15,12,29,0,0,4
SAL51229,14,6,14,4,0,4,0,0,0,0,0,0,0,0,0,5,0,8,7,3,8,16.7,0,12.5,46.2,50,47.1,38.5,50,41.2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,9,0,5,9,7,8,6,0,6,6,0,9,6,3,9
SAL51230,6940,5781,12724,3413,2222,5632,987,1281,2267,241,212,458,266,208,481,4912,3923,8836,1074,1261,2334,5.5,5.3,5.4,70.8,67.8,69.4,66.9,64.2,65.7,795,727,1527,154,200,356,1929,1794,3723,597,646,1246,814,369,1180,66,63,128,64,74,135,943,507,1447,4274,3661,7934,2061,1935,3998,1570,1367,2938,4595,4042,8633
SAL51231,17,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51232,69,69,138,35,20,53,9,23,36,0,6,8,0,0,0,47,49,101,14,16,28,5.9,0,3.1,71.8,64.8,68.3,67.6,64.8,66.2,0,0,0,0,3,3,9,12,16,4,3,6,13,9,26,0,4,8,0,4,6,18,14,28,63,60,123,5,10,18,52,47,98,18,19,41
SAL51233,4,4,14,4,0,4,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,100,50,75,100,50,75,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,13,4,14,0,0,0,4,4,11,0,0,3
SAL51234,5083,5364,10450,3329,1884,5211,684,1694,2381,197,261,448,138,195,335,4342,4034,8380,551,1231,1787,3.2,4.8,4,85.4,75.2,80.2,82.7,71.5,77,481,448,934,100,155,258,1088,1658,2745,649,633,1286,1065,620,1680,69,75,141,53,87,140,1178,780,1964,6044,6247,12288,993,1081,2075,3004,3054,6048,3288,3573,6859
SAL51235,22,24,45,12,4,21,4,0,8,0,0,0,0,0,0,20,10,27,3,12,17,0,0,0,77.3,39.1,57.8,77.3,39.1,57.8,0,0,0,0,0,0,0,3,3,0,0,0,3,7,6,0,0,0,0,0,0,3,7,6,23,20,47,0,0,8,20,22,48,0,4,11
SAL51236,937,876,1811,582,373,960,66,194,263,39,21,58,21,26,50,719,611,1332,141,180,320,3.5,3.9,3.7,76.5,70.1,73.4,73.9,67.3,70.7,41,39,75,10,25,34,101,136,242,41,63,101,315,117,429,16,26,46,22,25,43,349,167,519,797,778,1579,259,239,502,468,438,906,520,495,1014
SAL51237,233,239,474,121,49,166,33,81,113,9,5,13,3,10,9,160,144,302,60,90,146,1.9,4.3,3,69.7,58,63.7,68.4,55.6,61.8,6,6,8,0,12,12,22,30,51,11,26,36,61,31,94,3,4,11,4,3,11,67,42,114,263,256,514,19,18,36,216,219,435,47,45,96
SAL51238,16,15,31,8,0,13,0,3,9,0,0,0,0,0,0,13,13,20,0,5,8,0,10,5,66.7,62.5,64.5,66.7,56.3,61.3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,9,3,9,14,14,28,0,0,3,13,9,21,0,5,8
SAL51239,84,56,140,17,5,23,9,13,18,3,0,3,4,0,5,34,21,52,38,26,61,8.8,10.5,9.4,41,34.5,38.4,37.3,30.9,34.8,0,0,0,0,0,0,12,6,13,0,6,6,14,7,25,0,0,3,0,0,0,17,11,31,53,39,92,16,9,29,39,30,71,25,19,44
SAL51240,94,77,165,40,22,53,11,16,28,0,8,7,0,3,4,58,48,97,28,32,65,3.6,6.7,5,61.1,57,59.2,58.9,53.2,56.2,4,3,3,0,9,7,14,25,35,6,6,14,26,7,28,0,0,5,0,0,6,28,7,38,102,84,183,10,13,26,83,64,153,21,26,45
SAL51241,18,20,30,6,3,11,0,7,11,0,0,0,0,0,0,13,10,20,4,6,8,0,0,0,75,64.7,69.7,75,64.7,69.7,0,0,0,0,0,0,0,4,7,0,0,0,4,6,6,0,0,0,0,0,0,4,0,8,22,25,48,0,0,4,13,21,41,0,0,9
SAL51242,4,6,13,5,0,10,0,3,0,0,0,0,0,0,0,3,3,10,0,4,5,0,0,0,83.3,66.7,75,83.3,66.7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,8,5,5,4,3,5
SAL51243,24,26,52,11,7,25,0,5,10,0,0,3,0,0,0,22,16,34,3,5,5,5,0,2.7,74.1,65.4,69.8,70.4,65.4,67.9,0,0,0,0,0,0,0,7,7,0,0,3,6,0,11,0,0,0,0,0,0,7,5,10,22,19,44,6,4,8,14,18,34,10,7,14
SAL51244,313,300,611,75,29,106,27,62,82,12,9,20,18,15,31,130,113,242,159,161,319,13.8,10.8,12.4,41.4,36.9,39.2,35.7,32.9,34.3,7,4,6,0,3,4,12,24,30,18,20,39,78,34,108,3,8,13,0,6,9,85,55,137,299,283,582,41,42,86,227,201,431,103,106,207
SAL51245,102,80,174,66,25,95,3,20,21,3,6,6,0,5,5,72,54,124,11,7,22,0,5.7,2.4,72.3,69.7,71.2,72.3,65.8,69.5,0,0,5,0,3,3,9,22,31,3,3,10,21,10,27,0,0,0,4,0,4,25,10,35,97,80,174,10,4,18,81,62,143,17,10,32
SAL51246,32,25,56,15,8,24,3,6,11,0,0,0,0,0,0,24,14,34,4,4,9,9.1,0,5.4,71,68.2,69.8,64.5,68.2,66,0,0,0,0,0,0,0,3,5,0,4,4,13,3,17,0,0,0,0,0,0,15,3,24,33,30,63,0,0,0,32,19,49,6,10,11
SAL51247,1906,2081,3986,649,340,988,200,476,680,75,63,140,87,71,159,1010,954,1964,714,944,1657,8.7,7.5,8.1,53.1,45.8,49.3,48.5,42.4,45.3,19,14,32,16,27,38,74,142,218,92,159,253,511,331,848,38,56,92,28,48,72,580,438,1017,1835,1988,3818,289,310,597,1267,1359,2625,735,836,1564
SAL51248,408,409,822,200,104,302,48,114,160,17,18,40,14,5,17,269,239,511,83,120,201,4.4,1.3,2.9,66.4,58.5,62.5,63.5,57.8,60.7,3,3,12,0,9,9,21,44,71,23,43,71,138,67,203,5,8,15,0,9,10,143,84,225,395,385,784,57,56,117,298,286,586,126,140,265
SAL51249,9,5,13,3,0,8,0,3,5,6,0,4,0,0,0,8,3,14,3,4,5,0,0,0,75,71.4,73.3,75,71.4,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,7,11,6,19,0,0,0,14,7,18,0,0,0
SAL51250,42,30,72,18,3,25,5,9,16,0,0,0,0,0,0,23,18,37,12,16,27,0,0,0,64.1,45.5,55.6,64.1,45.5,55.6,0,0,0,0,0,0,5,0,3,3,3,9,8,6,16,3,0,5,0,0,0,17,7,17,48,40,83,0,0,0,29,24,54,11,14,23
SAL51251,22,20,39,8,3,13,0,3,3,0,0,0,0,0,0,14,8,16,8,12,17,25,0,15.8,57.1,41.2,50,42.9,41.2,42.1,0,0,0,0,0,0,0,3,3,0,5,5,4,0,4,5,0,5,0,0,0,4,0,6,23,18,38,4,3,6,14,15,31,8,7,15
SAL51252,55,48,98,28,10,38,6,11,16,0,4,6,0,0,0,40,27,61,5,6,13,0,0,0,64.3,54.3,59.8,64.3,54.3,59.8,0,0,0,0,0,0,4,11,15,0,3,3,6,8,14,4,0,5,0,0,0,12,4,20,47,41,91,0,5,3,44,24,65,11,10,20
SAL51253,209,50,259,94,24,118,5,0,5,13,0,13,3,0,3,115,24,138,15,20,34,2.7,0,2.2,54.3,47.1,52.9,52.9,47.1,51.7,0,0,0,0,0,4,10,8,12,5,0,11,53,6,60,7,6,10,0,4,7,59,10,67,111,36,144,27,10,44,68,29,93,67,18,92
SAL51254,104,97,206,66,35,101,7,18,29,4,8,16,0,0,4,76,68,141,16,18,30,1.3,1.5,1.4,71.4,68.7,70.1,70.5,67.7,69.1,0,0,5,0,3,3,3,19,25,8,19,23,42,10,54,3,0,3,0,0,3,41,17,59,88,81,171,21,21,42,60,41,103,43,55,101
SAL51255,98,84,179,39,19,60,7,20,29,0,0,4,5,3,3,57,43,102,36,28,66,5.5,4.4,5,56.1,54.9,55.6,53.1,52.4,52.8,0,4,6,0,3,3,10,9,17,10,7,19,21,6,27,0,7,7,0,3,3,21,15,36,93,77,169,5,8,14,74,56,129,26,27,53
SAL51256,150,133,285,63,31,98,21,46,64,11,4,15,0,0,5,99,80,177,44,50,98,2,1.3,1.7,65.3,59.3,62.5,64,58.5,61.4,11,9,16,6,4,7,17,30,43,13,20,31,26,17,47,7,0,9,4,5,9,40,25,65,167,138,300,10,11,22,119,95,218,41,43,86
SAL51257,55,64,114,25,13,37,15,22,34,0,4,4,0,0,0,38,37,78,11,23,41,10.3,0,5.3,69.6,60.7,65,62.5,60.7,61.5,4,5,10,0,3,5,3,9,16,6,7,13,16,8,23,3,6,4,0,0,0,21,7,28,49,51,102,13,16,28,39,35,77,24,28,48
SAL51258,626,639,1260,184,102,288,52,131,183,23,20,46,9,16,16,274,267,542,253,287,539,2.2,4.5,3.3,43.8,42,42.9,42.8,40.1,41.4,6,7,9,3,15,17,17,54,69,35,49,82,150,65,219,12,13,24,4,14,12,167,90,260,525,549,1076,73,78,155,378,381,767,198,231,430
SAL51259,1630,1467,3098,1050,649,1703,109,255,360,103,103,210,27,19,45,1290,1031,2321,106,223,332,1.9,2.1,2,79.1,70.2,74.9,77.6,68.7,73.4,50,70,116,15,42,64,141,307,443,161,143,302,604,198,805,22,29,49,25,31,56,649,260,909,1305,1201,2507,512,481,993,470,384,853,1215,1138,2354
SAL51260,5116,5392,10504,2484,1269,3745,552,1502,2056,256,215,475,250,228,480,3538,3219,6755,1209,1912,3121,7.1,7.2,7.2,69.2,59.8,64.4,64.3,55.5,59.7,72,79,150,43,95,133,249,510,752,430,560,990,1624,1006,2633,100,156,255,75,139,216,1798,1305,3104,5376,5596,10975,807,848,1656,3755,3897,7653,2008,2220,4232
SAL51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51262,147,113,254,32,12,41,4,17,25,6,0,6,4,4,9,48,29,78,71,67,139,8.9,12.5,10.4,30.8,28.8,30,28.1,25.2,26.8,5,0,5,0,0,0,4,4,13,11,17,27,39,11,46,0,4,4,0,0,0,43,15,56,97,91,185,21,16,35,69,61,132,45,36,91
SAL51263,61,49,107,16,9,33,5,10,14,3,0,7,4,0,7,31,22,50,21,25,49,6.5,4.8,5.8,50.8,43.8,47.7,47.5,41.7,45,0,0,0,0,0,0,4,0,9,0,6,4,23,5,27,0,0,0,0,0,7,22,6,30,60,53,112,5,5,6,44,37,84,16,13,34
SAL51264,90,75,165,25,14,39,17,36,47,6,4,11,0,0,0,44,53,104,30,19,47,2.1,1.8,1.9,53.3,69.6,60.9,52.2,68.4,59.8,4,5,9,3,0,7,22,28,43,11,20,29,18,0,16,4,0,3,3,0,3,22,4,24,80,70,156,15,13,29,59,58,111,30,32,59
SAL51265,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51266,12,6,17,10,0,10,6,4,7,0,0,0,0,0,0,12,5,14,0,0,0,0,0,0,100,71.4,88.2,100,71.4,88.2,0,0,0,0,0,0,3,6,3,0,0,4,0,0,3,0,0,0,0,0,0,3,3,5,11,10,19,0,0,4,5,3,11,3,7,10
SAL51267,0,3,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,33.3,20,25,33.3,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,4,3
SAL51268,249,285,540,62,40,104,13,30,44,6,3,9,4,3,6,91,72,167,93,148,238,4.4,4.1,4.3,35.6,26.1,30.6,34,25.1,29.3,0,0,4,0,3,5,6,16,21,14,18,31,44,31,73,3,0,8,3,7,5,45,42,90,192,220,412,19,32,44,128,162,294,67,77,143
SAL51269,28,33,63,14,12,28,3,8,12,5,0,3,0,0,0,27,18,44,3,3,3,0,0,0,80,64.5,72.1,80,64.5,72.1,0,0,0,0,0,0,5,4,11,0,0,3,6,6,6,0,0,0,0,6,6,6,7,8,31,26,58,6,0,6,23,29,48,3,3,9
SAL51270,173,160,336,56,26,83,26,57,79,17,14,24,0,0,0,98,97,190,69,68,137,2,0,1,57.6,58.3,57.9,56.4,58.3,57.3,12,14,23,3,15,20,33,46,74,21,20,40,49,18,70,3,5,5,0,0,0,61,20,80,185,161,341,33,36,67,125,104,226,80,83,166
SAL51271,2918,2886,5804,1373,750,2128,580,764,1343,108,87,200,111,123,231,2174,1721,3897,544,989,1536,5,7,5.9,74.5,59.8,67.2,70.7,55.6,63.2,244,262,508,42,71,108,597,670,1271,296,304,596,452,249,699,39,39,78,33,32,67,524,327,850,2861,2825,5687,537,508,1039,1565,1588,3157,1558,1503,3065
SAL51272,36,35,71,21,11,27,4,9,9,0,0,0,0,0,0,23,22,45,6,12,17,0,0,0,67.6,54.1,60.6,67.6,54.1,60.6,0,3,3,0,0,0,7,3,11,3,3,3,5,9,13,0,6,6,0,0,0,5,13,18,29,29,54,3,8,15,28,27,56,4,5,14
SAL51273,9,12,17,9,0,10,0,4,4,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,88.9,77.8,83.3,88.9,77.8,83.3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,17,28,0,0,0,4,11,19,4,3,4
SAL51274,11,7,23,7,0,9,0,0,5,0,5,3,0,0,0,11,7,16,0,0,4,0,0,0,76.9,66.7,72.7,76.9,66.7,72.7,0,0,0,0,0,0,0,3,5,0,0,4,4,0,3,0,0,0,0,0,0,4,3,9,11,8,20,0,0,0,8,9,15,3,0,3
SAL51275,620,617,1234,237,103,341,96,217,314,34,31,65,8,4,11,378,362,742,198,220,417,1.9,1.4,1.6,60.9,58.7,59.8,59.8,57.9,58.8,20,25,39,3,15,18,99,136,243,78,91,171,154,65,218,4,11,14,12,13,23,171,83,260,583,573,1162,104,108,218,398,365,768,267,281,551
SAL51276,26,20,41,11,4,10,0,4,4,3,5,4,0,0,0,13,10,21,7,5,16,0,0,0,54.5,56.3,55.3,54.5,56.3,55.3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,21,11,37,0,5,5,16,9,25,7,4,16
SAL51277,75,78,151,22,13,32,11,20,37,4,0,6,4,7,5,38,38,79,26,25,54,7.9,7.5,7.7,50,52.6,51.3,46.1,48.7,47.4,4,7,11,0,0,0,3,12,19,4,6,12,17,18,29,0,5,5,3,0,7,19,18,35,62,60,125,8,11,26,47,42,89,19,25,52
SAL51278,3467,3624,7098,1739,982,2724,517,1183,1698,136,131,265,144,150,293,2536,2440,4976,721,1023,1739,5.8,6,5.9,73.1,67.4,70.2,68.9,63.3,66,86,124,210,43,105,154,287,539,821,308,487,793,1080,539,1616,60,83,144,62,88,151,1208,712,1919,3583,3622,7207,534,574,1117,2418,2405,4821,1501,1601,3104
SAL51279,87,75,158,30,22,48,6,10,20,3,0,6,0,4,5,44,36,83,30,36,66,4.3,8.8,6.3,54.1,44.7,49.7,51.8,40.8,46.6,0,0,0,0,4,4,0,9,9,0,10,11,17,9,29,0,0,4,0,0,0,20,13,39,79,67,147,10,20,28,59,48,101,26,34,56
SAL51280,703,749,1451,173,92,264,82,147,231,31,15,47,45,44,91,335,299,629,236,326,562,14.1,14.4,14.2,47.2,40,43.5,40.6,34.3,37.3,0,3,4,0,9,7,20,23,44,13,42,58,163,109,275,14,31,39,16,10,20,189,148,339,619,652,1271,95,109,203,451,448,900,220,263,482
SAL51281,241,217,457,130,65,196,13,48,69,17,8,22,9,5,14,173,128,302,43,70,109,4.7,3.1,4,71.3,59.4,65.6,67.9,57.6,63,4,3,10,0,0,5,13,36,50,12,12,30,61,28,95,3,4,11,4,4,5,72,37,109,221,226,448,38,49,85,138,136,272,104,110,215
SAL51282,950,1026,1980,353,183,537,99,220,321,51,39,88,42,30,73,549,474,1018,337,493,833,7.7,6.4,7.1,57.5,46,51.5,53.1,43,47.9,7,14,14,6,9,18,25,59,82,48,96,145,321,190,510,19,24,42,13,36,48,349,247,603,956,1021,1982,155,164,322,616,666,1283,441,452,887
SAL51283,15,15,29,9,3,18,0,0,0,0,0,0,0,0,0,13,3,20,0,0,0,0,0,0,92.9,42.9,67.9,92.9,42.9,67.9,0,0,0,0,0,0,0,6,6,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,10,9,15,7,0,4,3,0,11,8,7,15
SAL51284,17,14,30,12,3,13,8,4,4,0,0,0,0,0,0,12,6,21,5,4,9,0,0,0,87.5,60,76.9,87.5,60,76.9,0,0,0,0,0,0,0,0,0,3,0,4,5,0,3,0,0,0,0,0,0,3,0,4,16,8,23,3,0,3,5,7,16,9,6,13
SAL51285,33,39,74,22,11,30,3,11,17,0,4,4,3,0,3,28,25,53,8,14,16,10.7,4,7.5,77.8,67.6,72.6,69.4,64.9,67.1,0,0,0,0,0,0,0,3,5,0,6,3,8,5,16,0,0,0,0,0,0,8,3,17,36,41,77,0,0,0,36,28,64,8,7,15
SAL51286,24,12,37,3,7,10,0,0,4,3,0,3,0,0,0,7,9,15,5,3,6,10,16.7,12.5,43.5,42.9,43.2,39.1,35.7,37.8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,6,5,4,8,8,3,9,6,4,8,11,3,17
SAL51287,2060,2071,4131,916,578,1493,260,440,704,70,84,153,87,81,163,1331,1182,2519,526,725,1251,6.4,6.6,6.5,64.9,57.1,60.9,60.7,53.3,57,82,87,167,13,51,59,240,338,584,175,197,377,421,238,656,32,37,64,25,32,58,483,305,788,1935,1967,3897,320,317,632,1239,1249,2480,888,892,1782
SAL51288,52,35,88,21,6,32,10,10,15,3,0,3,0,3,3,29,18,47,13,16,27,0,12.5,4.3,62,44.4,54.7,62,38.9,52.3,0,7,7,0,0,0,3,6,14,10,4,14,15,8,19,0,0,0,0,0,3,12,5,21,46,25,75,3,6,10,38,17,52,14,9,30
SAL51289,88,73,157,36,18,48,13,20,33,0,3,9,10,3,9,58,44,98,16,23,36,10.9,4.7,8.2,61.1,60.6,60.9,54.4,57.7,55.9,0,0,0,0,5,5,5,7,9,8,6,15,25,14,31,0,4,4,0,0,0,25,13,36,82,73,152,11,15,30,68,59,122,27,26,51
SAL51290,25,20,48,10,3,15,4,8,6,0,3,3,4,0,4,13,13,30,9,7,9,13.3,0,7.1,55.6,61.9,58.3,48.1,61.9,54.2,0,0,0,0,0,0,0,0,0,4,3,5,3,8,12,0,0,0,0,0,0,3,5,10,20,20,43,0,3,8,21,19,43,0,3,8
SAL51291,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51292,7,7,20,10,4,11,0,4,5,0,0,0,0,0,0,7,8,19,0,0,0,0,0,0,100,75,89.5,100,75,89.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,8,16,8,24,0,0,4,10,7,16,3,3,4
SAL51293,117,112,226,51,17,68,17,45,63,3,9,13,0,0,0,73,70,143,39,40,78,0,1.4,0.7,64.9,62.8,63.9,64.9,61.9,63.4,4,5,7,0,0,4,15,16,30,9,17,30,30,12,43,0,5,5,0,5,3,27,19,51,122,121,242,10,15,32,82,83,164,45,55,96
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,1713,1963,3673,753,443,1199,217,501,719,85,94,173,75,78,153,1128,1116,2251,453,735,1188,6.6,7.2,6.9,66.1,57,61.2,61.7,52.9,57,35,34,64,21,43,63,113,211,324,138,244,382,505,262,771,27,44,75,18,44,63,554,355,911,1776,1928,3707,261,329,590,1262,1364,2620,658,788,1446
SAL51297,49,44,91,22,12,40,5,17,22,0,0,0,0,0,0,31,29,59,14,13,24,3,0,1.7,70.2,60,65.2,68.1,60,64.1,0,0,0,0,0,0,0,0,6,6,3,6,9,7,18,0,0,0,0,0,0,9,7,19,51,48,101,0,0,4,41,36,76,6,16,17
SAL51298,2343,2477,4821,1101,603,1706,371,722,1100,52,71,127,88,74,163,1619,1473,3086,659,951,1611,5.4,5,5.2,69,59.4,64.1,65.2,56.5,60.7,313,254,565,60,79,139,561,687,1246,202,252,456,349,151,503,20,25,49,33,60,88,401,238,639,2477,2540,5016,427,436,872,1570,1631,3201,1209,1250,2463
SAL51299,4853,4570,9419,2504,1613,4121,722,1137,1854,195,177,375,185,161,351,3615,3088,6695,917,1250,2164,5.2,5.2,5.2,74.4,67.6,71.1,70.6,64,67.4,383,314,696,103,143,238,978,1134,2109,526,528,1053,882,492,1376,74,65,137,73,85,160,1035,639,1678,4010,3769,7775,1171,1162,2333,2056,1947,4001,2853,2762,5613
SAL51300,291,274,571,132,59,192,36,87,119,12,8,24,6,5,11,186,160,349,86,98,187,4.3,2.5,3.4,63.5,58.8,61.2,60.8,57.4,59.1,7,9,15,4,5,10,19,39,51,31,49,78,90,32,122,5,4,4,5,10,14,96,46,140,294,275,572,44,43,87,203,201,403,122,107,227
SAL51301,6437,6921,13358,2432,1425,3854,613,1466,2076,272,223,493,319,249,568,3636,3367,7001,2262,3103,5363,8.8,7.5,8.1,56.5,48.6,52.4,51.5,45,48.2,115,138,257,62,130,194,391,647,1039,502,672,1177,1927,1037,2962,86,151,236,85,166,252,2098,1350,3451,5639,6040,11680,1163,1264,2432,3656,3866,7526,2858,3150,6008
SAL51302,85,47,127,25,7,28,5,7,11,3,0,6,0,5,6,33,17,50,23,23,48,9.4,25,14.6,38.1,35.6,37.2,34.5,26.7,31.8,0,0,0,0,0,0,5,3,3,0,0,4,16,7,25,0,0,0,0,0,0,16,6,31,58,50,102,6,6,13,39,37,77,19,10,29
SAL51303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,45,35,79,16,8,24,7,6,16,0,0,0,3,3,3,24,17,42,13,11,29,8,12.5,9.8,54.3,48.5,51.9,50,42.4,46.8,0,0,0,0,0,0,0,3,7,5,0,3,6,8,15,0,0,3,0,3,3,10,8,14,42,30,67,8,4,11,31,26,52,19,10,26
SAL51305,497,320,820,56,45,104,28,40,72,15,12,21,23,18,41,117,117,234,353,187,538,19.2,12.9,16.1,24.1,35.9,28.7,19.5,31.3,24.1,0,4,0,4,0,3,6,16,16,11,14,22,42,37,81,4,12,21,4,4,8,59,52,106,280,270,554,75,83,153,146,152,299,180,182,365
SAL51306,237,238,477,84,80,160,27,46,73,10,11,26,3,9,11,125,144,269,63,54,114,2.4,5.7,4.1,52.7,59.2,56,51.5,55.9,53.7,7,6,19,3,6,8,13,35,46,18,34,49,49,23,67,0,5,4,4,3,8,57,26,80,182,158,345,53,85,135,133,109,245,86,117,206
SAL51307,385,347,735,212,102,312,46,113,160,16,17,29,10,3,16,280,238,515,81,97,181,3.2,2.1,2.7,72.2,67.7,70.1,69.9,66.3,68.2,3,7,16,9,15,23,20,54,75,35,36,65,137,54,190,12,6,18,3,5,10,151,74,218,413,366,785,43,51,97,281,253,537,154,149,300
SAL51308,2819,2810,5632,1402,735,2135,396,831,1230,95,97,193,86,73,156,1974,1731,3710,728,1000,1729,4.2,4.2,4.2,70.2,61.7,65.9,67.2,59.1,63.1,106,120,225,48,103,153,372,532,905,267,349,616,894,410,1305,39,65,104,44,76,122,977,552,1530,2953,2948,5902,336,325,662,2281,2236,4512,883,900,1785
