POW_LGA_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
LGA57910,59,194,410,957,1420,711,117,3866,1053,1468,1472,1290,919,292,33,6525,21,76,151,341,552,306,83,1516,0,0,3,0,5,9,7,27,59,143,319,629,894,396,78,2523,18,33,81,269,663,373,110,1542,12,33,54,72,91,43,13,326,6,25,39,102,193,115,21,501,1313,1860,1593,1356,816,177,10,7117,4,0,22,55,86,41,12,216,610,911,1084,1208,1104,390,48,5362,9763,13772,13490,11305,7369,1977,192,57870,459,457,502,608,440,126,11,2613,12869,18050,18218,16709,12619,4040,535,83038,10131,14318,14226,12075,8025,2185,224,61185,2003,2768,2907,3184,3046,1188,178,15274,258,466,508,660,839,399,83,3214,17,43,73,171,266,142,41,751,2277,3274,3484,4022,4156,1729,304,19235,459,457,502,608,440,126,11,2613,12869,18050,18218,16709,12619,4040,535,83038
LGA57980,15,43,96,233,327,157,31,902,201,402,408,332,189,67,12,1599,0,25,48,93,152,73,20,424,0,0,0,0,4,0,6,3,11,36,75,107,138,78,13,459,4,11,12,53,102,78,21,285,0,9,7,15,13,4,0,51,0,4,4,26,38,17,10,108,299,598,420,346,185,34,4,1883,3,3,0,11,14,10,5,44,132,282,298,323,268,86,14,1401,1897,3605,3323,2658,1626,413,58,13574,86,117,104,116,96,32,8,566,2546,4840,4521,3944,2771,861,142,19630,1974,3747,3505,2865,1792,455,57,14406,419,835,775,763,671,256,43,3758,60,130,116,167,168,83,17,745,6,13,21,35,50,34,8,155,481,977,907,960,881,370,74,4653,86,117,104,116,96,32,8,566,2546,4840,4521,3944,2771,861,142,19630
LGA58050,52,186,396,841,1185,472,88,3215,835,1186,1204,1044,759,188,27,5242,21,44,129,287,434,181,36,1126,0,0,0,7,11,8,0,18,45,124,311,666,837,335,48,2373,23,30,77,275,511,277,66,1262,15,28,36,73,70,31,4,261,12,23,38,114,212,114,25,526,1082,1546,1330,1145,671,96,5,5880,4,10,26,56,66,23,15,201,527,684,918,999,858,182,37,4211,7968,10277,9743,8500,5514,1224,123,43342,412,424,421,481,363,91,15,2207,10568,13836,13651,12993,9835,2610,353,63848,8315,10674,10329,9072,6005,1319,145,45852,1609,2335,2348,2599,2509,815,115,12335,224,371,468,652,722,261,58,2753,11,33,84,186,240,114,25,697,1843,2736,2905,3438,3472,1201,197,15786,412,424,421,481,363,91,15,2207,10568,13836,13651,12993,9835,2610,353,63848
LGA58190,0,0,0,0,3,0,0,5,3,3,0,3,5,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,24,15,27,18,7,0,107,0,0,0,0,0,0,0,0,17,26,23,32,33,17,4,146,7,29,17,27,18,9,4,111,3,4,3,5,14,5,0,33,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,5,14,3,0,34,0,0,0,0,0,0,0,0,17,26,23,32,33,17,4,146
LGA58260,0,0,5,0,4,4,3,18,0,0,3,7,6,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,15,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,4,7,5,0,17,15,28,45,30,41,9,5,174,0,0,3,3,0,0,0,13,21,34,64,58,67,19,11,271,15,29,45,29,44,7,6,184,3,4,13,21,14,7,0,59,0,0,0,3,3,0,3,12,0,0,0,0,0,0,0,8,3,5,13,25,17,5,3,76,0,0,3,3,0,0,0,13,21,34,64,58,67,19,11,271
LGA58330,0,0,4,17,30,21,9,84,5,3,6,10,19,10,0,63,0,0,3,6,16,7,4,30,0,0,0,0,0,0,0,0,0,0,5,7,17,11,0,30,0,0,0,5,9,15,5,30,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,11,14,5,18,13,17,4,0,77,0,0,0,0,0,3,0,3,0,9,4,23,20,9,3,67,80,100,78,103,116,69,6,550,3,3,3,10,12,0,0,38,99,121,114,164,220,119,26,871,79,106,85,108,128,73,9,586,16,8,20,45,54,31,8,182,0,0,6,6,21,6,3,47,0,0,0,4,10,7,0,19,15,10,29,49,76,46,15,244,3,3,3,10,12,0,0,38,99,121,114,164,220,119,26,871
LGA58400,0,0,0,5,3,0,0,5,0,0,0,0,3,0,0,12,0,0,0,5,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,9,14,3,17,16,14,0,81,0,0,0,0,0,0,0,6,9,20,9,29,32,20,3,128,13,14,3,17,21,14,0,85,4,4,0,9,9,0,4,31,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,4,5,0,14,12,4,4,37,0,0,0,0,0,0,0,6,9,20,9,29,32,20,3,128
LGA58470,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,15,13,10,0,0,43,0,0,0,0,0,0,0,0,3,8,12,14,22,7,0,67,3,8,15,13,10,0,0,45,0,0,5,0,8,4,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,9,5,0,23,0,0,0,0,0,0,0,0,3,8,12,14,22,7,0,67
LGA58510,27,78,162,296,413,210,30,1212,370,530,532,424,313,90,10,2269,13,12,52,129,160,81,15,459,0,0,4,0,6,0,0,8,36,50,157,234,311,140,18,943,10,17,37,90,204,98,20,471,9,8,18,25,36,12,6,107,3,4,14,32,67,35,5,162,517,763,581,426,260,51,12,2601,0,0,7,11,29,13,0,71,237,321,441,448,384,116,11,1965,3649,5605,5524,3841,2490,559,51,21720,144,187,163,221,160,25,7,910,4797,7257,7315,5700,4193,1160,131,30553,3791,5796,5818,4132,2709,616,57,22924,770,1088,1135,1081,969,349,43,5435,91,173,171,229,268,115,12,1064,6,5,26,39,86,45,12,222,865,1266,1332,1350,1325,520,68,6728,144,187,163,221,160,25,7,910,4797,7257,7315,5700,4193,1160,131,30553
LGA58540,0,0,5,5,14,13,10,37,0,9,8,7,15,0,0,39,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,16,0,0,0,0,6,9,8,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,6,6,8,0,0,28,0,0,0,0,3,0,0,4,0,4,0,4,9,3,0,18,36,51,44,61,68,17,4,276,0,0,4,0,8,5,0,16,41,63,55,81,122,47,20,428,36,51,46,65,77,22,4,294,8,8,12,11,28,15,6,91,0,0,0,3,5,5,5,25,0,0,0,0,8,0,0,3,8,12,14,15,41,26,10,120,0,0,4,0,8,5,0,16,41,63,55,81,122,47,20,428
LGA58570,16,78,158,262,353,176,27,1066,288,479,457,335,233,74,3,1867,14,20,60,105,152,86,24,454,0,0,0,0,0,0,0,3,13,45,83,193,236,116,15,695,5,12,20,86,140,114,21,406,7,3,16,20,32,9,4,92,4,8,4,27,56,16,7,122,414,689,501,367,227,36,8,2237,0,0,9,12,19,12,4,60,178,305,364,381,342,88,14,1669,2573,4485,4257,3101,1955,494,60,16927,121,142,161,144,107,32,4,721,3466,5957,5764,4598,3379,1028,133,24327,2677,4665,4500,3340,2168,537,73,17955,587,978,921,874,836,307,29,4531,74,162,148,202,215,112,20,937,4,9,36,37,55,32,9,183,670,1152,1104,1114,1101,452,63,5652,121,142,161,144,107,32,4,721,3466,5957,5764,4598,3379,1028,133,24327
LGA58610,0,3,0,5,21,22,3,51,8,9,13,16,13,6,0,60,0,0,0,4,7,0,4,14,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,19,0,0,0,0,13,12,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,12,10,16,5,0,0,45,0,0,0,0,5,0,0,4,0,7,6,8,12,7,0,40,40,76,93,96,72,24,3,406,5,3,0,10,5,3,0,20,58,103,119,133,134,66,11,626,42,76,98,102,78,25,3,428,14,16,16,16,42,22,8,130,0,5,3,9,11,12,0,33,0,0,0,3,4,0,0,8,14,17,22,28,53,34,12,177,5,3,0,10,5,3,0,20,58,103,119,133,134,66,11,626
LGA58680,0,0,0,4,6,3,4,20,0,0,3,0,4,3,0,17,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,8,0,3,15,12,17,19,28,24,8,0,116,0,0,0,0,3,0,0,3,18,21,23,39,48,23,9,171,12,14,20,31,30,8,0,126,4,0,4,4,12,9,6,37,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,4,7,10,8,4,46,0,0,0,0,3,0,0,3,18,21,23,39,48,23,9,171
LGA58760,41,134,354,677,950,372,45,2584,736,856,912,777,481,122,8,3903,18,28,114,226,301,148,27,864,3,0,0,0,0,0,4,6,47,91,219,434,563,233,43,1626,25,30,79,205,369,194,39,935,7,20,40,42,73,35,5,214,15,11,28,81,121,58,16,325,930,1170,995,811,453,66,6,4436,0,4,26,42,54,25,8,164,395,524,633,748,652,192,17,3164,7539,8122,8270,7108,4351,895,70,36343,357,311,385,445,317,69,4,1885,9777,10775,11361,10621,7569,1933,211,52245,7797,8429,8687,7590,4722,994,77,38296,1427,1753,1858,2012,1875,597,81,9609,186,257,382,453,525,206,33,2036,9,30,40,116,131,73,18,419,1621,2033,2288,2583,2529,875,128,12062,357,311,385,445,317,69,4,1885,9777,10775,11361,10621,7569,1933,211,52245
LGA58820,7,3,20,48,48,21,5,153,14,32,26,49,29,8,0,157,0,5,7,14,27,4,4,47,0,0,0,0,0,0,0,0,0,4,6,24,39,10,4,91,0,0,3,10,37,14,3,63,0,0,0,7,0,0,0,7,0,0,4,3,5,3,3,17,17,29,35,49,35,0,0,166,0,0,0,0,4,0,0,4,3,25,31,41,27,12,4,143,212,271,362,413,292,58,12,1614,10,12,9,26,25,4,0,78,254,363,464,619,491,105,31,2327,211,288,384,438,304,58,13,1698,29,55,62,112,113,28,7,412,3,12,10,34,34,17,3,109,0,0,7,5,13,3,4,25,38,64,78,153,159,43,11,552,10,12,9,26,25,4,0,78,254,363,464,619,491,105,31,2327
LGA58890,0,0,0,8,5,13,3,31,0,0,8,7,4,3,0,18,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,15,0,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,0,4,0,9,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,12,23,25,31,63,53,27,9,227,0,0,6,0,0,0,0,7,34,31,43,86,77,53,22,345,32,25,36,67,59,23,11,244,5,4,6,17,18,21,7,79,0,0,0,9,3,3,5,17,0,0,0,0,0,0,0,3,5,4,6,24,25,29,6,95,0,0,6,0,0,0,0,7,34,31,43,86,77,53,22,345
LGA59030,0,0,0,6,9,3,0,18,4,0,3,7,8,0,0,22,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,5,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,10,30,42,38,40,13,6,174,0,3,0,0,0,0,0,9,15,39,54,54,72,13,0,255,10,30,42,44,44,13,6,176,0,5,14,12,17,3,0,56,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,5,14,18,26,5,0,69,0,3,0,0,0,0,0,9,15,39,54,54,72,13,0,255
LGA59100,0,0,4,0,16,4,0,26,0,6,7,4,6,0,0,27,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,11,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,4,5,0,12,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,14,13,22,37,27,49,13,3,157,0,4,0,3,6,3,0,16,14,40,52,46,82,29,11,269,17,22,38,34,48,18,4,173,0,7,10,12,25,9,6,66,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,4,7,10,13,9,28,11,8,82,0,4,0,3,6,3,0,16,14,40,52,46,82,29,11,269
LGA59170,0,5,4,11,17,11,5,54,9,5,11,12,8,5,0,43,0,0,0,5,6,3,7,15,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,11,0,0,0,0,9,3,6,14,0,0,0,0,0,0,0,4,0,0,0,3,3,4,4,9,9,4,12,11,4,0,0,45,0,0,0,0,0,0,0,3,5,4,4,5,7,0,0,25,29,53,75,57,60,28,7,320,0,3,3,0,7,3,0,18,44,72,108,88,116,53,23,508,29,61,77,60,68,28,8,331,14,11,23,13,37,23,9,123,3,4,0,6,7,0,5,30,0,0,0,0,0,0,3,6,17,15,27,26,45,23,13,158,0,3,3,0,7,3,0,18,44,72,108,88,116,53,23,508
LGA59250,0,6,4,16,14,3,3,44,9,28,32,14,8,0,0,95,0,3,3,4,8,3,0,24,0,0,0,0,0,0,0,0,0,0,12,9,16,10,0,53,0,0,3,8,13,7,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,26,25,18,7,0,0,89,0,0,3,0,0,0,0,3,7,16,12,17,13,0,0,59,96,322,276,202,122,29,0,1049,4,8,8,10,8,0,0,44,129,393,368,275,188,43,3,1403,99,330,288,215,129,25,0,1088,17,49,59,41,45,10,0,222,0,12,12,5,7,4,3,42,0,0,0,0,5,0,0,8,17,51,71,54,59,20,3,274,4,8,8,10,8,0,0,44,129,393,368,275,188,43,3,1403
LGA59310,0,4,0,6,17,11,6,47,3,7,7,9,3,12,0,44,0,0,4,3,5,10,0,22,0,0,0,0,0,0,0,5,0,0,0,4,9,7,0,32,6,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,11,10,9,10,3,0,49,0,0,0,0,0,0,0,0,3,3,10,7,8,0,0,33,58,72,93,85,94,29,6,435,3,4,0,5,0,6,0,13,75,90,122,126,129,64,13,638,59,73,99,94,98,31,5,462,9,13,24,28,26,21,5,127,0,4,3,8,8,11,0,31,0,0,0,0,5,6,0,5,11,21,25,32,36,30,10,166,3,4,0,5,0,6,0,13,75,90,122,126,129,64,13,638
LGA59320,0,0,0,0,13,7,0,22,0,8,3,0,0,0,0,15,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,0,0,0,7,0,4,3,13,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,7,3,6,3,5,7,0,0,25,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,15,17,32,26,28,28,10,3,136,0,0,0,4,4,0,0,10,21,41,36,45,60,11,9,223,17,32,29,32,28,10,8,143,4,8,9,12,22,0,0,55,0,0,0,0,7,6,4,18,0,0,0,0,0,0,0,8,4,10,9,14,26,3,3,76,0,0,0,4,4,0,0,10,21,41,36,45,60,11,9,223
LGA59330,0,0,0,0,10,10,0,21,3,4,0,15,3,0,0,25,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,13,0,0,0,4,3,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,6,4,5,4,0,0,26,0,0,0,0,0,0,0,0,3,0,0,3,5,9,0,18,13,22,25,23,26,7,4,119,0,5,0,3,0,0,0,8,19,37,31,47,50,25,7,213,13,19,26,27,29,8,4,130,3,12,4,15,15,14,0,57,0,0,0,5,0,4,4,16,0,0,0,0,4,0,0,4,9,12,4,15,16,14,0,75,0,5,0,3,0,0,0,8,19,37,31,47,50,25,7,213
LGA59340,0,13,11,38,71,33,8,178,24,68,51,50,50,13,0,268,0,4,3,18,23,9,4,62,0,0,0,0,0,0,3,3,0,6,19,35,40,19,5,127,0,3,4,15,24,21,4,77,0,0,0,6,5,0,0,16,0,0,0,10,18,14,0,38,26,58,48,51,21,3,0,213,0,0,0,0,3,5,0,8,8,34,39,45,39,15,0,180,315,712,560,468,386,79,10,2526,10,30,20,21,18,3,0,98,382,907,730,685,621,171,24,3522,320,736,588,494,418,84,10,2640,48,123,99,133,139,51,11,607,4,17,17,25,46,23,3,143,0,0,0,12,7,4,3,31,52,137,122,170,188,84,15,777,10,30,20,21,18,3,0,98,382,907,730,685,621,171,24,3522
LGA59350,0,0,4,8,11,4,0,35,4,18,20,15,13,0,0,60,0,0,0,5,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,13,7,0,0,28,0,0,0,4,6,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,12,12,7,8,0,0,36,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,23,48,150,93,108,51,13,0,455,0,6,7,10,5,0,0,26,54,176,134,165,97,34,3,654,48,150,96,114,56,16,5,476,5,21,22,30,28,10,0,117,0,0,3,8,7,3,0,27,0,0,0,3,7,0,0,6,9,24,35,35,36,14,0,150,0,6,7,10,5,0,0,26,54,176,134,165,97,34,3,654
LGA59360,0,0,9,25,31,7,0,72,7,17,24,18,18,3,0,85,0,0,0,6,5,4,0,22,0,0,0,0,0,0,0,5,0,5,11,19,21,9,0,53,0,0,0,16,17,0,3,37,0,0,0,0,0,0,0,7,0,0,6,6,9,3,0,18,6,16,26,18,12,0,0,75,0,0,0,0,0,0,0,0,5,9,13,23,18,3,0,63,72,188,193,221,180,25,5,887,4,7,7,11,15,3,0,42,94,238,270,324,279,53,7,1273,78,197,200,232,192,27,3,928,15,33,53,63,54,18,8,238,0,5,10,15,17,4,0,51,0,0,0,0,7,0,0,13,19,32,59,83,77,21,8,296,4,7,7,11,15,3,0,42,94,238,270,324,279,53,7,1273
LGA59370,0,4,6,14,36,14,7,89,13,12,17,16,27,12,0,98,0,0,0,7,19,14,8,52,0,0,0,0,0,0,0,0,0,0,7,11,23,6,0,59,0,0,0,4,9,9,0,27,0,0,0,0,0,3,4,10,6,0,0,0,3,4,4,13,14,12,25,23,12,6,0,94,0,0,0,0,0,0,0,3,4,5,13,17,21,16,6,75,78,101,143,122,144,56,6,651,5,3,5,13,7,4,0,31,114,134,211,197,264,110,26,1064,81,107,155,128,152,60,10,700,23,27,46,42,81,27,10,251,3,5,7,11,20,7,10,60,0,0,0,4,3,4,0,19,29,28,53,58,103,41,19,330,5,3,5,13,7,4,0,31,114,134,211,197,264,110,26,1064
LGA59499,31,184,352,773,1292,602,134,3373,576,979,1027,886,660,233,39,4414,15,62,99,224,416,264,73,1150,0,4,0,0,13,7,7,32,29,102,238,504,754,370,72,2070,10,45,84,259,576,366,99,1434,9,24,31,53,56,37,19,231,13,25,44,104,222,127,33,567,778,1342,1227,1083,729,167,7,5336,0,7,17,41,62,53,12,194,306,548,678,830,791,284,49,3472,5592,10014,9643,8525,6237,1661,180,41844,256,397,432,499,367,105,19,2078,7310,13102,13038,12601,10552,3447,516,60566,5769,10332,10035,9049,6659,1817,193,43852,1111,2017,2119,2351,2595,1037,186,11422,163,325,384,577,668,344,80,2539,5,33,69,131,253,145,46,681,1283,2374,2576,3058,3514,1528,305,14634,256,397,432,499,367,105,19,2078,7310,13102,13038,12601,10552,3447,516,60566
LGA59799,5,0,4,20,18,3,0,51,5,15,23,13,7,6,0,70,0,0,0,6,9,3,0,18,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,18,0,0,0,5,8,3,0,24,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,4,6,19,24,17,6,0,0,64,0,0,0,0,0,0,0,3,0,7,10,9,6,0,0,34,49,208,340,336,152,16,0,1109,0,6,14,9,4,0,0,31,66,252,411,418,212,28,0,1386,55,210,350,349,157,16,0,1131,8,32,44,59,39,7,0,197,0,4,7,4,9,3,0,31,0,0,0,0,0,0,0,4,8,38,50,65,51,12,0,224,0,6,14,9,4,0,0,31,66,252,411,418,212,28,0,1386
