POW_LGA_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
LGA58610,0,0,4,127,41,168,0,0,0,0,0,0,0,0,0,8,4,12,135,50,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,0,0,0,4,5,6,0,6,7,3,14,19,8,31,0,0,0,10,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,28,0,0,0,0,0,3,0,0,0,6,29,32,4,0,6,0,0,0,12,31,50,0,0,0,4,13,13,6,3,8,3,20,24,5,0,4,9,9,16,7,0,7,0,0,0,0,0,0,0,0
LGA58680,0,0,0,61,21,86,0,0,0,0,0,0,0,0,0,3,0,3,64,21,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,7,7,3,7,7,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA58760,3,4,6,412,357,768,5,0,6,3,3,6,35,11,47,63,44,107,531,417,939,191,69,256,5,3,13,28,13,45,297,40,338,42,11,47,241,67,303,804,193,995,419,157,579,252,267,517,27,19,49,39,69,110,228,40,263,29,21,49,41,31,70,4,0,4,73,35,112,154,41,197,216,26,242,306,63,370,468,77,548,185,34,215,341,101,442,351,77,425,3137,1044,4182,14,0,18,96,21,115,11,4,10,67,16,90,199,36,234,382,79,462,320,87,399,1219,388,1604,392,68,457,4721,849,5579,6650,1389,8040,60,29,94,349,236,586,266,89,354,83,12,98,105,96,196,130,127,254,4,0,8,995,591,1584,81,85,169,574,202,770,100,131,234,1085,1467,2550,918,1620,2537,18,12,33,2767,3519,6283,3,6,13,45,174,222,1634,2028,3659,1684,2209,3893,60,30,90,701,141,839,112,12,126,8,3,8,7,0,8,5,6
LGA58820,0,0,0,79,37,117,0,0,0,0,0,0,0,0,0,5,0,3,85,39,122,20,6,27,0,0,0,0,4,4,210,54,263,0,0,0,6,0,9,239,65,304,7,3,12,0,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,125,730,3,0,5,0,0,0,8,0,5,0,0,0,629,138,763,0,0,0,5,0,6,0,0,0,0,0,0,34,0,42,40,3,44,9,5,11,14,0,17,36,8,42,243,35,285,300,50,352,0,0,0,6,3,12,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,22,5,22,0,0,0,0,0,0,5,15,15,13,28,39,6,20,29,0,0,0,24,65,88,0,0,0,4,13,18,11,24,36,17,42,52,4,0,5,40,9,50,5,3,9,0,0,0,0,0,0,0,0
LGA58890,0,0,0,158,71,229,0,0,0,0,0,0,0,0,0,4,3,9,160,76,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,4,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,4,0,0,0,6,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,37,11,52,0,0,0,0,0,0,0,0,0,0,0,0,38,11,48,8,0,10,0,0,0,0,0,0,102,10,111,0,0,0,16,0,18,133,14,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,112,36,147,0,0,0,0,0,0,0,0,0,0,0,0,113,39,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,0,7,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,12,0,0,0,0,0,0,0,0,0,6,0,5,0,3,9,0,0,0,3,6,12,0,0,0,0,7,4,0,5,5,0,6,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA59170,0,0,0,194,69,261,0,0,0,0,0,0,0,0,0,11,5,12,204,70,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,13,5,19,0,0,0,10,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,0,0,0,7,25,29,0,0,6,0,5,5,0,0,0,7,27,34,0,0,0,0,9,9,6,11,25,6,17,29,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,9,9,19,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,24,0,28,31,8,36,4,0,4,423,83,502,30,6,32,224,17,249,730,113,844,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,12,0,0,0,0,0,0,172,70,244,0,0,0,0,0,0,0,0,0,0,0,0,192,68,263,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,13,0,13,22,5,27,7,0,3,7,0,9,45,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,4,0,0,0,8,8,14,0,0,0,4,3,5,3,3,7,11,7,12,0,0,0,27,9,31,0,0,0,0,0,0,0,0,0,0,0
LGA59310,0,3,3,125,45,176,0,0,0,0,0,0,0,0,0,7,0,7,129,50,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,3,0,3,0,0,0,12,3,17,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,6,5,0,12,0,0,0,16,9,27,35,7,43,0,0,0,0,0,0,0,0,0,3,0,3,50,21,78,0,0,0,0,0,0,4,0,8,3,15,18,3,9,19,0,0,0,17,28,45,0,0,0,0,7,6,7,18,25,10,25,29,0,5,5,14,3,20,0,0,0,0,0,0,0,0,0,0,0
LGA59320,0,0,0,78,31,103,0,0,0,0,0,0,0,0,0,3,0,10,84,33,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,63,28,86,0,0,0,0,0,0,0,0,0,0,0,0,63,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0
LGA59340,0,0,3,160,70,229,5,3,4,41,26,66,5,0,0,19,12,33,234,105,345,10,0,10,0,0,0,6,0,6,65,15,81,20,3,21,14,4,19,113,22,133,4,0,9,6,5,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,9,3,0,3,3,0,3,0,0,0,0,0,0,28,15,42,0,0,0,18,4,25,0,0,0,20,4,23,11,0,8,48,4,58,9,0,12,29,7,36,39,4,41,125,20,145,200,37,235,0,0,0,13,7,18,10,0,10,0,0,0,4,0,3,0,0,0,0,0,0,25,6,34,0,0,4,15,5,18,8,10,20,28,60,86,32,66,89,0,0,0,80,139,223,0,0,4,86,133,221,53,61,111,141,193,330,3,6,8,38,8,41,0,0,0,9,5,7,52,28,83,26,10
LGA59350,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,16,0,16,0,0,0,0,0,0,283,32,320,0,0,0,143,8,159,445,45,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,11,19,0,24,25,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,21,5,16,21,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA59360,0,0,0,101,34,129,0,0,0,0,0,0,3,0,3,7,6,13,110,38,145,17,0,24,6,0,6,0,0,0,499,90,589,11,0,13,100,17,118,635,106,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,14,3,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,4,0,4,3,0,3,16,3,18,43,7,48,65,11,71,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,17,21,4,0,6,0,4,5,0,0,0,13,22,31,0,0,0,8,9,16,17,10,26,25,24,42,0,0,0,14,3,17,5,0,5,0,0,0,0,0,0,0,0
LGA59370,5,0,6,143,54,198,0,0,0,0,0,0,0,0,0,20,6,25,169,68,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,22,0,0,0,22,0,23,0,0,0,0,0,0,22,4,26,41,6,47,3,0,5,6,0,7,3,0,6,33,7,43,52,10,61,0,0,0,26,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,38,0,3,3,0,0,0,0,3,4,17,31,48,8,25,33,0,0,0,34,62,90,0,0,0,7,31,36,16,34,56,24,68,91,0,0,0,26,7,27,0,0,0,0,0,0,0,0,0,0,0
LGA59499,13,6,18,569,237,805,21,5,28,80,9,85,168,14,186,272,95,367,1134,360,1491,319,49,365,89,37,126,256,11,268,3117,460,3579,84,18,103,1009,98,1116,4881,668,5550,83,11,93,116,130,251,42,27,68,14,14,24,23,5,28,8,0,5,22,13,35,8,0,9,64,38,102,35,15,46,58,3,60,110,28,142,60,5,70,84,6,92,85,11,94,46,8,57,854,316,1175,28,0,28,108,5,118,45,7,51,76,15,91,116,22,141,372,53,426,685,48,728,3598,189,3789,1200,108,1303,12257,513,12771,17734,859,18594,14,10,22,156,37,193,177,39,218,33,3,36,60,42,103,53,110,166,26,37,57,517,287,808,56,75,128,61,10,72,54,20,76,190,253,443,336,509,848,16,21,34,715,888,1603,4,3,5,76,103,177,503,476,979,579,580,1162,148,31,184,1965,204,2169,114,15,125,71,15,87,72,32,110,46,21
LGA59799,0,0,0,6,0,6,0,5,4,0,0,0,22,0,22,0,0,0,29,5,27,8,0,8,0,0,0,294,18,313,97,20,112,0,0,0,73,5,78,474,33,509,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,9,0,9,0,0,0,0,0,0,0,0,0,6,0,6,23,0,26,0,0,0,0,0,0,47,4,57,8,0,8,0,0,0,22,4,24,0,0,0,0,0,0,30,4,33,12,0,12,3,0,3,103,0,105,41,0,40,162,0,159,3,0,3,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,74,9,87,0,0,0,6,0,6,0,0,0,80,12,89,0,0,0,5,3,8,44,21,69,48,29,73,4,0,7,15,0,15,0,0,0,62,6,68,4,0,4,6,0
