POW_LGA_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA59250,0,160,127,5,6,0,0,134,104,0,0,3,0,107,118,0,6,0,0,118,73,3,4,3,0,83,64,0,0,0,0,67,20,0,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,1070,13,13,6,3,1111,4,0,0,0,0,4,10,0,0,0,0,10,11,0,0,0,0,11,9,0,0,0,0,9,17,0,0,0,0,17,13,0,0,0,0,13,3,0,0,0,0,6,6,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,85,0,5,6,0,97,161,0,0,0,0,165,32,0,0,0,0,36,1354,13,21,10,8,1403
LGA59310,0,40,27,3,4,0,0,38,30,7,3,0,0,43,19,8,8,6,0,41,16,16,12,5,0,49,13,3,13,4,0,36,9,0,12,0,0,25,3,0,0,5,0,8,0,3,0,4,0,5,261,49,73,17,4,411,5,0,0,0,0,7,9,0,0,0,0,9,11,0,0,0,0,20,9,0,0,0,0,14,20,0,0,0,0,21,19,0,0,4,0,22,13,0,0,3,0,19,11,3,0,0,0,13,8,0,5,0,0,15,17,0,5,0,0,20,7,5,4,3,0,16,4,0,6,0,0,9,0,0,0,4,0,7,133,14,22,18,0,189,25,0,4,0,0,31,5,0,0,0,4,10,429,67,93,44,4,638
LGA59320,0,8,4,0,4,0,0,14,10,0,3,5,0,19,5,5,0,0,0,12,9,3,9,3,0,19,10,0,11,0,0,17,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,3,71,20,24,9,3,133,7,0,0,0,0,7,9,0,0,0,0,9,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,6,10,0,0,0,0,10,3,0,0,4,0,9,7,0,0,4,0,10,3,0,0,0,0,4,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,54,6,8,11,0,77,3,0,3,0,0,12,5,0,0,0,0,5,135,28,41,20,5,223
LGA59330,0,7,3,3,0,0,0,11,8,0,0,5,0,14,4,7,3,3,0,14,8,4,0,0,0,18,7,4,0,0,0,14,3,3,0,4,0,9,0,0,0,0,0,7,0,0,0,0,0,5,72,32,12,16,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,5,3,0,4,0,0,7,5,0,0,0,0,5,10,0,0,4,0,12,5,0,0,3,0,9,0,0,0,0,0,4,0,0,0,0,0,3,48,6,5,8,3,69,12,0,3,0,0,11,0,0,0,0,0,0,130,33,22,28,0,213
LGA59340,0,278,227,20,3,3,0,256,205,19,16,3,0,237,249,20,11,3,0,282,199,17,18,0,0,247,178,16,11,4,4,219,69,7,7,3,0,91,19,4,3,0,0,23,8,4,0,4,0,13,2260,148,91,24,15,2544,65,0,0,0,0,65,50,0,0,0,0,46,75,0,4,0,0,77,85,8,3,0,0,93,72,5,3,5,0,82,54,0,0,0,0,59,49,0,0,5,0,62,42,5,6,0,0,52,42,0,3,0,0,56,46,0,6,0,0,56,28,0,5,0,0,32,10,0,0,0,0,19,0,0,4,0,0,8,625,30,43,14,8,717,164,9,4,0,0,185,68,3,0,0,5,81,3119,191,141,48,27,3522
LGA59350,0,57,45,0,0,0,0,46,56,0,0,0,0,61,71,0,0,0,0,71,43,4,0,0,0,43,26,4,0,0,0,32,18,0,4,0,0,20,7,0,0,0,0,3,0,0,0,0,0,0,502,10,9,3,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,4,0,0,47,72,0,0,0,0,72,18,0,0,0,0,18,627,10,8,6,0,654
LGA59360,0,102,92,3,3,0,0,106,99,5,3,0,3,115,113,7,10,9,4,136,104,10,18,5,0,133,69,3,9,0,6,87,14,3,0,0,0,25,4,0,0,4,0,6,0,0,3,0,0,4,847,46,56,18,9,974,6,0,0,4,0,9,7,0,0,0,0,7,0,0,0,0,0,3,14,0,0,0,0,16,16,0,0,0,0,15,17,0,0,0,0,16,7,0,0,0,0,13,27,0,3,0,0,28,18,0,0,4,0,23,16,0,5,0,0,19,6,0,0,0,0,9,0,3,3,0,0,5,0,0,0,0,0,3,133,11,14,12,4,172,99,0,4,3,0,98,28,0,0,0,0,28,1099,55,70,31,16,1273
LGA59370,0,67,33,9,9,3,0,59,39,10,9,0,0,55,41,10,3,6,0,57,47,14,20,0,0,82,18,9,14,12,0,62,8,3,19,0,0,28,3,4,3,0,0,19,0,0,5,0,0,8,353,80,87,31,9,569,48,0,0,0,0,52,16,0,0,0,0,20,16,0,0,0,0,20,15,0,0,0,0,20,30,0,0,0,0,38,27,0,9,3,0,37,20,0,8,0,0,30,34,3,7,3,0,44,24,4,4,6,0,36,41,3,6,3,0,64,9,3,12,3,0,35,8,7,0,7,0,22,6,0,0,3,0,12,298,25,46,37,3,415,36,8,9,0,0,52,12,4,0,7,4,23,707,116,142,82,12,1064
LGA59499,32,4082,2071,524,892,30,25,3538,1936,495,952,36,34,3453,1900,463,1071,29,38,3498,1476,401,974,35,35,2920,1006,261,690,36,23,2013,351,110,249,26,17,758,73,41,75,18,0,213,5,16,40,15,5,81,19983,3553,7547,275,282,31634,1002,0,148,30,4,1191,1710,41,444,13,12,2215,1228,59,562,26,15,1889,1132,116,768,39,17,2077,1140,143,868,51,27,2231,990,161,882,41,19,2094,1015,168,973,46,30,2234,1026,183,1040,47,35,2336,959,183,1116,46,39,2347,876,171,1030,60,37,2176,490,138,672,67,26,1403,246,65,277,57,7,657,92,39,126,59,11,326,11910,1483,8910,576,289,23168,3221,244,717,147,89,4409,958,68,169,48,110,1359,36070,5347,17340,1043,767,60566
LGA59799,0,165,144,0,0,0,0,144,151,0,3,0,0,151,161,0,0,0,0,160,112,5,4,0,0,115,47,3,0,0,0,51,8,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1019,17,8,0,5,1046,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,6,0,0,0,0,11,10,0,0,0,0,10,3,0,0,0,0,3,9,0,0,0,0,11,15,0,0,0,0,12,4,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,4,0,0,77,227,0,8,0,5,235,26,0,0,0,0,27,1334,16,17,4,11,1386
