LGA_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,13,442,94,538,121,15,140,574,116,687,12,6,11,448,96,543,121,15,140,579,119,701,22,38,64,884,791,1674,8,8,13,911,843,1752,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,63,56,115,0,0,0,66,58,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,3,10,11,8,15,23,338,360,703,4,5,8,357,380,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,3,6,11,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,0,0,0,4,9,17,0,0,0,4,9,17,0,0,0,4,9,17,16,35,48,569
LGA57490,6,25,4,27,0,0,0,0,0,0,0,0,0,0,0,0,63,71,133,1433,1326,2761,282,147,426,1775,1544,3318,73,72,144,1545,1403,2948,298,156,447,1913,1629,3542,1605,1673,3279,55686,57284,112970,247,239,485,57543,59190,116738,64,65,130,3,6,11,0,0,0,69,73,143,26,32,58,4837,5956,10802,29,22,49,4899,6014,10914,0,3,3,0,0,0,0,0,0,0,3,3,62,59,121,3,6,11,0,0,0,65,67,135,6,12,16,415,805,1219,4,0,7,422,816,1245,482,534,1018,23796,28043,51842,116,147,263,24398,28724,53124,0,0,0,398,377,776,0,0,0,402,377,781,6,7,16,434,436,871,3,0,4,446,441,887,0,0,0,16,26,44,0,0,0,16,26,44,5,11,18,0,0,0,0,0,0,5,11,18,12,9,19,408,488,893,5,4,5,416,500,914,16,20,34,408,488,893,5,4,5,424,507,933,1176,1207,2384,33883
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,54,31,82,80,13,98,133,45,183,4,0,5,54,30,80,80,13,98,133,45,182,0,0,0,45,26,67,0,0,0,45,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,36,0,0,0,20,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
LGA57700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,246,302,546,13,20,28,272,330,600,13,12,22,265,317,580,13,20,28,289,346,636,382,412,796,12806,13179,25987,72,56,125,13250,13646,26899,11,12,21,3,0,3,0,0,0,12,12,25,4,9,12,1642,1800,3441,7,3,5,1650,1812,3458,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,3,0,3,0,0,0,15,12,19,5,4,8,121,132,253,3,0,5,129,142,266,117,133,243,5548,6327,11872,31,31,64,5695,6489,12184,0,0,0,227,247,469,0,0,0,227,247,469,0,0,0,200,189,390,0,0,0,204,189,392,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,293,323,618,0,0,0,296,325,619,6,0,7,293,323,618,0,0,0,297,325,618,276,303,580,7767
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,22,864,781,1643,194,160,349,1067,951,2018,14,13,26,864,781,1643,194,160,349,1067,951,2018,58,30,91,325,336,665,3,3,6,391,370,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,51,89,0,0,0,42,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,0,0,0,3,14,19,23,13,38,136,159,295,0,0,0,159,172,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,43,25,64,218
LGA57840,4,6,4,11,0,0,0,4,0,4,0,0,0,4,0,8,32,30,60,637,617,1256,76,73,152,741,724,1464,32,30,60,669,658,1325,74,78,153,770,766,1540,279,271,549,15692,15985,31675,34,53,86,16000,16311,32305,21,10,28,0,0,3,0,0,0,21,13,37,9,5,10,4087,4736,8820,11,12,22,4101,4754,8856,0,0,0,0,0,0,0,0,0,0,0,0,18,10,30,0,0,0,0,0,0,18,13,34,0,3,5,577,776,1350,0,0,0,576,775,1354,117,126,248,8501,10069,18577,30,42,70,8650,10232,18889,0,0,0,435,412,847,0,0,0,435,412,846,4,5,6,581,476,1059,0,5,3,584,486,1070,0,0,0,50,39,89,0,0,0,50,39,89,3,0,7,0,0,0,0,0,0,3,3,8,0,0,0,136,190,326,0,0,0,142,193,326,8,4,10,136,191,327,0,0,0,148,189,335,179,166,346,9128
LGA57910,0,8,14,20,0,0,0,3,4,6,0,0,0,3,4,6,80,93,175,2052,2126,4181,160,144,303,2296,2368,4667,91,100,183,2169,2267,4437,169,155,326,2424,2517,4944,1116,1211,2324,73218,76918,150131,266,287,547,74596,78415,153013,52,64,122,0,6,12,0,0,0,54,69,128,23,19,46,29206,32491,61697,84,100,185,29315,32611,61929,0,6,10,0,0,0,0,0,0,0,6,10,51,64,116,0,6,12,0,0,0,52,67,120,8,3,10,3774,4874,8645,8,19,24,3790,4893,8682,425,545,969,43873,53051,96919,177,241,419,44473,53831,98310,0,5,8,3212,2893,6108,7,5,9,3221,2899,6122,15,14,28,4306,3964,8274,23,10,39,4344,3994,8339,0,0,0,1337,1446,2788,4,13,13,1342,1457,2800,3,10,15,0,0,0,0,0,0,3,10,15,4,5,12,1400,1432,2828,0,5,6,1410,1435,2843,6,16,27,1400,1432,2828,0,5,6,1411,1443,2851,740,730,1469,42787
LGA57980,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,19,33,203,242,447,99,101,194,309,361,677,8,19,33,210,252,462,99,101,194,322,371,695,55,55,117,6365,6893,13257,23,18,42,6441,6970,13411,0,0,3,0,0,3,0,0,0,5,0,6,0,4,6,1320,1670,2991,4,5,10,1320,1681,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,6,0,0,0,166,246,415,0,0,0,166,246,415,27,19,49,2741,3683,6420,14,20,31,2777,3726,6506,0,0,0,112,113,225,0,0,0,112,113,225,0,0,0,108,99,205,0,0,0,108,99,205,0,0,0,28,42,75,0,0,0,28,42,75,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,43,49,91,0,0,0,43,53,93,0,3,3,43,49,91,0,0,0,43,49,95,35,38,77,4296
LGA58050,0,0,3,6,0,0,0,4,3,5,0,0,0,4,3,5,298,295,594,1617,1494,3111,166,140,304,2083,1926,4007,308,302,604,1725,1590,3312,170,148,314,2197,2030,4225,2283,2358,4639,52211,52129,104336,241,214,454,54733,54701,109433,125,147,274,0,9,10,0,0,0,126,158,287,46,23,67,16809,18316,35126,34,41,79,16889,18384,35271,3,0,3,0,0,0,0,0,0,3,0,3,116,147,269,0,9,10,0,0,0,123,158,278,11,9,15,1564,2139,3705,7,3,3,1577,2151,3729,776,911,1692,28747,32513,61257,128,140,273,29647,33571,63219,0,0,0,2404,2292,4700,4,3,6,2410,2298,4706,14,11,19,3076,2965,6040,14,12,21,3098,2987,6084,0,0,0,79,88,168,0,0,0,79,88,168,7,9,13,0,0,0,0,0,0,7,9,13,5,9,13,1619,1644,3265,6,6,5,1629,1651,3281,12,10,26,1619,1644,3265,6,6,5,1641,1661,3297,1657,1580,3242,30239
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,10,3,11,0,0,0,10,8,19,3,5,3,10,3,11,0,0,0,10,8,19,10,17,29,171,131,299,0,0,4,184,142,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,19,88,68,154,4,0,0,90,84,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,79
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,50,12,14,27,44,31,76,0,0,0,31,23,53,12,14,27,44,36,78,25,28,50,218,196,412,6,0,5,247,221,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,13,15,23,106,101,205,0,0,0,122,114,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,26,110
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,67,153,22,4,27,110,73,181,0,6,0,94,76,168,22,4,30,115,82,200,65,59,115,1926,1852,3774,20,20,39,2006,1925,3932,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,66,79,147,0,0,0,68,80,144,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,17,25,41,0,0,0,17,25,41,19,24,43,795,845,1638,5,10,15,824,877,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,37,0,0,0,7,26,36,0,0,0,7,21,37,0,0,0,7,26,36,43,36,79,1102
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,0,0,0,4,12,24,0,0,0,4,7,20,0,0,0,4,12,24,8,8,17,120,110,231,4,0,4,130,115,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58,114,0,0,0,61,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,64
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,66,133,9,10,14,78,72,151,0,0,0,72,66,137,9,10,14,77,72,150,41,33,76,30,30,56,0,0,0,70,61,133,10,0,20,0,0,0,0,0,0,10,0,20,0,0,0,0,3,3,0,5,5,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,4,17,16,15,37,0,5,5,28,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,29,26,56,13
LGA58510,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,24,24,49,588,640,1227,207,248,451,821,911,1729,24,24,49,616,668,1288,209,247,455,851,938,1790,293,266,559,12534,12094,24629,40,47,86,12871,12406,25273,12,10,22,3,0,3,0,0,0,11,10,25,10,4,18,4181,4731,8912,4,15,20,4200,4754,8954,0,0,0,0,0,0,0,0,0,0,0,6,12,11,21,0,0,0,0,0,0,13,8,24,5,3,6,562,732,1295,0,3,3,566,743,1308,127,107,232,5797,6806,12602,29,32,61,5956,6939,12896,0,4,3,701,604,1311,0,0,0,702,609,1309,0,0,0,668,617,1282,0,7,7,668,619,1291,0,0,0,13,13,27,0,0,0,13,13,27,7,0,9,0,0,0,0,0,0,7,0,9,0,0,4,166,177,340,0,0,0,168,180,341,3,6,4,166,177,340,0,0,0,169,179,348,177,178,355,8469
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,13,26,11,11,16,28,22,50,3,0,3,18,11,32,11,11,16,28,23,57,17,10,29,341,307,646,3,0,3,361,318,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,0,0,0,13,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,4,9,172,159,330,5,0,5,178,158,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,21,172
LGA58570,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,19,50,372,351,721,81,50,131,474,417,892,30,19,52,386,369,760,77,50,126,491,437,934,127,142,266,13750,13304,27053,24,19,45,13895,13466,27361,14,13,27,0,0,4,0,0,0,19,15,29,8,4,8,3237,3945,7182,9,9,18,3252,3960,7211,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,0,0,4,0,0,0,19,15,29,0,0,0,376,557,933,0,0,0,373,558,933,53,58,106,5918,6838,12753,20,13,39,5988,6911,12899,0,0,0,256,223,482,0,0,0,256,224,482,3,0,3,221,183,402,0,0,0,224,183,410,0,0,0,122,137,256,0,0,0,122,140,257,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,90,106,196,0,0,0,90,107,202,0,0,3,90,106,196,0,0,0,91,109,196,91,98,194,9681
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,44,0,0,4,24,21,47,0,0,0,30,26,49,0,0,4,31,22,57,20,15,37,726,717,1439,9,12,21,761,742,1502,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,33,26,64,3,0,3,35,26,66,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,6,11,14,0,0,0,6,11,14,8,9,7,337,368,711,4,6,17,354,381,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,0,0,0,10,4,10,0,0,0,10,4,10,0,0,0,10,4,10,23,15,39,388
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,0,3,5,7,11,19,0,0,0,6,10,15,0,3,6,9,11,23,3,6,11,223,191,414,0,0,3,231,200,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,6,9,86,96,180,3,5,3,93,102,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,126
LGA58760,0,0,4,7,0,0,0,4,0,3,0,0,0,4,0,9,84,61,144,1518,1498,3024,69,55,122,1668,1611,3284,79,63,144,1630,1594,3225,73,60,133,1785,1716,3500,1731,1865,3597,74986,77160,152141,281,267,549,76996,79293,156289,86,93,184,7,9,13,0,0,0,94,106,200,21,32,55,20423,22509,42931,44,60,105,20493,22598,43090,0,4,3,0,0,0,0,0,0,0,4,3,84,97,177,7,9,13,0,0,0,91,102,193,8,7,20,2214,2939,5153,9,10,20,2235,2956,5187,545,675,1221,40574,47446,88021,155,208,357,41274,48329,89606,0,0,0,2601,2507,5106,3,0,5,2599,2514,5108,17,13,28,3091,3065,6159,18,14,31,3122,3097,6220,0,0,0,77,90,162,0,0,0,77,93,168,0,0,6,0,0,0,0,0,0,0,3,5,3,3,8,924,1000,1917,0,0,0,928,1001,1928,9,9,7,924,1000,1923,0,0,0,927,1006,1932,1258,1289,2547,44324
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,66,163,33,12,40,127,79,205,0,5,5,94,68,167,36,12,45,127,81,213,79,64,141,1705,1765,3477,15,13,26,1800,1843,3645,3,9,11,0,0,6,0,0,0,6,7,14,0,0,0,121,108,233,0,0,0,118,116,233,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,0,0,6,0,0,0,4,7,12,0,0,0,4,13,16,0,0,0,4,13,16,40,33,72,861,986,1844,7,7,15,917,1026,1937,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,14,0,0,0,3,3,14,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,0,0,0,5,7,16,0,0,0,5,7,16,0,0,0,5,8,18,43,33,75,910
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,25,4,0,5,18,17,32,0,0,0,17,14,27,4,0,5,18,16,35,16,8,27,343,297,639,0,0,0,362,304,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,143,161,304,0,0,0,151,160,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,190
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,86,15,101,55,8,61,144,25,170,3,0,3,84,15,105,55,8,61,146,25,163,0,3,4,107,107,212,0,0,0,109,103,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,56,114,0,0,0,63,61,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
