SEX,AGE,REGION,YEAR,POPULATION
Total,0-4,Bunbury,2014,11882
Total,0-4,Bunbury,2015,11774
Total,0-4,Bunbury,2016,11879
Total,0-4,Bunbury,2017,11824
Total,0-4,Bunbury,2018,11649
Total,0-4,Bunbury,2019,11475
Total,0-4,Bunbury,2020,11201
Total,0-4,Bunbury,2021,10873
Total,0-4,Bunbury,2022,10890
Female,30-34,Western Australia - Outback (South),2012,4318
Female,30-34,Western Australia - Outback (South),2013,4479
Female,30-34,Western Australia - Outback (South),2014,4450
Female,30-34,Western Australia - Outback (South),2015,4421
Female,30-34,Western Australia - Outback (South),2016,4410
Female,30-34,Western Australia - Outback (South),2017,4386
Female,30-34,Western Australia - Outback (South),2018,4269
Female,30-34,Western Australia - Outback (South),2019,4245
Female,30-34,Western Australia - Outback (South),2020,4200
Female,30-34,Western Australia - Outback (South),2021,4113
Female,30-34,Western Australia - Outback (South),2022,4099
Male,25-29,Western Australia - Outback (North),2012,6931
Male,25-29,Western Australia - Outback (North),2013,6832
Male,25-29,Western Australia - Outback (North),2014,6428
Male,25-29,Western Australia - Outback (North),2015,6180
Male,25-29,Western Australia - Outback (North),2016,5952
Male,25-29,Western Australia - Outback (North),2017,5567
Male,25-29,Western Australia - Outback (North),2018,5196
Male,25-29,Western Australia - Outback (North),2019,4891
Male,25-29,Western Australia - Outback (North),2020,4661
Male,25-29,Western Australia - Outback (North),2021,4323
Male,25-29,Western Australia - Outback (North),2022,4367
Female,55-59,Perth - South West,2012,11430
Female,55-59,Perth - South West,2013,11640
Female,55-59,Perth - South West,2014,11925
Female,55-59,Perth - South West,2015,12157
Female,55-59,Perth - South West,2016,12308
Female,55-59,Perth - South West,2017,12732
Female,55-59,Perth - South West,2018,13164
Female,55-59,Perth - South West,2019,13540
Female,55-59,Perth - South West,2020,13947
Female,55-59,Perth - South West,2021,14203
Female,55-59,Perth - South West,2022,14188
Female,80-84,Perth - Inner,2012,1885
Female,80-84,Perth - Inner,2013,1808
Female,80-84,Perth - Inner,2014,1774
Female,80-84,Perth - Inner,2015,1773
Female,80-84,Perth - Inner,2016,1854
Female,80-84,Perth - Inner,2017,1892
Female,80-84,Perth - Inner,2018,1954
Female,80-84,Perth - Inner,2019,2047
Female,80-84,Perth - Inner,2020,2063
Female,80-84,Perth - Inner,2021,2108
Female,80-84,Perth - Inner,2022,2210
Male,30-34,Perth - North West,2012,19490
Male,30-34,Perth - North West,2013,20822
Male,30-34,Perth - North West,2014,21772
Male,30-34,Perth - North West,2015,22483
Male,30-34,Perth - North West,2016,22681
Male,30-34,Perth - North West,2017,22851
Male,30-34,Perth - North West,2018,22737
Male,30-34,Perth - North West,2019,22458
Male,30-34,Perth - North West,2020,22250
Male,30-34,Perth - North West,2021,21799
Male,30-34,Perth - North West,2022,21499
Male,60-64,Western Australia - Outback (North),2012,2068
Male,60-64,Western Australia - Outback (North),2013,2280
Male,60-64,Western Australia - Outback (North),2014,2292
Male,60-64,Western Australia - Outback (North),2015,2220
Male,60-64,Western Australia - Outback (North),2016,2107
Male,60-64,Western Australia - Outback (North),2017,2134
Male,60-64,Western Australia - Outback (North),2018,2141
Male,60-64,Western Australia - Outback (North),2019,2185
Male,60-64,Western Australia - Outback (North),2020,2243
Male,60-64,Western Australia - Outback (North),2021,2343
Male,60-64,Western Australia - Outback (North),2022,2479
Total,All ages,Perth - North East,2012,240280
Total,All ages,Perth - North East,2013,247401
Total,All ages,Perth - North East,2014,252142
Total,All ages,Perth - North East,2015,255880
Total,All ages,Perth - North East,2016,259516
Total,All ages,Perth - North East,2017,263588
Total,All ages,Perth - North East,2018,268076
Total,All ages,Perth - North East,2019,273903
Total,All ages,Perth - North East,2020,281004
Total,All ages,Perth - North East,2021,286691
Total,All ages,Perth - North East,2022,292231
Total,60-64,Perth - North East,2012,12166
Total,60-64,Perth - North East,2013,12248
Total,60-64,Perth - North East,2014,12517
Total,60-64,Perth - North East,2015,12873
Total,60-64,Perth - North East,2016,13056
Total,60-64,Perth - North East,2017,13350
Total,60-64,Perth - North East,2018,13739
Total,60-64,Perth - North East,2019,14248
Total,60-64,Perth - North East,2020,14942
Total,60-64,Perth - North East,2021,15508
Total,60-64,Perth - North East,2022,16086
Total,Oct-14,Bunbury,2012,11910
Total,Oct-14,Bunbury,2013,12162
Total,Oct-14,Bunbury,2014,12170
Total,Oct-14,Bunbury,2015,12285
Total,Oct-14,Bunbury,2016,12359
Total,Oct-14,Bunbury,2017,12631
Total,Oct-14,Bunbury,2018,12944
Total,Oct-14,Bunbury,2019,13234
Total,Oct-14,Bunbury,2020,13604
Total,Oct-14,Bunbury,2021,13887
Total,Oct-14,Bunbury,2022,13910
Total,15-19,Western Australia - Wheat Belt,2012,7738
Total,15-19,Western Australia - Wheat Belt,2013,7817
Total,15-19,Western Australia - Wheat Belt,2014,7834
Total,15-19,Western Australia - Wheat Belt,2015,7654
Total,15-19,Western Australia - Wheat Belt,2016,7417
Total,15-19,Western Australia - Wheat Belt,2017,7441
Total,15-19,Western Australia - Wheat Belt,2018,7375
Total,15-19,Western Australia - Wheat Belt,2019,7386
Total,15-19,Western Australia - Wheat Belt,2020,7409
Total,15-19,Western Australia - Wheat Belt,2021,7555
Total,15-19,Western Australia - Wheat Belt,2022,7901
Female,55-59,Bunbury,2012,5711
Female,55-59,Bunbury,2013,5918
Female,55-59,Bunbury,2014,6149
Female,55-59,Bunbury,2015,6256
Female,55-59,Bunbury,2016,6367
Female,55-59,Bunbury,2017,6572
Female,55-59,Bunbury,2018,6633
Female,55-59,Bunbury,2019,6668
Female,55-59,Bunbury,2020,6754
Female,55-59,Bunbury,2021,6686
Female,55-59,Bunbury,2022,6693
Female,All ages,Perth - Inner,2012,86014
Female,All ages,Perth - Inner,2013,87890
Female,All ages,Perth - Inner,2014,88828
Female,All ages,Perth - Inner,2015,89413
Female,All ages,Perth - Inner,2016,89737
Female,All ages,Perth - Inner,2017,90654
Female,All ages,Perth - Inner,2018,91434
Female,All ages,Perth - Inner,2019,92756
Female,All ages,Perth - Inner,2020,94803
Female,All ages,Perth - Inner,2021,94739
Female,All ages,Perth - Inner,2022,95617
Total,70-74,Perth - Inner,2012,5100
Total,70-74,Perth - Inner,2013,5234
Total,70-74,Perth - Inner,2014,5424
Total,70-74,Perth - Inner,2015,5645
Total,70-74,Perth - Inner,2016,5929
Total,70-74,Perth - Inner,2017,6301
Total,70-74,Perth - Inner,2018,6749
Total,70-74,Perth - Inner,2019,7113
Total,70-74,Perth - Inner,2020,7587
Total,70-74,Perth - Inner,2021,7849
Total,70-74,Perth - Inner,2022,7917
Female,15-19,Western Australia - Wheat Belt,2012,3653
Female,15-19,Western Australia - Wheat Belt,2013,3649
Female,15-19,Western Australia - Wheat Belt,2014,3643
Female,15-19,Western Australia - Wheat Belt,2015,3587
Female,15-19,Western Australia - Wheat Belt,2016,3476
Female,15-19,Western Australia - Wheat Belt,2017,3493
Female,15-19,Western Australia - Wheat Belt,2018,3470
Female,15-19,Western Australia - Wheat Belt,2019,3458
Female,15-19,Western Australia - Wheat Belt,2020,3455
Female,15-19,Western Australia - Wheat Belt,2021,3554
Female,15-19,Western Australia - Wheat Belt,2022,3749
Female,40-44,Perth - North East,2012,9229
Female,40-44,Perth - North East,2013,9440
Female,40-44,Perth - North East,2014,9394
Female,40-44,Perth - North East,2015,9323
Female,40-44,Perth - North East,2016,9243
Female,40-44,Perth - North East,2017,9000
Female,40-44,Perth - North East,2018,8916
Female,40-44,Perth - North East,2019,9099
Female,40-44,Perth - North East,2020,9315
Female,40-44,Perth - North East,2021,9640
Female,40-44,Perth - North East,2022,9990
Female,5-Sep,Perth - North East,2012,7333
Female,5-Sep,Perth - North East,2013,7566
Female,5-Sep,Perth - North East,2014,7798
Female,5-Sep,Perth - North East,2015,8005
Female,5-Sep,Perth - North East,2016,8269
Female,5-Sep,Perth - North East,2017,8396
Female,5-Sep,Perth - North East,2018,8515
Female,5-Sep,Perth - North East,2019,8743
Female,5-Sep,Perth - North East,2020,8933
Female,5-Sep,Perth - North East,2021,9040
Female,5-Sep,Perth - North East,2022,9196
Female,80-84,Perth - North West,2012,4864
Female,80-84,Perth - North West,2013,4927
Female,80-84,Perth - North West,2014,4968
Female,80-84,Perth - North West,2015,4969
Female,80-84,Perth - North West,2016,5099
Female,80-84,Perth - North West,2017,5272
Female,80-84,Perth - North West,2018,5472
Female,80-84,Perth - North West,2019,5736
Female,80-84,Perth - North West,2020,6101
Female,80-84,Perth - North West,2021,6388
Female,80-84,Perth - North West,2022,6717
Male,Oct-14,Perth - Inner,2012,4147
Male,Oct-14,Perth - Inner,2013,4274
Male,Oct-14,Perth - Inner,2014,4434
Male,Oct-14,Perth - Inner,2015,4468
Male,Oct-14,Perth - Inner,2016,4602
Male,Oct-14,Perth - Inner,2017,4721
Male,Oct-14,Perth - Inner,2018,4911
Male,Oct-14,Perth - Inner,2019,5079
Male,Oct-14,Perth - Inner,2020,5262
Male,Oct-14,Perth - Inner,2021,5352
Male,Oct-14,Perth - Inner,2022,5341
Male,40-44,Perth - South East,2012,16950
Male,40-44,Perth - South East,2013,17267
Male,40-44,Perth - South East,2014,17251
Male,40-44,Perth - South East,2015,17347
Male,40-44,Perth - South East,2016,17112
Male,40-44,Perth - South East,2017,17127
Male,40-44,Perth - South East,2018,17416
Male,40-44,Perth - South East,2019,17904
Male,40-44,Perth - South East,2020,18534
Male,40-44,Perth - South East,2021,19370
Male,40-44,Perth - South East,2022,20321
Female,20-24,Perth - South West,2012,14182
Female,20-24,Perth - South West,2013,14522
Female,20-24,Perth - South West,2014,14529
Female,20-24,Perth - South West,2015,14384
Female,20-24,Perth - South West,2016,14224
Female,20-24,Perth - South West,2017,14082
Female,20-24,Perth - South West,2018,13892
Female,20-24,Perth - South West,2019,13923
Female,20-24,Perth - South West,2020,14072
Female,20-24,Perth - South West,2021,13863
Female,20-24,Perth - South West,2022,13982
Total,75-79,Western Australia - Outback (North),2012,428
Total,75-79,Western Australia - Outback (North),2013,484
Total,75-79,Western Australia - Outback (North),2014,482
Total,75-79,Western Australia - Outback (North),2015,489
Total,75-79,Western Australia - Outback (North),2016,480
Total,75-79,Western Australia - Outback (North),2017,525
Total,75-79,Western Australia - Outback (North),2018,559
Total,75-79,Western Australia - Outback (North),2019,587
Total,75-79,Western Australia - Outback (North),2020,605
Total,75-79,Western Australia - Outback (North),2021,609
Total,75-79,Western Australia - Outback (North),2022,693
Male,85 and over,Perth - South East,2012,2380
Male,85 and over,Perth - South East,2013,2481
Male,85 and over,Perth - South East,2014,2610
Male,85 and over,Perth - South East,2015,2768
Male,85 and over,Perth - South East,2016,2909
Male,85 and over,Perth - South East,2017,3005
Male,85 and over,Perth - South East,2018,3121
Male,85 and over,Perth - South East,2019,3216
Male,85 and over,Perth - South East,2020,3463
Male,85 and over,Perth - South East,2021,3637
Male,85 and over,Perth - South East,2022,3788
Female,5-Sep,Perth - North West,2012,16457
Female,5-Sep,Perth - North West,2013,17125
Female,5-Sep,Perth - North West,2014,17543
Female,5-Sep,Perth - North West,2015,18110
Female,5-Sep,Perth - North West,2016,18392
Female,5-Sep,Perth - North West,2017,18490
Female,5-Sep,Perth - North West,2018,18581
Female,5-Sep,Perth - North West,2019,18841
Female,5-Sep,Perth - North West,2020,18976
Female,5-Sep,Perth - North West,2021,19115
Female,5-Sep,Perth - North West,2022,19130
Total,40-44,Western Australia - Outback (South),2012,9804
Total,40-44,Western Australia - Outback (South),2013,9862
Total,40-44,Western Australia - Outback (South),2014,9507
Total,40-44,Western Australia - Outback (South),2015,9017
Total,40-44,Western Australia - Outback (South),2016,8379
Total,40-44,Western Australia - Outback (South),2017,8009
Total,40-44,Western Australia - Outback (South),2018,7791
Total,40-44,Western Australia - Outback (South),2019,7706
Total,40-44,Western Australia - Outback (South),2020,7662
Total,40-44,Western Australia - Outback (South),2021,7776
Total,40-44,Western Australia - Outback (South),2022,7903
Female,65-69,Western Australia - Outback (North),2012,638
Female,65-69,Western Australia - Outback (North),2013,702
Female,65-69,Western Australia - Outback (North),2014,712
Female,65-69,Western Australia - Outback (North),2015,733
Female,65-69,Western Australia - Outback (North),2016,778
Female,65-69,Western Australia - Outback (North),2017,849
Female,65-69,Western Australia - Outback (North),2018,885
Female,65-69,Western Australia - Outback (North),2019,944
Female,65-69,Western Australia - Outback (North),2020,983
Female,65-69,Western Australia - Outback (North),2021,1018
Female,65-69,Western Australia - Outback (North),2022,1085
Male,50-54,Western Australia - Outback (North),2012,4398
Male,50-54,Western Australia - Outback (North),2013,4510
Male,50-54,Western Australia - Outback (North),2014,4422
Male,50-54,Western Australia - Outback (North),2015,4214
Male,50-54,Western Australia - Outback (North),2016,3887
Male,50-54,Western Australia - Outback (North),2017,3744
Male,50-54,Western Australia - Outback (North),2018,3623
Male,50-54,Western Australia - Outback (North),2019,3518
Male,50-54,Western Australia - Outback (North),2020,3498
Male,50-54,Western Australia - Outback (North),2021,3525
Male,50-54,Western Australia - Outback (North),2022,3664
Male,85 and over,Mandurah,2012,707
Male,85 and over,Mandurah,2013,740
Male,85 and over,Mandurah,2014,790
Male,85 and over,Mandurah,2015,884
Male,85 and over,Mandurah,2016,1009
Male,85 and over,Mandurah,2017,1045
Male,85 and over,Mandurah,2018,1103
Male,85 and over,Mandurah,2019,1148
Male,85 and over,Mandurah,2020,1224
Male,85 and over,Mandurah,2021,1333
Male,85 and over,Mandurah,2022,1462
Female,60-64,Perth - North East,2012,6090
Female,60-64,Perth - North East,2013,6146
Female,60-64,Perth - North East,2014,6245
Female,60-64,Perth - North East,2015,6464
Female,60-64,Perth - North East,2016,6595
Female,60-64,Perth - North East,2017,6776
Female,60-64,Perth - North East,2018,7006
Female,60-64,Perth - North East,2019,7228
Female,60-64,Perth - North East,2020,7620
Female,60-64,Perth - North East,2021,7908
Female,60-64,Perth - North East,2022,8187
Total,25-29,Perth - North West,2012,43167
Total,25-29,Perth - North West,2013,45012
Total,25-29,Perth - North West,2014,45179
Total,25-29,Perth - North West,2015,44836
Total,25-29,Perth - North West,2016,43915
Total,25-29,Perth - North West,2017,42282
Total,25-29,Perth - North West,2018,40997
Total,25-29,Perth - North West,2019,40288
Total,25-29,Perth - North West,2020,39746
Total,25-29,Perth - North West,2021,38718
Total,25-29,Perth - North West,2022,38885
Total,70-74,Perth - South East,2012,13222
Total,70-74,Perth - South East,2013,13514
Total,70-74,Perth - South East,2014,14043
Total,70-74,Perth - South East,2015,14440
Total,70-74,Perth - South East,2016,14995
Total,70-74,Perth - South East,2017,16273
Total,70-74,Perth - South East,2018,17580
Total,70-74,Perth - South East,2019,18766
Total,70-74,Perth - South East,2020,20059
Total,70-74,Perth - South East,2021,20995
Total,70-74,Perth - South East,2022,21111
Female,75-79,Western Australia - Outback (South),2012,1181
Female,75-79,Western Australia - Outback (South),2013,1198
Female,75-79,Western Australia - Outback (South),2014,1218
Female,75-79,Western Australia - Outback (South),2015,1258
Female,75-79,Western Australia - Outback (South),2016,1295
Female,75-79,Western Australia - Outback (South),2017,1351
Female,75-79,Western Australia - Outback (South),2018,1400
Female,75-79,Western Australia - Outback (South),2019,1497
Female,75-79,Western Australia - Outback (South),2020,1564
Female,75-79,Western Australia - Outback (South),2021,1676
Female,75-79,Western Australia - Outback (South),2022,1778
Female,0-4,Bunbury,2012,5604
Female,0-4,Bunbury,2013,5646
Female,0-4,Bunbury,2014,5727
Female,0-4,Bunbury,2015,5662
Female,0-4,Bunbury,2016,5824
Female,0-4,Bunbury,2017,5777
Female,0-4,Bunbury,2018,5673
Female,0-4,Bunbury,2019,5553
Female,0-4,Bunbury,2020,5429
Female,0-4,Bunbury,2021,5263
Female,0-4,Bunbury,2022,5342
Total,80-84,Bunbury,2012,3039
Total,80-84,Bunbury,2013,3063
Total,80-84,Bunbury,2014,3090
Total,80-84,Bunbury,2015,3195
Total,80-84,Bunbury,2016,3375
Total,80-84,Bunbury,2017,3559
Total,80-84,Bunbury,2018,3725
Total,80-84,Bunbury,2019,4031
Total,80-84,Bunbury,2020,4336
Total,80-84,Bunbury,2021,4579
Total,80-84,Bunbury,2022,4784
Female,15-19,Perth - Inner,2012,4954
Female,15-19,Perth - Inner,2013,4932
Female,15-19,Perth - Inner,2014,4991
Female,15-19,Perth - Inner,2015,5089
Female,15-19,Perth - Inner,2016,5132
Female,15-19,Perth - Inner,2017,5249
Female,15-19,Perth - Inner,2018,5229
Female,15-19,Perth - Inner,2019,5210
Female,15-19,Perth - Inner,2020,5286
Female,15-19,Perth - Inner,2021,5375
Female,15-19,Perth - Inner,2022,5485
Male,75-79,Perth - South East,2012,4379
Male,75-79,Perth - South East,2013,4623
Male,75-79,Perth - South East,2014,4842
Male,75-79,Perth - South East,2015,4974
Male,75-79,Perth - South East,2016,5219
Male,75-79,Perth - South East,2017,5453
Male,75-79,Perth - South East,2018,5643
Male,75-79,Perth - South East,2019,5945
Male,75-79,Perth - South East,2020,6328
Male,75-79,Perth - South East,2021,6661
Male,75-79,Perth - South East,2022,7245
