SA2_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
511031279,0,0,3,4,0,0,0,0,0,4,17,13,3,13,14,4,66,898,332,43,304,256,13,1852,0,0,0,6,3,0,8,0,12,0,0,4,0,15,7,64,10,15,27,5,131,13,36,9,22,35,0,110,33,38,0,26,53,0,152,92,71,0,48,43,3,264,271,24,0,68,36,0,395,294,9,0,69,15,0,384,116,0,0,22,4,0,145,66,0,0,9,4,0,82,13,0,0,3,0,0,23,6,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,0,5,3,0,9,23,15,5,20,30,4,99,937,283,26,307,258,11,1819
511031280,0,0,0,0,0,0,0,0,0,0,3,11,0,9,18,0,44,576,187,15,182,168,3,1132,0,4,0,0,0,0,8,3,6,0,3,8,0,21,7,29,27,4,24,4,99,0,31,3,5,31,0,76,11,18,0,21,4,0,63,27,39,0,25,31,0,115,115,28,0,41,30,0,210,231,4,0,68,15,0,317,117,0,0,18,5,0,146,50,5,0,9,0,0,63,12,0,0,0,0,0,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,3,10,30,3,70,598,175,35,205,182,8,1211
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,0,0,0,0,0,0,0,0,3,9,0,0,7,14,0,35,280,40,27,129,69,7,554,0,0,0,6,6,0,14,0,3,0,8,3,0,14,24,6,11,18,8,0,69,74,7,4,41,12,0,135,43,0,4,19,3,0,71,48,0,7,20,6,0,90,42,0,4,5,3,0,52,9,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,12,30,5,57,259,33,32,131,72,9,524
511031283,0,0,0,0,0,0,0,0,0,0,0,67,6,4,45,5,120,0,365,49,62,128,8,606,0,143,51,4,80,9,281,0,54,27,0,3,4,87,0,26,5,0,17,0,44,0,9,8,8,20,0,46,0,3,3,6,5,0,12,0,0,0,9,4,0,17,0,0,0,4,4,0,12,4,0,0,8,3,0,9,0,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,16,78,5,136,6,272,104,54,213,10,656
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,3,0,0,0,0,0,0,0,0,4,15,25,3,21,4,4,70,762,432,52,471,103,15,1837,4,11,0,4,0,0,24,5,20,0,8,0,0,25,31,142,12,37,6,0,230,158,65,27,73,21,7,348,145,14,6,95,13,0,276,232,32,6,121,20,3,416,195,10,3,115,13,0,342,90,5,0,38,4,0,140,23,0,0,11,0,0,37,5,0,0,6,0,0,6,5,0,0,7,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,18,9,35,31,0,104,903,320,65,548,119,16,1969
511041286,0,0,4,0,0,0,0,0,0,0,5,15,3,7,0,0,26,214,141,8,193,19,9,581,0,0,0,3,0,0,3,0,4,0,3,0,0,5,6,10,0,10,0,0,28,47,21,0,38,3,3,107,38,12,3,48,9,0,107,48,4,0,47,5,0,111,41,3,7,32,0,0,83,13,0,0,23,3,0,38,5,0,0,4,0,0,13,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,5,0,32,207,61,16,222,27,5,541
511041287,0,0,0,0,0,0,0,0,0,0,8,5,0,11,0,0,27,360,68,7,176,50,4,664,0,4,0,0,0,0,7,0,0,0,0,0,0,4,7,7,0,13,3,0,24,3,10,0,10,5,0,30,14,3,0,19,11,0,50,39,7,0,41,14,0,94,199,19,3,66,17,0,304,114,0,0,45,8,0,166,26,0,0,8,0,0,29,5,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,17,7,4,36,407,55,6,213,73,3,762
511041288,0,0,0,0,0,0,3,0,0,3,7,4,0,10,7,0,33,546,123,6,281,92,4,1043,0,0,0,3,0,0,3,0,0,0,4,0,0,3,0,3,0,14,3,0,20,9,21,8,20,10,0,60,21,4,0,29,9,0,65,71,21,0,55,15,0,165,203,39,3,89,35,0,363,195,0,0,60,4,0,268,36,3,0,7,0,0,42,5,0,0,3,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,9,0,35,549,98,17,287,87,3,1039
511041289,0,0,0,0,0,0,0,11,0,11,4,5,0,9,14,0,32,146,70,8,82,53,8,369,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,20,9,13,0,0,45,9,14,9,8,4,0,42,5,3,0,15,3,0,33,35,4,3,32,12,0,82,55,0,3,26,5,0,92,28,0,0,14,3,0,46,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,6,4,0,12,15,0,36,146,46,25,122,53,4,402
511041290,0,0,0,0,0,0,0,0,0,0,0,21,0,9,20,0,45,8,138,14,46,97,6,299,0,23,0,7,21,0,47,0,12,3,0,5,0,17,0,37,9,14,20,7,78,0,19,9,7,9,0,43,0,7,0,8,4,0,15,0,3,0,5,7,0,19,0,0,0,8,3,0,9,0,0,0,4,0,0,10,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,23,0,23,72,0,119,9,120,31,73,153,4,379
511041291,0,0,0,0,0,0,3,0,0,4,0,7,4,14,26,3,56,33,64,7,154,128,3,382,0,0,0,4,4,0,11,0,3,3,0,21,0,27,0,17,3,22,11,0,55,7,12,0,31,6,0,54,8,0,0,23,6,0,44,7,10,0,19,7,0,42,3,0,5,9,4,0,15,5,0,0,5,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55,0,74,38,42,15,120,111,4,327
511041292,0,0,0,0,0,0,6,4,0,14,0,5,0,16,24,4,50,110,57,13,237,114,8,534,0,3,0,0,7,0,16,0,4,0,6,0,0,8,0,12,4,16,7,0,40,5,8,6,32,5,0,58,11,3,0,30,13,0,62,22,7,0,28,18,0,72,16,0,0,37,18,0,79,8,0,0,11,15,0,36,0,0,0,5,5,0,16,0,0,0,0,4,0,3,3,0,0,6,5,0,6,0,0,0,0,0,0,9,0,0,0,0,7,0,4,6,0,0,8,3,0,20,0,6,0,46,51,5,102,82,46,15,229,155,4,531
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
