POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA6722,22,17,29,18,22,6,9,7,0,133,39,45,65,76,54,12,22,24,4,347,103,74,897,118,142,43,241,128,51,1796,10,0,20,17,22,13,28,19,3,139,10,4,11,13,9,9,13,9,0,88,4,0,8,0,0,3,4,3,0,31,9,4,17,3,5,4,19,18,25,115,272,550,1124,321,337,125,361,251,97,3437
POA6725,35,57,15,31,30,14,7,18,4,209,73,64,20,102,66,25,8,31,3,383,141,101,393,156,138,65,94,92,26,1200,4,8,0,24,27,14,8,5,0,97,8,13,3,18,17,6,0,13,0,87,9,6,0,10,3,0,0,0,0,25,5,29,15,24,25,14,12,26,26,172,494,1004,517,517,434,176,140,236,76,3594
POA6726,20,40,8,13,12,8,4,6,0,114,47,48,22,55,30,9,4,11,5,228,73,39,215,89,65,28,44,68,4,639,3,11,3,14,13,8,0,7,0,66,13,3,5,12,6,4,3,3,0,48,7,3,3,0,0,3,0,4,0,17,6,12,9,9,8,3,0,9,12,64,325,668,286,287,217,81,67,133,32,2100
POA6728,9,13,3,13,0,0,0,4,0,49,15,13,6,27,17,4,0,3,0,84,33,30,90,82,41,7,20,57,10,373,3,7,6,14,9,3,0,5,0,41,3,0,0,15,4,0,4,0,0,33,3,0,0,0,0,0,0,0,0,5,0,5,7,8,0,0,0,5,5,41,130,288,108,193,83,25,25,86,17,955
POA6740,0,5,0,4,0,0,0,0,0,14,0,8,4,3,5,0,0,7,0,25,10,10,21,17,5,5,11,9,7,92,0,6,4,4,4,3,0,0,0,16,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,14,28,61,30,48,21,6,15,18,5,227
POA6743,22,24,5,28,20,4,3,8,0,112,38,35,11,49,28,6,6,6,0,179,118,46,217,83,74,15,59,66,15,696,7,8,0,12,8,4,0,3,0,48,5,5,5,9,9,4,0,6,0,42,3,0,0,0,0,0,0,5,0,24,3,15,8,24,11,8,6,19,16,105,334,532,278,283,224,71,88,138,42,1994
POA6751,6,9,14,6,10,4,8,0,0,57,21,10,15,21,19,4,29,20,0,138,33,23,395,33,54,7,171,42,30,783,4,0,4,7,3,4,19,7,3,40,3,0,6,4,4,3,3,6,0,29,0,0,0,5,0,0,0,0,0,9,4,6,0,0,4,9,12,8,3,41,113,213,463,100,107,33,271,104,38,1448
POA6753,10,12,24,19,8,5,18,9,0,100,26,25,45,23,24,8,40,11,8,213,55,48,638,56,58,12,256,85,20,1236,0,5,25,11,10,7,17,22,6,97,0,0,5,4,7,6,18,9,0,54,0,0,0,0,0,0,0,0,0,8,3,6,13,6,5,3,17,9,12,81,175,329,801,159,147,56,411,189,53,2323
POA6754,3,0,0,3,0,0,7,4,0,15,3,4,5,6,3,0,8,4,0,40,10,3,105,11,15,0,72,9,8,228,0,0,0,0,0,0,4,6,0,12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,12,29,37,125,21,31,8,109,26,12,396
POA6758,6,3,0,6,0,0,4,0,0,15,6,3,8,3,0,0,3,0,0,29,3,3,133,0,8,0,53,12,0,214,0,0,0,5,0,0,6,9,0,17,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7,20,54,162,13,15,0,79,28,4,370
POA6760,0,5,0,0,0,0,4,0,0,13,0,3,10,0,4,0,4,0,0,20,0,0,65,8,3,0,17,26,0,126,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,17,15,28,88,14,8,4,38,38,7,237
POA6762,0,0,4,0,0,0,0,0,0,9,5,5,5,0,0,0,5,0,0,14,3,5,63,0,4,0,29,4,0,110,0,7,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,37,83,4,9,0,40,13,0,204
POA6765,0,0,0,3,0,0,0,0,0,6,4,3,0,7,3,4,0,0,0,24,13,12,21,22,14,7,0,9,0,88,0,4,0,0,3,0,0,0,0,13,0,5,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,4,0,5,3,0,0,0,3,26,42,106,28,53,31,7,3,25,3,306
POA6770,4,3,0,3,0,0,0,0,0,20,7,3,0,3,3,0,0,0,0,18,25,13,35,38,14,6,5,21,7,157,0,3,6,4,0,3,0,3,0,22,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,3,7,5,28,73,120,48,76,32,7,16,36,17,429
