POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6213,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,12,10,0,4,31,5,0,0,0,3,0,3,0,0,19,53,26,25,29,50,44,43,11,13,294,..,0,28,37,42,40,60,15,7,232,..,5,15,4,25,12,3,0,0,65,..,0,0,0,4,0,0,3,0,16,92,..,..,..,..,..,..,..,..,92,..,13,..,..,..,..,..,..,..,13,..,17,11,3,5,4,0,0,0,36,..,6,0,0,0,0,0,3,4,14,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,4,0,0,0,7,..,0,0,3,9,25,19,8,9,63,5,0,0,0,4,7,5,4,0,25,96,41,54,58,86,94,94,34,18,570
POA6214,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,9,57,40,26,40,45,43,33,15,0,306,..,0,16,41,61,57,58,21,3,255,..,12,13,18,6,9,4,0,0,68,..,0,3,10,5,4,0,3,0,28,125,..,..,..,..,..,..,..,..,125,..,30,..,..,..,..,..,..,..,30,..,33,9,7,0,4,0,0,0,52,..,0,0,0,0,0,3,0,0,3,..,5,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,5,0,4,12,15,0,0,33,3,0,5,4,0,0,3,0,0,13,131,84,45,80,88,89,78,26,4,628
POA6215,..,0,0,4,9,9,11,0,0,28,..,6,9,12,22,40,51,42,20,201,13,4,5,3,3,4,4,5,0,45,338,177,169,227,254,302,258,132,40,1906,..,4,89,217,277,353,343,162,30,1478,..,18,96,91,78,61,27,12,0,381,..,0,19,39,44,24,10,4,8,147,647,..,..,..,..,..,..,..,..,647,..,147,..,..,..,..,..,..,..,147,..,160,46,11,13,3,0,0,0,233,..,6,7,0,7,14,15,12,5,62,..,13,12,7,0,4,3,0,0,29,..,5,12,8,8,21,22,4,0,84,..,9,25,30,67,97,105,68,34,438,12,19,5,7,8,9,10,5,0,76,658,372,311,420,498,582,539,270,78,3724
POA6218,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,9,4,3,0,17,0,0,0,0,0,0,0,0,0,8,51,32,26,31,28,38,34,6,0,243,..,4,22,30,35,41,44,8,4,182,..,8,18,3,0,11,6,0,0,46,..,0,4,6,8,5,0,4,0,29,103,..,..,..,..,..,..,..,..,103,..,14,..,..,..,..,..,..,..,14,..,17,5,0,6,3,0,0,0,31,..,3,0,0,0,0,4,0,0,7,..,0,5,0,0,0,0,0,0,6,..,0,0,0,0,11,0,0,0,10,..,0,0,8,5,23,10,4,0,54,0,0,0,0,0,5,0,0,0,14,103,55,50,51,58,84,70,13,9,499
POA6219,..,0,0,0,0,4,0,0,0,3,..,0,0,0,4,0,11,4,0,17,3,0,0,0,0,0,0,0,0,6,40,31,26,34,54,48,22,18,9,283,..,0,19,26,53,66,37,14,3,219,..,4,14,15,17,15,0,0,0,62,..,0,3,3,8,3,5,4,3,32,91,..,..,..,..,..,..,..,..,91,..,26,..,..,..,..,..,..,..,26,..,26,9,4,5,3,0,0,0,50,..,0,0,0,0,3,0,5,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,8,..,0,0,5,4,11,11,4,3,36,9,0,4,7,0,0,0,0,0,18,102,62,45,62,96,107,65,24,12,563
POA6220,..,4,25,4,10,9,0,0,0,61,..,6,0,7,19,27,70,70,33,236,0,4,6,4,9,8,6,0,6,44,346,163,244,235,257,268,259,159,57,1990,..,8,175,270,280,318,319,169,36,1574,..,29,101,62,67,51,29,15,0,358,..,11,22,41,37,19,13,15,11,165,704,..,..,..,..,..,..,..,..,704,..,114,..,..,..,..,..,..,..,114,..,139,55,32,25,18,0,0,0,267,..,10,22,10,7,12,19,3,0,78,..,7,47,4,0,3,0,0,0,67,..,7,46,34,17,12,7,0,0,129,..,7,28,29,67,58,105,89,45,435,5,8,12,4,13,13,10,0,0,76,715,356,505,492,515,498,503,294,100,3970
POA6221,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,4,0,6,0,0,3,0,0,3,0,0,0,6,13,17,10,12,15,21,17,6,0,117,..,0,5,11,28,26,23,3,3,101,..,0,6,5,0,0,0,0,0,18,..,0,0,5,0,0,3,3,0,13,28,..,..,..,..,..,..,..,..,28,..,19,..,..,..,..,..,..,..,19,..,15,3,0,0,0,0,0,0,27,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,11,0,5,3,0,0,3,4,0,0,10,28,42,19,23,32,38,28,12,6,229
POA6223,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,10,5,12,15,8,8,0,0,77,..,0,6,11,29,15,4,4,0,71,..,0,0,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,14,3,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,27,13,11,18,32,22,9,10,0,143
POA6224,..,0,3,0,0,0,7,0,0,9,..,3,4,4,5,12,14,11,3,54,0,3,3,0,0,3,0,0,0,11,88,64,59,56,82,79,72,43,6,550,..,0,36,60,83,102,91,48,7,430,..,15,28,13,29,16,5,0,0,99,..,3,6,7,18,7,6,6,0,54,197,..,..,..,..,..,..,..,..,197,..,40,..,..,..,..,..,..,..,40,..,54,17,4,8,3,0,0,0,92,..,18,7,0,0,0,0,4,0,29,..,6,0,0,0,0,0,0,0,9,..,6,4,0,4,0,4,0,0,18,..,6,6,7,19,16,28,16,11,107,0,4,3,0,0,3,4,3,0,27,198,142,109,108,153,153,138,85,18,1110
POA6225,..,10,9,7,14,14,10,0,0,69,..,12,26,34,75,129,112,96,45,529,21,24,20,8,9,17,11,5,9,125,712,395,440,472,593,606,516,256,76,4063,..,16,210,428,558,683,669,295,34,2892,..,94,259,171,170,111,61,11,0,884,..,11,82,109,96,41,28,16,13,395,1471,..,..,..,..,..,..,..,..,1471,..,282,..,..,..,..,..,..,..,282,..,287,111,43,28,15,9,0,0,497,..,44,26,5,16,30,30,15,5,162,..,24,19,15,3,3,0,0,0,69,..,28,26,21,33,34,22,9,4,164,..,31,64,86,151,264,274,153,68,1094,49,55,45,23,24,26,27,12,8,270,1522,871,830,911,1085,1209,1120,512,134,8189
POA6226,..,0,0,0,0,0,0,0,0,0,..,5,4,0,0,5,5,0,0,15,5,4,0,0,3,3,0,0,0,12,90,43,39,66,70,60,42,10,0,418,..,0,38,77,96,98,62,15,0,390,..,6,11,19,23,18,4,0,0,83,..,0,0,8,4,5,5,0,0,16,195,..,..,..,..,..,..,..,..,195,..,40,..,..,..,..,..,..,..,40,..,49,14,6,3,0,0,0,0,71,..,0,0,0,4,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,5,4,5,5,7,9,3,0,40,0,8,0,4,3,3,0,0,0,23,198,108,78,116,130,129,83,21,0,860
POA6227,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,9,6,5,0,23,0,0,0,0,0,0,0,0,0,3,93,40,33,66,47,47,29,12,3,375,..,0,31,84,67,64,45,25,0,311,..,3,22,20,12,9,0,0,0,67,..,0,4,7,9,0,4,0,0,26,193,..,..,..,..,..,..,..,..,193,..,22,..,..,..,..,..,..,..,22,..,34,3,7,4,0,0,0,0,46,..,0,0,0,0,0,0,0,0,3,..,3,0,0,4,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,4,3,4,9,12,11,9,3,52,0,0,0,0,0,0,0,0,0,3,193,71,63,122,96,90,60,32,4,736
POA6228,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,0,6,14,5,9,0,0,59,..,4,3,12,15,10,13,3,0,57,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,6,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,6,4,0,0,23,0,0,0,0,0,0,0,0,0,0,23,15,3,11,24,17,24,5,3,131
POA6229,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,3,7,0,0,4,12,14,10,5,5,62,..,0,5,5,9,14,25,5,3,60,..,0,0,0,0,3,3,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,11,..,0,0,6,10,8,11,6,3,43,0,0,0,3,0,5,0,0,0,9,7,4,6,11,20,32,38,14,4,147
POA6230,..,141,167,50,63,72,53,24,6,577,..,99,222,195,347,594,664,499,267,2889,57,90,73,38,43,58,49,24,16,455,3815,2424,2599,2740,2950,2673,2219,1213,446,21085,..,88,1407,2696,3023,2867,2451,1237,255,14024,..,623,1292,705,608,450,198,52,3,3936,..,86,362,641,642,251,127,97,64,2283,7748,..,..,..,..,..,..,..,..,7748,..,1655,..,..,..,..,..,..,..,1655,..,1375,471,176,128,90,20,0,0,2261,..,188,135,63,75,109,105,62,33,775,..,134,142,67,43,20,11,4,0,430,..,267,370,144,147,149,110,43,9,1232,..,213,544,505,726,1076,1053,713,362,5192,134,159,149,101,87,107,92,45,23,887,7884,4793,4874,5100,5477,5122,4174,2255,748,40431
POA6232,..,17,14,3,10,13,13,3,0,88,..,15,31,25,59,78,105,141,63,523,12,12,13,0,3,12,11,8,0,82,1130,554,754,743,659,594,496,340,111,5378,..,24,510,833,724,700,618,364,81,3857,..,143,446,227,149,129,58,11,7,1178,..,8,85,161,125,53,28,8,10,483,2279,..,..,..,..,..,..,..,..,2279,..,380,..,..,..,..,..,..,..,380,..,394,134,49,26,13,0,0,0,616,..,44,44,9,13,19,23,9,9,168,..,51,31,15,11,13,5,0,0,120,..,50,40,14,23,34,24,8,0,197,..,30,108,90,138,141,151,186,92,930,34,35,32,16,10,24,24,9,3,178,2312,1152,1431,1422,1215,1122,932,599,200,10383
POA6233,..,24,30,15,26,19,16,3,0,131,..,18,30,29,84,161,195,142,79,734,25,38,17,17,21,31,38,10,0,209,2061,1067,1146,1394,1261,1248,963,441,114,9690,..,31,876,1626,1523,1562,1258,563,67,7502,..,224,629,350,264,226,98,28,0,1811,..,26,138,282,227,78,39,24,10,815,4312,..,..,..,..,..,..,..,..,4312,..,860,..,..,..,..,..,..,..,860,..,666,158,93,40,10,0,0,0,971,..,88,49,19,21,45,52,24,15,306,..,69,44,30,13,14,3,5,0,176,..,49,76,36,48,50,33,9,0,308,..,56,124,135,191,267,302,199,93,1364,56,79,50,44,41,59,66,19,0,418,4367,2144,2141,2607,2380,2304,1855,861,192,18846
POA6236,..,0,0,0,0,4,3,0,0,11,..,3,0,3,4,24,8,14,5,61,0,0,0,0,0,5,0,0,0,9,167,100,84,116,167,179,102,56,12,971,..,4,71,125,222,233,167,60,13,901,..,16,40,47,40,41,24,9,0,216,..,0,6,13,28,6,0,5,0,62,346,..,..,..,..,..,..,..,..,346,..,83,..,..,..,..,..,..,..,83,..,79,30,9,6,9,0,0,0,131,..,10,0,4,0,0,5,3,5,26,..,7,5,5,0,0,0,0,0,14,..,0,0,0,3,6,4,0,0,18,..,5,8,12,17,41,31,18,3,137,0,8,0,4,0,4,4,0,0,29,351,205,171,207,321,338,237,103,29,1961
POA6237,..,0,0,0,0,4,0,0,0,5,..,3,0,0,9,20,18,23,8,82,0,8,0,0,0,0,0,0,0,19,237,123,86,167,183,218,152,57,11,1244,..,3,58,198,234,307,242,66,14,1119,..,27,39,54,50,38,16,3,0,226,..,0,8,20,19,5,12,6,0,77,479,..,..,..,..,..,..,..,..,479,..,80,..,..,..,..,..,..,..,80,..,90,31,12,10,4,0,0,0,155,..,15,0,3,0,12,5,4,0,46,..,8,7,5,4,5,0,0,0,25,..,0,3,0,0,6,3,0,0,23,..,10,7,11,15,28,38,32,9,147,9,9,4,8,7,9,0,4,0,36,482,237,168,313,338,416,320,119,26,2409
POA6239,..,3,8,3,0,6,4,0,0,33,..,7,8,11,27,43,52,56,23,223,7,8,3,7,6,5,12,6,0,56,383,172,197,254,295,340,284,158,47,2142,..,7,111,277,338,402,363,180,35,1716,..,23,111,82,85,77,44,11,0,441,..,3,26,42,43,21,11,9,10,157,775,..,..,..,..,..,..,..,..,775,..,135,..,..,..,..,..,..,..,135,..,146,42,21,15,13,0,0,0,235,..,10,4,3,0,13,16,12,3,73,..,24,13,4,3,5,3,0,0,46,..,10,14,3,6,13,14,0,0,71,..,9,18,35,56,78,91,80,29,395,11,15,13,14,15,15,25,6,3,107,780,380,349,480,567,634,571,302,79,4142
POA6240,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,8,9,5,7,11,20,12,8,0,73,..,0,0,14,16,26,22,14,0,82,..,0,0,5,0,7,3,0,0,15,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,17,11,3,18,20,40,33,15,0,152
POA6243,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,9,5,0,0,40,..,0,0,4,3,4,6,5,0,31,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,11,3,11,9,14,16,5,4,74
POA6244,..,0,0,0,0,5,0,0,0,7,..,3,6,0,11,22,10,17,7,66,0,6,4,0,6,0,4,0,0,16,134,49,60,89,83,106,82,60,12,670,..,3,39,97,101,135,122,57,6,566,..,19,37,23,25,27,4,9,0,151,..,0,8,18,4,7,4,8,3,53,266,..,..,..,..,..,..,..,..,266,..,29,..,..,..,..,..,..,..,29,..,22,7,5,7,7,0,0,0,42,..,0,0,0,0,5,3,4,0,16,..,5,0,0,0,0,0,0,0,6,..,0,0,0,3,4,9,0,0,17,..,7,9,11,28,41,31,32,7,161,3,10,7,0,9,0,7,3,3,38,262,95,106,159,170,223,176,117,22,1332
POA6251,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,4,21,12,4,20,27,26,18,5,0,133,..,0,7,22,35,30,26,6,0,119,..,4,6,5,3,9,6,0,0,32,..,0,0,3,0,0,3,0,0,14,46,..,..,..,..,..,..,..,..,46,..,6,..,..,..,..,..,..,..,6,..,11,0,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,5,0,0,6,..,0,0,4,0,3,9,8,0,29,0,0,0,3,0,0,0,0,0,4,46,23,17,34,48,48,46,14,0,282
POA6252,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,6,11,9,17,11,8,0,62,..,0,0,9,3,15,15,13,0,58,..,0,5,6,0,4,0,0,0,15,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,4,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,4,4,3,3,4,0,19,0,0,0,0,0,0,0,0,0,4,16,6,16,17,14,29,20,17,0,133
POA6253,..,0,0,0,0,3,4,0,0,7,..,0,0,0,3,16,21,17,0,61,0,0,0,0,0,0,0,0,0,3,42,9,19,32,34,57,70,37,8,295,..,0,11,29,37,56,73,26,9,239,..,5,13,11,11,21,21,8,0,86,..,0,0,7,9,3,0,0,0,15,78,..,..,..,..,..,..,..,..,78,..,17,..,..,..,..,..,..,..,17,..,6,4,0,0,0,0,0,0,9,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,3,3,0,0,19,..,0,6,0,7,21,42,23,0,104,0,0,0,4,0,5,0,0,0,8,77,31,32,53,66,109,144,55,11,587
POA6254,..,0,6,0,5,0,5,0,0,8,..,0,0,4,7,6,9,6,0,32,0,4,0,0,0,0,3,0,0,9,40,26,19,26,26,46,33,21,0,220,..,0,5,21,20,42,31,25,0,157,..,6,9,9,15,11,4,3,0,54,..,0,0,7,5,6,0,0,0,18,74,..,..,..,..,..,..,..,..,74,..,14,..,..,..,..,..,..,..,14,..,14,5,0,0,4,0,0,0,25,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,4,0,5,4,5,0,0,15,..,0,0,5,15,27,23,4,4,74,0,4,3,0,0,4,3,0,0,10,79,36,36,45,55,92,69,41,10,450
POA6255,..,5,0,4,0,8,9,0,0,32,..,3,6,7,33,59,83,65,23,282,0,10,5,9,4,11,14,5,0,56,326,165,143,219,281,347,370,153,38,2045,..,0,116,238,300,381,468,175,22,1703,..,37,81,65,90,84,47,10,0,407,..,0,12,34,36,23,14,10,0,132,683,..,..,..,..,..,..,..,..,683,..,121,..,..,..,..,..,..,..,121,..,97,34,16,15,5,0,0,0,170,..,13,0,0,3,12,14,14,3,54,..,4,5,0,4,3,0,0,0,16,..,4,11,5,3,12,12,6,0,57,..,12,24,18,54,98,151,99,30,468,6,13,9,13,12,28,25,6,3,115,687,309,284,392,511,648,724,315,63,3919
POA6256,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,9,29,12,17,18,24,30,22,14,5,178,..,0,6,27,40,37,37,15,0,166,..,0,10,10,9,11,4,0,0,41,..,0,0,0,0,0,0,0,0,0,75,..,..,..,..,..,..,..,..,75,..,11,..,..,..,..,..,..,..,11,..,15,3,0,0,0,0,0,0,21,..,0,0,0,0,7,0,0,3,8,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,4,0,0,0,9,..,0,0,6,0,11,13,9,3,36,0,5,0,0,0,0,0,0,0,13,72,33,29,38,52,72,52,31,4,382
POA6258,..,9,3,3,5,4,8,9,0,46,..,15,31,23,42,92,92,66,35,392,4,16,12,7,10,18,20,8,0,95,516,298,309,328,379,473,358,183,57,2900,..,10,172,338,394,536,408,207,34,2103,..,94,198,103,113,98,42,15,0,656,..,10,39,66,56,35,21,13,6,241,1046,..,..,..,..,..,..,..,..,1046,..,198,..,..,..,..,..,..,..,198,..,191,61,25,14,13,4,0,0,313,..,32,13,0,5,22,13,4,9,97,..,9,12,11,6,6,3,0,0,40,..,26,27,7,17,18,13,6,0,120,..,41,86,62,105,180,174,114,47,808,15,26,27,10,20,35,34,11,8,178,1062,645,618,626,732,941,710,370,96,5793
POA6260,..,4,8,0,0,3,0,0,0,22,..,0,0,7,6,13,13,14,9,62,3,5,3,0,0,3,6,0,0,19,83,50,52,74,76,85,60,36,19,542,..,0,38,68,102,90,94,35,10,446,..,11,26,18,15,18,6,3,0,105,..,0,3,11,13,8,3,0,0,37,168,..,..,..,..,..,..,..,..,168,..,32,..,..,..,..,..,..,..,32,..,48,10,6,7,5,0,0,0,77,..,0,0,0,0,5,0,3,0,16,..,0,0,0,3,0,0,0,0,9,..,4,12,4,8,6,3,0,0,35,..,0,7,14,20,40,26,26,19,144,9,8,3,0,4,9,7,4,0,41,171,107,105,125,169,177,142,75,38,1103
POA6262,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,10,10,8,7,33,6,0,0,3,0,0,3,0,0,18,46,17,21,33,56,65,52,26,7,309,..,0,12,18,48,63,52,25,0,225,..,0,12,19,27,25,9,4,0,101,..,0,3,5,3,0,0,0,0,14,95,..,..,..,..,..,..,..,..,95,..,13,..,..,..,..,..,..,..,13,..,10,4,7,0,0,0,0,0,21,..,9,0,4,0,6,5,0,0,18,..,0,3,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,10,..,0,3,0,15,20,28,12,5,86,5,3,0,6,4,4,11,4,3,49,102,36,34,57,100,122,107,51,17,619
POA6271,..,4,6,5,5,9,4,3,0,31,..,6,6,9,15,35,41,23,14,150,0,5,0,6,10,10,6,0,0,36,314,157,160,206,257,243,176,88,27,1623,..,5,104,185,268,247,222,106,16,1156,..,35,85,75,84,71,28,9,0,385,..,3,21,41,36,14,14,12,3,152,625,..,..,..,..,..,..,..,..,625,..,147,..,..,..,..,..,..,..,147,..,96,23,20,15,12,0,0,0,160,..,13,3,0,3,14,8,8,0,40,..,4,5,3,4,0,0,0,0,17,..,11,15,6,9,12,10,3,0,75,..,15,12,27,37,60,79,43,17,288,8,11,11,3,11,19,13,3,0,72,637,329,281,370,474,443,371,172,41,3112
POA6275,..,0,0,0,0,8,0,0,0,11,..,0,0,4,11,26,28,10,8,89,8,0,4,0,0,5,11,5,0,30,86,24,41,70,80,128,139,62,11,637,..,0,23,67,62,121,169,76,14,534,..,0,25,33,24,31,28,9,0,156,..,0,7,4,8,13,0,5,0,41,163,..,..,..,..,..,..,..,..,163,..,34,..,..,..,..,..,..,..,34,..,25,9,11,3,4,0,0,0,53,..,0,0,0,0,3,4,3,0,14,..,8,5,0,4,4,0,0,0,16,..,0,0,0,4,14,4,0,0,29,..,0,5,21,27,41,55,25,8,180,14,0,3,6,4,11,18,12,0,60,176,69,70,141,144,242,287,128,24,1276
POA6280,..,38,69,24,34,48,26,6,5,247,..,28,74,80,182,339,470,402,253,1831,34,55,41,30,41,57,48,27,6,345,2609,1306,1358,1839,2016,1929,1901,1059,399,14408,..,23,857,1917,2133,2136,2321,1222,241,10852,..,251,727,562,486,351,212,58,7,2664,..,21,154,341,398,166,62,47,26,1219,5245,..,..,..,..,..,..,..,..,5245,..,1087,..,..,..,..,..,..,..,1087,..,886,299,88,77,43,8,4,0,1401,..,110,52,24,32,66,84,37,29,427,..,100,73,26,25,16,9,3,0,254,..,95,152,60,83,108,50,23,4,568,..,66,188,230,361,560,745,558,325,3035,61,91,94,70,81,98,94,45,12,653,5306,2733,2593,3317,3669,3544,3588,1997,655,27406
POA6281,..,23,36,14,11,8,3,0,0,97,..,11,19,30,51,58,107,70,26,363,20,19,15,14,7,19,11,6,0,106,818,257,370,630,553,466,463,228,53,3820,..,0,194,690,618,584,622,292,51,3052,..,28,225,207,144,91,63,21,0,769,..,0,6,73,113,33,14,9,0,255,1622,..,..,..,..,..,..,..,..,1622,..,268,..,..,..,..,..,..,..,268,..,150,49,18,10,4,0,0,0,239,..,16,8,7,3,5,6,4,7,64,..,17,34,10,9,5,0,0,0,71,..,43,72,23,24,20,11,7,0,203,..,15,40,55,99,100,176,97,32,620,33,31,28,30,20,33,32,13,0,222,1658,576,657,1116,1038,875,917,449,96,7388
